"","Features","L1","varL1","L2","Win1","Win2","DirectionalWin1","DirectionalWin2","WeightedWin1","WeightedWin2","Prediction"
"1","NumTweets_Month1_Log","61.3416168890409","1647.28249714952","72.6140683220701","4","2","7","7","-31.0569900687368","-20.3362101414673","162.043852669631"
"2","NumTweets_Month1_LogDelta","62.4484542079331","1693.91191606904","73.8414654695468","4","2","7","7","-33.4863610908168","-22.2747760174977","157.42882181333"
"3","NumTweets_Month1_Log+NumTweets_Month1_LogDelta","61.3357397800932","1647.98700479876","72.6135505864448","4","2","7","7","-31.8735490579323","-21.0057429675571","163.056249107302"
"4","NumTweets_Month2_Log","62.4875302015934","1694.76883874166","73.8798317057836","4","2","7","7","-32.4651471259305","-21.6372917394872","156.426325721485"
"5","NumTweets_Month2_LogDelta","63.0774765490075","1722.87793984837","74.5524837009803","4","2","7","7","-33.9655928116998","-23.2813174104638","153.589779238319"
"6","NumTweets_Month2_Log+NumTweets_Month2_LogDelta","62.2467399491321","1687.65915532592","73.6320414403742","4","2","7","7","-32.8086199839145","-22.5359239811671","157.400020997014"
"7","NumTweets_Month1_Log+NumTweets_Month2_Log","61.4148477676093","1649.50253615749","72.6899409670714","4","2","7","7","-32.0520196619409","-21.271444983611","163.18287724022"
"8","NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta","62.6267213183383","1704.35589018046","74.056954134978","4","2","7","7","-34.0294650002376","-23.1091986716602","156.78037206832"
"9","NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta","70.4119066119029","2060.04442998145","82.7418313402578","4","3","7","7","-35.8116937344145","-33.2475846677504","163.569234125681"
"10","NumTweets_Week1_Log","61.4033663362801","1668.74522038996","72.8014870460639","4","2","7","7","-31.0180473060348","-19.8266550047601","162.075174891018"
"11","NumTweets_Week1_LogDelta","62.6526841056682","1725.36121868201","74.2087592051627","4","2","7","7","-32.9794383361459","-21.6846802869235","157.338848266222"
"12","NumTweets_Week1_Log+NumTweets_Week1_LogDelta","62.2684804379218","1701.13102983499","73.7342102875587","4","2","7","7","-32.5900600025903","-21.7012267814154","161.604127016437"
"13","NumTweets_Month1_Log+NumTweets_Week1_Log","62.1035238960371","1628.83702614211","73.1433406921135","4","2","7","7","-32.3431225262795","-22.5490470652305","161.501737784363"
"14","NumTweets_Month1_LogDelta+NumTweets_Week1_LogDelta","62.5190838890755","1713.80698679465","74.0244931642518","4","2","7","7","-33.1966858517343","-21.8710555618463","157.999348807751"
"15","NumTweets_Month1_Log+NumTweets_Week1_Log+NumTweets_Month1_LogDelta+NumTweets_Week1_LogDelta","65.4878496160064","1652.52466671306","76.1805272044567","4","2","7","7","-35.9831180475774","-27.0283823776368","159.368427745608"
"16","NumTweets_Month2_Log+NumTweets_Week1_Log","61.3916344011045","1673.43593536551","72.8211213535647","4","2","7","7","-31.0762966015036","-19.7525842082799","162.116965888965"
"17","NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta","62.7863050482306","1730.21222476357","74.3515162878969","4","2","7","7","-33.6150390577046","-22.6692366263608","156.713895650591"
"18","NumTweets_Month2_Log+NumTweets_Week1_Log+NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta","63.5017416940944","1681.46743599136","74.6579958734644","4","2","7","7","-33.8097356541556","-24.3340189722897","160.897149663625"
"19","NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Week1_Log","62.8469235741971","1624.93105551709","73.7513114253908","4","2","7","7","-34.1727668618818","-24.462781307063","161.467841016066"
"20","NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta","62.6673748520709","1720.4129477796","74.1905996267807","4","2","7","7","-33.7555397670551","-22.7465086353573","157.359666319985"
"21","NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Week1_Log+NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta","72.5533957964965","2072.02104446495","84.6365634090606","4","2","7","7","-36.9716023546124","-34.5358635193133","162.973665367703"
"22","NumTweets_Week2_Log","61.7947972025359","1671.76006701567","73.1508283575807","4","2","7","7","-31.6527764727628","-20.3516137884176","160.92027412846"
"23","NumTweets_Week2_LogDelta","62.8192448576071","1707.67949173579","74.2403555480742","4","2","7","7","-33.005219705225","-20.8754895967639","155.879041137698"
"24","NumTweets_Week2_Log+NumTweets_Week2_LogDelta","62.3415546535951","1684.58777171185","73.6931129348579","4","2","7","7","-32.4898708541822","-20.6996573461321","160.46001884817"
"25","NumTweets_Month1_Log+NumTweets_Week2_Log","63.0608157598274","1648.38324223839","74.0789069597193","4","2","7","7","-33.2763908844329","-24.8721047115273","159.215286437581"
"26","NumTweets_Month1_LogDelta+NumTweets_Week2_LogDelta","62.4963929544093","1697.10468138972","73.9018161047876","4","2","7","7","-33.3579693977542","-21.8845475715218","157.498860892912"
"27","NumTweets_Month1_Log+NumTweets_Week2_Log+NumTweets_Month1_LogDelta+NumTweets_Week2_LogDelta","67.4382801036311","1703.87662477385","78.1652642122989","4","2","7","7","-36.080868496932","-28.0762449533616","154.498458661412"
"28","NumTweets_Month2_Log+NumTweets_Week2_Log","61.7707965274239","1672.30357102418","73.1339609465937","4","2","7","7","-31.6699417669448","-20.1688881776713","161.200596403649"
"29","NumTweets_Month2_LogDelta+NumTweets_Week2_LogDelta","62.9531994920074","1717.10650789287","74.4118244984107","4","2","7","7","-33.9201862890295","-22.4043198275482","155.439147243891"
"30","NumTweets_Month2_Log+NumTweets_Week2_Log+NumTweets_Month2_LogDelta+NumTweets_Week2_LogDelta","64.2034442275996","1676.9152330052","75.2280170389193","4","2","7","7","-34.7164352935121","-24.7643785053561","158.291595356789"
"31","NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Week2_Log","63.1442657497596","1651.15404555524","74.1670828074595","4","2","7","7","-34.0272101257876","-25.3028028858745","160.340849684493"
"32","NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumTweets_Week2_LogDelta","62.6920964911616","1708.24456998981","74.1362921805583","4","2","7","7","-33.9498671711819","-22.7574419311139","156.84519018156"
"33","NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Week2_Log+NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumTweets_Week2_LogDelta","72.6590149949031","2050.99765678273","84.6133183689998","4","2","7","7","-37.133574250422","-34.2086582856057","161.693460851438"
"34","NumTweets_Week1_Log+NumTweets_Week2_Log","61.4252457954655","1685.57467605047","72.9257906419003","4","2","7","7","-31.1950776078614","-20.4313611162621","161.886689401829"
"35","NumTweets_Week1_LogDelta+NumTweets_Week2_LogDelta","62.6269176981524","1741.02941673045","74.2837428538309","4","2","7","7","-32.8918608313037","-22.3002952423174","157.448496940068"
"36","NumTweets_Week1_Log+NumTweets_Week2_Log+NumTweets_Week1_LogDelta+NumTweets_Week2_LogDelta","62.146610473048","1708.35833891996","73.6762942695867","4","2","7","7","-32.2763129995605","-22.0484618274119","162.730212955894"
"37","NumTweets_Month1_Log+NumTweets_Week1_Log+NumTweets_Week2_Log","62.8082090762117","1657.02023646322","73.9175645169609","4","2","7","7","-32.896588423114","-24.7128946841311","159.961310953486"
"38","NumTweets_Month1_LogDelta+NumTweets_Week1_LogDelta+NumTweets_Week2_LogDelta","62.4704217510844","1729.27947477933","74.0791903684119","4","2","7","7","-33.0940490344414","-22.5482126816833","158.191041768087"
"39","NumTweets_Month1_Log+NumTweets_Week1_Log+NumTweets_Week2_Log+NumTweets_Month1_LogDelta+NumTweets_Week1_LogDelta+NumTweets_Week2_LogDelta","67.9679131133733","1726.79081835893","78.7561349767924","4","2","7","7","-36.0609669525473","-28.6154908042337","155.486356723783"
"40","NumTweets_Month2_Log+NumTweets_Week1_Log+NumTweets_Week2_Log","61.4471010124706","1685.60166410134","72.9443697731108","4","2","7","7","-31.2193791831484","-20.4975225453851","161.887068834186"
"41","NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta+NumTweets_Week2_LogDelta","62.7707575480124","1740.61202689344","74.4024799842295","4","2","7","7","-33.4531368079712","-22.8790912271712","156.812447452645"
"42","NumTweets_Month2_Log+NumTweets_Week1_Log+NumTweets_Week2_Log+NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta+NumTweets_Week2_LogDelta","64.4348076719605","1713.68342500016","75.6486676197231","4","2","7","7","-34.1548920306919","-25.47358739621","159.195993310445"
"43","NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Week1_Log+NumTweets_Week2_Log","63.2436743179831","1648.33763011947","74.2343485334246","4","2","7","7","-34.102471999157","-25.4091127648204","160.386931461882"
"44","NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta+NumTweets_Week2_LogDelta","62.6287991472163","1731.20335819095","74.2246784721726","4","2","7","7","-33.5572484746998","-23.0124224276021","157.560011275263"
"45","NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Week1_Log+NumTweets_Week2_Log+NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta+NumTweets_Week2_LogDelta","73.2306083439599","2066.92649974644","85.1904021776751","4","2","7","7","-37.06120168477","-34.6316105245525","162.18213633286"
"46","NumDistinctTweets_Month1_Log","54.856267731511","1525.920616403","66.3925498415846","4","2","7","7","59.7643579508025","159.336729552643","184.892195228907"
"47","NumDistinctTweets_Month1_LogDelta","62.1592655919351","1662.72682960489","73.4025923207067","4","2","7","7","-33.4970953115421","-22.3280276092362","160.452168607718"
"48","NumDistinctTweets_Month1_Log+NumDistinctTweets_Month1_LogDelta","55.2560121918467","1520.46205421159","66.6857088615904","4","2","7","7","3.9165786118013","43.9321726419849","185.237802311463"
"49","NumDistinctTweets_Month2_Log","58.8473012216213","1618.3915563446","70.3315750881787","4","2","7","7","-23.8634486300863","-10.3777047070471","168.444453396576"
"50","NumDistinctTweets_Month2_LogDelta","62.9223952668429","1755.09745927047","74.619482467928","4","2","7","7","-33.736745107893","-22.5648131640126","153.722074581916"
"51","NumDistinctTweets_Month2_Log+NumDistinctTweets_Month2_LogDelta","57.0273086638323","1646.62438129209","69.0037652327109","4","2","7","7","-14.3779024850137","7.60660830959294","172.7060704163"
"52","NumDistinctTweets_Month1_Log+NumDistinctTweets_Month2_Log","55.4423411184386","1517.56954595862","66.8203457475494","4","2","7","7","-6.83848947368638","21.7361407156854","185.349455915761"
"53","NumDistinctTweets_Month1_LogDelta+NumDistinctTweets_Month2_LogDelta","62.229605135676","1698.02568419687","73.6820690479663","4","2","7","7","-33.8198456362694","-22.5746793565999","159.846517335498"
"54","NumDistinctTweets_Month1_Log+NumDistinctTweets_Month2_Log+NumDistinctTweets_Month1_LogDelta+NumDistinctTweets_Month2_LogDelta","62.1387104503145","1671.91434326989","73.4425454653188","4","2","7","7","-28.4363660842533","-26.204775315042","188.075757110986"
"55","NumDistinctTweets_Week1_Log","60.3355303299057","1639.14386188335","71.7141879982664","4","2","7","7","-29.2082543612679","-17.831440892051","167.592608299235"
"56","NumDistinctTweets_Week1_LogDelta","62.7155963060535","1721.24916770892","74.2364988202594","4","2","7","7","-32.9386749870439","-21.8148716506969","156.14781985426"
"57","NumDistinctTweets_Week1_Log+NumDistinctTweets_Week1_LogDelta","60.8257045427447","1646.37527800965","72.17301207028","4","2","7","7","-30.3455197699391","-19.8004095842515","167.753106182596"
"58","NumDistinctTweets_Month1_Log+NumDistinctTweets_Week1_Log","54.4298754957077","1421.05494937719","65.3088435824277","4","3","7","7","-8.20915774637801","13.176586726275","185.699565374244"
"59","NumDistinctTweets_Month1_LogDelta+NumDistinctTweets_Week1_LogDelta","61.771101933503","1576.45622364299","72.5310547679541","4","2","7","7","-34.5986434496657","-23.2790784640503","162.586788881297"
"60","NumDistinctTweets_Month1_Log+NumDistinctTweets_Week1_Log+NumDistinctTweets_Month1_LogDelta+NumDistinctTweets_Week1_LogDelta","57.676172701394","1200.40804283042","66.5350654673327","4","2","7","7","-28.3566669133091","-24.216969171921","191.779069684924"
"61","NumDistinctTweets_Month2_Log+NumDistinctTweets_Week1_Log","58.3320786538831","1603.75772366636","69.8050331049056","4","2","7","7","-22.628516444114","-8.41545673886078","172.441959674191"
"62","NumDistinctTweets_Month2_LogDelta+NumDistinctTweets_Week1_LogDelta","62.8325036168449","1751.24288118554","74.5199938619221","4","2","7","7","-33.5759956667742","-22.4162926279037","155.025565322988"
"63","NumDistinctTweets_Month2_Log+NumDistinctTweets_Week1_Log+NumDistinctTweets_Month2_LogDelta+NumDistinctTweets_Week1_LogDelta","57.8782034553622","1622.07512979312","69.5470246490148","4","2","7","7","-10.4254321513277","11.8152743663765","176.546402868367"
"64","NumDistinctTweets_Month1_Log+NumDistinctTweets_Month2_Log+NumDistinctTweets_Week1_Log","58.491791466813","1170.6396905848","67.0401077865571","4","2","7","7","-30.2233713973135","-25.2875427797068","190.699423917996"
"65","NumDistinctTweets_Month1_LogDelta+NumDistinctTweets_Month2_LogDelta+NumDistinctTweets_Week1_LogDelta","61.4224157635722","1557.67934976366","72.1150878493293","4","2","7","7","-37.588292745083","-24.7905164414896","162.029470207154"
"66","NumDistinctTweets_Month1_Log+NumDistinctTweets_Month2_Log+NumDistinctTweets_Week1_Log+NumDistinctTweets_Month1_LogDelta+NumDistinctTweets_Month2_LogDelta+NumDistinctTweets_Week1_LogDelta","60.2312234271311","1263.05886138825","69.1780617811857","3","2","6","7","-31.8319235326514","-27.3809192055278","192.792070244"
"67","NumDistinctTweets_Week2_Log","59.3742019559941","1613.67500148518","70.7424762261395","4","2","7","7","-26.0243633768735","-12.0210969911597","171.821884383814"
"68","NumDistinctTweets_Week2_LogDelta","62.7745043795962","1704.92466666764","74.1854838308408","4","2","7","7","-32.9703586161555","-20.9672594650601","156.782684295574"
"69","NumDistinctTweets_Week2_Log+NumDistinctTweets_Week2_LogDelta","59.9919124705712","1617.40352169974","71.2856890039515","4","2","7","7","-27.9853087063019","-15.3052652183823","171.710003880746"
"70","NumDistinctTweets_Month1_Log+NumDistinctTweets_Week2_Log","54.396796345965","1428.97078895997","65.3368299092049","4","3","7","7","-21.5974332436487","-18.2266274191262","182.871285200999"
"71","NumDistinctTweets_Month1_LogDelta+NumDistinctTweets_Week2_LogDelta","61.8415842016071","1644.63546065735","73.0202988364676","4","2","7","7","-33.4983047833982","-23.3937108684029","161.331413423705"
"72","NumDistinctTweets_Month1_Log+NumDistinctTweets_Week2_Log+NumDistinctTweets_Month1_LogDelta+NumDistinctTweets_Week2_LogDelta","56.9353610459764","1385.03694549192","67.1658584212988","4","2","7","7","-23.885962586528","-22.275805111023","182.561517085771"
"73","NumDistinctTweets_Month2_Log+NumDistinctTweets_Week2_Log","58.16137806867","1599.96492335324","69.637492860675","4","2","7","7","-20.604291214749","-3.91309338688863","173.648744027319"
"74","NumDistinctTweets_Month2_LogDelta+NumDistinctTweets_Week2_LogDelta","62.8140560034337","1740.31966359373","74.437212847899","4","2","7","7","-33.5265293901312","-21.8373414245862","155.971603567224"
"75","NumDistinctTweets_Month2_Log+NumDistinctTweets_Week2_Log+NumDistinctTweets_Month2_LogDelta+NumDistinctTweets_Week2_LogDelta","58.1688366022033","1606.12204963201","69.6842313378704","4","2","7","7","-7.38427099740089","21.5938421001164","173.385420568591"
"76","NumDistinctTweets_Month1_Log+NumDistinctTweets_Month2_Log+NumDistinctTweets_Week2_Log","56.3795239180982","1362.61182417927","66.5410516603277","4","2","7","7","-25.0357901332046","-22.7597686472684","183.88099567391"
"77","NumDistinctTweets_Month1_LogDelta+NumDistinctTweets_Month2_LogDelta+NumDistinctTweets_Week2_LogDelta","61.7350375879352","1686.06657747764","73.1899986018464","4","2","7","7","-34.022400367268","-24.2122788280906","160.498735368936"
"78","NumDistinctTweets_Month1_Log+NumDistinctTweets_Month2_Log+NumDistinctTweets_Week2_Log+NumDistinctTweets_Month1_LogDelta+NumDistinctTweets_Month2_LogDelta+NumDistinctTweets_Week2_LogDelta","61.3237865648381","1494.24224036484","71.6263139657318","3","2","6","7","-27.7133756512267","-26.9233765588809","184.620622751983"
"79","NumDistinctTweets_Week1_Log+NumDistinctTweets_Week2_Log","59.3303304919603","1600.5130000055","70.6202876867331","4","2","7","7","-15.7937059100485","9.99663203909096","172.98297554245"
"80","NumDistinctTweets_Week1_LogDelta+NumDistinctTweets_Week2_LogDelta","62.8705082943594","1703.04917500358","74.2551629424585","4","2","7","7","-32.8847779171954","-20.35968150311","156.669430895051"
"81","NumDistinctTweets_Week1_Log+NumDistinctTweets_Week2_Log+NumDistinctTweets_Week1_LogDelta+NumDistinctTweets_Week2_LogDelta","59.9848103396057","1609.62850564959","71.2297007457137","4","2","7","7","-13.6693078379004","14.1717180866442","175.423375009315"
"82","NumDistinctTweets_Month1_Log+NumDistinctTweets_Week1_Log+NumDistinctTweets_Week2_Log","54.359378878048","1419.73206832213","65.2408088134704","4","3","7","7","-20.8455227481578","-16.0135755897765","183.969311955377"
"83","NumDistinctTweets_Month1_LogDelta+NumDistinctTweets_Week1_LogDelta+NumDistinctTweets_Week2_LogDelta","61.852940277259","1582.38417592583","72.6381790030159","4","2","7","7","-34.487736836667","-23.061708374724","162.575625903548"
"84","NumDistinctTweets_Month1_Log+NumDistinctTweets_Week1_Log+NumDistinctTweets_Week2_Log+NumDistinctTweets_Month1_LogDelta+NumDistinctTweets_Week1_LogDelta+NumDistinctTweets_Week2_LogDelta","57.9765772187819","1229.06830644691","66.9920103712503","4","2","7","7","-27.8385530265075","-24.0805238929299","189.21755413241"
"85","NumDistinctTweets_Month2_Log+NumDistinctTweets_Week1_Log+NumDistinctTweets_Week2_Log","58.5239994587546","1597.95857546842","69.9274901129331","4","2","7","7","-11.9149037143019","15.3308563409946","173.892781975824"
"86","NumDistinctTweets_Month2_LogDelta+NumDistinctTweets_Week1_LogDelta+NumDistinctTweets_Week2_LogDelta","63.0631597575105","1730.0342331778","74.5843605077339","4","2","7","7","-33.8003971399002","-20.9030942445215","155.294845909699"
"87","NumDistinctTweets_Month2_Log+NumDistinctTweets_Week1_Log+NumDistinctTweets_Week2_Log+NumDistinctTweets_Month2_LogDelta+NumDistinctTweets_Week1_LogDelta+NumDistinctTweets_Week2_LogDelta","58.1827775832714","1627.74447873523","69.8379174432609","4","2","7","7","-6.23430136965896","22.3211763420328","174.338141820749"
"88","NumDistinctTweets_Month1_Log+NumDistinctTweets_Month2_Log+NumDistinctTweets_Week1_Log+NumDistinctTweets_Week2_Log","58.4203442953407","1184.0430363393","67.0694372340873","4","2","7","7","-29.6902297278501","-25.2179169767703","190.163954911907"
"89","NumDistinctTweets_Month1_LogDelta+NumDistinctTweets_Month2_LogDelta+NumDistinctTweets_Week1_LogDelta+NumDistinctTweets_Week2_LogDelta","61.5687593457439","1561.63423104532","72.2648612570383","4","2","7","7","-37.7472171751387","-24.6780969702554","161.998664139023"
"90","NumDistinctTweets_Month1_Log+NumDistinctTweets_Month2_Log+NumDistinctTweets_Week1_Log+NumDistinctTweets_Week2_Log+NumDistinctTweets_Month1_LogDelta+NumDistinctTweets_Month2_LogDelta+NumDistinctTweets_Week1_LogDelta+NumDistinctTweets_Week2_LogDelta","60.16720410305","1300.79963479186","69.3721277949866","3","2","6","7","-31.158284818584","-26.6751336691028","189.500049611999"
"91","NumTweets_Month1_Log+NumDistinctTweets_Month1_Log","50.2496835079238","1420.13918470284","61.8613364331129","6","4","8","7","-17.5779515766664","-17.0651835132457","200.328051021611"
"92","NumTweets_Month1_LogDelta+NumDistinctTweets_Month1_LogDelta","62.1613319723542","1665.72203057725","73.4230417099408","4","2","7","7","-33.5247402088674","-22.3272434578883","160.362674942317"
"93","NumTweets_Month1_Log+NumDistinctTweets_Month1_Log+NumTweets_Month1_LogDelta+NumDistinctTweets_Month1_LogDelta","49.6225231672286","1438.58810343236","61.490654305852","7","4","8","7","-16.9768447840935","-17.0688780854523","201.960618254806"
"94","NumTweets_Month2_Log+NumDistinctTweets_Month2_Log","54.5502453549473","1565.5499414656","66.4139798132021","5","3","8","7","-18.3708996012094","-11.4655137627189","179.310690781745"
"95","NumTweets_Month2_LogDelta+NumDistinctTweets_Month2_LogDelta","63.0161395497429","1743.16122231489","74.6252747457231","4","2","7","7","-33.9693382677118","-23.0878425048917","153.609663027955"
"96","NumTweets_Month2_Log+NumDistinctTweets_Month2_Log+NumTweets_Month2_LogDelta+NumDistinctTweets_Month2_LogDelta","50.8720484868916","1591.68311874062","63.6160999755425","6","5","8","7","-17.0713536184125","-15.6216868040665","189.19093401621"
"97","NumTweets_Month1_Log+NumDistinctTweets_Month1_Log+NumTweets_Month2_Log+NumDistinctTweets_Month2_Log","49.7618208054111","1439.08710769696","61.6068339709597","7","4","8","7","-17.1991557510918","-17.0020498007105","201.934191508032"
"98","NumTweets_Month1_LogDelta+NumDistinctTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumDistinctTweets_Month2_LogDelta","62.3147935802583","1689.14174850615","73.6988021278558","4","2","7","7","-34.0479502774328","-23.0469860350973","159.759633759106"
"99","NumTweets_Month1_Log+NumDistinctTweets_Month1_Log+NumTweets_Month2_Log+NumDistinctTweets_Month2_Log+NumTweets_Month1_LogDelta+NumDistinctTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumDistinctTweets_Month2_LogDelta","57.9615269937135","1930.83728023379","71.6203377888614","5","4","7","6","-12.0898008681351","-13.8555835770979","214.173523735342"
"100","NumTweets_Week1_Log+NumDistinctTweets_Week1_Log","60.2872924739894","1623.10181379979","71.5709505537044","4","2","7","7","-29.3652301005432","-18.5802296658564","169.411440193422"
"101","NumTweets_Week1_LogDelta+NumDistinctTweets_Week1_LogDelta","62.8974823005935","1721.38459786075","74.3910556527183","4","2","7","7","-33.3576019611192","-21.9721188000383","156.216512710964"
"102","NumTweets_Week1_Log+NumDistinctTweets_Week1_Log+NumTweets_Week1_LogDelta+NumDistinctTweets_Week1_LogDelta","58.544357493205","1611.59522144866","70.0338304960785","4","2","7","7","-24.1812007240664","-10.2391566935875","175.322571208381"
"103","NumTweets_Month1_Log+NumDistinctTweets_Month1_Log+NumTweets_Week1_Log+NumDistinctTweets_Week1_Log","48.6996247630469","1387.59621699257","60.3623777776474","7","4","8","7","-13.4786847998989","-15.146748669038","203.194521681369"
"104","NumTweets_Month1_LogDelta+NumDistinctTweets_Month1_LogDelta+NumTweets_Week1_LogDelta+NumDistinctTweets_Week1_LogDelta","62.0395776045537","1584.0209858264","72.8074750719936","4","2","7","7","-34.8262017043297","-23.3202564560039","162.328885304993"
"105","NumTweets_Month1_Log+NumDistinctTweets_Month1_Log+NumTweets_Week1_Log+NumDistinctTweets_Week1_Log+NumTweets_Month1_LogDelta+NumDistinctTweets_Month1_LogDelta+NumTweets_Week1_LogDelta+NumDistinctTweets_Week1_LogDelta","50.1052549841533","1347.72657333205","61.2041877863059","6","4","7","7","3.03729852372954","27.0632727085488","209.416482280434"
"106","NumTweets_Month2_Log+NumDistinctTweets_Month2_Log+NumTweets_Week1_Log+NumDistinctTweets_Week1_Log","54.2491288745776","1558.36454223484","66.1170841313534","5","3","8","7","-18.0824817030953","-10.9041452033358","183.699872894308"
"107","NumTweets_Month2_LogDelta+NumDistinctTweets_Month2_LogDelta+NumTweets_Week1_LogDelta+NumDistinctTweets_Week1_LogDelta","63.2411858795982","1728.79348569445","74.7273373896359","4","2","7","7","-34.544167748514","-23.6654431574391","154.788807876805"
"108","NumTweets_Month2_Log+NumDistinctTweets_Month2_Log+NumTweets_Week1_Log+NumDistinctTweets_Week1_Log+NumTweets_Month2_LogDelta+NumDistinctTweets_Month2_LogDelta+NumTweets_Week1_LogDelta+NumDistinctTweets_Week1_LogDelta","52.4709882319925","1541.17242842593","64.5441399258342","6","3","8","7","-16.6343173514663","-17.7265344159145","193.468853614678"
"109","NumTweets_Month1_Log+NumDistinctTweets_Month1_Log+NumTweets_Month2_Log+NumDistinctTweets_Month2_Log+NumTweets_Week1_Log+NumDistinctTweets_Week1_Log","52.3411261445213","1245.74253426777","62.3018791248612","5","3","7","7","-21.1306219287159","-16.8425194810952","204.918526873784"
"110","NumTweets_Month1_LogDelta+NumDistinctTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumDistinctTweets_Month2_LogDelta+NumTweets_Week1_LogDelta+NumDistinctTweets_Week1_LogDelta","62.0740109536627","1510.94109035703","72.3754942553259","4","2","7","7","-38.0181905130793","-25.593788555896","161.945559201451"
"111","NumTweets_Week2_Log+NumDistinctTweets_Week2_Log","57.3586517175848","1598.61437625628","68.9594912860257","4","2","7","7","6.07894927758116","51.8950143699695","178.266192622722"
"112","NumTweets_Week2_LogDelta+NumDistinctTweets_Week2_LogDelta","62.8043255950701","1706.14210880664","74.2182384134183","4","2","7","7","-32.9835777352738","-20.8099748935138","156.44973256563"
"113","NumTweets_Week2_Log+NumDistinctTweets_Week2_Log+NumTweets_Week2_LogDelta+NumDistinctTweets_Week2_LogDelta","56.8393363116916","1593.82580593266","68.4961104087319","4","2","7","7","34.2802987491748","109.82849213076","180.1348272068"
"114","NumTweets_Month1_Log+NumDistinctTweets_Month1_Log+NumTweets_Week2_Log+NumDistinctTweets_Week2_Log","46.995928194149","1444.9056168555","59.440004056868","7","5","8","8","3.24634175498281","17.9763194660893","201.155358422367"
"115","NumTweets_Month1_LogDelta+NumDistinctTweets_Month1_LogDelta+NumTweets_Week2_LogDelta+NumDistinctTweets_Week2_LogDelta","61.871284686335","1648.19577017418","73.067790382611","4","2","7","7","-33.517552172898","-23.3137557692853","161.164793473072"
"116","NumTweets_Month1_Log+NumDistinctTweets_Month1_Log+NumTweets_Week2_Log+NumDistinctTweets_Week2_Log+NumTweets_Month1_LogDelta+NumDistinctTweets_Month1_LogDelta+NumTweets_Week2_LogDelta+NumDistinctTweets_Week2_LogDelta","48.4521155026362","1391.9294489692","60.1958704970911","6","5","7","8","-6.61331323685876","2.19465327143716","201.718718559611"
"117","NumTweets_Month2_Log+NumDistinctTweets_Month2_Log+NumTweets_Week2_Log+NumDistinctTweets_Week2_Log","53.7990970541818","1532.30411006656","65.5664162871483","5","3","8","7","-19.8643274284541","-15.3512930305499","185.451145587567"
"118","NumTweets_Month2_LogDelta+NumDistinctTweets_Month2_LogDelta+NumTweets_Week2_LogDelta+NumDistinctTweets_Week2_LogDelta","63.0835309770413","1718.74713464151","74.5322083886292","4","2","7","7","-34.183779716713","-22.8669896916009","154.83963884481"
"119","NumTweets_Month2_Log+NumDistinctTweets_Month2_Log+NumTweets_Week2_Log+NumDistinctTweets_Week2_Log+NumTweets_Month2_LogDelta+NumDistinctTweets_Month2_LogDelta+NumTweets_Week2_LogDelta+NumDistinctTweets_Week2_LogDelta","52.5636434033229","1485.36677699998","64.2224479452603","5","3","7","7","-20.3541733562642","-18.0891606722262","189.842337329775"
"120","NumTweets_Month1_Log+NumDistinctTweets_Month1_Log+NumTweets_Month2_Log+NumDistinctTweets_Month2_Log+NumTweets_Week2_Log+NumDistinctTweets_Week2_Log","48.8048389229232","1367.14299585753","60.2920120344469","7","4","8","7","-12.3787024458452","-12.6053356127093","201.213925542156"
"121","NumTweets_Month1_LogDelta+NumDistinctTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumDistinctTweets_Month2_LogDelta+NumTweets_Week2_LogDelta+NumDistinctTweets_Week2_LogDelta","62.1437340501918","1640.83284153275","73.252579839252","4","2","7","7","-34.456670595956","-24.938409583552","159.345327385543"
"122","NumTweets_Week1_Log+NumDistinctTweets_Week1_Log+NumTweets_Week2_Log+NumDistinctTweets_Week2_Log","57.9531622612087","1586.07207578777","69.3719570062676","4","2","7","7","144.636554919877","343.222162029497","178.659236171"
