"","Features","L1","L2","Win1","Win2","WeightedWin1","WeightedWin2","Prediction"
"1","NumTweets_Month1_Absolute","62.827756005271","74.2736395398667","4","2","7","7","153.053110356875"
"2","NumTweets_Month1_Log","61.3416168890409","72.6140683220701","4","2","7","7","162.043852669631"
"3","NumTweets_Month1_Absolute+NumTweets_Month1_Log","54.0869770218017","65.8697976312959","5","3","8","7","171.926333795693"
"4","NumTweets_Month1_Delta","62.826881951829","74.2466018538525","4","2","7","7","155.153638547159"
"5","NumTweets_Month1_Absolute+NumTweets_Month1_Delta","62.3166079217887","73.8296666717337","4","2","7","7","154.171056660976"
"6","NumTweets_Month1_Log+NumTweets_Month1_Delta","61.3484092280176","72.618687897616","4","2","7","7","162.354896814907"
"7","NumTweets_Month1_Absolute+NumTweets_Month1_Log+NumTweets_Month1_Delta","51.1773148395034","63.3683367332217","6","5","8","7","178.94683874658"
"8","NumTweets_Month1_LogDelta","62.4484542079331","73.8414654695468","4","2","7","7","157.42882181333"
"9","NumTweets_Month1_Absolute+NumTweets_Month1_LogDelta","61.6981792898308","73.2570760279541","4","2","7","7","156.154588766466"
"10","NumTweets_Month1_Log+NumTweets_Month1_LogDelta","61.3357397800932","72.6135505864448","4","2","7","7","163.056249107302"
"11","NumTweets_Month1_Absolute+NumTweets_Month1_Log+NumTweets_Month1_LogDelta","53.3646247947326","65.2601302170525","5","3","8","7","174.288749923862"
"12","NumTweets_Month1_Delta+NumTweets_Month1_LogDelta","62.4090737957319","73.8099933598642","4","2","7","7","157.147805951164"
"13","NumTweets_Month1_Absolute+NumTweets_Month1_Delta+NumTweets_Month1_LogDelta","61.8400875007856","73.3502500508633","4","2","7","7","156.140719417503"
"14","NumTweets_Month1_Log+NumTweets_Month1_Delta+NumTweets_Month1_LogDelta","61.3144917199834","72.6012533293754","4","2","7","7","162.730639939439"
"15","NumTweets_Month1_Absolute+NumTweets_Month1_Log+NumTweets_Month1_Delta+NumTweets_Month1_LogDelta","51.3089625865219","63.4797341778175","6","5","8","7","179.101541551106"
"16","NumTweets_Month2_Absolute","62.2070992160888","73.7839647013492","4","2","7","7","153.661307693463"
"17","NumTweets_Month2_Log","62.4875302015934","73.8798317057836","4","2","7","7","156.426325721485"
"18","NumTweets_Month2_Absolute+NumTweets_Month2_Log","56.0961788736719","67.9326630964561","5","3","8","7","168.696813079946"
"19","NumTweets_Month2_Delta","62.9368586433096","74.3767984259883","4","2","7","7","153.91368895568"
"20","NumTweets_Month2_Absolute+NumTweets_Month2_Delta","61.9041643571906","73.5372621235902","4","2","7","7","153.780613663141"
"21","NumTweets_Month2_Log+NumTweets_Month2_Delta","62.4917526884352","73.8845573076338","4","2","7","7","156.436449891497"
"22","NumTweets_Month2_Absolute+NumTweets_Month2_Log+NumTweets_Month2_Delta","54.3442976015494","66.1312009339659","5","3","8","7","172.230051565074"
"23","NumTweets_Month2_LogDelta","63.0774765490075","74.5524837009803","4","2","7","7","153.589779238319"
"24","NumTweets_Month2_Absolute+NumTweets_Month2_LogDelta","62.725330539744","74.2219572906168","4","2","7","7","153.498401343803"
"25","NumTweets_Month2_Log+NumTweets_Month2_LogDelta","62.2467399491321","73.6320414403742","4","2","7","7","157.400020997014"
"26","NumTweets_Month2_Absolute+NumTweets_Month2_Log+NumTweets_Month2_LogDelta","56.181818667579","68.2194911545646","5","3","8","7","168.722902909808"
"27","NumTweets_Month2_Delta+NumTweets_Month2_LogDelta","63.0369032380866","74.5319030295705","4","2","7","7","153.719503502802"
"28","NumTweets_Month2_Absolute+NumTweets_Month2_Delta+NumTweets_Month2_LogDelta","62.0584817834379","73.732891110364","4","2","7","7","153.594063225464"
"29","NumTweets_Month2_Log+NumTweets_Month2_Delta+NumTweets_Month2_LogDelta","62.1748207494873","73.5772972506214","4","2","7","7","157.632215032197"
"30","NumTweets_Month2_Absolute+NumTweets_Month2_Log+NumTweets_Month2_Delta+NumTweets_Month2_LogDelta","50.3812674474586","63.2696814505563","6","5","8","7","179.317987515483"
"31","NumTweets_Month1_Absolute+NumTweets_Month2_Absolute","62.3331602953008","73.849483579036","4","2","7","7","154.165072081022"
"32","NumTweets_Month1_Log+NumTweets_Month2_Log","61.4148477676093","72.6899409670714","4","2","7","7","163.18287724022"
"33","NumTweets_Month1_Absolute+NumTweets_Month2_Absolute+NumTweets_Month1_Log+NumTweets_Month2_Log","51.5302154698847","63.6753592530387","6","5","8","7","178.954724825742"
"34","NumTweets_Month1_Delta+NumTweets_Month2_Delta","62.753024194994","74.1687540217117","4","2","7","7","155.68021121011"
"35","NumTweets_Month1_Absolute+NumTweets_Month2_Absolute+NumTweets_Month1_Delta+NumTweets_Month2_Delta","64.8201791057216","76.2146104220504","4","2","7","7","154.455283025512"
"36","NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Month1_Delta+NumTweets_Month2_Delta","61.4424681618936","72.7288744235145","4","2","7","7","162.788747968644"
"37","NumTweets_Month1_Absolute+NumTweets_Month2_Absolute+NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Month1_Delta+NumTweets_Month2_Delta","52.7599167175841","65.2743055738359","6","5","8","7","181.863277259098"
"38","NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta","62.6267213183383","74.056954134978","4","2","7","7","156.78037206832"
"39","NumTweets_Month1_Absolute+NumTweets_Month2_Absolute+NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta","62.2193743495379","73.6958629369181","4","2","7","7","155.697464355401"
"40","NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta","70.4119066119029","82.7418313402578","4","3","7","7","163.569234125681"
"41","NumTweets_Month1_Absolute+NumTweets_Month2_Absolute+NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta","59.7984548631009","74.4718480255819","4","3","7","7","179.599721924385"
"42","NumTweets_Month1_Delta+NumTweets_Month2_Delta+NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta","62.5718992510728","74.0256761114636","4","2","7","7","156.819492393"
"43","NumTweets_Month1_Absolute+NumTweets_Month2_Absolute+NumTweets_Month1_Delta+NumTweets_Month2_Delta+NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta","65.1253335716953","76.5785019137123","4","2","7","7","155.618919940916"
"44","NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Month1_Delta+NumTweets_Month2_Delta+NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta","71.2044106924261","83.8747832665554","4","3","7","7","163.035333513256"
"45","NumTweets_Month1_Absolute+NumTweets_Month2_Absolute+NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Month1_Delta+NumTweets_Month2_Delta+NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta","53.8274915957248","68.1997758101549","5","5","8","7","187.979332726012"
"46","NumTweets_Week1_Absolute","63.2796305435414","74.597550272556","4","2","7","7","155.849469545433"
"47","NumTweets_Week1_Log","61.4033663362801","72.8014870460639","4","2","7","7","162.075174891018"
"48","NumTweets_Week1_Absolute+NumTweets_Week1_Log","61.6176058473405","72.8017625142554","4","2","7","7","161.982952291249"
"49","NumTweets_Week1_Delta","62.7509892623552","74.2433282314988","4","2","7","7","157.161839895459"
"50","NumTweets_Week1_Absolute+NumTweets_Week1_Delta","62.5249799587038","74.0837135030542","4","2","7","7","155.641689683535"
"51","NumTweets_Week1_Log+NumTweets_Week1_Delta","61.7839896428033","73.2107865431329","4","2","7","7","162.966667355897"
"52","NumTweets_Week1_Absolute+NumTweets_Week1_Log+NumTweets_Week1_Delta","59.410297139581","71.0524199342519","4","2","7","7","163.960727420941"
"53","NumTweets_Week1_LogDelta","62.6526841056682","74.2087592051627","4","2","7","7","157.338848266222"
"54","NumTweets_Week1_Absolute+NumTweets_Week1_LogDelta","62.7191379857824","74.2416204132794","4","2","7","7","157.10854185997"
"55","NumTweets_Week1_Log+NumTweets_Week1_LogDelta","62.2684804379218","73.7342102875587","4","2","7","7","161.604127016437"
"56","NumTweets_Week1_Absolute+NumTweets_Week1_Log+NumTweets_Week1_LogDelta","62.2474080035113","73.5330020866958","4","2","7","7","161.460986134098"
"57","NumTweets_Week1_Delta+NumTweets_Week1_LogDelta","62.6306685501347","74.184756445916","4","2","7","7","158.121945028717"
"58","NumTweets_Week1_Absolute+NumTweets_Week1_Delta+NumTweets_Week1_LogDelta","62.4114331068425","74.0288239707682","4","2","7","7","156.619693320759"
"59","NumTweets_Week1_Log+NumTweets_Week1_Delta+NumTweets_Week1_LogDelta","62.2450994279104","73.7091616930602","4","2","7","7","162.389521560812"
"60","NumTweets_Week1_Absolute+NumTweets_Week1_Log+NumTweets_Week1_Delta+NumTweets_Week1_LogDelta","60.2250249452657","71.6374997891795","4","2","7","7","164.232254847155"
"61","NumTweets_Month1_Absolute+NumTweets_Week1_Absolute","62.8234207242006","74.2473173337694","4","2","7","7","155.734842935653"
"62","NumTweets_Month1_Log+NumTweets_Week1_Log","62.1035238960371","73.1433406921135","4","2","7","7","161.501737784363"
"63","NumTweets_Month1_Absolute+NumTweets_Week1_Absolute+NumTweets_Month1_Log+NumTweets_Week1_Log","53.6912943093048","65.4360630575143","5","3","8","7","168.355187828128"
"64","NumTweets_Month1_Delta+NumTweets_Week1_Delta","62.6960909719189","74.1762694717392","4","2","7","7","157.742411836019"
"65","NumTweets_Month1_Absolute+NumTweets_Week1_Absolute+NumTweets_Month1_Delta+NumTweets_Week1_Delta","62.0829918477795","73.6820001882847","4","2","7","7","157.180982784552"
"66","NumTweets_Month1_Log+NumTweets_Week1_Log+NumTweets_Month1_Delta+NumTweets_Week1_Delta","63.0486021724342","73.9574988661868","4","2","7","7","162.307028191499"
"67","NumTweets_Month1_Absolute+NumTweets_Week1_Absolute+NumTweets_Month1_Log+NumTweets_Week1_Log+NumTweets_Month1_Delta+NumTweets_Week1_Delta","48.9122669928435","61.6091496757371","6","5","8","7","178.17886372391"
"68","NumTweets_Month1_LogDelta+NumTweets_Week1_LogDelta","62.5190838890755","74.0244931642518","4","2","7","7","157.999348807751"
"69","NumTweets_Month1_Absolute+NumTweets_Week1_Absolute+NumTweets_Month1_LogDelta+NumTweets_Week1_LogDelta","61.7740093630209","73.3203343968939","4","2","7","7","158.977120369055"
"70","NumTweets_Month1_Log+NumTweets_Week1_Log+NumTweets_Month1_LogDelta+NumTweets_Week1_LogDelta","65.4878496160064","76.1805272044567","4","2","7","7","159.368427745608"
"71","NumTweets_Month1_Absolute+NumTweets_Week1_Absolute+NumTweets_Month1_Log+NumTweets_Week1_Log+NumTweets_Month1_LogDelta+NumTweets_Week1_LogDelta","51.4559442662338","63.8977630858853","6","4","8","7","170.001698591769"
"72","NumTweets_Month1_Delta+NumTweets_Week1_Delta+NumTweets_Month1_LogDelta+NumTweets_Week1_LogDelta","62.3197436716405","73.7380175525966","4","2","7","7","158.770913389624"
"73","NumTweets_Month1_Absolute+NumTweets_Week1_Absolute+NumTweets_Month1_Delta+NumTweets_Week1_Delta+NumTweets_Month1_LogDelta+NumTweets_Week1_LogDelta","61.6174318657043","73.1644333323012","4","2","7","7","157.91489287579"
"74","NumTweets_Month1_Log+NumTweets_Week1_Log+NumTweets_Month1_Delta+NumTweets_Week1_Delta+NumTweets_Month1_LogDelta+NumTweets_Week1_LogDelta","66.3119376410976","76.7439775926982","4","2","7","7","157.406046082466"
"75","NumTweets_Month1_Absolute+NumTweets_Week1_Absolute+NumTweets_Month1_Log+NumTweets_Week1_Log+NumTweets_Month1_Delta+NumTweets_Week1_Delta+NumTweets_Month1_LogDelta+NumTweets_Week1_LogDelta","50.6411124349191","63.0484131746056","6","5","8","7","174.309924187853"
"76","NumTweets_Month2_Absolute+NumTweets_Week1_Absolute","62.183048353284","73.6926180996251","4","2","7","7","158.115450403784"
"77","NumTweets_Month2_Log+NumTweets_Week1_Log","61.3916344011045","72.8211213535647","4","2","7","7","162.116965888965"
"78","NumTweets_Month2_Absolute+NumTweets_Week1_Absolute+NumTweets_Month2_Log+NumTweets_Week1_Log","55.7546242477354","67.5389504492812","5","3","8","7","173.378512826556"
"79","NumTweets_Month2_Delta+NumTweets_Week1_Delta","62.7564792149931","74.2525105221791","4","2","7","7","157.161868786305"
"80","NumTweets_Month2_Absolute+NumTweets_Week1_Absolute+NumTweets_Month2_Delta+NumTweets_Week1_Delta","61.905836019308","73.5344611236664","4","2","7","7","157.461232958681"
"81","NumTweets_Month2_Log+NumTweets_Week1_Log+NumTweets_Month2_Delta+NumTweets_Week1_Delta","61.8247577164926","73.215685240774","4","2","7","7","163.048917697151"
"82","NumTweets_Month2_Absolute+NumTweets_Week1_Absolute+NumTweets_Month2_Log+NumTweets_Week1_Log+NumTweets_Month2_Delta+NumTweets_Week1_Delta","52.8993550947421","64.8618577790335","5","3","8","7","176.690541970625"
"83","NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta","62.7863050482306","74.3515162878969","4","2","7","7","156.713895650591"
"84","NumTweets_Month2_Absolute+NumTweets_Week1_Absolute+NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta","62.4726501767642","74.0066458354719","4","2","7","7","158.377240398295"
"85","NumTweets_Month2_Log+NumTweets_Week1_Log+NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta","63.5017416940944","74.6579958734644","4","2","7","7","160.897149663625"
"86","NumTweets_Month2_Absolute+NumTweets_Week1_Absolute+NumTweets_Month2_Log+NumTweets_Week1_Log+NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta","52.48620575326","64.5335719743133","6","5","8","7","176.995218472999"
"87","NumTweets_Month2_Delta+NumTweets_Week1_Delta+NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta","62.8585905143161","74.4054769533906","4","2","7","7","156.799077527392"
"88","NumTweets_Month2_Absolute+NumTweets_Week1_Absolute+NumTweets_Month2_Delta+NumTweets_Week1_Delta+NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta","62.0471743096928","73.6842462565482","4","2","7","7","157.79461785548"
"89","NumTweets_Month2_Log+NumTweets_Week1_Log+NumTweets_Month2_Delta+NumTweets_Week1_Delta+NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta","62.7327943121276","73.880852323115","4","2","7","7","163.383378493373"
"90","NumTweets_Month2_Absolute+NumTweets_Week1_Absolute+NumTweets_Month2_Log+NumTweets_Week1_Log+NumTweets_Month2_Delta+NumTweets_Week1_Delta+NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta","50.5616356594049","63.2290072518649","6","5","8","7","181.09018231437"
"91","NumTweets_Month1_Absolute+NumTweets_Month2_Absolute+NumTweets_Week1_Absolute","62.1636364378339","73.6792345606695","4","2","7","7","157.956704604119"
"92","NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Week1_Log","62.8469235741971","73.7513114253908","4","2","7","7","161.467841016066"
"93","NumTweets_Month1_Absolute+NumTweets_Month2_Absolute+NumTweets_Week1_Absolute+NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Week1_Log","52.2834749459059","64.5210635287637","6","4","8","7","171.422546470304"
"94","NumTweets_Month1_Delta+NumTweets_Month2_Delta+NumTweets_Week1_Delta","62.6771653806241","74.1589614151884","4","2","7","7","157.891914545052"
"95","NumTweets_Month1_Absolute+NumTweets_Month2_Absolute+NumTweets_Week1_Absolute+NumTweets_Month1_Delta+NumTweets_Month2_Delta+NumTweets_Week1_Delta","63.8035060929502","75.127669653766","4","2","7","7","159.128881278702"
"96","NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Week1_Log+NumTweets_Month1_Delta+NumTweets_Month2_Delta+NumTweets_Week1_Delta","66.5608995951427","76.919446818831","4","2","7","7","156.817323083764"
"97","NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta","62.6673748520709","74.1905996267807","4","2","7","7","157.359666319985"
"98","NumTweets_Month1_Absolute+NumTweets_Month2_Absolute+NumTweets_Week1_Absolute+NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta","62.1320688390445","73.5496954235494","4","2","7","7","158.668101179532"
"99","NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Week1_Log+NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta","72.5533957964965","84.6365634090606","4","2","7","7","162.973665367703"
"100","NumTweets_Month1_Delta+NumTweets_Month2_Delta+NumTweets_Week1_Delta+NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta","62.220019222992","73.4168562258209","4","2","7","7","156.65099978595"
"101","NumTweets_Week2_Absolute","63.0617233639392","74.4511355025534","4","2","7","7","154.133614541339"
"102","NumTweets_Week2_Log","61.7947972025359","73.1508283575807","4","2","7","7","160.92027412846"
"103","NumTweets_Week2_Absolute+NumTweets_Week2_Log","61.0583455431709","72.3397202704138","4","2","7","7","161.999301885274"
"104","NumTweets_Week2_Delta","62.8998355883478","74.3296365401563","4","2","7","7","154.702380881688"
"105","NumTweets_Week2_Absolute+NumTweets_Week2_Delta","62.8226404201765","74.2656598232083","4","2","7","7","153.921216677743"
"106","NumTweets_Week2_Log+NumTweets_Week2_Delta","61.8991728964599","73.2514603598408","4","2","7","7","160.954853580749"
"107","NumTweets_Week2_Absolute+NumTweets_Week2_Log+NumTweets_Week2_Delta","60.0806346477811","71.4788713148487","4","2","7","7","163.187802308735"
"108","NumTweets_Week2_LogDelta","62.8192448576071","74.2403555480742","4","2","7","7","155.879041137698"
"109","NumTweets_Week2_Absolute+NumTweets_Week2_LogDelta","62.7411174549421","74.1834231552304","4","2","7","7","155.144340994429"
"110","NumTweets_Week2_Log+NumTweets_Week2_LogDelta","62.3415546535951","73.6931129348579","4","2","7","7","160.46001884817"
"111","NumTweets_Week2_Absolute+NumTweets_Week2_Log+NumTweets_Week2_LogDelta","61.5294991210815","72.8107727061843","4","2","7","7","161.540580438565"
"112","NumTweets_Week2_Delta+NumTweets_Week2_LogDelta","62.8233534818096","74.2455073101465","4","2","7","7","155.800125822223"
"113","NumTweets_Week2_Absolute+NumTweets_Week2_Delta+NumTweets_Week2_LogDelta","62.7702146717795","74.1976011608409","4","2","7","7","155.091413045944"
"114","NumTweets_Week2_Log+NumTweets_Week2_Delta+NumTweets_Week2_LogDelta","62.3424388995805","73.6949513398191","4","2","7","7","160.38270465413"
"115","NumTweets_Week2_Absolute+NumTweets_Week2_Log+NumTweets_Week2_Delta+NumTweets_Week2_LogDelta","61.124236581728","72.2900358794209","4","2","7","7","163.126870498911"
"116","NumTweets_Month1_Absolute+NumTweets_Week2_Absolute","62.8026772790338","74.2351669134393","4","2","7","7","153.884277133262"
"117","NumTweets_Month1_Log+NumTweets_Week2_Log","63.0608157598274","74.0789069597193","4","2","7","7","159.215286437581"
"118","NumTweets_Month1_Absolute+NumTweets_Week2_Absolute+NumTweets_Month1_Log+NumTweets_Week2_Log","53.1207452125425","65.508901186974","5","3","8","7","165.255505725473"
"119","NumTweets_Month1_Delta+NumTweets_Week2_Delta","62.7743544378549","74.1851767348842","4","2","7","7","156.07944164519"
"120","NumTweets_Month1_Absolute+NumTweets_Week2_Absolute+NumTweets_Month1_Delta+NumTweets_Week2_Delta","60.9588456759861","72.5681801887165","4","2","7","7","162.882201467001"
"121","NumTweets_Month1_Log+NumTweets_Week2_Log+NumTweets_Month1_Delta+NumTweets_Week2_Delta","64.3303047963511","75.1983765628214","4","2","7","7","157.902167601735"
"122","NumTweets_Month1_Absolute+NumTweets_Week2_Absolute+NumTweets_Month1_Log+NumTweets_Week2_Log+NumTweets_Month1_Delta+NumTweets_Week2_Delta","47.0324652819914","60.041935712513","6","5","8","7","185.709684047519"
"123","NumTweets_Month1_LogDelta+NumTweets_Week2_LogDelta","62.4963929544093","73.9018161047876","4","2","7","7","157.498860892912"
"124","NumTweets_Month1_Absolute+NumTweets_Week2_Absolute+NumTweets_Month1_LogDelta+NumTweets_Week2_LogDelta","60.7611878599569","72.3750006258232","4","2","7","7","161.494730000943"
"125","NumTweets_Month1_Log+NumTweets_Week2_Log+NumTweets_Month1_LogDelta+NumTweets_Week2_LogDelta","67.4382801036311","78.1652642122989","4","2","7","7","154.498458661412"
"126","NumTweets_Month1_Absolute+NumTweets_Week2_Absolute+NumTweets_Month1_Log+NumTweets_Week2_Log+NumTweets_Month1_LogDelta+NumTweets_Week2_LogDelta","53.8419235420921","65.7732100301806","6","3","8","7","163.46743789378"
"127","NumTweets_Month1_Delta+NumTweets_Week2_Delta+NumTweets_Month1_LogDelta+NumTweets_Week2_LogDelta","62.1707370749258","73.6020628894805","4","2","7","7","157.981426413561"
"128","NumTweets_Month1_Absolute+NumTweets_Week2_Absolute+NumTweets_Month1_Delta+NumTweets_Week2_Delta+NumTweets_Month1_LogDelta+NumTweets_Week2_LogDelta","60.6951229888333","72.3184099581322","4","2","7","7","162.712278736405"
"129","NumTweets_Month1_Log+NumTweets_Week2_Log+NumTweets_Month1_Delta+NumTweets_Week2_Delta+NumTweets_Month1_LogDelta+NumTweets_Week2_LogDelta","68.8947398365936","79.7403070134396","4","2","7","7","150.613099869665"
"130","NumTweets_Month1_Absolute+NumTweets_Week2_Absolute+NumTweets_Month1_Log+NumTweets_Week2_Log+NumTweets_Month1_Delta+NumTweets_Week2_Delta+NumTweets_Month1_LogDelta+NumTweets_Week2_LogDelta","49.2318227404166","61.9099068663456","6","4","8","7","179.942087160374"
"131","NumTweets_Month2_Absolute+NumTweets_Week2_Absolute","61.3987227665539","73.001835747912","4","2","7","7","160.152762565276"
"132","NumTweets_Month2_Log+NumTweets_Week2_Log","61.7707965274239","73.1339609465937","4","2","7","7","161.200596403649"
"133","NumTweets_Month2_Absolute+NumTweets_Week2_Absolute+NumTweets_Month2_Log+NumTweets_Week2_Log","54.4818159278023","66.1203971411051","5","3","8","7","180.481236773486"
"134","NumTweets_Month2_Delta+NumTweets_Week2_Delta","62.931182622477","74.368776728287","4","2","7","7","155.109787018289"
"135","NumTweets_Month2_Absolute+NumTweets_Week2_Absolute+NumTweets_Month2_Delta+NumTweets_Week2_Delta","60.9800767924619","72.6079379084266","4","2","7","7","163.033131766679"
"136","NumTweets_Month2_Log+NumTweets_Week2_Log+NumTweets_Month2_Delta+NumTweets_Week2_Delta","61.9145882215808","73.2510492469107","4","2","7","7","161.739543515191"
"137","NumTweets_Month2_Absolute+NumTweets_Week2_Absolute+NumTweets_Month2_Log+NumTweets_Week2_Log+NumTweets_Month2_Delta+NumTweets_Week2_Delta","53.0903715266093","64.8532269461148","5","3","8","7","183.805552029223"
"138","NumTweets_Month2_LogDelta+NumTweets_Week2_LogDelta","62.9531994920074","74.4118244984107","4","2","7","7","155.439147243891"
"139","NumTweets_Month2_Absolute+NumTweets_Week2_Absolute+NumTweets_Month2_LogDelta+NumTweets_Week2_LogDelta","61.9338818727144","73.4411741971458","4","2","7","7","160.998397396591"
"140","NumTweets_Month2_Log+NumTweets_Week2_Log+NumTweets_Month2_LogDelta+NumTweets_Week2_LogDelta","64.2034442275996","75.2280170389193","4","2","7","7","158.291595356789"
"141","NumTweets_Month2_Absolute+NumTweets_Week2_Absolute+NumTweets_Month2_Log+NumTweets_Week2_Log+NumTweets_Month2_LogDelta+NumTweets_Week2_LogDelta","55.1176880813276","66.5864991598825","4","3","7","7","175.952788661355"
"142","NumTweets_Month2_Delta+NumTweets_Week2_Delta+NumTweets_Month2_LogDelta+NumTweets_Week2_LogDelta","63.0101382703537","74.5063885632812","4","2","7","7","154.520783594355"
"143","NumTweets_Month2_Absolute+NumTweets_Week2_Absolute+NumTweets_Month2_Delta+NumTweets_Week2_Delta+NumTweets_Month2_LogDelta+NumTweets_Week2_LogDelta","60.9874619521541","72.7098874385772","4","2","7","7","162.018195645125"
"144","NumTweets_Month2_Log+NumTweets_Week2_Log+NumTweets_Month2_Delta+NumTweets_Week2_Delta+NumTweets_Month2_LogDelta+NumTweets_Week2_LogDelta","63.9756711255409","74.9816664321982","4","2","7","7","159.489484445141"
"145","NumTweets_Month2_Absolute+NumTweets_Week2_Absolute+NumTweets_Month2_Log+NumTweets_Week2_Log+NumTweets_Month2_Delta+NumTweets_Week2_Delta+NumTweets_Month2_LogDelta+NumTweets_Week2_LogDelta","50.6702255601186","62.5489384729882","6","4","8","7","185.842343952277"
"146","NumTweets_Month1_Absolute+NumTweets_Month2_Absolute+NumTweets_Week2_Absolute","61.4177680737723","73.0078332301115","4","2","7","7","159.992595755424"
"147","NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Week2_Log","63.1442657497596","74.1670828074595","4","2","7","7","160.340849684493"
"148","NumTweets_Month1_Absolute+NumTweets_Month2_Absolute+NumTweets_Week2_Absolute+NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Week2_Log","48.2707236393189","61.9173282648496","6","5","8","7","180.538432777842"
"149","NumTweets_Month1_Delta+NumTweets_Month2_Delta+NumTweets_Week2_Delta","62.8001642463622","74.227575595965","4","2","7","7","156.078915456942"
"150","NumTweets_Month1_Absolute+NumTweets_Month2_Absolute+NumTweets_Week2_Absolute+NumTweets_Month1_Delta+NumTweets_Month2_Delta+NumTweets_Week2_Delta","64.7575741410323","76.3646537014749","5","2","8","7","163.882368686121"
"151","NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Week2_Log+NumTweets_Month1_Delta+NumTweets_Month2_Delta+NumTweets_Week2_Delta","68.2297092975672","79.1629645965754","4","2","7","7","151.623389746229"
"152","NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumTweets_Week2_LogDelta","62.6920964911616","74.1362921805583","4","2","7","7","156.84519018156"
"153","NumTweets_Month1_Absolute+NumTweets_Month2_Absolute+NumTweets_Week2_Absolute+NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumTweets_Week2_LogDelta","60.8870312882318","72.4922171020478","4","2","7","7","163.365551935761"
"154","NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Week2_Log+NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumTweets_Week2_LogDelta","72.6590149949031","84.6133183689998","4","2","7","7","161.693460851438"
"155","NumTweets_Month1_Delta+NumTweets_Month2_Delta+NumTweets_Week2_Delta+NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumTweets_Week2_LogDelta","62.0471346075314","73.6377470898731","4","2","7","7","156.949530977179"
"156","NumTweets_Week1_Absolute+NumTweets_Week2_Absolute","63.2602010862351","74.5880050764064","4","2","7","7","155.64676453255"
"157","NumTweets_Week1_Log+NumTweets_Week2_Log","61.4252457954655","72.9257906419003","4","2","7","7","161.886689401829"
"158","NumTweets_Week1_Absolute+NumTweets_Week2_Absolute+NumTweets_Week1_Log+NumTweets_Week2_Log","61.418692203524","72.7243578160009","4","2","7","7","161.8884230049"
"159","NumTweets_Week1_Delta+NumTweets_Week2_Delta","62.7521230980622","74.2465565366163","4","2","7","7","157.194158687145"
"160","NumTweets_Week1_Absolute+NumTweets_Week2_Absolute+NumTweets_Week1_Delta+NumTweets_Week2_Delta","62.5466716005169","74.0948199628188","4","2","7","7","155.589454160633"
"161","NumTweets_Week1_Log+NumTweets_Week2_Log+NumTweets_Week1_Delta+NumTweets_Week2_Delta","61.7669870790456","73.2262731829904","4","2","7","7","163.148778650252"
"162","NumTweets_Week1_Absolute+NumTweets_Week2_Absolute+NumTweets_Week1_Log+NumTweets_Week2_Log+NumTweets_Week1_Delta+NumTweets_Week2_Delta","58.9515606975255","70.677629982004","4","2","7","7","164.701624068242"
"163","NumTweets_Week1_LogDelta+NumTweets_Week2_LogDelta","62.6269176981524","74.2837428538309","4","2","7","7","157.448496940068"
