,Features,L1,L2,Win1,Win2,DirectionalWin1,DirectionalWin2,WeightedWin1,WeightedWin2,Prediction
1,NumTweets_Month1_Log,61.34161689,72.61406832,4,2,7,7,-31.05699007,-20.33621014,162.0438527
2,NumTweets_Month1_LogDelta,62.44845421,73.84146547,4,2,7,7,-33.48636109,-22.27477602,157.4288218
3,NumTweets_Month1_Log+NumTweets_Month1_LogDelta,61.33573978,72.61355059,4,2,7,7,-31.87354906,-21.00574297,163.0562491
4,NumTweets_Month2_Log,62.4875302,73.87983171,4,2,7,7,-32.46514713,-21.63729174,156.4263257
5,NumTweets_Month2_LogDelta,63.07747655,74.5524837,4,2,7,7,-33.96559281,-23.28131741,153.5897792
6,NumTweets_Month2_Log+NumTweets_Month2_LogDelta,62.24673995,73.63204144,4,2,7,7,-32.80861998,-22.53592398,157.400021
7,NumTweets_Month1_Log+NumTweets_Month2_Log,61.41484777,72.68994097,4,2,7,7,-32.05201966,-21.27144498,163.1828772
8,NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta,62.62672132,74.05695413,4,2,7,7,-34.029465,-23.10919867,156.7803721
9,NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta,70.41190661,82.74183134,4,3,7,7,-35.81169373,-33.24758467,163.5692341
10,NumTweets_Week1_Log,61.40336634,72.80148705,4,2,7,7,-31.01804731,-19.826655,162.0751749
11,NumTweets_Week1_LogDelta,62.65268411,74.20875921,4,2,7,7,-32.97943834,-21.68468029,157.3388483
12,NumTweets_Week1_Log+NumTweets_Week1_LogDelta,62.26848044,73.73421029,4,2,7,7,-32.59006,-21.70122678,161.604127
13,NumTweets_Month1_Log+NumTweets_Week1_Log,62.1035239,73.14334069,4,2,7,7,-32.34312253,-22.54904707,161.5017378
14,NumTweets_Month1_LogDelta+NumTweets_Week1_LogDelta,62.51908389,74.02449316,4,2,7,7,-33.19668585,-21.87105556,157.9993488
15,NumTweets_Month1_Log+NumTweets_Week1_Log+NumTweets_Month1_LogDelta+NumTweets_Week1_LogDelta,65.48784962,76.1805272,4,2,7,7,-35.98311805,-27.02838238,159.3684277
16,NumTweets_Month2_Log+NumTweets_Week1_Log,61.3916344,72.82112135,4,2,7,7,-31.0762966,-19.75258421,162.1169659
17,NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta,62.78630505,74.35151629,4,2,7,7,-33.61503906,-22.66923663,156.7138957
18,NumTweets_Month2_Log+NumTweets_Week1_Log+NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta,63.50174169,74.65799587,4,2,7,7,-33.80973565,-24.33401897,160.8971497
19,NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Week1_Log,62.84692357,73.75131143,4,2,7,7,-34.17276686,-24.46278131,161.467841
20,NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta,62.66737485,74.19059963,4,2,7,7,-33.75553977,-22.74650864,157.3596663
21,NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Week1_Log+NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta,72.5533958,84.63656341,4,2,7,7,-36.97160235,-34.53586352,162.9736654
22,NumTweets_Week2_Log,61.7947972,73.15082836,4,2,7,7,-31.65277647,-20.35161379,160.9202741
23,NumTweets_Week2_LogDelta,62.81924486,74.24035555,4,2,7,7,-33.00521971,-20.8754896,155.8790411
24,NumTweets_Week2_Log+NumTweets_Week2_LogDelta,62.34155465,73.69311293,4,2,7,7,-32.48987085,-20.69965735,160.4600188
25,NumTweets_Month1_Log+NumTweets_Week2_Log,63.06081576,74.07890696,4,2,7,7,-33.27639088,-24.87210471,159.2152864
26,NumTweets_Month1_LogDelta+NumTweets_Week2_LogDelta,62.49639295,73.9018161,4,2,7,7,-33.3579694,-21.88454757,157.4988609
27,NumTweets_Month1_Log+NumTweets_Week2_Log+NumTweets_Month1_LogDelta+NumTweets_Week2_LogDelta,67.4382801,78.16526421,4,2,7,7,-36.0808685,-28.07624495,154.4984587
28,NumTweets_Month2_Log+NumTweets_Week2_Log,61.77079653,73.13396095,4,2,7,7,-31.66994177,-20.16888818,161.2005964
29,NumTweets_Month2_LogDelta+NumTweets_Week2_LogDelta,62.95319949,74.4118245,4,2,7,7,-33.92018629,-22.40431983,155.4391472
30,NumTweets_Month2_Log+NumTweets_Week2_Log+NumTweets_Month2_LogDelta+NumTweets_Week2_LogDelta,64.20344423,75.22801704,4,2,7,7,-34.71643529,-24.76437851,158.2915954
31,NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Week2_Log,63.14426575,74.16708281,4,2,7,7,-34.02721013,-25.30280289,160.3408497
32,NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumTweets_Week2_LogDelta,62.69209649,74.13629218,4,2,7,7,-33.94986717,-22.75744193,156.8451902
33,NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Week2_Log+NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumTweets_Week2_LogDelta,72.65901499,84.61331837,4,2,7,7,-37.13357425,-34.20865829,161.6934609
34,NumTweets_Week1_Log+NumTweets_Week2_Log,61.4252458,72.92579064,4,2,7,7,-31.19507761,-20.43136112,161.8866894
35,NumTweets_Week1_LogDelta+NumTweets_Week2_LogDelta,62.6269177,74.28374285,4,2,7,7,-32.89186083,-22.30029524,157.4484969
36,NumTweets_Week1_Log+NumTweets_Week2_Log+NumTweets_Week1_LogDelta+NumTweets_Week2_LogDelta,62.14661047,73.67629427,4,2,7,7,-32.276313,-22.04846183,162.730213
37,NumTweets_Month1_Log+NumTweets_Week1_Log+NumTweets_Week2_Log,62.80820908,73.91756452,4,2,7,7,-32.89658842,-24.71289468,159.961311
38,NumTweets_Month1_LogDelta+NumTweets_Week1_LogDelta+NumTweets_Week2_LogDelta,62.47042175,74.07919037,4,2,7,7,-33.09404903,-22.54821268,158.1910418
39,NumTweets_Month1_Log+NumTweets_Week1_Log+NumTweets_Week2_Log+NumTweets_Month1_LogDelta+NumTweets_Week1_LogDelta+NumTweets_Week2_LogDelta,67.96791311,78.75613498,4,2,7,7,-36.06096695,-28.6154908,155.4863567
40,NumTweets_Month2_Log+NumTweets_Week1_Log+NumTweets_Week2_Log,61.44710101,72.94436977,4,2,7,7,-31.21937918,-20.49752255,161.8870688
41,NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta+NumTweets_Week2_LogDelta,62.77075755,74.40247998,4,2,7,7,-33.45313681,-22.87909123,156.8124475
42,NumTweets_Month2_Log+NumTweets_Week1_Log+NumTweets_Week2_Log+NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta+NumTweets_Week2_LogDelta,64.43480767,75.64866762,4,2,7,7,-34.15489203,-25.4735874,159.1959933
43,NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Week1_Log+NumTweets_Week2_Log,63.24367432,74.23434853,4,2,7,7,-34.102472,-25.40911276,160.3869315
44,NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta+NumTweets_Week2_LogDelta,62.62879915,74.22467847,4,2,7,7,-33.55724847,-23.01242243,157.5600113
45,NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Week1_Log+NumTweets_Week2_Log+NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta+NumTweets_Week2_LogDelta,73.23060834,85.19040218,4,2,7,7,-37.06120168,-34.63161052,162.1821363
46,NumDistinctTweets_Month1_Log,54.85626773,66.39254984,4,2,7,7,59.76435795,159.3367296,184.8921952
47,NumDistinctTweets_Month1_LogDelta,62.15926559,73.40259232,4,2,7,7,-33.49709531,-22.32802761,160.4521686
48,NumDistinctTweets_Month1_Log+NumDistinctTweets_Month1_LogDelta,55.25601219,66.68570886,4,2,7,7,3.916578612,43.93217264,185.2378023
49,NumDistinctTweets_Month2_Log,58.84730122,70.33157509,4,2,7,7,-23.86344863,-10.37770471,168.4444534
50,NumDistinctTweets_Month2_LogDelta,62.92239527,74.61948247,4,2,7,7,-33.73674511,-22.56481316,153.7220746
51,NumDistinctTweets_Month2_Log+NumDistinctTweets_Month2_LogDelta,57.02730866,69.00376523,4,2,7,7,-14.37790249,7.60660831,172.7060704
52,NumDistinctTweets_Month1_Log+NumDistinctTweets_Month2_Log,55.44234112,66.82034575,4,2,7,7,-6.838489474,21.73614072,185.3494559
53,NumDistinctTweets_Month1_LogDelta+NumDistinctTweets_Month2_LogDelta,62.22960514,73.68206905,4,2,7,7,-33.81984564,-22.57467936,159.8465173
54,NumDistinctTweets_Month1_Log+NumDistinctTweets_Month2_Log+NumDistinctTweets_Month1_LogDelta+NumDistinctTweets_Month2_LogDelta,62.13871045,73.44254547,4,2,7,7,-28.43636608,-26.20477532,188.0757571
55,NumDistinctTweets_Week1_Log,60.33553033,71.714188,4,2,7,7,-29.20825436,-17.83144089,167.5926083
56,NumDistinctTweets_Week1_LogDelta,62.71559631,74.23649882,4,2,7,7,-32.93867499,-21.81487165,156.1478199
57,NumDistinctTweets_Week1_Log+NumDistinctTweets_Week1_LogDelta,60.82570454,72.17301207,4,2,7,7,-30.34551977,-19.80040958,167.7531062
58,NumDistinctTweets_Month1_Log+NumDistinctTweets_Week1_Log,54.4298755,65.30884358,4,3,7,7,-8.209157746,13.17658673,185.6995654
59,NumDistinctTweets_Month1_LogDelta+NumDistinctTweets_Week1_LogDelta,61.77110193,72.53105477,4,2,7,7,-34.59864345,-23.27907846,162.5867889
60,NumDistinctTweets_Month1_Log+NumDistinctTweets_Week1_Log+NumDistinctTweets_Month1_LogDelta+NumDistinctTweets_Week1_LogDelta,57.6761727,66.53506547,4,2,7,7,-28.35666691,-24.21696917,191.7790697
61,NumDistinctTweets_Month2_Log+NumDistinctTweets_Week1_Log,58.33207865,69.8050331,4,2,7,7,-22.62851644,-8.415456739,172.4419597
62,NumDistinctTweets_Month2_LogDelta+NumDistinctTweets_Week1_LogDelta,62.83250362,74.51999386,4,2,7,7,-33.57599567,-22.41629263,155.0255653
63,NumDistinctTweets_Month2_Log+NumDistinctTweets_Week1_Log+NumDistinctTweets_Month2_LogDelta+NumDistinctTweets_Week1_LogDelta,57.87820346,69.54702465,4,2,7,7,-10.42543215,11.81527437,176.5464029
64,NumDistinctTweets_Month1_Log+NumDistinctTweets_Month2_Log+NumDistinctTweets_Week1_Log,58.49179147,67.04010779,4,2,7,7,-30.2233714,-25.28754278,190.6994239
65,NumDistinctTweets_Month1_LogDelta+NumDistinctTweets_Month2_LogDelta+NumDistinctTweets_Week1_LogDelta,61.42241576,72.11508785,4,2,7,7,-37.58829275,-24.79051644,162.0294702
66,NumDistinctTweets_Month1_Log+NumDistinctTweets_Month2_Log+NumDistinctTweets_Week1_Log+NumDistinctTweets_Month1_LogDelta+NumDistinctTweets_Month2_LogDelta+NumDistinctTweets_Week1_LogDelta,60.23122343,69.17806178,3,2,6,7,-31.83192353,-27.38091921,192.7920702
67,NumDistinctTweets_Week2_Log,59.37420196,70.74247623,4,2,7,7,-26.02436338,-12.02109699,171.8218844
68,NumDistinctTweets_Week2_LogDelta,62.77450438,74.18548383,4,2,7,7,-32.97035862,-20.96725947,156.7826843
69,NumDistinctTweets_Week2_Log+NumDistinctTweets_Week2_LogDelta,59.99191247,71.285689,4,2,7,7,-27.98530871,-15.30526522,171.7100039
70,NumDistinctTweets_Month1_Log+NumDistinctTweets_Week2_Log,54.39679635,65.33682991,4,3,7,7,-21.59743324,-18.22662742,182.8712852
71,NumDistinctTweets_Month1_LogDelta+NumDistinctTweets_Week2_LogDelta,61.8415842,73.02029884,4,2,7,7,-33.49830478,-23.39371087,161.3314134
72,NumDistinctTweets_Month1_Log+NumDistinctTweets_Week2_Log+NumDistinctTweets_Month1_LogDelta+NumDistinctTweets_Week2_LogDelta,56.93536105,67.16585842,4,2,7,7,-23.88596259,-22.27580511,182.5615171
73,NumDistinctTweets_Month2_Log+NumDistinctTweets_Week2_Log,58.16137807,69.63749286,4,2,7,7,-20.60429121,-3.913093387,173.648744
74,NumDistinctTweets_Month2_LogDelta+NumDistinctTweets_Week2_LogDelta,62.814056,74.43721285,4,2,7,7,-33.52652939,-21.83734142,155.9716036
75,NumDistinctTweets_Month2_Log+NumDistinctTweets_Week2_Log+NumDistinctTweets_Month2_LogDelta+NumDistinctTweets_Week2_LogDelta,58.1688366,69.68423134,4,2,7,7,-7.384270997,21.5938421,173.3854206
76,NumDistinctTweets_Month1_Log+NumDistinctTweets_Month2_Log+NumDistinctTweets_Week2_Log,56.37952392,66.54105166,4,2,7,7,-25.03579013,-22.75976865,183.8809957
77,NumDistinctTweets_Month1_LogDelta+NumDistinctTweets_Month2_LogDelta+NumDistinctTweets_Week2_LogDelta,61.73503759,73.1899986,4,2,7,7,-34.02240037,-24.21227883,160.4987354
78,NumDistinctTweets_Month1_Log+NumDistinctTweets_Month2_Log+NumDistinctTweets_Week2_Log+NumDistinctTweets_Month1_LogDelta+NumDistinctTweets_Month2_LogDelta+NumDistinctTweets_Week2_LogDelta,61.32378656,71.62631397,3,2,6,7,-27.71337565,-26.92337656,184.6206228
79,NumDistinctTweets_Week1_Log+NumDistinctTweets_Week2_Log,59.33033049,70.62028769,4,2,7,7,-15.79370591,9.996632039,172.9829755
80,NumDistinctTweets_Week1_LogDelta+NumDistinctTweets_Week2_LogDelta,62.87050829,74.25516294,4,2,7,7,-32.88477792,-20.3596815,156.6694309
81,NumDistinctTweets_Week1_Log+NumDistinctTweets_Week2_Log+NumDistinctTweets_Week1_LogDelta+NumDistinctTweets_Week2_LogDelta,59.98481034,71.22970075,4,2,7,7,-13.66930784,14.17171809,175.423375
82,NumDistinctTweets_Month1_Log+NumDistinctTweets_Week1_Log+NumDistinctTweets_Week2_Log,54.35937888,65.24080881,4,3,7,7,-20.84552275,-16.01357559,183.969312
83,NumDistinctTweets_Month1_LogDelta+NumDistinctTweets_Week1_LogDelta+NumDistinctTweets_Week2_LogDelta,61.85294028,72.638179,4,2,7,7,-34.48773684,-23.06170837,162.5756259
84,NumDistinctTweets_Month1_Log+NumDistinctTweets_Week1_Log+NumDistinctTweets_Week2_Log+NumDistinctTweets_Month1_LogDelta+NumDistinctTweets_Week1_LogDelta+NumDistinctTweets_Week2_LogDelta,57.97657722,66.99201037,4,2,7,7,-27.83855303,-24.08052389,189.2175541
85,NumDistinctTweets_Month2_Log+NumDistinctTweets_Week1_Log+NumDistinctTweets_Week2_Log,58.52399946,69.92749011,4,2,7,7,-11.91490371,15.33085634,173.892782
86,NumDistinctTweets_Month2_LogDelta+NumDistinctTweets_Week1_LogDelta+NumDistinctTweets_Week2_LogDelta,63.06315976,74.58436051,4,2,7,7,-33.80039714,-20.90309424,155.2948459
87,NumDistinctTweets_Month2_Log+NumDistinctTweets_Week1_Log+NumDistinctTweets_Week2_Log+NumDistinctTweets_Month2_LogDelta+NumDistinctTweets_Week1_LogDelta+NumDistinctTweets_Week2_LogDelta,58.18277758,69.83791744,4,2,7,7,-6.23430137,22.32117634,174.3381418
88,NumDistinctTweets_Month1_Log+NumDistinctTweets_Month2_Log+NumDistinctTweets_Week1_Log+NumDistinctTweets_Week2_Log,58.4203443,67.06943723,4,2,7,7,-29.69022973,-25.21791698,190.1639549
89,NumDistinctTweets_Month1_LogDelta+NumDistinctTweets_Month2_LogDelta+NumDistinctTweets_Week1_LogDelta+NumDistinctTweets_Week2_LogDelta,61.56875935,72.26486126,4,2,7,7,-37.74721718,-24.67809697,161.9986641
90,NumDistinctTweets_Month1_Log+NumDistinctTweets_Month2_Log+NumDistinctTweets_Week1_Log+NumDistinctTweets_Week2_Log+NumDistinctTweets_Month1_LogDelta+NumDistinctTweets_Month2_LogDelta+NumDistinctTweets_Week1_LogDelta+NumDistinctTweets_Week2_LogDelta,60.1672041,69.37212779,3,2,6,7,-31.15828482,-26.67513367,189.5000496
91,NumTweets_Month1_Log+NumDistinctTweets_Month1_Log,50.24968351,61.86133643,6,4,8,7,-17.57795158,-17.06518351,200.328051
92,NumTweets_Month1_LogDelta+NumDistinctTweets_Month1_LogDelta,62.16133197,73.42304171,4,2,7,7,-33.52474021,-22.32724346,160.3626749
93,NumTweets_Month1_Log+NumDistinctTweets_Month1_Log+NumTweets_Month1_LogDelta+NumDistinctTweets_Month1_LogDelta,49.62252317,61.49065431,7,4,8,7,-16.97684478,-17.06887809,201.9606183
94,NumTweets_Month2_Log+NumDistinctTweets_Month2_Log,54.55024535,66.41397981,5,3,8,7,-18.3708996,-11.46551376,179.3106908
95,NumTweets_Month2_LogDelta+NumDistinctTweets_Month2_LogDelta,63.01613955,74.62527475,4,2,7,7,-33.96933827,-23.0878425,153.609663
96,NumTweets_Month2_Log+NumDistinctTweets_Month2_Log+NumTweets_Month2_LogDelta+NumDistinctTweets_Month2_LogDelta,50.87204849,63.61609998,6,5,8,7,-17.07135362,-15.6216868,189.190934
97,NumTweets_Month1_Log+NumDistinctTweets_Month1_Log+NumTweets_Month2_Log+NumDistinctTweets_Month2_Log,49.76182081,61.60683397,7,4,8,7,-17.19915575,-17.0020498,201.9341915
98,NumTweets_Month1_LogDelta+NumDistinctTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumDistinctTweets_Month2_LogDelta,62.31479358,73.69880213,4,2,7,7,-34.04795028,-23.04698604,159.7596338
99,NumTweets_Month1_Log+NumDistinctTweets_Month1_Log+NumTweets_Month2_Log+NumDistinctTweets_Month2_Log+NumTweets_Month1_LogDelta+NumDistinctTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumDistinctTweets_Month2_LogDelta,57.96152699,71.62033779,5,4,7,6,-12.08980087,-13.85558358,214.1735237
100,NumTweets_Week1_Log+NumDistinctTweets_Week1_Log,60.28729247,71.57095055,4,2,7,7,-29.3652301,-18.58022967,169.4114402
101,NumTweets_Week1_LogDelta+NumDistinctTweets_Week1_LogDelta,62.8974823,74.39105565,4,2,7,7,-33.35760196,-21.9721188,156.2165127
102,NumTweets_Week1_Log+NumDistinctTweets_Week1_Log+NumTweets_Week1_LogDelta+NumDistinctTweets_Week1_LogDelta,58.54435749,70.0338305,4,2,7,7,-24.18120072,-10.23915669,175.3225712
103,NumTweets_Month1_Log+NumDistinctTweets_Month1_Log+NumTweets_Week1_Log+NumDistinctTweets_Week1_Log,48.69962476,60.36237778,7,4,8,7,-13.4786848,-15.14674867,203.1945217
104,NumTweets_Month1_LogDelta+NumDistinctTweets_Month1_LogDelta+NumTweets_Week1_LogDelta+NumDistinctTweets_Week1_LogDelta,62.0395776,72.80747507,4,2,7,7,-34.8262017,-23.32025646,162.3288853
105,NumTweets_Month1_Log+NumDistinctTweets_Month1_Log+NumTweets_Week1_Log+NumDistinctTweets_Week1_Log+NumTweets_Month1_LogDelta+NumDistinctTweets_Month1_LogDelta+NumTweets_Week1_LogDelta+NumDistinctTweets_Week1_LogDelta,50.10525498,61.20418779,6,4,7,7,3.037298524,27.06327271,209.4164823
106,NumTweets_Month2_Log+NumDistinctTweets_Month2_Log+NumTweets_Week1_Log+NumDistinctTweets_Week1_Log,54.24912887,66.11708413,5,3,8,7,-18.0824817,-10.9041452,183.6998729
107,NumTweets_Month2_LogDelta+NumDistinctTweets_Month2_LogDelta+NumTweets_Week1_LogDelta+NumDistinctTweets_Week1_LogDelta,63.24118588,74.72733739,4,2,7,7,-34.54416775,-23.66544316,154.7888079
108,NumTweets_Month2_Log+NumDistinctTweets_Month2_Log+NumTweets_Week1_Log+NumDistinctTweets_Week1_Log+NumTweets_Month2_LogDelta+NumDistinctTweets_Month2_LogDelta+NumTweets_Week1_LogDelta+NumDistinctTweets_Week1_LogDelta,52.47098823,64.54413993,6,3,8,7,-16.63431735,-17.72653442,193.4688536
109,NumTweets_Month1_Log+NumDistinctTweets_Month1_Log+NumTweets_Month2_Log+NumDistinctTweets_Month2_Log+NumTweets_Week1_Log+NumDistinctTweets_Week1_Log,52.34112614,62.30187912,5,3,7,7,-21.13062193,-16.84251948,204.9185269
110,NumTweets_Month1_LogDelta+NumDistinctTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumDistinctTweets_Month2_LogDelta+NumTweets_Week1_LogDelta+NumDistinctTweets_Week1_LogDelta,62.07401095,72.37549426,4,2,7,7,-38.01819051,-25.59378856,161.9455592
111,NumTweets_Week2_Log+NumDistinctTweets_Week2_Log,57.35865172,68.95949129,4,2,7,7,6.078949278,51.89501437,178.2661926
112,NumTweets_Week2_LogDelta+NumDistinctTweets_Week2_LogDelta,62.8043256,74.21823841,4,2,7,7,-32.98357774,-20.80997489,156.4497326
113,NumTweets_Week2_Log+NumDistinctTweets_Week2_Log+NumTweets_Week2_LogDelta+NumDistinctTweets_Week2_LogDelta,56.83933631,68.49611041,4,2,7,7,34.28029875,109.8284921,180.1348272
114,NumTweets_Month1_Log+NumDistinctTweets_Month1_Log+NumTweets_Week2_Log+NumDistinctTweets_Week2_Log,46.99592819,59.44000406,7,5,8,8,3.246341755,17.97631947,201.1553584
115,NumTweets_Month1_LogDelta+NumDistinctTweets_Month1_LogDelta+NumTweets_Week2_LogDelta+NumDistinctTweets_Week2_LogDelta,61.87128469,73.06779038,4,2,7,7,-33.51755217,-23.31375577,161.1647935
116,NumTweets_Month1_Log+NumDistinctTweets_Month1_Log+NumTweets_Week2_Log+NumDistinctTweets_Week2_Log+NumTweets_Month1_LogDelta+NumDistinctTweets_Month1_LogDelta+NumTweets_Week2_LogDelta+NumDistinctTweets_Week2_LogDelta,48.4521155,60.1958705,6,5,7,8,-6.613313237,2.194653271,201.7187186
117,NumTweets_Month2_Log+NumDistinctTweets_Month2_Log+NumTweets_Week2_Log+NumDistinctTweets_Week2_Log,53.79909705,65.56641629,5,3,8,7,-19.86432743,-15.35129303,185.4511456
118,NumTweets_Month2_LogDelta+NumDistinctTweets_Month2_LogDelta+NumTweets_Week2_LogDelta+NumDistinctTweets_Week2_LogDelta,63.08353098,74.53220839,4,2,7,7,-34.18377972,-22.86698969,154.8396388
119,NumTweets_Month2_Log+NumDistinctTweets_Month2_Log+NumTweets_Week2_Log+NumDistinctTweets_Week2_Log+NumTweets_Month2_LogDelta+NumDistinctTweets_Month2_LogDelta+NumTweets_Week2_LogDelta+NumDistinctTweets_Week2_LogDelta,52.5636434,64.22244795,5,3,7,7,-20.35417336,-18.08916067,189.8423373
120,NumTweets_Month1_Log+NumDistinctTweets_Month1_Log+NumTweets_Month2_Log+NumDistinctTweets_Month2_Log+NumTweets_Week2_Log+NumDistinctTweets_Week2_Log,48.80483892,60.29201203,7,4,8,7,-12.37870245,-12.60533561,201.2139255
121,NumTweets_Month1_LogDelta+NumDistinctTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumDistinctTweets_Month2_LogDelta+NumTweets_Week2_LogDelta+NumDistinctTweets_Week2_LogDelta,62.14373405,73.25257984,4,2,7,7,-34.4566706,-24.93840958,159.3453274
122,NumTweets_Week1_Log+NumDistinctTweets_Week1_Log+NumTweets_Week2_Log+NumDistinctTweets_Week2_Log,57.95316226,69.37195701,4,2,7,7,144.6365549,343.222162,178.6592362
123,NumTweets_Week1_LogDelta+NumDistinctTweets_Week1_LogDelta+NumTweets_Week2_LogDelta+NumDistinctTweets_Week2_LogDelta,63.0289567,74.39235779,4,2,7,7,-33.37568677,-21.01422344,157.61625
124,NumTweets_Week1_Log+NumDistinctTweets_Week1_Log+NumTweets_Week2_Log+NumDistinctTweets_Week2_Log+NumTweets_Week1_LogDelta+NumDistinctTweets_Week1_LogDelta+NumTweets_Week2_LogDelta+NumDistinctTweets_Week2_LogDelta,57.24420466,68.42413257,5,3,8,7,-22.97337222,-15.60135595,187.2765775
125,NumTweets_Month1_Log+NumDistinctTweets_Month1_Log+NumTweets_Week1_Log+NumDistinctTweets_Week1_Log+NumTweets_Week2_Log+NumDistinctTweets_Week2_Log,47.44896887,59.65264758,7,5,8,8,-7.430846234,-3.896159832,202.1714259
126,NumTweets_Month1_LogDelta+NumDistinctTweets_Month1_LogDelta+NumTweets_Week1_LogDelta+NumDistinctTweets_Week1_LogDelta+NumTweets_Week2_LogDelta+NumDistinctTweets_Week2_LogDelta,62.09276759,72.88454504,4,2,7,7,-34.68877492,-23.33139934,163.3128786
127,NumTweets_Month2_Log+NumDistinctTweets_Month2_Log+NumTweets_Week1_Log+NumDistinctTweets_Week1_Log+NumTweets_Week2_Log+NumDistinctTweets_Week2_Log,54.93823406,66.46095121,5,3,8,7,-21.25813473,-16.10304769,184.7941756
128,NumTweets_Month2_LogDelta+NumDistinctTweets_Month2_LogDelta+NumTweets_Week1_LogDelta+NumDistinctTweets_Week1_LogDelta+NumTweets_Week2_LogDelta+NumDistinctTweets_Week2_LogDelta,63.42421444,74.7845929,4,2,7,7,-34.86234996,-22.53388768,155.4525863
129,NumTweets_Month1_Log+NumDistinctTweets_Month1_Log+NumTweets_Month2_Log+NumDistinctTweets_Month2_Log+NumTweets_Week1_Log+NumDistinctTweets_Week1_Log+NumTweets_Week2_Log+NumDistinctTweets_Week2_Log,51.87790316,61.99067934,5,4,7,7,-20.1227155,-16.63262286,204.619219
130,NumTweets_Month1_LogDelta+NumDistinctTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumDistinctTweets_Month2_LogDelta+NumTweets_Week1_LogDelta+NumDistinctTweets_Week1_LogDelta+NumTweets_Week2_LogDelta+NumDistinctTweets_Week2_LogDelta,62.2741556,72.53962457,4,2,7,7,-38.21386657,-25.62480517,161.5134436
131,NumDistinctUsers_Month1_Log,53.74431449,65.15411009,5,3,8,7,-18.45742955,-10.73154169,187.877322
132,NumDistinctUsers_Month1_LogDelta,62.99771113,73.87586269,4,2,7,7,-34.25893793,-23.46960242,161.2814423
133,NumDistinctUsers_Month1_Log+NumDistinctUsers_Month1_LogDelta,54.41876733,65.71917727,5,3,8,7,-3.792705007,21.94699774,188.9346538
134,NumDistinctUsers_Month2_Log,57.15279055,68.96389122,4,2,7,7,-8.248649056,19.87528641,171.5383583
135,NumDistinctUsers_Month2_LogDelta,62.13818412,73.97394395,4,2,7,7,-32.52214673,-20.91482114,158.5270539
136,NumDistinctUsers_Month2_Log+NumDistinctUsers_Month2_LogDelta,53.67217079,65.68474867,5,3,8,7,-18.88400699,-11.62977741,184.5016912
137,NumDistinctUsers_Month1_Log+NumDistinctUsers_Month2_Log,54.62205883,65.92182728,5,3,8,7,19.61506431,71.33642269,189.2365102
138,NumDistinctUsers_Month1_LogDelta+NumDistinctUsers_Month2_LogDelta,62.33587561,73.81821264,4,2,7,7,-33.33553578,-22.12948913,162.0009429
139,NumDistinctUsers_Month1_Log+NumDistinctUsers_Month2_Log+NumDistinctUsers_Month1_LogDelta+NumDistinctUsers_Month2_LogDelta,57.53447281,70.78953165,4,3,7,7,23.0664279,74.76168206,196.7945477
140,NumDistinctUsers_Week1_Log,60.493127,71.75822549,4,2,7,7,-29.48471571,-18.08611153,168.7432228
141,NumDistinctUsers_Week1_LogDelta,62.91106822,74.25920955,4,2,7,7,-33.22969339,-22.17738089,157.0716554
142,NumDistinctUsers_Week1_Log+NumDistinctUsers_Week1_LogDelta,61.48884549,72.53386766,4,2,7,7,-31.51885649,-21.5750624,168.75718
143,NumDistinctUsers_Month1_Log+NumDistinctUsers_Week1_Log,51.00709028,62.51664393,7,3,8,7,-17.05003371,-16.25811032,187.5893296
144,NumDistinctUsers_Month1_LogDelta+NumDistinctUsers_Week1_LogDelta,63.19663647,73.61797564,4,2,7,7,-35.34724881,-24.70793957,162.3332267
145,NumDistinctUsers_Month1_Log+NumDistinctUsers_Week1_Log+NumDistinctUsers_Month1_LogDelta+NumDistinctUsers_Week1_LogDelta,51.00684744,61.75398961,5,4,8,7,391.8813644,839.7422168,197.5036195
