,Features,L1,L2,Win1,Win2,DirectionalWin1,DirectionalWin2,WeightedWin1,WeightedWin2,Prediction
1916,OneMonthBefore+NumDistinctUsers_Week1_LogDelta+NumPopularTweets_Week1_LogDelta+NumVerifiedTweets_Week1_LogDelta,47.96442031,62.59985415,5,6,7,8,3.997996697,-7.527732993,180.4565624
1917,OneMonthBefore+NumDistinctUsers_Week1_Log+NumPopularTweets_Week1_Log+NumVerifiedTweets_Week1_Log+NumDistinctUsers_Week1_LogDelta+NumPopularTweets_Week1_LogDelta+NumVerifiedTweets_Week1_LogDelta,42.5765608,57.54216503,7,5,9,7,9.377917155,-3.630249689,188.0754889
1918,OneMonthBefore+NumDistinctUsers_Month1_Log+NumPopularTweets_Month1_Log+NumVerifiedTweets_Month1_Log+NumDistinctUsers_Week1_Log+NumPopularTweets_Week1_Log+NumVerifiedTweets_Week1_Log,48.77330313,61.38268795,5,5,7,7,-0.498662546,-10.79408878,200.0350283
1919,OneMonthBefore+NumDistinctUsers_Month1_LogDelta+NumPopularTweets_Month1_LogDelta+NumVerifiedTweets_Month1_LogDelta+NumDistinctUsers_Week1_LogDelta+NumPopularTweets_Week1_LogDelta+NumVerifiedTweets_Week1_LogDelta,46.81264137,61.2242298,6,7,7,9,50.95465763,95.6475244,175.2487851
1920,OneMonthBefore+NumDistinctUsers_Month2_Log+NumPopularTweets_Month2_Log+NumVerifiedTweets_Month2_Log+NumDistinctUsers_Week1_Log+NumPopularTweets_Week1_Log+NumVerifiedTweets_Week1_Log,44.58073889,58.54868141,7,5,8,7,6.079383006,3.563206675,188.7900108
1921,OneMonthBefore+NumDistinctUsers_Month2_LogDelta+NumPopularTweets_Month2_LogDelta+NumVerifiedTweets_Month2_LogDelta+NumDistinctUsers_Week1_LogDelta+NumPopularTweets_Week1_LogDelta+NumVerifiedTweets_Week1_LogDelta,44.65348861,59.75289412,6,6,7,8,18.81792571,23.01242147,176.0897015
1922,OneMonthBefore+NumDistinctUsers_Week2_Log+NumPopularTweets_Week2_Log+NumVerifiedTweets_Week2_Log,43.58923846,56.75461232,5,5,8,7,5.494633938,-0.860762257,197.0660148
1923,OneMonthBefore+NumDistinctUsers_Week2_LogDelta+NumPopularTweets_Week2_LogDelta+NumVerifiedTweets_Week2_LogDelta,50.27993331,63.72527432,5,5,7,8,-1.200342579,-13.68116985,176.0757565
1924,OneMonthBefore+NumDistinctUsers_Week2_Log+NumPopularTweets_Week2_Log+NumVerifiedTweets_Week2_Log+NumDistinctUsers_Week2_LogDelta+NumPopularTweets_Week2_LogDelta+NumVerifiedTweets_Week2_LogDelta,47.87187396,59.96856934,6,4,8,7,3.636194625,7.45941765,190.5011502
1925,OneMonthBefore+NumDistinctUsers_Month1_Log+NumPopularTweets_Month1_Log+NumVerifiedTweets_Month1_Log+NumDistinctUsers_Week2_Log+NumPopularTweets_Week2_Log+NumVerifiedTweets_Week2_Log,45.7279442,59.45035087,5,6,7,8,7.367781706,-7.235118851,209.2857048
1926,OneMonthBefore+NumDistinctUsers_Month1_LogDelta+NumPopularTweets_Month1_LogDelta+NumVerifiedTweets_Month1_LogDelta+NumDistinctUsers_Week2_LogDelta+NumPopularTweets_Week2_LogDelta+NumVerifiedTweets_Week2_LogDelta,48.1985095,62.45071459,5,5,7,8,8.577768787,-3.39137936,189.5018356
1927,OneMonthBefore+NumDistinctUsers_Month2_Log+NumPopularTweets_Month2_Log+NumVerifiedTweets_Month2_Log+NumDistinctUsers_Week2_Log+NumPopularTweets_Week2_Log+NumVerifiedTweets_Week2_Log,47.09029451,59.5386627,6,4,7,7,13.97767164,212.5164048,192.093015
1928,OneMonthBefore+NumDistinctUsers_Month2_LogDelta+NumPopularTweets_Month2_LogDelta+NumVerifiedTweets_Month2_LogDelta+NumDistinctUsers_Week2_LogDelta+NumPopularTweets_Week2_LogDelta+NumVerifiedTweets_Week2_LogDelta,45.39658856,60.78997654,6,5,7,7,7.602307385,-2.786815086,177.6330261
1929,OneMonthBefore+NumDistinctUsers_Week1_Log+NumPopularTweets_Week1_Log+NumVerifiedTweets_Week1_Log+NumDistinctUsers_Week2_Log+NumPopularTweets_Week2_Log+NumVerifiedTweets_Week2_Log,45.38869592,57.75864189,6,5,8,7,4.398112392,10.36354203,188.1707544
1930,OneMonthBefore+NumDistinctUsers_Week1_LogDelta+NumPopularTweets_Week1_LogDelta+NumVerifiedTweets_Week1_LogDelta+NumDistinctUsers_Week2_LogDelta+NumPopularTweets_Week2_LogDelta+NumVerifiedTweets_Week2_LogDelta,51.07494005,64.95312323,5,5,7,8,0.144511031,-13.4420983,175.6038956
1931,OneMonthBefore+NumTweets_Month1_Log+NumDistinctUsers_Month1_Log+NumPopularTweets_Month1_Log+NumVerifiedTweets_Month1_Log,44.42937269,58.94543964,5,5,7,7,4.569876225,-6.57365133,195.334521
1932,OneMonthBefore+NumTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta+NumPopularTweets_Month1_LogDelta+NumVerifiedTweets_Month1_LogDelta,47.06748059,61.98966277,6,4,7,7,5.117825109,-6.397424528,179.8441029
1933,OneMonthBefore+NumTweets_Month1_Log+NumDistinctUsers_Month1_Log+NumPopularTweets_Month1_Log+NumVerifiedTweets_Month1_Log+NumTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta+NumPopularTweets_Month1_LogDelta+NumVerifiedTweets_Month1_LogDelta,46.36975617,58.88524893,5,5,6,7,-2.526996074,-15.43405213,184.8582854
1934,OneMonthBefore+NumTweets_Month2_Log+NumDistinctUsers_Month2_Log+NumPopularTweets_Month2_Log+NumVerifiedTweets_Month2_Log,44.06724515,58.22922209,5,5,7,7,4.652168112,-7.168033157,185.5374118
1935,OneMonthBefore+NumTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta+NumPopularTweets_Month2_LogDelta+NumVerifiedTweets_Month2_LogDelta,43.66459775,60.36898834,5,6,7,9,31.22714991,13.73566429,187.6171623
1936,OneMonthBefore+NumTweets_Month2_Log+NumDistinctUsers_Month2_Log+NumPopularTweets_Month2_Log+NumVerifiedTweets_Month2_Log+NumTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta+NumPopularTweets_Month2_LogDelta+NumVerifiedTweets_Month2_LogDelta,41.40933985,58.59079368,8,5,9,7,290.0441576,565.8671686,198.1509432
1937,OneMonthBefore+NumTweets_Month1_Log+NumDistinctUsers_Month1_Log+NumPopularTweets_Month1_Log+NumVerifiedTweets_Month1_Log+NumTweets_Month2_Log+NumDistinctUsers_Month2_Log+NumPopularTweets_Month2_Log+NumVerifiedTweets_Month2_Log,46.28562968,58.75741572,5,5,6,7,-2.379233824,-15.35907906,185.5167573
1938,OneMonthBefore+NumTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta+NumPopularTweets_Month1_LogDelta+NumVerifiedTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta+NumPopularTweets_Month2_LogDelta+NumVerifiedTweets_Month2_LogDelta,44.69658407,61.34603019,7,6,8,8,20.46055563,76.27018471,186.4446152
1939,OneMonthBefore+NumTweets_Week1_Log+NumDistinctUsers_Week1_Log+NumPopularTweets_Week1_Log+NumVerifiedTweets_Week1_Log,43.62226838,57.85323848,6,5,8,7,7.039502059,11.21353126,191.751682
1940,OneMonthBefore+NumTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta+NumPopularTweets_Week1_LogDelta+NumVerifiedTweets_Week1_LogDelta,47.19935448,62.30599145,5,6,7,8,8.597441379,-5.195128144,182.5419193
1941,OneMonthBefore+NumTweets_Week1_Log+NumDistinctUsers_Week1_Log+NumPopularTweets_Week1_Log+NumVerifiedTweets_Week1_Log+NumTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta+NumPopularTweets_Week1_LogDelta+NumVerifiedTweets_Week1_LogDelta,45.26713004,60.04031326,6,4,8,5,10.77273793,-2.674181556,183.7434322
1942,OneMonthBefore+NumTweets_Month1_Log+NumDistinctUsers_Month1_Log+NumPopularTweets_Month1_Log+NumVerifiedTweets_Month1_Log+NumTweets_Week1_Log+NumDistinctUsers_Week1_Log+NumPopularTweets_Week1_Log+NumVerifiedTweets_Week1_Log,46.76086806,60.06955063,5,5,7,7,40.10875622,74.48486888,195.7423083
1943,OneMonthBefore+NumTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta+NumPopularTweets_Month1_LogDelta+NumVerifiedTweets_Month1_LogDelta+NumTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta+NumPopularTweets_Week1_LogDelta+NumVerifiedTweets_Week1_LogDelta,45.61233995,60.9022308,6,6,7,8,102.6761746,113.8710622,180.4295793
1944,OneMonthBefore+NumTweets_Month2_Log+NumDistinctUsers_Month2_Log+NumPopularTweets_Month2_Log+NumVerifiedTweets_Month2_Log+NumTweets_Week1_Log+NumDistinctUsers_Week1_Log+NumPopularTweets_Week1_Log+NumVerifiedTweets_Week1_Log,44.56229017,57.87335687,6,5,7,7,4.643154295,36.48372206,180.260631
1945,OneMonthBefore+NumTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta+NumPopularTweets_Month2_LogDelta+NumVerifiedTweets_Month2_LogDelta+NumTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta+NumPopularTweets_Week1_LogDelta+NumVerifiedTweets_Week1_LogDelta,44.52425266,60.08070351,6,5,7,7,14.2652595,15.8222326,178.0294298
1946,OneMonthBefore+NumTweets_Week2_Log+NumDistinctUsers_Week2_Log+NumPopularTweets_Week2_Log+NumVerifiedTweets_Week2_Log,42.83152285,56.41502175,6,5,8,7,5.92644726,-6.576476561,195.0069042
1947,OneMonthBefore+NumTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta+NumPopularTweets_Week2_LogDelta+NumVerifiedTweets_Week2_LogDelta,50.37083002,63.82445645,5,5,7,8,-0.798116441,-13.67433679,176.0813659
1948,OneMonthBefore+NumTweets_Week2_Log+NumDistinctUsers_Week2_Log+NumPopularTweets_Week2_Log+NumVerifiedTweets_Week2_Log+NumTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta+NumPopularTweets_Week2_LogDelta+NumVerifiedTweets_Week2_LogDelta,47.8137339,59.94491194,4,3,6,5,-2.157375823,-13.74914309,187.8810928
1949,OneMonthBefore+NumTweets_Month1_Log+NumDistinctUsers_Month1_Log+NumPopularTweets_Month1_Log+NumVerifiedTweets_Month1_Log+NumTweets_Week2_Log+NumDistinctUsers_Week2_Log+NumPopularTweets_Week2_Log+NumVerifiedTweets_Week2_Log,41.60190115,57.18925453,6,6,7,8,38.53267012,18.69693736,205.7993988
1950,OneMonthBefore+NumTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta+NumPopularTweets_Month1_LogDelta+NumVerifiedTweets_Month1_LogDelta+NumTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta+NumPopularTweets_Week2_LogDelta+NumVerifiedTweets_Week2_LogDelta,48.86751112,62.66711086,5,5,7,8,6.049489784,-6.68813175,188.9289485
1951,OneMonthBefore+NumTweets_Month2_Log+NumDistinctUsers_Month2_Log+NumPopularTweets_Month2_Log+NumVerifiedTweets_Month2_Log+NumTweets_Week2_Log+NumDistinctUsers_Week2_Log+NumPopularTweets_Week2_Log+NumVerifiedTweets_Week2_Log,46.63291236,57.90298466,5,5,6,7,5.110489149,117.4469169,183.4920921
1952,OneMonthBefore+NumTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta+NumPopularTweets_Month2_LogDelta+NumVerifiedTweets_Month2_LogDelta+NumTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta+NumPopularTweets_Week2_LogDelta+NumVerifiedTweets_Week2_LogDelta,45.83916151,61.28027624,6,5,7,7,7.158076703,-3.086777427,176.7468547
1953,OneMonthBefore+NumTweets_Week1_Log+NumDistinctUsers_Week1_Log+NumPopularTweets_Week1_Log+NumVerifiedTweets_Week1_Log+NumTweets_Week2_Log+NumDistinctUsers_Week2_Log+NumPopularTweets_Week2_Log+NumVerifiedTweets_Week2_Log,43.77954902,56.65059505,6,5,8,7,8.317181714,8.712593762,185.0452169
1954,OneMonthBefore+NumTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta+NumPopularTweets_Week1_LogDelta+NumVerifiedTweets_Week1_LogDelta+NumTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta+NumPopularTweets_Week2_LogDelta+NumVerifiedTweets_Week2_LogDelta,50.65476521,64.65939771,5,4,7,7,0.692913464,-16.16605599,176.6002464
1955,OneMonthBefore+NumDistinctTweets_Month1_Log+NumDistinctUsers_Month1_Log+NumPopularTweets_Month1_Log+NumVerifiedTweets_Month1_Log,48.03419284,61.49154403,5,5,7,8,7.94611062,-5.060849528,198.2048353
1956,OneMonthBefore+NumDistinctTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta+NumPopularTweets_Month1_LogDelta+NumVerifiedTweets_Month1_LogDelta,47.25610395,62.32159645,6,5,7,8,5.034222367,-4.247306583,179.5867062
1957,OneMonthBefore+NumDistinctTweets_Month1_Log+NumDistinctUsers_Month1_Log+NumPopularTweets_Month1_Log+NumVerifiedTweets_Month1_Log+NumDistinctTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta+NumPopularTweets_Month1_LogDelta+NumVerifiedTweets_Month1_LogDelta,51.64973034,64.65518457,4,4,6,7,0.105244196,-16.35948952,193.3911554
1958,OneMonthBefore+NumDistinctTweets_Month2_Log+NumDistinctUsers_Month2_Log+NumPopularTweets_Month2_Log+NumVerifiedTweets_Month2_Log,49.0115663,63.31821542,5,4,7,8,33.9049058,-0.446239089,187.6880893
1959,OneMonthBefore+NumDistinctTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta+NumPopularTweets_Month2_LogDelta+NumVerifiedTweets_Month2_LogDelta,41.49656074,57.6788942,7,6,9,9,43.92036983,32.7982963,199.7110653
1960,OneMonthBefore+NumDistinctTweets_Month2_Log+NumDistinctUsers_Month2_Log+NumPopularTweets_Month2_Log+NumVerifiedTweets_Month2_Log+NumDistinctTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta+NumPopularTweets_Month2_LogDelta+NumVerifiedTweets_Month2_LogDelta,44.50725097,60.24797462,6,7,8,9,30.38767969,104.9323986,211.2306433
1961,OneMonthBefore+NumDistinctTweets_Month1_Log+NumDistinctUsers_Month1_Log+NumPopularTweets_Month1_Log+NumVerifiedTweets_Month1_Log+NumDistinctTweets_Month2_Log+NumDistinctUsers_Month2_Log+NumPopularTweets_Month2_Log+NumVerifiedTweets_Month2_Log,50.59014952,63.97953627,4,4,6,7,0.684458896,-14.30683047,193.5265389
1962,OneMonthBefore+NumDistinctTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta+NumPopularTweets_Month1_LogDelta+NumVerifiedTweets_Month1_LogDelta+NumDistinctTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta+NumPopularTweets_Month2_LogDelta+NumVerifiedTweets_Month2_LogDelta,40.15964203,58.61785216,6,7,9,9,192.4100056,228.4101013,204.3972781
1963,OneMonthBefore+NumDistinctTweets_Week1_Log+NumDistinctUsers_Week1_Log+NumPopularTweets_Week1_Log+NumVerifiedTweets_Week1_Log,43.47440584,57.86298373,6,5,8,7,7.275863245,16.67359657,192.8075313
1964,OneMonthBefore+NumDistinctTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta+NumPopularTweets_Week1_LogDelta+NumVerifiedTweets_Week1_LogDelta,47.79499966,62.44110042,5,6,7,8,5.202299958,-6.617728727,182.5659697
1965,OneMonthBefore+NumDistinctTweets_Week1_Log+NumDistinctUsers_Week1_Log+NumPopularTweets_Week1_Log+NumVerifiedTweets_Week1_Log+NumDistinctTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta+NumPopularTweets_Week1_LogDelta+NumVerifiedTweets_Week1_LogDelta,42.20448493,57.35558442,7,5,9,7,12.8279354,4.311503452,190.4550677
1966,OneMonthBefore+NumDistinctTweets_Month1_Log+NumDistinctUsers_Month1_Log+NumPopularTweets_Month1_Log+NumVerifiedTweets_Month1_Log+NumDistinctTweets_Week1_Log+NumDistinctUsers_Week1_Log+NumPopularTweets_Week1_Log+NumVerifiedTweets_Week1_Log,55.90587023,65.19798811,4,3,6,7,-12.04556109,-22.88935849,205.2514588
1967,OneMonthBefore+NumDistinctTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta+NumPopularTweets_Month1_LogDelta+NumVerifiedTweets_Month1_LogDelta+NumDistinctTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta+NumPopularTweets_Week1_LogDelta+NumVerifiedTweets_Week1_LogDelta,45.87741823,59.99258387,5,6,7,8,37.15409941,51.18105537,181.6577118
1968,OneMonthBefore+NumDistinctTweets_Month2_Log+NumDistinctUsers_Month2_Log+NumPopularTweets_Month2_Log+NumVerifiedTweets_Month2_Log+NumDistinctTweets_Week1_Log+NumDistinctUsers_Week1_Log+NumPopularTweets_Week1_Log+NumVerifiedTweets_Week1_Log,44.67113259,58.61051037,6,5,8,7,6.684858597,2.205987063,185.4654134
1969,OneMonthBefore+NumDistinctTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta+NumPopularTweets_Month2_LogDelta+NumVerifiedTweets_Month2_LogDelta+NumDistinctTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta+NumPopularTweets_Week1_LogDelta+NumVerifiedTweets_Week1_LogDelta,40.83385035,56.62100568,6,6,9,8,38.8303134,54.26911165,193.3990632
1970,OneMonthBefore+NumDistinctTweets_Week2_Log+NumDistinctUsers_Week2_Log+NumPopularTweets_Week2_Log+NumVerifiedTweets_Week2_Log,43.23576779,56.72159649,6,5,8,7,5.669501722,-8.610445653,193.8558622
1971,OneMonthBefore+NumDistinctTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta+NumPopularTweets_Week2_LogDelta+NumVerifiedTweets_Week2_LogDelta,50.29356376,63.83731798,5,5,7,8,-0.474094691,-13.47584308,176.5958949
1972,OneMonthBefore+NumDistinctTweets_Week2_Log+NumDistinctUsers_Week2_Log+NumPopularTweets_Week2_Log+NumVerifiedTweets_Week2_Log+NumDistinctTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta+NumPopularTweets_Week2_LogDelta+NumVerifiedTweets_Week2_LogDelta,47.27949184,60.26237476,6,4,8,7,13.58813681,18.99025103,183.0735456
1973,OneMonthBefore+NumDistinctTweets_Month1_Log+NumDistinctUsers_Month1_Log+NumPopularTweets_Month1_Log+NumVerifiedTweets_Month1_Log+NumDistinctTweets_Week2_Log+NumDistinctUsers_Week2_Log+NumPopularTweets_Week2_Log+NumVerifiedTweets_Week2_Log,47.02589553,59.84289334,5,4,7,8,5.32512657,-0.223028277,204.2263862
1974,OneMonthBefore+NumDistinctTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta+NumPopularTweets_Month1_LogDelta+NumVerifiedTweets_Month1_LogDelta+NumDistinctTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta+NumPopularTweets_Week2_LogDelta+NumVerifiedTweets_Week2_LogDelta,47.71580616,62.57480265,5,6,7,9,40.09959364,13.58615682,193.161008
1975,OneMonthBefore+NumDistinctTweets_Month2_Log+NumDistinctUsers_Month2_Log+NumPopularTweets_Month2_Log+NumVerifiedTweets_Month2_Log+NumDistinctTweets_Week2_Log+NumDistinctUsers_Week2_Log+NumPopularTweets_Week2_Log+NumVerifiedTweets_Week2_Log,46.88657897,59.44275723,6,4,8,7,4.866639047,-0.991741822,188.9096113
1976,OneMonthBefore+NumDistinctTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta+NumPopularTweets_Month2_LogDelta+NumVerifiedTweets_Month2_LogDelta+NumDistinctTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta+NumPopularTweets_Week2_LogDelta+NumVerifiedTweets_Week2_LogDelta,39.52404588,56.87684624,6,6,9,9,72.76786026,124.9237555,203.8125429
1977,OneMonthBefore+NumDistinctTweets_Week1_Log+NumDistinctUsers_Week1_Log+NumPopularTweets_Week1_Log+NumVerifiedTweets_Week1_Log+NumDistinctTweets_Week2_Log+NumDistinctUsers_Week2_Log+NumPopularTweets_Week2_Log+NumVerifiedTweets_Week2_Log,44.90896683,57.57195739,5,5,8,7,3.690195906,-9.151310366,182.6269038
1978,OneMonthBefore+NumDistinctTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta+NumPopularTweets_Week1_LogDelta+NumVerifiedTweets_Week1_LogDelta+NumDistinctTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta+NumPopularTweets_Week2_LogDelta+NumVerifiedTweets_Week2_LogDelta,51.1861224,65.10697118,5,5,7,8,7.416048036,-10.63429261,181.0593913
1979,OneMonthBefore+NumTweets_Month1_Log+NumDistinctTweets_Month1_Log+NumDistinctUsers_Month1_Log+NumPopularTweets_Month1_Log+NumVerifiedTweets_Month1_Log,44.79108969,58.70288795,5,5,7,7,1.169504928,-11.39558284,196.1931018
1980,OneMonthBefore+NumTweets_Month1_LogDelta+NumDistinctTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta+NumPopularTweets_Month1_LogDelta+NumVerifiedTweets_Month1_LogDelta,47.21550452,62.20444654,6,4,7,7,5.249033498,-6.427324159,180.0384879
1981,OneMonthBefore+NumTweets_Month2_Log+NumDistinctTweets_Month2_Log+NumDistinctUsers_Month2_Log+NumPopularTweets_Month2_Log+NumVerifiedTweets_Month2_Log,43.83313035,58.07821688,5,6,7,8,5.01005074,-5.435157198,187.0269297
1982,OneMonthBefore+NumTweets_Month2_LogDelta+NumDistinctTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta+NumPopularTweets_Month2_LogDelta+NumVerifiedTweets_Month2_LogDelta,41.51519004,57.58750775,7,6,9,9,43.30795308,27.65074163,199.543467
1983,OneMonthBefore+NumTweets_Week1_Log+NumDistinctTweets_Week1_Log+NumDistinctUsers_Week1_Log+NumPopularTweets_Week1_Log+NumVerifiedTweets_Week1_Log,43.66565928,58.00994086,6,5,8,7,7.142005455,12.83345954,192.3345082
1984,OneMonthBefore+NumTweets_Week1_LogDelta+NumDistinctTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta+NumPopularTweets_Week1_LogDelta+NumVerifiedTweets_Week1_LogDelta,46.38067003,61.55985099,5,7,7,9,13.96960512,1.419973299,189.0933191
1985,OneMonthBefore+NumTweets_Week2_Log+NumDistinctTweets_Week2_Log+NumDistinctUsers_Week2_Log+NumPopularTweets_Week2_Log+NumVerifiedTweets_Week2_Log,43.02476745,56.6237852,6,5,8,7,5.686878508,-8.240579478,193.6964983
1986,OneMonthBefore+NumTweets_Week2_LogDelta+NumDistinctTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta+NumPopularTweets_Week2_LogDelta+NumVerifiedTweets_Week2_LogDelta,50.40652367,63.92431003,5,5,7,8,-0.340900261,-13.54048329,176.5216589
1987,TwoMonthBefore+NumTweets_Month1_Log,60.09365732,71.30785928,4,2,7,7,-29.51078013,-17.46832294,184.2455688
1988,TwoMonthBefore+NumTweets_Month1_LogDelta,60.97681241,72.22806704,4,2,7,7,-32.05016825,-19.77743107,182.1555634
1989,TwoMonthBefore+NumTweets_Month1_Log+NumTweets_Month1_LogDelta,60.25598507,71.60681036,4,2,7,7,-30.98045814,-19.13980064,183.9282851
1990,TwoMonthBefore+NumTweets_Month2_Log,60.76728143,71.82159434,4,2,7,7,-30.07579517,-17.70756853,182.8947358
1991,TwoMonthBefore+NumTweets_Month2_LogDelta,61.28650908,72.44213224,4,2,7,7,-32.06789941,-20.35781789,180.9880141
1992,TwoMonthBefore+NumTweets_Month2_Log+NumTweets_Month2_LogDelta,60.74550393,71.96119394,4,2,7,7,-31.2582089,-19.98046561,182.0433051
1993,TwoMonthBefore+NumTweets_Month1_Log+NumTweets_Month2_Log,60.34823418,71.70328879,4,2,7,7,-31.23949792,-19.54213941,183.9628225
1994,TwoMonthBefore+NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta,61.17835162,72.48902156,4,2,7,7,-32.81960273,-21.02600422,181.3623237
1995,TwoMonthBefore+NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta,68.75608972,80.06871553,4,2,7,7,-34.23501559,-31.416218,193.1388011
1996,TwoMonthBefore+NumTweets_Week1_Log,60.10484992,71.34972587,4,2,7,7,-29.09054091,-16.31195065,184.5419979
1997,TwoMonthBefore+NumTweets_Week1_LogDelta,61.17039352,72.59287174,4,2,7,7,-31.49671725,-19.10365703,182.1566503
1998,TwoMonthBefore+NumTweets_Week1_Log+NumTweets_Week1_LogDelta,61.05324174,72.43753208,4,2,7,7,-31.40550191,-19.4922282,183.5200769
1999,TwoMonthBefore+NumTweets_Month1_Log+NumTweets_Week1_Log,60.87200682,71.79383666,4,2,7,7,-31.13854995,-20.40889953,183.5683713
2000,TwoMonthBefore+NumTweets_Month1_LogDelta+NumTweets_Week1_LogDelta,61.11731809,72.53516449,4,2,7,7,-31.90867172,-19.55519444,182.1725041
2001,TwoMonthBefore+NumTweets_Month1_Log+NumTweets_Week1_Log+NumTweets_Month1_LogDelta+NumTweets_Week1_LogDelta,64.61627029,75.42039652,4,2,7,7,-35.87700312,-26.45911106,179.5834583
2002,TwoMonthBefore+NumTweets_Month2_Log+NumTweets_Week1_Log,60.09624907,71.37906003,4,2,7,7,-29.16447736,-16.2551196,184.5433195
2003,TwoMonthBefore+NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta,61.3243283,72.77664726,4,2,7,7,-32.37233512,-20.53732304,181.4060077
2004,TwoMonthBefore+NumTweets_Month2_Log+NumTweets_Week1_Log+NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta,62.45693651,73.6520125,4,2,7,7,-33.28537481,-23.20740462,181.6138992
2005,TwoMonthBefore+NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Week1_Log,61.77217819,72.67816698,4,2,7,7,-33.58861729,-23.23554948,182.4552167
2006,TwoMonthBefore+NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta,61.27764849,72.72578858,4,2,7,7,-32.65155375,-20.77980261,181.4649796
2007,TwoMonthBefore+NumTweets_Month1_Log+NumTweets_Month2_Log+NumTweets_Week1_Log+NumTweets_Month1_LogDelta+NumTweets_Month2_LogDelta+NumTweets_Week1_LogDelta,70.9784627,82.11669857,4,2,7,7,-35.60246831,-32.93060319,191.8322801
2008,TwoMonthBefore+NumTweets_Week2_Log,60.47501164,71.62080789,4,2,7,7,-29.70894259,-16.89584958,183.6748087
2009,TwoMonthBefore+NumTweets_Week2_LogDelta,61.22679445,72.44215278,4,2,7,7,-31.01360343,-17.47255433,181.543276
2010,TwoMonthBefore+NumTweets_Week2_Log+NumTweets_Week2_LogDelta,61.07520385,72.28014283,4,2,7,7,-30.901471,-17.80968321,182.8056497
2011,TwoMonthBefore+NumTweets_Month1_Log+NumTweets_Week2_Log,61.73117824,72.40210694,4,2,7,7,-32.22915073,-23.1819827,182.5756653
2012,TwoMonthBefore+NumTweets_Month1_LogDelta+NumTweets_Week2_LogDelta,61.04127684,72.32094404,4,2,7,7,-31.93274778,-19.39498119,182.090509
2013,TwoMonthBefore+NumTweets_Month1_Log+NumTweets_Week2_Log+NumTweets_Month1_LogDelta+NumTweets_Week2_LogDelta,66.33444879,76.70433935,4,2,7,7,-35.81498967,-27.09165402,176.9521678
2014,TwoMonthBefore+NumTweets_Month2_Log+NumTweets_Week2_Log,60.4777743,71.64055276,4,2,7,7,-29.79163122,-16.82117324,183.6758423
