#Field:candidate	MonthId	NumTweets_Month1	NumDistinctTweets_Month1	NumDistinctUsers_Month1	NumPopularTweets_Month1	NumVerifiedTweets_Month1	NumTweets_Month2	NumDistinctTweets_Month2	NumDistinctUsers_Month2	NumPopularTweets_Month2	NumVerifiedTweets_Month2	NumTweets_Week1	NumDistinctTweets_Week1	NumDistinctUsers_Week1	NumPopularTweets_Week1	NumVerifiedTweets_Week1	NumTweets_Week2	NumDistinctTweets_Week2	NumDistinctUsers_Week2	NumPopularTweets_Week2	NumVerifiedTweets_Week2
all	200703	4	1	1	1	0	0	0	0	0	0	4	1	1	1	0	0	0	0	0	0
all old	200703	4	1	1	1	0	0	0	0	0	0	4	1	1	1	0	0	0	0	0	0
job opening	200703	4	1	1	1	0	0	0	0	0	0	4	1	1	1	0	0	0	0	0	0
all	200805	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0
all old	200805	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0
job opportunity	200805	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0
all	200808	2	1	1	1	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0
all old	200808	2	1	1	1	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0
job posting	200808	2	1	1	1	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0
all	200812	8	2	2	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
all old	200812	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hashtags	200812	6	1	1	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
job opportunity	200812	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
all	200901	15	5	5	6	6	8	2	2	3	6	4	2	2	2	0	0	0	0	0	0
all old	200901	9	4	4	4	0	2	1	1	1	0	4	2	2	2	0	0	0	0	0	0
