#Field:candidate	Id	NumTweets	NumDistinctTweets	NumDistinctUsers	PositiveRatio	NonNegativeRatio	NormalizedNumTweets	NormalizedNumDistinctTweets	NormalizedNumDistinctUsers
adorn-song of the year	w3	19287	16404	15673	0.506455125213875	0.858972364805309	0.306829570944495	0.309002203929399	0.306682320712259
some nights-album of the year	w1	19500	17937	17420	0.934615384615385	0.979333333333333	0.248508946322068	0.27281438218653	0.273598240929794
adorn-song of the year	w5	20854	17471	16849	0.493862088807903	0.853936894600556	0.209451112338673	0.31370753429577	0.316799849581649
adorn-song of the year	w4	19975	16880	16251	0.49747183979975	0.856821026282854	0.239215827165816	0.300051549140551	0.301055946646906
adorn-song of the year	w2	17978	15244	14348	0.49838691734342	0.861330515073979	0.299055160023954	0.300344793616392	0.294179156500523
babel-album of the year	w3	3915	3620	3260	0.448020434227331	0.910855683269476	0.242115027829314	0.244313963690356	0.234684327982147
some nights-best pop vocal album	w1	19500	17937	17420	0.93451282051282	0.979384615384615	0.248508946322068	0.27281438218653	0.273598240929794
babel-album of the year	w5	5703	5217	4851	0.400666315974049	0.91074872873926	0.353477129044254	0.356230795493342	0.344874164652353
babel-album of the year	w4	4778	4419	4060	0.433235663457514	0.91816659690247	0.275040294727147	0.278889239507731	0.269659936238045
babel-album of the year	w2	3613	3364	2971	0.412676446166621	0.912261278715749	0.250972492358989	0.253771876885938	0.244104839372278
based on a t.r.u. story-best rap album	w3	739	646	601	0.313937753721245	0.956698240866035	0.198709330465179	0.190616701091767	0.18810641627543
adorn-song of the year	w1	16623	14170	13227	0.510798291523792	0.862419539192685	0.290408805031447	0.291996373227827	0.285853215767635
based on a t.r.u. story-best rap album	w5	1395	1255	1190	0.207168458781362	0.969175627240143	0.296178343949045	0.300814956855225	0.302876049885467
based on a t.r.u. story-best rap album	w4	814	790	741	0.212530712530713	0.958230958230958	0.17641959254443	0.191840699368626	0.190537413216765
based on a t.r.u. story-best rap album	w2	672	564	528	0.339285714285714	0.956845238095238	0.227951153324288	0.20958751393534	0.208530805687204
beautiful surprise-best r&b song	w3	785	750	731	0.965605095541401	0.984713375796178	0.322646937936704	0.32244196044712	0.320473476545375
somebody that i used to know-best pop duo/group performance	w1	26867	24785	23930	0.371384970409796	0.681914616443965	0.278132052423446	0.297542587546069	0.299413185190746
beautiful surprise-best r&b song	w5	807	771	757	0.961586121437423	0.985130111524164	0.326985413290113	0.327666808329792	0.329273597216181
beautiful surprise-best r&b song	w4	795	764	752	0.959748427672956	0.982389937106918	0.313485804416404	0.315572077653862	0.3171657528469
beautiful surprise-best r&b song	w2	810	766	753	0.967901234567901	0.987654320987654	0.339338081273565	0.335229759299781	0.336160714285714
blown away-best country song	w3	4192	3765	3544	0.372614503816794	0.920801526717557	0.293044390073401	0.290643816581751	0.288364524003255
babel-album of the year	w1	3237	3028	2760	0.383379672536299	0.906085881989496	0.263042418332521	0.265544155046917	0.268195510640365
