#Field:candidate	Id	NumTweets	NumDistinctTweets	NumDistinctUsers	PositiveRatio	NonNegativeRatio	NormalizedNumTweets	NormalizedNumDistinctTweets	NormalizedNumDistinctUsers
paradise-best pop vocal album	w1	3772	2582	2496	0.880434782608696	0.883881230116649	0.371552403467297	0.365205091937765	0.364965638251206
doom and gloom-best rock song	w5	1043	647	639	0.306807286673059	0.411313518696069	0.624177139437463	0.622115384615385	0.623414634146341
doom and gloom-best rock song	w4	1220	663	653	0.242622950819672	0.49672131147541	0.504340636626705	0.439946914399469	0.439139206455952
doom and gloom-best rock song	w2	1137	629	618	0.249780123131047	0.516270888302551	0.326255380200861	0.320427916454407	0.319710294878427
ed sheeran-best new artist	w3	541138	289193	266453	0.756474318935281	0.836847532422414	0.393035245036018	0.412507025056272	0.444268261979435
blurred lines-best pop duo/group performance	w1	39299	25371	24543	0.354843634698084	0.934807501463142	0.330730065221965	0.345357526918313	0.346158728367724
ed sheeran-best new artist	w5	509186	259233	216673	0.744871225838888	0.819040586347621	0.553632743949776	0.593786648830902	0.649941656942824
ed sheeran-best new artist	w4	460003	239429	219831	0.768662378288837	0.839296700238911	0.376258720352438	0.394767084304056	0.448539493658489
ed sheeran-best new artist	w2	549004	293846	270481	0.751741335217958	0.832777174665394	0.363500089715671	0.372969645429679	0.384776024707059
fuckin' problems-best rap song	w3	400	339	335	0.0675	0.11	0.353356890459364	0.354973821989529	0.357905982905983
pure heroine-best pop vocal album	w1	7552	5819	5630	0.830640889830508	0.928495762711864	0.257905880745851	0.275860434246705	0.275737094720345
fuckin' problems-best rap song	w5	411	342	335	0.0632603406326034	0.0924574209245742	0.691919191919192	0.688128772635815	0.690721649484536
fuckin' problems-best rap song	w4	417	355	349	0.0599520383693046	0.0983213429256595	0.456236323851204	0.462842242503259	0.465333333333333
fuckin' problems-best rap song	w2	384	319	315	0.0572916666666667	0.1015625	0.312703583061889	0.307915057915058	0.309126594700687
get lucky-best pop duo/group performance	w3	38915	25789	24811	0.891789798278299	0.941796222536297	0.35474990200279	0.365983112183353	0.365873800008848
blurred lines-record of the year	w1	40816	26476	25611	0.362063896511172	0.933677969423755	0.329023312804308	0.344533222288733	0.345259440003235
get lucky-best pop duo/group performance	w5	39644	25282	24340	0.906694581777823	0.94730602361013	0.635993197933712	0.638805366753417	0.638979313241625
get lucky-best pop duo/group performance	w4	39958	25950	24957	0.899769758246158	0.944842084188398	0.439940105256204	0.449654312002911	0.449109231599784
get lucky-best pop duo/group performance	w2	40381	26677	25608	0.898442336742527	0.947500061910304	0.340719052962866	0.34636008361356	0.345549738219895
get lucky-record of the year	w3	38915	25789	24811	0.891789798278299	0.941796222536297	0.35474990200279	0.365983112183353	0.365873800008848
pusher love girl-best r&b song	w1	1125	855	832	0.992	0.997333333333333	0.303234501347709	0.308664259927798	0.30622009569378
get lucky-record of the year	w5	39644	25282	24340	0.906694581777823	0.94730602361013	0.635993197933712	0.638805366753417	0.638979313241625
get lucky-record of the year	w4	39958	25950	24957	0.899769758246158	0.944842084188398	0.439940105256204	0.449654312002911	0.449109231599784
get lucky-record of the year	w2	40381	26677	25608	0.898442336742527	0.947500061910304	0.340719052962866	0.34636008361356	0.345549738219895
god is dead-best rock song	w3	1581	1098	1076	0.256799493991145	0.965211891208096	0.364453665283541	0.355569948186528	0.353714661406969
brave-best pop solo performance	w1	9109	6324	6064	0.870567570534636	0.942694038862663	0.307103604059202	0.365190275451868	0.368318756073858
god is dead-best rock song	w5	1548	1106	1091	0.292635658914729	0.963824289405685	0.635207221994255	0.643023255813953	0.642899233942251
god is dead-best rock song	w4	1584	1121	1102	0.29040404040404	0.964646464646465	0.44097995545657	0.438919342208301	0.437475188566892
god is dead-best rock song	w2	1592	1086	1064	0.22927135678392	0.96105527638191	0.337789093995332	0.326616541353383	0.325481798715203
good kid m.a.a.d city-album of the year	w3	7309	3471	3388	0.815159392529758	0.972362840333835	0.355582583313063	0.342442778216259	0.343471208434712
radioactive-record of the year	w1	47258	32123	31038	0.31143933302298	0.957721443988319	0.301369164153025	0.348977175200165	0.348831720556998
good kid m.a.a.d city-album of the year	w5	6883	3650	3550	0.786720906581433	0.961063489757373	0.626809944449504	0.627794977640179	0.629767606883094
good kid m.a.a.d city-album of the year	w4	7919	3588	3498	0.805025887106958	0.966915014522036	0.484846629523051	0.422714420358153	0.424463050600655
good kid m.a.a.d city-album of the year	w2	6865	3386	3296	0.753678077203205	0.95047341587764	0.310478947130388	0.316182650107386	0.31582981985435
good kid m.a.a.d city-best rap album	w3	7309	3471	3388	0.815159392529758	0.972362840333835	0.355582583313063	0.342442778216259	0.343471208434712
cut me some slack-best rock song	w1	236	173	164	0.275423728813559	0.584745762711864	0.332863187588152	0.316849816849817	0.306542056074766
good kid m.a.a.d city-best rap album	w5	6883	3650	3550	0.786720906581433	0.961063489757373	0.626809944449504	0.627794977640179	0.629767606883094
good kid m.a.a.d city-best rap album	w4	7919	3588	3498	0.805025887106958	0.966915014522036	0.484846629523051	0.422714420358153	0.424463050600655
good kid m.a.a.d city-best rap album	w2	6865	3386	3296	0.753678077203205	0.95047341587764	0.310478947130388	0.316182650107386	0.31582981985435
holy grail-best rap song	w3	29865	22199	21725	0.884245772643563	0.962129583124058	0.347947152577127	0.34946947514247	0.349664418728171
random access memories-album of the year	w1	5358	3716	3498	0.202127659574468	0.53023516237402	0.270060483870968	0.305516731069637	0.307138466941786
holy grail-best rap song	w5	31436	23169	22644	0.855802264919201	0.954542562667006	0.588953836930456	0.617017310252996	0.617675941080196
holy grail-best rap song	w4	29311	22322	21864	0.869741735184743	0.958104465900174	0.391973575115676	0.413607811892012	0.414593446601942
holy grail-best rap song	w2	30522	22533	22020	0.887687569621912	0.965434768363803	0.336842802277844	0.332885211995864	0.332462669666178
i drive your truck-best country song	w3	1333	669	667	0.213803450862716	0.816204051012753	0.497573721537887	0.350078492935636	0.352350765979926
doom and gloom-best rock song	w1	1171	673	660	0.263877028181042	0.519214346712212	0.327186364906398	0.346015424164524	0.345188284518828
i drive your truck-best country song	w5	1004	690	684	0.304780876494024	0.743027888446215	0.573059360730594	0.590753424657534	0.591695501730104
i drive your truck-best country song	w4	877	674	668	0.347776510832383	0.79133409350057	0.365721434528774	0.409477521263669	0.410067526089626
i drive your truck-best country song	w2	1428	723	721	0.219187675070028	0.801120448179272	0.444306160547604	0.355632070831284	0.357107478949975
james blake-best new artist	w3	25586	17485	16081	0.579340264206988	0.900961463300242	0.329529648137654	0.34044665978699	0.336500031387976
red-album of the year	w1	42206	18528	17116	0.47064398426764	0.813344074302232	0.376822463282889	0.326726387811244	0.32408073616844
james blake-best new artist	w5	29665	19004	17756	0.589381425922805	0.878004382268667	0.530736751708591	0.577910229899039	0.575074491514445
james blake-best new artist	w4	23492	17062	15643	0.553848118508428	0.887238208751916	0.320381861575179	0.374758390441047	0.36662994820353
james blake-best new artist	w2	33057	20508	18796	0.55377075959706	0.905405814199716	0.419808744904309	0.3829620361898	0.379870654810024
just give me a reason-best pop duo/group performance	w3	29833	20718	20256	0.549022894110549	0.924513123051654	0.305346871097828	0.35223312195039	0.352548036758563
ed sheeran-best new artist	w1	556233	297945	274571	0.740475663975348	0.826457617581122	0.358826432366004	0.362257254993507	0.362822012117368
just give me a reason-best pop duo/group performance	w5	36829	21443	20918	0.619050205001493	0.926769665209482	0.558531369902486	0.622041076815967	0.621043881004691
just give me a reason-best pop duo/group performance	w4	30170	20777	20306	0.550314882333444	0.924428239973484	0.340523030733981	0.418764486546407	0.419077888306435
just give me a reason-best pop duo/group performance	w2	28891	20985	20446	0.638814855837458	0.92603232840677	0.298362111698612	0.333423369029839	0.3325634352635
just give me a reason-song of the year	w3	16061	9244	8940	0.235539505634767	0.953738870556005	0.2759716828757	0.346437806843308	0.346055585662305
red-best country album	w1	42206	18528	17116	0.47064398426764	0.813344074302232	0.376822463282889	0.326726387811244	0.32408073616844
just give me a reason-song of the year	w5	22383	9758	9410	0.429388375106107	0.949425903587544	0.535427231843843	0.625072064569855	0.622848821816256
just give me a reason-song of the year	w4	16308	9354	9073	0.244174638214373	0.956647044395389	0.298834567177307	0.416436648562016	0.417571796759941
just give me a reason-song of the year	w2	14043	8891	8535	0.38873460086876	0.972156946521399	0.256483781414378	0.313549160671463	0.311235094628596
kacey musgraves-best new artist	w3	21471	7244	6910	0.246145964323972	0.419356341111266	0.32589095986886	0.301030585106383	0.301154935715842
fuckin' problems-best rap song	w1	351	295	292	0.0598290598290598	0.111111111111111	0.29225645295587	0.291214215202369	0.292292292292292
kacey musgraves-best new artist	w5	24765	8821	8399	0.285604684029881	0.482333939026852	0.549113082039911	0.578160844202661	0.579761165182577
kacey musgraves-best new artist	w4	21688	8075	7721	0.265907414238288	0.474732571007009	0.364418456161575	0.378184713375796	0.379914382719087
kacey musgraves-best new artist	w2	23195	8181	7778	0.2616512179349	0.480362147014443	0.341484600435781	0.338898094449047	0.337733391228832
kendrick lamar-best new artist	w3	355350	189081	175136	0.27534261995216	0.823112424370339	0.319714034307966	0.327420924489944	0.326748707079904
roar-best pop solo performance	w1	102497	37589	34137	0.23687522561636	0.922885547869694	0.403277463015423	0.306638713045748	0.317349794085657
kendrick lamar-best new artist	w5	416256	214336	198581	0.264510301353014	0.819392393142681	0.61241856605639	0.612444566360353	0.612998919586356
kendrick lamar-best new artist	w4	366244	193072	179735	0.255045816450235	0.804490995074322	0.378405967805261	0.386796138289155	0.388582609071648
kendrick lamar-best new artist	w2	333626	175048	162063	0.290858626126261	0.82725566952216	0.293207364766885	0.293463919703465	0.292822141757551
locked out of heaven-record of the year	w3	23659	12487	11967	0.715752990405343	0.981106555644786	0.454142352579853	0.411433278418451	0.414829450915141
get lucky-best pop duo/group performance	w1	39403	26228	25129	0.901581097885948	0.949572367586224	0.330412397068442	0.334472556621098	0.333381978348546
locked out of heaven-record of the year	w5	17816	10795	10285	0.64380332285586	0.977997305792546	0.659363434492968	0.633583753961733	0.633078911732119
locked out of heaven-record of the year	w4	20775	10975	10472	0.692322503008424	0.978146811070999	0.519673812442154	0.441970038659794	0.443278022350152
locked out of heaven-record of the year	w2	25832	13601	13219	0.702152369154537	0.981882935893465	0.414971887550201	0.397028344571912	0.403954284317321
locked out of heaven-song of the year	w3	23659	12487	11967	0.715752990405343	0.981106555644786	0.454142352579853	0.411433278418451	0.414829450915141
roar-song of the year	w1	102497	37589	34137	0.23687522561636	0.922885547869694	0.403277463015423	0.306638713045748	0.317349794085657
locked out of heaven-song of the year	w5	17816	10795	10285	0.64380332285586	0.977997305792546	0.659363434492968	0.633583753961733	0.633078911732119
locked out of heaven-song of the year	w4	20775	10975	10472	0.692322503008424	0.978146811070999	0.519673812442154	0.441970038659794	0.443278022350152
locked out of heaven-song of the year	w2	25832	13601	13219	0.702152369154537	0.981882935893465	0.414971887550201	0.397028344571912	0.403954284317321
love and war-best r&b song	w3	2626	1854	1662	0.930693069306931	0.966108149276466	0.30277873861409	0.302348336594912	0.296944791852778
get lucky-record of the year	w1	39403	26228	25129	0.901581097885948	0.949572367586224	0.330412397068442	0.334472556621098	0.333381978348546
love and war-best r&b song	w5	3232	2287	2091	0.929764851485149	0.964418316831683	0.548447310368233	0.56164047151277	0.554789068718493
love and war-best r&b song	w4	2734	1963	1774	0.925018288222385	0.96269202633504	0.344549464398236	0.352930600503416	0.346823069403715
love and war-best r&b song	w2	2718	1831	1633	0.938189845474614	0.971302428256071	0.316340782122905	0.299967234600262	0.295458657499548
macklemore & ryan lewis-best new artist	w3	89337	55372	51847	0.431120364462653	0.7995231539004	0.219325552505855	0.216911174223876	0.322461672419691
robin thicke-best pop vocal album	w1	39136	25274	24448	0.353204210956664	0.934893704006541	0.330685774157569	0.345259074081663	0.346063471392577
macklemore & ryan lewis-best new artist	w5	164112	103167	59219	0.34177878521985	0.87678536609145	0.425742985223311	0.427667142004378	0.573555191817838
macklemore & ryan lewis-best new artist	w4	92319	58376	54666	0.457110670609517	0.797430648078944	0.207160488286509	0.209451435009275	0.385482187685104
macklemore & ryan lewis-best new artist	w2	112883	63974	59757	0.368877510342567	0.820796754161388	0.326470350061313	0.294926584145864	0.360564043154008
magna carta...holy grail-best rap album	w3	1712	855	807	0.786214953271028	0.955607476635514	0.316100443131462	0.356547122602168	0.362045760430686
god is dead-best rock song	w1	1816	1180	1151	0.202643171806167	0.968061674008811	0.381753205801976	0.357034795763994	0.355027760641579
magna carta...holy grail-best rap album	w5	2057	866	800	0.819154107924161	0.910063198833252	0.533869711912795	0.601388888888889	0.601051840721262
magna carta...holy grail-best rap album	w4	1654	846	796	0.788996372430472	0.932285368802902	0.317893522967519	0.410281280310378	0.417190775681342
magna carta...holy grail-best rap album	w2	2683	1025	974	0.826686544912411	0.97018263138278	0.494744606306472	0.399298792364628	0.405326674989596
mama's broken heart-best country song	w3	955	679	663	0.646073298429319	0.652356020942408	0.506631299734748	0.490961677512654	0.492204899777283
royals-best pop solo performance	w1	120776	75927	72659	0.382344174339273	0.922343843147645	0.322045287285216	0.319685901349445	0.323150067157076
mama's broken heart-best country song	w5	704	497	484	0.634943181818182	0.643465909090909	0.688172043010753	0.748493975903614	0.744615384615385
mama's broken heart-best country song	w4	717	561	545	0.634588563458856	0.644351464435146	0.475779694757797	0.540462427745665	0.538005923000987
mama's broken heart-best country song	w2	1062	750	733	0.646892655367232	0.653483992467043	0.446969696969697	0.431778929188256	0.433215130023641
merry go 'round-best country song	w3	487	323	310	0.796714579055442	0.963039014373717	0.482656095143707	0.420572916666667	0.425824175824176
good kid m.a.a.d city-album of the year	w1	7956	3682	3574	0.795625942684766	0.960532931121166	0.360114063277961	0.352513164193394	0.351011589078766
merry go 'round-best country song	w5	370	278	264	0.889189189189189	0.935135135135135	0.703422053231939	0.645011600928074	0.642335766423358
merry go 'round-best country song	w4	387	285	269	0.917312661498708	0.950904392764858	0.486180904522613	0.454545454545455	0.451342281879195
merry go 'round-best country song	w2	520	357	346	0.807692307692308	0.967307692307692	0.418006430868167	0.40293453724605	0.410438908659549
mine would be you-best country song	w3	31476	4188	4159	0.759817003431186	0.837050451137375	0.30852471549975	0.30506993006993	0.305225304564803
royals-record of the year	w1	120776	75927	72659	0.382344174339273	0.922343843147645	0.322045287285216	0.319685901349445	0.323150067157076
mine would be you-best country song	w5	37336	5064	5024	0.807558388686522	0.906685236768802	0.506793718016587	0.53746550626194	0.537383677398652
mine would be you-best country song	w4	30706	4314	4286	0.76196834494887	0.878036865759135	0.323258482561139	0.34379980873446	0.344229379166332
mine would be you-best country song	w2	24179	3630	3604	0.750692749906944	0.851234542371479	0.242961072368818	0.267580716497125	0.267577399955453
mirrors-best pop solo performance	w3	32355	21498	20706	0.299551846700664	0.948601452634832	0.350158548067662	0.35906600748263	0.363091167341785
good kid m.a.a.d city-best rap album	w1	7956	3682	3574	0.795625942684766	0.960532931121166	0.360114063277961	0.352513164193394	0.351011589078766
mirrors-best pop solo performance	w5	33262	21725	20583	0.28756538993446	0.954662978774578	0.637447297815255	0.639327859686295	0.644527947393142
mirrors-best pop solo performance	w4	33555	21582	20779	0.28949485918641	0.95693637311876	0.437774791582408	0.43526137463698	0.443001812173542
mirrors-best pop solo performance	w2	41978	22168	21328	0.436490542665206	0.961384534756301	0.423284798128504	0.342072370959031	0.343623123026358
new slaves-best rap song	w3	2057	1359	1324	0.227515799708313	0.62226543509966	0.210069444444444	0.241342567927544	0.2962631461177
royals-song of the year	w1	120776	75927	72659	0.382344174339273	0.922343843147645	0.322045287285216	0.319685901349445	0.323150067157076
new slaves-best rap song	w5	3763	2089	1693	0.344671804411374	0.680042519266543	0.525999440872239	0.539514462809917	0.56358189081225
new slaves-best rap song	w4	2833	1755	1399	0.265090010589481	0.660430638898694	0.29814775836666	0.334158415841584	0.345091267883572
new slaves-best rap song	w2	1703	1178	1157	0.258367586611861	0.678802113916618	0.196810354790246	0.226407841629829	0.262001811594203
night train-best country album	w3	5659	2371	2334	0.538611062025093	0.847852977557872	0.412403439731818	0.359351318581388	0.35929802955665
holy grail-best rap song	w1	32884	23128	22475	0.884868020922029	0.975094270769979	0.366607951124886	0.344916037820264	0.342559709795912
night train-best country album	w5	5281	2470	2427	0.598939594773717	0.916493088430222	0.851911598644943	0.623894922960344	0.627131782945736
night train-best country album	w4	5543	2279	2254	0.546094172830597	0.831679595886704	0.531193100143747	0.403648600779313	0.406932659324788
night train-best country album	w2	6243	2642	2466	0.510331571359923	0.823962838378984	0.378753867621185	0.371067415730337	0.351532430506058
nothing was the same-best rap album	w3	25057	12115	11662	0.382687472562557	0.78002155086403	0.375368897278025	0.332172625575784	0.333400040024014
same love-song of the year	w1	24563	12780	12071	0.840736066441396	0.975491593046452	0.459748816141651	0.337203166226913	0.337622017732778
nothing was the same-best rap album	w5	24877	13250	12707	0.416931302005869	0.764441049965832	0.661270600744285	0.607213234957151	0.608252357474511
nothing was the same-best rap album	w4	23834	12658	12156	0.395946966518419	0.759209532600487	0.433298185652474	0.407783254405464	0.408866166627426
nothing was the same-best rap album	w2	22395	10941	10532	0.349631614199598	0.779772270596115	0.303586921158226	0.287746890040239	0.288350444900753
only one-best r&b song	w3	420	165	120	0.330952380952381	0.964285714285714	0.33201581027668	0.351063829787234	0.356083086053412
i drive your truck-best country song	w1	1515	814	802	0.236303630363036	0.805280528052805	0.416437603078615	0.393998063891578	0.390077821011673
only one-best r&b song	w5	441	165	121	0.376417233560091	0.970521541950113	0.7875	0.774647887323944	0.728915662650602
only one-best r&b song	w4	415	162	117	0.334939759036145	0.968674698795181	0.441489361702128	0.458923512747875	0.444866920152091
only one-best r&b song	w2	134	91	87	0.365671641791045	0.977611940298508	0.105015673981191	0.184959349593496	0.243016759776536
panic station-best rock song	w3	1681	1321	1291	0.295657346817371	0.880428316478287	0.27205049360738	0.293425144380275	0.294547113848962
same trailer different park-best country album	w1	201	119	107	0.26865671641791	0.825870646766169	0.378531073446328	0.266219239373602	0.273657289002558
panic station-best rock song	w5	2358	1660	1614	0.439355385920271	0.918999151823579	0.543819188191882	0.594982078853047	0.593818984547461
panic station-best rock song	w4	1887	1530	1492	0.373078961314255	0.918918918918919	0.323948497854077	0.384518723297311	0.385131646876613
panic station-best rock song	w2	1689	1362	1340	0.272942569567792	0.888691533451747	0.285015187310159	0.301928618931501	0.304753240846031
paradise-best pop vocal album	w3	3277	2313	2243	0.852914250839182	0.857796765334147	0.323590401895922	0.329487179487179	0.335326655703394
james blake-best new artist	w1	35806	22253	20565	0.557141261241133	0.904932134279171	0.435940829122786	0.404195804195804	0.407066508313539
paradise-best pop vocal album	w5	3821	2628	2503	0.868097356712902	0.873069876995551	0.564651987586818	0.596188747731397	0.599808291397076
paradise-best pop vocal album	w4	3255	2329	2234	0.852534562211982	0.858371735791091	0.356477932318476	0.377288190507047	0.381815074346266
paradise-best pop vocal album	w2	3620	2428	2362	0.871546961325967	0.875138121546961	0.349657104220999	0.333975240715268	0.338395415472779
pure heroine-best pop vocal album	w3	8803	6685	6466	0.819947745086902	0.931500624787004	0.244412360829608	0.280705437749318	0.280265268085475
started from the bottom-best rap song	w1	38187	13737	13290	0.079058318275853	0.578495299447456	0.648953164298824	0.385838272055726	0.386696927374302
pure heroine-best pop vocal album	w5	12802	8520	8254	0.834010310888924	0.917512888611155	0.602532122181955	0.620042209446183	0.619297719087635
pure heroine-best pop vocal album	w4	12468	8316	8052	0.840391401989092	0.923804940648059	0.393846542628802	0.406352308819937	0.405846774193548
pure heroine-best pop vocal album	w2	8011	6093	5900	0.822868555735863	0.924978155036824	0.235112845948405	0.259045108626334	0.259090110662217
pusher love girl-best r&b song	w3	1230	918	900	0.991056910569106	0.99349593495935	0.307116104868914	0.315898141775637	0.315015750787539
just give me a reason-best pop duo/group performance	w1	29047	21008	20508	0.646917065445657	0.926016456088408	0.326759961302225	0.336235595390525	0.336152635719906
pusher love girl-best r&b song	w5	1474	1069	1052	0.979647218453189	0.983717774762551	0.5896	0.593888888888889	0.594686263425664
pusher love girl-best r&b song	w4	1337	977	959	0.987284966342558	0.988032909498878	0.379829545454545	0.384494293585203	0.38375350140056
pusher love girl-best r&b song	w2	1143	875	858	0.988626421697288	0.993000874890639	0.282850779510022	0.295209176788124	0.294744074201305
radioactive-record of the year	w3	54093	30853	29871	0.264877156009095	0.965448394431812	0.360384548761476	0.350323606222323	0.369658569183363
stay-best pop duo/group performance	w1	42633	26266	24558	0.393028874346164	0.920202659911336	0.379398415947317	0.356487513572204	0.367227921165176
radioactive-record of the year	w5	55917	32517	29378	0.295473648443228	0.973585850456927	0.663364692204572	0.590145190562613	0.623577857021566
radioactive-record of the year	w4	52359	29758	28624	0.269523864092133	0.973166026853072	0.421991360134111	0.388571876264967	0.42233238904627
radioactive-record of the year	w2	50359	31438	30482	0.289680096904228	0.962846760261324	0.310151568341247	0.337578386736535	0.346886984625539
random access memories-album of the year	w3	7170	4149	3865	0.208647140864714	0.578103207810321	0.352941176470588	0.352626211116777	0.345582975679542
just give me a reason-song of the year	w1	14076	8798	8521	0.405228758169935	0.970019892014777	0.303283633543049	0.320055294845211	0.320965797800211
random access memories-album of the year	w5	7211	4207	3998	0.200526972680627	0.578837886562197	0.670665922619048	0.632631578947368	0.624004994537225
random access memories-album of the year	w4	7271	4271	4029	0.208086920643653	0.580937972768533	0.449882440292043	0.441858059176495	0.43537929543981
random access memories-album of the year	w2	5399	3743	3495	0.20874235969624	0.51694758288572	0.249353408461112	0.296428288587946	0.293895055499495
red-album of the year	w3	31922	17771	16595	0.513376354864983	0.902794311133388	0.286529813569819	0.323809697345165	0.330960073391568
suit & tie-best pop duo/group performance	w1	2162	1989	1887	0.826086956521739	0.999074930619796	0.402307406029029	0.393705463182898	0.391818936877076
red-album of the year	w5	42470	20305	18467	0.509465505062397	0.893524841064281	0.555839124687529	0.596784622619328	0.609210569722561
red-album of the year	w4	35430	19084	17765	0.498814563928874	0.899858876658199	0.345247607725439	0.401202514348183	0.414421349756223
red-album of the year	w2	44653	19853	18454	0.476586119633619	0.826596197343964	0.406594307151573	0.347323303009097	0.349328941639692
red-best country album	w3	31922	17771	16595	0.513376354864983	0.902794311133388	0.286529813569819	0.323809697345165	0.330960073391568
kacey musgraves-best new artist	w1	21545	8652	8216	0.329078672545834	0.577210489672778	0.324697832836001	0.368170212765957	0.366638404212593
red-best country album	w5	42470	20305	18467	0.509465505062397	0.893524841064281	0.555839124687529	0.596784622619328	0.609210569722561
red-best country album	w4	35430	19084	17765	0.498814563928874	0.899858876658199	0.345247607725439	0.401202514348183	0.414421349756223
