#Field:candidate	Id	NumTweets	NumDistinctTweets	NumDistinctUsers	PositiveRatio	NonNegativeRatio	NormalizedNumTweets	NormalizedNumDistinctTweets	NormalizedNumDistinctUsers
ain't messin 'round-best rock song	w3	96	81	81	0.0833333333333333	0.833333333333333	0.426666666666667	0.413265306122449	0.413265306122449
night train-best country album	w1	4884	2867	2466	0.319000819000819	0.788288288288288	0.279965606190886	0.393170597915524	0.349588885738588
ain't messin 'round-best rock song	w5	74	68	68	0.0810810810810811	0.891891891891892	0.678899082568807	0.673267326732673	0.673267326732673
ain't messin 'round-best rock song	w4	97	79	79	0.0618556701030928	0.845360824742268	0.58433734939759	0.519736842105263	0.519736842105263
ain't messin 'round-best rock song	w2	93	80	80	0.0860215053763441	0.860215053763441	0.348314606741573	0.350877192982456	0.350877192982456
based on a true story-best country album	w3	227	146	145	0.136563876651982	0.995594713656388	0.281288723667906	0.268876611418048	0.269516728624535
ain't messin 'round-best rock song	w1	104	87	87	0.153846153846154	0.826923076923077	0.363636363636364	0.3625	0.3625
based on a true story-best country album	w5	284	200	198	0.186619718309859	0.992957746478873	0.600422832980973	0.62111801242236	0.626582278481013
based on a true story-best country album	w4	291	184	183	0.199312714776632	0.996563573883162	0.423580786026201	0.388185654008439	0.391025641025641
based on a true story-best country album	w2	232	148	146	0.129310344827586	0.995689655172414	0.28927680798005	0.279245283018868	0.277566539923954
begin again-best country song	w3	3050	2150	2076	0.331147540983607	0.929508196721311	0.310432569974555	0.311458786035057	0.31213351375733
nothing was the same-best rap album	w1	19121	10433	10059	0.307829088436797	0.753517075466764	0.268229385854165	0.292126337010696	0.292838427947598
begin again-best country song	w5	3702	2583	2479	0.317936250675311	0.948136142625608	0.538237859842978	0.556921086675291	0.559846431797651
begin again-best country song	w4	3112	2229	2164	0.317480719794344	0.924807197943445	0.34531735463826	0.357268793075813	0.361812405952182
begin again-best country song	w2	3799	2330	2232	0.335614635430376	0.941037115030271	0.385137875101379	0.334673944268888	0.332192290519423
best of me-best r&b song	w3	652	534	522	0.983128834355828	0.995398773006135	0.321816386969398	0.326805385556916	0.329337539432177
based on a true story-best country album	w1	271	167	163	0.136531365313653	0.996309963099631	0.361333333333333	0.349372384937238	0.343881856540084
best of me-best r&b song	w5	745	599	583	0.98255033557047	0.998657718120805	0.562688821752266	0.569391634980989	0.56989247311828
best of me-best r&b song	w4	662	540	523	0.983383685800604	0.998489425981873	0.363736263736264	0.370624571036376	0.36987270155587
best of me-best r&b song	w2	667	539	530	0.986506746626687	0.995502248875562	0.323943661971831	0.322175732217573	0.325552825552826
blurred lines-best pop duo/group performance	w3	37936	24206	23372	0.362162589624631	0.911825179249262	0.255959409220638	0.256939358235413	0.38698567762232
only one-best r&b song	w1	194	105	98	0.391752577319588	0.984536082474227	0.200206398348813	0.251196172248804	0.302469135802469
blurred lines-best pop duo/group performance	w5	56341	36780	21169	0.265384000993948	0.62581423829893	0.468578985013057	0.432482009312826	0.629617512343109
blurred lines-best pop duo/group performance	w4	41614	23942	23064	0.378286153698275	0.869154611428846	0.281506636180374	0.242276439218385	0.473564256821962
blurred lines-best pop duo/group performance	w2	39275	25315	24465	0.350706556333546	0.927103755569701	0.289018404456513	0.298076017332329	0.361881517639228
blurred lines-record of the year	w3	39705	25366	24494	0.370986021911598	0.912101750409268	0.250748361183737	0.261238529747989	0.387655297934636
begin again-best country song	w1	4052	2498	2393	0.331194471865745	0.94817374136229	0.406786467222166	0.372335668504993	0.369746600741656
blurred lines-record of the year	w5	60762	37805	22156	0.289457226556071	0.651031894934334	0.462920355330723	0.435380965542657	0.627311079022622
blurred lines-record of the year	w4	43338	25006	24099	0.386912178688449	0.87145230513637	0.270989526340472	0.247004553671089	0.472362695519228
blurred lines-record of the year	w2	41009	26474	25586	0.359701528932673	0.926601477724402	0.285170891137304	0.300237023260034	0.361644687557421
brave-best pop solo performance	w3	11338	6368	6046	0.894161227729758	0.953871935085553	0.448177721559017	0.452948289352016	0.452578785837263
panic station-best rock song	w1	1755	1351	1328	0.305982905982906	0.8997150997151	0.333840593494388	0.320674103963921	0.322095561484356
brave-best pop solo performance	w5	9062	4988	4734	0.904767159567424	0.964908408739793	0.756616848960508	0.655281135049921	0.651169188445667
brave-best pop solo performance	w4	9120	5021	4766	0.906030701754386	0.965899122807018	0.473397352712172	0.443668816824247	0.441951038575668
brave-best pop solo performance	w2	9203	5928	5652	0.874497446484842	0.944800608497229	0.311754742547425	0.361971056970141	0.363566190659977
cut me some slack-best rock song	w3	239	186	182	0.242677824267782	0.552301255230126	0.319946452476573	0.343807763401109	0.33955223880597
best of me-best r&b song	w1	731	588	575	0.984952120383037	0.995896032831737	0.369005552751136	0.364538127712337	0.365079365079365
cut me some slack-best rock song	w5	274	199	198	0.299270072992701	0.642335766423358	0.685	0.715827338129496	0.714801444043321
cut me some slack-best rock song	w4	260	192	189	0.246153846153846	0.6	0.424143556280587	0.444444444444444	0.43953488372093
cut me some slack-best rock song	w2	210	168	164	0.276190476190476	0.576190476190476	0.271668822768435	0.291161178509532	0.288224956063269
doom and gloom-best rock song	w3	1222	653	641	0.247135842880524	0.500818330605565	0.392421323057161	0.356635718186783	0.354928017718715
