#Field:candidate	Id	NumTweets	NumDistinctTweets	NumDistinctUsers	PositiveRatio	NonNegativeRatio	NormalizedNumTweets	NormalizedNumDistinctTweets	NormalizedNumDistinctUsers
0 to 100/the catch up-best rap song	w2	3859	2967	2814	0.263021508162736	0.957501943508681	0.191694401669068	0.203749484960857	0.212025316455696
0 to 100/the catch up-best rap song	w5	8104	5640	4757	0.469397828232971	0.942744323790721	0.141187128695622	0.179577801127137	0.182309431648335
0 to 100/the catch up-best rap song	w4	6870	4794	4577	0.426346433770015	0.947598253275109	0.148101838877272	0.178527538822478	0.202800301298241
0 to 100/the catch up-best rap song	w3	5157	4128	3938	0.26624006205158	0.948225712623618	0.163693499238192	0.203129613227045	0.221572047487762
haim-best new artist	w1	41411	11357	9662	0.365047934123784	0.896187003453189	0.259175115784203	0.178230096828361	0.177626620093759
12 stories-best country album	w2	21	17	15	0.19047619047619	1	0.25	0.215189873417722	0.205479452054795
12 stories-best country album	w5	28	28	26	0.357142857142857	1	0.0608695652173913	0.125560538116592	0.126829268292683
12 stories-best country album	w4	27	26	24	0.296296296296296	1	0.0964285714285714	0.1625	0.162162162162162
12 stories-best country album	w3	29	25	23	0.275862068965517	1	0.302083333333333	0.271739130434783	0.267441860465116
0 to 100/the catch up-best rap song	w1	2439	1729	1647	0.219762197621976	0.965559655596556	0.153531411305552	0.145428547396753	0.145379115544179
a sky full of stars-best pop duo/group performance	w2	18474	14700	14142	0.752408790732922	0.991014398614269	0.190760398166123	0.192129236318961	0.194737059528236
a sky full of stars-best pop duo/group performance	w5	40968	28527	26532	0.630101542667448	0.872412614723687	0.0489411494862541	0.0360564070998019	0.29866942837202
a sky full of stars-best pop duo/group performance	w4	29520	26092	25081	0.823340108401084	0.98970189701897	0.0489025097324609	0.0465571079349785	0.278625148583045
a sky full of stars-best pop duo/group performance	w3	26356	21892	21008	0.777052663530126	0.990552435877978	0.0748822329429547	0.0681354866620396	0.250059515307337
happy (live version)-best pop solo performance	w1	9355	7512	6910	0.983217530732229	0.99497594869054	0.132759061107484	0.13062984732028	0.128562923271564
ain't it fun-best rock song	w2	4942	3317	3248	0.962565762849049	0.974099554836099	0.202507785608917	0.210069664344522	0.209927611168563
ain't it fun-best rock song	w5	9944	5725	5598	0.9798873692679	0.988736926790024	0.178829622702586	0.253576648801878	0.254315827730329
ain't it fun-best rock song	w4	7882	5407	5305	0.970565846231921	0.98071555442781	0.170591290797334	0.253552168815944	0.254656298003072
ain't it fun-best rock song	w3	6578	4658	4569	0.967467315293402	0.979173000912131	0.200463216919607	0.251851851851852	0.252166234339643
12 stories-best country album	w1	18	14	12	0.166666666666667	1	0.233766233766234	0.205882352941176	0.193548387096774
all about that bass-record of the year	w2	38231	30636	29499	0.341502968794957	0.959666239439199	0.221986738047404	0.211532220756893	0.210696608026742
all about that bass-record of the year	w5	59659	50662	49062	0.298630550294172	0.959754605340351	0.326628378711313	0.348044132397192	0.348516061204484
all about that bass-record of the year	w4	60420	50961	49176	0.306835484938762	0.962098642833499	0.315771319267695	0.325544106655764	0.324639058879449
all about that bass-record of the year	w3	52143	43206	41769	0.322785417026255	0.959726137736609	0.281501036537963	0.277764562935152	0.277562547762235
i-best rap song	w1	11624	6572	6235	0.309532002752925	0.709136269786648	0.143103363372236	0.130265009613288	0.13049393051486
all about that bass-song of the year	w2	38231	30636	29499	0.341372184876148	0.959901650493055	0.221986738047404	0.211532220756893	0.210696608026742
all about that bass-song of the year	w5	59659	50662	49062	0.298177978175967	0.959821653061567	0.326628378711313	0.348044132397192	0.348516061204484
all about that bass-song of the year	w4	60420	50961	49176	0.306636875206885	0.962181396888448	0.315771319267695	0.325544106655764	0.324639058879449
all about that bass-song of the year	w3	52143	43206	41769	0.322766238996606	0.959822027884855	0.281501036537963	0.277764562935152	0.277562547762235
a sky full of stars-best pop duo/group performance	w1	11754	8460	8046	0.713714480176961	0.992002722477454	0.158090114324143	0.134962669899815	0.133585695073965
all of me (live version)-best pop solo performance	w2	27873	21865	16525	0.727872851863811	0.969970939618986	0.231971503949	0.227312894405805	0.223867454210469
all of me (live version)-best pop solo performance	w5	40075	32321	25037	0.737167810355583	0.978140985651903	0.30977042591018	0.35454465676488	0.33930991489131
all of me (live version)-best pop solo performance	w4	42133	33722	25939	0.723043694965941	0.970949137255833	0.323209929578545	0.343979191105218	0.333453316021545
all of me (live version)-best pop solo performance	w3	37949	30146	22840	0.725447310864581	0.971198187040502	0.305446672193559	0.304363629020859	0.296507854082825
iggy azalea-best new artist	w1	244242	63624	55014	0.214058188190401	0.823335052939298	0.127881954152621	0.0883602850905212	0.113894018566211
american kids-best country song	w2	669	622	617	0.295964125560538	0.944693572496263	0.206290471785384	0.2028040430388	0.202960526315789
american kids-best country song	w5	1145	1083	1073	0.330131004366812	0.947598253275109	0.316735822959889	0.321174377224199	0.321835632873425
american kids-best country song	w4	1130	1072	1063	0.298230088495575	0.948672566371681	0.305487969721546	0.308844713339095	0.309551543389633
american kids-best country song	w3	968	912	904	0.291322314049587	0.948347107438017	0.273833097595474	0.273299370692239	0.273690584317287
ain't it fun-best rock song	w1	2301	1929	1892	0.952629291612342	0.968274663189917	0.11859602102876	0.144148856673143	0.144185337600975
anaconda-best rap song	w2	10371	6229	5768	0.271622794330344	0.80985440169704	0.195671861439191	0.200916040383189	0.20317728697735
anaconda-best rap song	w5	19670	11768	10788	0.273919674631418	0.795424504321302	0.255939833970906	0.248637227973801	0.254050489826677
anaconda-best rap song	w4	18539	10499	9516	0.269324127514968	0.832191596094719	0.253351554492655	0.235927282532977	0.237040727363308
anaconda-best rap song	w3	14793	8736	8085	0.263638207260191	0.817278442506591	0.235936777301073	0.232309533306741	0.236362041747062
in the lonely hour-album of the year	w1	2957	2406	2040	0.176530267162665	0.825498816367941	0.0907639890727156	0.147119970649382	0.147101240265359
automatic-best country song	w2	205	174	169	0.375609756097561	0.975609756097561	0.204590818363273	0.203508771929825	0.203125
automatic-best country song	w5	353	297	290	0.379603399433428	0.985835694050991	0.390486725663717	0.36576354679803	0.3625
automatic-best country song	w4	347	301	294	0.368876080691643	0.976945244956772	0.339862879529873	0.335562987736901	0.333711691259932
automatic-best country song	w3	302	257	248	0.344370860927152	0.973509933774834	0.287072243346008	0.281798245614035	0.278026905829596
all about that bass-record of the year	w1	22739	17963	17262	0.359998240907692	0.955802805752232	0.150795124474449	0.143930834995954	0.143319717046926
bang bang-best pop duo/group performance	w2	14314	7985	7089	0.344697498952075	0.933491686460808	0.259848237301674	0.225367615929553	0.222462813029561
bang bang-best pop duo/group performance	w5	18723	12502	11296	0.333814025530097	0.945628371521658	0.124004053329095	0.174423795970757	0.221022149174298
bang bang-best pop duo/group performance	w4	17618	11635	10416	0.405380860483596	0.943523668974912	0.161434566679495	0.201810833781416	0.23002517556645
bang bang-best pop duo/group performance	w3	18745	11294	10154	0.328941050946919	0.932461989863964	0.305492177314211	0.283341695935775	0.28222802823948
in the lonely hour-best pop vocal album	w1	2957	2406	2040	0.173148461278323	0.820087926952993	0.0907639890727156	0.147119970649382	0.147101240265359
bangerz-best pop vocal album	w2	9187	6953	3316	0.608033090236203	0.94437792532927	0.0624447737252077	0.194903851544542	0.202380225816295
bangerz-best pop vocal album	w5	71216	12738	5761	0.921871489552909	0.988513817119748	0.185858606947776	0.384531787719616	0.351687931139735
bangerz-best pop vocal album	w4	61575	12384	5776	0.903840844498579	0.988518067397483	0.179243552908505	0.32919535341184	0.323150945507441
bangerz-best pop vocal album	w3	14331	10552	4848	0.658642104528644	0.954434442816272	0.0584394930432088	0.274184747304144	0.271748878923767
all about that bass-song of the year	w1	22739	17963	17262	0.360613923215621	0.955978714983069	0.150795124474449	0.143930834995954	0.143319717046926
bastille-best new artist	w2	81340	38397	33072	0.444061962134251	0.80697074010327	0.228717645900994	0.19893478677602	0.202990351329454
bastille-best new artist	w5	116348	66268	56114	0.390088355622787	0.811599683707498	0.400929027278115	0.403055700852725	0.398500138481532
bastille-best new artist	w4	119369	66597	56315	0.415158039356952	0.809883638130503	0.366441341879712	0.356881805710366	0.354173479912455
bastille-best new artist	w3	119918	60148	50495	0.439333544588802	0.820435631014527	0.346740148737581	0.305583498450439	0.302517433918857
lazaretto-best rock song	w1	715	632	614	0.290909090909091	0.923076923076923	0.118455931080186	0.118175018698579	0.11837285521496
because the internet-best rap album	w2	602	461	451	0.267441860465116	0.566445182724252	0.190687361419069	0.219733079122974	0.220861900097943
because the internet-best rap album	w5	1343	722	701	0.334326135517498	0.4132539091586	0.313053613053613	0.324640287769784	0.326806526806527
because the internet-best rap album	w4	997	744	723	0.263791374122367	0.471414242728185	0.230466944059177	0.323478260869565	0.325529040972535
because the internet-best rap album	w3	817	632	618	0.265605875152999	0.515299877600979	0.216481187069422	0.28378985181859	0.286641929499072
all of me (live version)-best pop solo performance	w1	16891	13187	9909	0.720383636255994	0.962228405659819	0.156463341206984	0.153814750446153	0.151736493936053
beyoncé-album of the year	w2	21954	12590	6563	0.265646351462148	0.826318666302268	0.278430924932466	0.330628430368445	0.215286206330982
beyoncé-album of the year	w5	25738	12014	11356	0.386082834719092	0.775623591576657	0.116957948214594	0.186869079653451	0.189522522071463
beyoncé-album of the year	w4	25120	10788	10026	0.366082802547771	0.740087579617834	0.154208820351635	0.197796153352524	0.196461113397214
beyoncé-album of the year	w3	27991	15277	9103	0.26733592940588	0.780786681433318	0.283746249290406	0.375024548311076	0.238673308862087
meanwhile back at mama's-best country song	w1	159	157	157	0.685534591194969	0.987421383647799	0.115552325581395	0.119755911517925	0.120583717357911
blacc hollywood-best rap album	w2	532	414	381	0.334586466165414	0.926691729323308	0.176685486549319	0.17867932671558	0.18603515625
blacc hollywood-best rap album	w5	1102	865	764	0.322141560798548	0.921052631578947	0.321002039032916	0.34935379644588	0.357510528778662
blacc hollywood-best rap album	w4	1065	810	709	0.333333333333333	0.923004694835681	0.304198800342759	0.305660377358491	0.307993049522155
blacc hollywood-best rap album	w3	844	642	575	0.350710900473934	0.930094786729858	0.259532595325953	0.251764705882353	0.257501119570085
american kids-best country song	w1	373	346	342	0.327077747989276	0.946380697050938	0.134803035778822	0.132770529547199	0.132352941176471
blue moon-best rock song	w2	364	328	325	0.332417582417582	0.994505494505495	0.194652406417112	0.191700759789597	0.191966922622563
blue moon-best rock song	w5	669	616	610	0.333333333333333	0.989536621823617	0.329556650246305	0.325581395348837	0.32725321888412
blue moon-best rock song	w4	648	593	587	0.337962962962963	0.987654320987654	0.304368248003758	0.300253164556962	0.300871348026653
blue moon-best rock song	w3	553	502	496	0.345388788426763	0.989150090415913	0.27001953125	0.265608465608466	0.26524064171123
morning phase-album of the year	w1	214	184	167	0.401869158878505	0.981308411214953	0.0992578849721707	0.0932589964521034	0.0924695459579181
bound 2-best rap song	w2	934	760	743	0.162740899357602	0.629550321199143	0.205455345358557	0.213064199607513	0.212164477441462
bound 2-best rap song	w5	1624	1243	1224	0.241379310344828	0.648399014778325	0.222039923434509	0.315082382762991	0.31693423096841
bound 2-best rap song	w4	1583	1261	1235	0.219835754895768	0.634870499052432	0.250673000791766	0.312980888557955	0.312341932220536
bound 2-best rap song	w3	1339	1063	1043	0.184466019417476	0.625093353248693	0.273153814769482	0.277763261039979	0.277467411545624
anaconda-best rap song	w1	6245	4024	3678	0.271257005604484	0.790232185748599	0.142896368670343	0.158027018535972	0.157387992639822
brandy clark-best new artist	w2	1456	983	933	0.32967032967033	0.936126373626374	0.371428571428571	0.365156017830609	0.365595611285266
brandy clark-best new artist	w5	810	536	510	0.393827160493827	0.971604938271605	0.163570274636511	0.198078344419808	0.197521301316809
brandy clark-best new artist	w4	1513	1083	1027	0.28552544613351	0.933245208195638	0.407487207110154	0.494520547945206	0.491152558584409
brandy clark-best new artist	w3	1597	1073	1015	0.324358171571697	0.936756418284283	0.523092040615788	0.502576112412178	0.499016715830875
my everything-best pop vocal album	w1	5177	2751	2340	0.405447170175777	0.974116283561908	0.115085363684866	0.123946834872719	0.134459575935184
chandelier-best pop solo performance	w2	60691	27372	22213	0.414855579904763	0.896739219983194	0.316965661313487	0.258753686757922	0.243502186948467
chandelier-best pop solo performance	w5	55893	32969	29848	0.368167749092015	0.899915910758056	0.325975131806093	0.332818493842116	0.332039202162571
chandelier-best pop solo performance	w4	62027	36963	31499	0.319586631628162	0.896835249165686	0.349347511419254	0.356338571290851	0.336236803620798
chandelier-best pop solo performance	w3	73555	35852	29876	0.393080008157161	0.895343620420094	0.418923459827658	0.341763343279029	0.322255660184017
automatic-best country song	w1	121	108	105	0.330578512396694	0.958677685950413	0.141686182669789	0.147540983606557	0.147679324894515
chandelier-record of the year	w2	60691	27372	22213	0.4082977706744	0.905027104513025	0.316965661313487	0.258753686757922	0.243502186948467
chandelier-record of the year	w5	55893	32969	29848	0.363963286994794	0.899379170915857	0.325975131806093	0.332818493842116	0.332039202162571
chandelier-record of the year	w4	62027	36963	31499	0.321940445289954	0.901752462637239	0.349347511419254	0.356338571290851	0.336236803620798
chandelier-record of the year	w3	73555	35852	29876	0.387696281693971	0.901746992046768	0.418923459827658	0.341763343279029	0.322255660184017
new flame-best r&b song	w1	4447	3725	3489	0.509107263323589	0.968967843489993	0.138410781536929	0.139143102611034	0.138738667090822
chandelier-song of the year	w2	60691	27372	22213	0.426372938326935	0.898947125603467	0.316965661313487	0.258753686757922	0.243502186948467
chandelier-song of the year	w5	55893	32969	29848	0.353657882024583	0.880897429016156	0.325975131806093	0.332818493842116	0.332039202162571
chandelier-song of the year	w4	62027	36963	31499	0.314427587985877	0.88850016928112	0.349347511419254	0.356338571290851	0.336236803620798
chandelier-song of the year	w3	73555	35852	29876	0.401699408605805	0.896866290530895	0.418923459827658	0.341763343279029	0.322255660184017
bang bang-best pop duo/group performance	w1	10870	5324	4697	0.366421343146274	0.930726770929163	0.214495727844979	0.172219706281943	0.169818142376803
dark horse-best pop duo/group performance	w2	10995	7797	7243	0.430923146884948	0.810550250113688	0.176657722649785	0.187988234159514	0.207952914154465
dark horse-best pop duo/group performance	w5	23476	15478	12425	0.435040040892827	0.801329016868291	0.272621701969528	0.276156151869826	0.29752640022988
dark horse-best pop duo/group performance	w4	21700	13873	11981	0.423594470046083	0.789815668202765	0.254790531655082	0.251774014990654	0.284651936326918
dark horse-best pop duo/group performance	w3	17063	12125	10424	0.473539236945437	0.844400164097755	0.223847506100281	0.244662819322814	0.265336252099985
nobody's smiling-best rap album	w1	124	94	90	0.943548387096774	1	0.0936555891238671	0.133522727272727	0.131771595900439
drunk in love-best r&b song	w2	7460	4250	4042	0.736058981233244	0.954825737265416	0.166450979517158	0.164843689395702	0.169156727348818
drunk in love-best r&b song	w5	21100	12299	11376	0.823981042654028	0.919763033175355	0.401079683698297	0.364404017658736	0.365976064856518
drunk in love-best r&b song	w4	12873	7373	6788	0.800745746912142	0.944068981589373	0.221067816111693	0.204561218544516	0.204544084855059
drunk in love-best r&b song	w3	10845	6110	5731	0.781281696634394	0.941816505301982	0.20467284428256	0.193036774927335	0.196455505279035
bangerz-best pop vocal album	w1	6113	4432	2214	0.596924586945853	0.933420579093735	0.071839046690092	0.148281976646927	0.158823529411765
fancy-best pop duo/group performance	w2	11341	6465	5468	0.315227934044617	0.851424036681069	0.217214763172512	0.219056009216278	0.203362094614698
fancy-best pop duo/group performance	w5	16739	10110	9382	0.374215902981062	0.858056036800287	0.252805340341021	0.285464196973119	0.32087280686754
fancy-best pop duo/group performance	w4	18971	10117	9349	0.329977333825312	0.88877760792789	0.304271119023561	0.288883812569601	0.309426093863772
fancy-best pop duo/group performance	w3	16501	9286	8157	0.345979031573844	0.862856796557784	0.29254498714653	0.285591265569737	0.279982151438182
options (wolfjames version)-best r&b song	w1	255	216	211	0.568627450980392	0.956862745098039	0.154451847365233	0.16191904047976	0.162557781201849
fancy-record of the year	w2	11341	6465	5468	0.314963407106957	0.852658495723481	0.217214763172512	0.219056009216278	0.203362094614698
fancy-record of the year	w5	16739	10110	9382	0.372065236871976	0.858533962602306	0.252805340341021	0.285464196973119	0.32087280686754
fancy-record of the year	w4	18971	10117	9349	0.328923093142164	0.889462864371936	0.304271119023561	0.288883812569601	0.309426093863772
fancy-record of the year	w3	16501	9286	8157	0.346403248287983	0.863705229986061	0.29254498714653	0.285591265569737	0.279982151438182
bastille-best new artist	w1	43881	19319	16573	0.43112053052574	0.82008158428477	0.136859965006066	0.11698417119812	0.118478431821106
fever-best rock song	w2	860	810	802	0.475581395348837	0.954651162790698	0.205594071240736	0.202247191011236	0.202525252525253
fever-best rock song	w5	1460	1413	1396	0.523972602739726	0.961643835616438	0.16808657609947	0.197622377622378	0.322253000923361
fever-best rock song	w4	1478	1414	1398	0.497970230040595	0.95872801082544	0.212234348075819	0.231121281464531	0.309565987599646
fever-best rock song	w3	1245	1178	1166	0.488353413654618	0.955823293172691	0.254289215686274	0.248890766955419	0.267861245118309
oxymoron-best rap album	w1	333	300	294	0.309309309309309	0.792792792792793	0.11238609517381	0.118156754627806	0.119706840390879
ghost stories-best pop vocal album	w2	3302	2512	2257	0.284675953967293	0.955178679588128	0.190591630591631	0.186585456436158	0.179354736172918
ghost stories-best pop vocal album	w5	6341	5115	4897	0.264784734269043	0.956946853808547	0.167782393564946	0.269210526315789	0.271211785556048
ghost stories-best pop vocal album	w4	5845	4575	4230	0.303678357570573	0.951753635585971	0.191451031772028	0.249877109618221	0.242545871559633
ghost stories-best pop vocal album	w3	5139	3773	3457	0.294804436660829	0.955438801323215	0.240117746005046	0.236447953876042	0.229183240519756
because the internet-best rap album	w1	361	273	269	0.229916897506925	0.626038781163435	0.149420529801325	0.148611867174741	0.150111607142857
gimme something good-best rock song	w2	206	204	201	1	1	0.20019436345967	0.202985074626866	0.202620967741935
gimme something good-best rock song	w5	366	357	351	0.983606557377049	0.991803278688525	0.332727272727273	0.335211267605634	0.338150289017341
gimme something good-best rock song	w4	348	340	337	0.988505747126437	0.994252873563218	0.303664921465969	0.305206463195691	0.309174311926605
gimme something good-best rock song	w3	315	308	304	0.993650793650794	0.996825396825397	0.285843920145191	0.286511627906977	0.287334593572779
platinum-best country album	w1	975	692	653	0.435897435897436	0.969230769230769	0.238095238095238	0.228684732319894	0.227288548555517
girl-album of the year	w2	1523	905	844	0.711753118844386	0.990151017728168	0.227245598328857	0.192758253461129	0.191992720655141
girl-album of the year	w5	2188	1702	1579	0.486288848263254	0.984460694698355	0.304862756026195	0.307553306830502	0.35587108406581
girl-album of the year	w4	2527	1645	1539	0.588840522358528	0.989315393747527	0.343482397716461	0.289561696884351	0.320091514143095
girl-album of the year	w3	1987	1348	1278	0.649723200805234	0.987921489682939	0.276548364648573	0.252765797862366	0.268826251577619
beyoncé-album of the year	w1	16573	10214	4314	0.238701502443734	0.851505460689073	0.220781988942916	0.264234898460742	0.167912190565156
