#Field:candidate	Id	NumTweets	NumDistinctTweets	NumDistinctUsers	PositiveRatio	NonNegativeRatio	NormalizedNumTweets	NormalizedNumDistinctTweets	NormalizedNumDistinctUsers
loud-album of the year	w4	7995	7058	6614	0.455534709193246	0.87104440275172	0.225675332373613	0.237315490400457	0.243027742054014
loud-best pop vocal album	w5	10762	9009	8343	0.500929195316856	0.888682401040699	0.30831375694723	0.307621389059619	0.313540531399151
loud-best pop vocal album	w2	5368	4921	4595	0.452496274217586	0.843889716840536	0.217020416413988	0.229996260983361	0.229991491065619
loud-best pop vocal album	w3	5978	5329	5022	0.460187353629977	0.854968216794915	0.192788957688338	0.202523467487554	0.206445778179725
firework-best pop solo performance	w1	17164	16279	13668	0.577429503612212	0.965509205313447	0.304461197339246	0.312805042081396	0.311315597667639
loud-best pop vocal album	w4	7995	7058	6614	0.456285178236398	0.87104440275172	0.225675332373613	0.237315490400457	0.243027742054014
mean-best country song	w5	5285	4866	4216	0.349858088930937	0.734153263954588	0.3556048983986	0.353942391620599	0.334258304923492
mean-best country song	w2	7034	5849	4968	0.33053738982087	0.670457776514074	0.400432653990664	0.368928976914343	0.367782055078472
mean-best country song	w3	6320	5521	4715	0.356329113924051	0.725316455696203	0.376930876125723	0.357879043235885	0.351708190362524
skrillex-best new artist	w1	284532	257709	234480	0.462911025824863	0.809371177934292	0.335449552057212	0.340917839950154	0.34200600348307
mean-best country song	w4	5961	5467	4577	0.343063244422077	0.749203153833249	0.372632368569107	0.369991878722252	0.345486111111111
moves like jagger-best pop duo/group performance	w5	26145	25018	23451	0.721744119334481	0.977318799005546	0.341144847923381	0.346586501163693	0.347999643853505
moves like jagger-best pop duo/group performance	w2	24844	23821	22670	0.711680888745774	0.973434229592658	0.307212899875107	0.30764561539455	0.312280460086783
moves like jagger-best pop duo/group performance	w3	26760	25659	24091	0.722272047832586	0.974028400597907	0.334792943825848	0.33614557268809	0.337064345976802
firework-record of the year	w1	17164	16279	13668	0.581449545560475	0.965625728268469	0.304461197339246	0.312805042081396	0.311315597667639
moves like jagger-best pop duo/group performance	w4	27964	26753	25053	0.724288370762409	0.975504219711057	0.352809073819407	0.355616110594178	0.356175094897567
my beautiful dark twisted fantasy-best rap album	w5	705	680	653	0.442553191489362	0.453900709219858	0.354093420391763	0.36480686695279	0.368094701240135
my beautiful dark twisted fantasy-best rap album	w2	729	702	673	0.440329218106996	0.451303155006859	0.321428571428571	0.321428571428571	0.3206288708909
my beautiful dark twisted fantasy-best rap album	w3	790	758	731	0.429113924050633	0.437974683544304	0.371415138692995	0.369936554416789	0.371820956256358
someone like you-best pop solo performance	w1	160655	143252	130008	0.186654632597803	0.850331455603623	0.321156487199119	0.312131901940747	0.317577569655132
my beautiful dark twisted fantasy-best rap album	w4	773	746	715	0.424320827943079	0.433376455368693	0.387080620931397	0.390575916230366	0.391995614035088
my kinda party-best country album	w5	775	759	744	0.36	0.891612903225806	0.287997027127462	0.287827076222981	0.294071146245059
my kinda party-best country album	w2	1110	1037	1015	0.31981981981982	0.889189189189189	0.428902627511592	0.410368025326474	0.410266774454325
my kinda party-best country album	w3	961	938	914	0.352757544224766	0.872008324661811	0.388911371914205	0.388084402151427	0.387945670628183
fool for you-best r&b song	w1	2784	2615	2577	0.411278735632184	0.538074712643678	0.297626683771648	0.302067690885988	0.30392734992334
my kinda party-best country album	w4	852	830	816	0.36150234741784	0.875586854460094	0.328070850981902	0.325873576756969	0.331303288672351
nicki minaj-best new artist	w5	471315	396714	350942	0.364804854502827	0.661426010205489	0.358482873917379	0.359985082062269	0.357428250461118
nicki minaj-best new artist	w2	621595	545693	486876	0.328985915266371	0.567691181557123	0.409344536398437	0.417104324808968	0.421004390110189
nicki minaj-best new artist	w3	541942	474696	419207	0.321191197582029	0.563407154271121	0.379358186053805	0.389909417373334	0.388549294978325
speak now-best country album	w1	6578	5792	5442	0.424293098206142	0.951961082395865	0.330071754729289	0.32858682702672	0.329299285973617
nicki minaj-best new artist	w4	505256	436879	386314	0.349874123216746	0.611074386053802	0.360501106641418	0.369503383541635	0.367554741122585
not my daddy-best r&b song	w5	292	289	285	0.373287671232877	0.472602739726027	0.345971563981043	0.346107784431138	0.344619105199516
not my daddy-best r&b song	w2	351	344	335	0.273504273504274	0.35042735042735	0.365244536940687	0.36325237592397	0.360602798708288
not my daddy-best r&b song	w3	349	343	334	0.297994269340974	0.383954154727794	0.388641425389755	0.387133182844244	0.381278538812785
fuckin' perfect-best pop solo performance	w1	1934	1868	1810	0.909513960703206	0.917786970010341	0.34127404270337	0.340875912408759	0.341380611090155
not my daddy-best r&b song	w4	320	315	310	0.34375	0.415625	0.365296803652968	0.363741339491917	0.361305361305361
otis-best rap song	w5	3783	3631	3427	0.448057097541634	0.903515728257996	0.372122762148338	0.372486663931063	0.368692845615923
otis-best rap song	w2	3304	3138	2977	0.452481840193705	0.918886198547216	0.292053389905419	0.290609372105946	0.291605446174944
otis-best rap song	w3	3605	3434	3249	0.441331484049931	0.918169209431345	0.317901234567901	0.316351911561492	0.315467521118555
tha carter iv-best rap album	w1	1302	1263	1193	0.410138248847926	0.873271889400922	0.263776337115073	0.291753291753292	0.293553149606299
otis-best rap song	w4	3925	3733	3533	0.439235668789809	0.910063694267516	0.354273851430635	0.35107683626446	0.348731615832593
own the night-best country album	w5	904	890	857	0.369469026548673	0.983407079646018	0.322166785459729	0.323049001814882	0.322665662650602
own the night-best country album	w2	1185	1168	1014	0.312236286919831	0.988185654008439	0.385491216655823	0.385860588040965	0.360597439544808
own the night-best country album	w3	1187	1169	1024	0.281381634372367	0.98989048020219	0.423928571428571	0.424165457184325	0.383808095952024
god gave me you-best country song	w1	2706	2508	2394	0.328159645232816	0.922764227642276	0.376617954070981	0.374719856566562	0.368761552680222
own the night-best country album	w4	983	968	931	0.335707019328586	0.983723296032553	0.348334514528703	0.348828828828829	0.346999627282892
