#Field:candidate	Id	NumTweets	NumDistinctTweets	NumDistinctUsers	PositiveRatio	NonNegativeRatio	NormalizedNumTweets	NormalizedNumDistinctTweets	NormalizedNumDistinctUsers
paradise-best pop duo/group performance	w5	52123	48439	44665	0.889875870536999	0.96356694741285	0.33511640317095	0.340247534489056	0.3369366786862
paradise-best pop duo/group performance	w2	51780	48874	45283	0.881788335264581	0.961143298570877	0.321327508315544	0.324644959015849	0.32431638806526
paradise-best pop duo/group performance	w3	53192	50016	47120	0.882444728530606	0.960125582794405	0.323053190326381	0.326443233364879	0.333938088218619
the band perry-best new artist	w1	20099	17537	16725	0.604507686949599	0.901636897358078	0.339906309719098	0.324224888609514	0.328934429453644
paradise-best pop duo/group performance	w4	55829	52091	47841	0.889179458704258	0.962635906070322	0.339706106057379	0.343542462193907	0.342293547787015
pieces of me-best r&b song	w5	1336	1293	1266	0.380988023952096	0.966317365269461	0.393288195466588	0.394327538883806	0.393167701863354
pieces of me-best r&b song	w2	1614	1574	1534	0.409541511771995	0.967781908302354	0.377720571027381	0.379094412331407	0.377367773677737
pieces of me-best r&b song	w3	1512	1477	1443	0.39021164021164	0.971560846560847	0.377245508982036	0.380768239236917	0.379337539432177
grenade-best pop solo performance	w1	34109	14240	13636	0.452021460611569	0.67167023366267	0.345079114564364	0.321306888693337	0.327717561104569
pieces of me-best r&b song	w4	1425	1382	1356	0.385964912280702	0.972631578947368	0.378184713375796	0.379357672248147	0.379406827084499
pink friday-best rap album	w5	7881	7150	4760	0.172440045679482	0.954193630249968	0.440673227465891	0.500209878270603	0.452557520441149
pink friday-best rap album	w2	6744	6228	4707	0.176897983392645	0.931939501779359	0.268044515103339	0.269447088344726	0.295981890209394
pink friday-best rap album	w3	8052	7497	5319	0.158221559860904	0.942001987083954	0.337185929648241	0.346537857076824	0.360732451678535
the cave-best rock song	w1	3137	2992	2906	0.254383168632451	0.962703219636595	0.389980109398309	0.386763185108583	0.386076790221868
pink friday-best rap album	w4	9227	8467	5824	0.159531808821936	0.956865720169069	0.447196239034556	0.464225012336203	0.457933637364365
pumped up kicks-best pop duo/group performance	w5	25535	24241	23217	0.965654983356178	0.982807910710789	0.39159305606674	0.391293118755145	0.390195122771046
pumped up kicks-best pop duo/group performance	w2	24979	23816	22816	0.967132391208615	0.984827254894111	0.31670301247591	0.316959235550114	0.317886699919191
pumped up kicks-best pop duo/group performance	w3	26290	25126	23973	0.966869532141499	0.984100418410042	0.344118955993612	0.346226454093233	0.345143827924789
grenade-record of the year	w1	34109	14240	13636	0.451933507285467	0.671611598111935	0.345079114564364	0.321306888693337	0.327717561104569
pumped up kicks-best pop duo/group performance	w4	27047	25772	24584	0.965689355566237	0.9833622952638	0.37282037851324	0.374522255969076	0.372315614114796
red river blue-best country album	w5	210	210	208	0.0952380952380952	0.995238095238095	0.48951048951049	0.495283018867925	0.492890995260663
red river blue-best country album	w2	323	317	312	0.0743034055727554	0.984520123839009	0.411464968152866	0.406931964056483	0.408376963350785
red river blue-best country album	w3	310	304	297	0.0741935483870968	0.987096774193548	0.483619344773791	0.475	0.471428571428571
the cave-record of the year	w1	3137	2992	2906	0.258208479438954	0.962703219636595	0.389980109398309	0.386763185108583	0.386076790221868
red river blue-best country album	w4	265	265	259	0.0830188679245283	0.992452830188679	0.504761904761905	0.507662835249042	0.5
rolling in the deep-record of the year	w5	66502	60060	56202	0.295359538059006	0.939851433039608	0.342523679778319	0.354148239872634	0.35392356278771
rolling in the deep-record of the year	w2	71830	59162	54985	0.249060281219546	0.895990533203397	0.344166702602213	0.316245803844427	0.316467717242411
rolling in the deep-record of the year	w3	72291	62940	58136	0.278513231245937	0.930088116086373	0.350074091292094	0.337411144110047	0.33419176822258
grenade-song of the year	w1	34109	14240	13636	0.452959629423319	0.671640915887302	0.345079114564364	0.321306888693337	0.327717561104569
rolling in the deep-record of the year	w4	69914	64076	59408	0.30278628028721	0.943902508796521	0.340852692392073	0.351606141419462	0.348264481220286
rolling in the deep-song of the year	w5	66502	60060	56202	0.295765540885988	0.939836395897868	0.342523679778319	0.354148239872634	0.35392356278771
rolling in the deep-song of the year	w2	71830	59162	54985	0.249547542809411	0.895907002645134	0.344166702602213	0.316245803844427	0.316467717242411
rolling in the deep-song of the year	w3	72291	62940	58136	0.279052717489037	0.930005118202819	0.350074091292094	0.337411144110047	0.33419176822258
the cave-song of the year	w1	3137	2992	2906	0.258527255339496	0.962703219636595	0.389980109398309	0.386763185108583	0.386076790221868
rolling in the deep-song of the year	w4	69914	64076	59408	0.303558657779558	0.943859598935835	0.340852692392073	0.351606141419462	0.348264481220286
skrillex-best new artist	w5	256305	222118	200529	0.502194650904196	0.824490353290026	0.377524266839493	0.375911142552028	0.374395778994673
skrillex-best new artist	w2	281820	255029	232001	0.474128876587893	0.810982187211695	0.342556667347356	0.352729400179249	0.354671089844526
skrillex-best new artist	w3	285472	254829	231220	0.488296575496021	0.811662790045959	0.363590512349917	0.373087194082819	0.374595789078043
here for a good time-best country album	w1	728	720	715	0.975274725274725	0.979395604395604	0.324420677361854	0.333024976873265	0.332403533240353
skrillex-best new artist	w4	280919	246069	222381	0.51174537856108	0.821037380882034	0.378329349180162	0.38173610195391	0.38157540275602
someone like you-best pop solo performance	w5	162135	147822	134972	0.207832978690597	0.923027107040429	0.345708784566081	0.344381568310428	0.338470797702937
someone like you-best pop solo performance	w2	163971	148407	133031	0.204658140768794	0.873989912850443	0.328992803012823	0.323776840139453	0.323428515857676
someone like you-best pop solo performance	w3	165894	153350	135973	0.219429274114796	0.90954464899273	0.331574466043868	0.335104825422077	0.326341987913349
the lady killer-best pop vocal album	w1	168	166	163	0.321428571428571	0.970238095238095	0.342158859470468	0.344398340248963	0.352051835853132
someone like you-best pop solo performance	w4	170374	157190	140370	0.225685844084191	0.924454435535939	0.342720700351222	0.346329598082287	0.334876863508513
speak now-best country album	w5	6771	6175	5810	0.439521488701817	0.936936936936937	0.243982415681753	0.243052822167992	0.289761109171612
speak now-best country album	w2	6255	5492	5164	0.439488409272582	0.947082334132694	0.305942773294204	0.2999453850355	0.300722105753552
speak now-best country album	w3	6548	5743	5376	0.437538179596823	0.947159437996335	0.277058475078277	0.267876300200569	0.284715602160788
holocene-record of the year	w1	2685	2412	2322	0.439851024208566	0.936312849162011	0.535287081339713	0.50260470931444	0.506986899563319
speak now-best country album	w4	7126	6392	5986	0.430255402750491	0.940359247824867	0.270734394589871	0.26545952905021	0.297885046031351
tha carter iv-best rap album	w5	1679	1440	1358	0.284693269803454	0.736152471709351	0.399666746012854	0.381659157169361	0.388110888825379
tha carter iv-best rap album	w2	1611	1428	1351	0.312849162011173	0.7243947858473	0.321942446043165	0.328956461644782	0.331859493981823
tha carter iv-best rap album	w3	1626	1438	1347	0.301353013530135	0.731242312423124	0.336645962732919	0.338991041961339	0.339894019682059
the show goes on-best rap song	w1	2520	2448	2417	0.197222222222222	0.946428571428571	0.316503391107762	0.324582338902148	0.327063599458728
tha carter iv-best rap album	w4	1699	1463	1366	0.294290759270159	0.739258387286639	0.365454936545494	0.354494790404652	0.354897375941803
the band perry-best new artist	w5	17980	16954	15798	0.600111234705228	0.913681868743048	0.372974879166926	0.369030516738496	0.375945933082671
the band perry-best new artist	w2	19348	17398	16500	0.61287988422576	0.930018606574323	0.334954901926839	0.324317270947898	0.32905232929164
the band perry-best new artist	w3	20041	18189	17153	0.616037123896013	0.922558754553166	0.368123289432597	0.354361082429036	0.360062133965868
holocene-song of the year	w1	2685	2412	2322	0.42122905027933	0.936685288640596	0.535287081339713	0.50260470931444	0.506986899563319
the band perry-best new artist	w4	19742	18502	17193	0.60520717252558	0.915510080032418	0.379012440485333	0.374125449913051	0.377544522277608
the cave-best rock song	w5	2333	2248	2192	0.279039862837548	0.962280325760823	0.362943372744244	0.365053588827541	0.366004341292369
the cave-best rock song	w2	2875	2742	2671	0.255304347826087	0.962782608695652	0.383231138363103	0.378624689312345	0.378972758229285
the cave-best rock song	w3	2656	2559	2493	0.27710843373494	0.962349397590361	0.371416585092994	0.370923322220612	0.37142431466031
threaten me with heaven-best country song	w1	44	44	44	0.795454545454545	1	0.354838709677419	0.354838709677419	0.354838709677419
the cave-best rock song	w4	2513	2435	2363	0.276561878233187	0.960206923995225	0.366006408389164	0.368939393939394	0.367267640658999
the cave-record of the year	w5	2333	2248	2192	0.276468066866695	0.961423060437205	0.362943372744244	0.365053588827541	0.366004341292369
the cave-record of the year	w2	2875	2742	2671	0.258434782608696	0.962782608695652	0.383231138363103	0.378624689312345	0.378972758229285
the cave-record of the year	w3	2656	2559	2493	0.279367469879518	0.961972891566265	0.371416585092994	0.370923322220612	0.37142431466031
i need a doctor-best rap song	w1	3075	2983	2821	0.255284552845528	0.665365853658537	0.331965885782144	0.331076581576027	0.334360554699538
the cave-record of the year	w4	2513	2435	2363	0.275766016713092	0.959808993235177	0.366006408389164	0.368939393939394	0.367267640658999
the cave-song of the year	w5	2333	2248	2192	0.281183026146592	0.962280325760823	0.362943372744244	0.365053588827541	0.366004341292369
the cave-song of the year	w2	2875	2742	2671	0.260869565217391	0.963130434782609	0.383231138363103	0.378624689312345	0.378972758229285
the cave-song of the year	w3	2656	2559	2493	0.279743975903614	0.962349397590361	0.371416585092994	0.370923322220612	0.37142431466031
walk-best rock song	w1	4925	4747	4648	0.351065989847716	0.953908629441624	0.294504574538061	0.296021451733599	0.296769250415017
the cave-song of the year	w4	2513	2435	2363	0.277755670513331	0.96100278551532	0.366006408389164	0.368939393939394	0.367267640658999
the lady killer-best pop vocal album	w5	129	127	120	0.441860465116279	0.937984496124031	0.207729468599034	0.337765957446808	0.339943342776204
the lady killer-best pop vocal album	w2	174	171	167	0.333333333333333	0.971264367816092	0.390134529147982	0.39041095890411	0.401442307692308
the lady killer-best pop vocal album	w3	159	156	150	0.39622641509434	0.974842767295597	0.332635983263598	0.392947103274559	0.401069518716578
j cole-best new artist	w1	131601	115061	106460	0.391228030182141	0.733581051815716	0.343222195562139	0.340992205790831	0.34120701259575
the lady killer-best pop vocal album	w4	158	155	146	0.411392405063291	0.968354430379747	0.290441176470588	0.406824146981627	0.407821229050279
the show goes on-best rap song	w5	2800	2476	2414	0.186071428571429	0.940714285714286	0.408520571928801	0.400064630796575	0.399801258694932
the show goes on-best rap song	w2	2499	2445	2400	0.201280512204882	0.941176470588235	0.302432530557909	0.32285752013733	0.324149108589951
the show goes on-best rap song	w3	2542	2485	2438	0.210464201416208	0.939417781274587	0.302295159947675	0.333109919571046	0.334798132381214
wasting light-album of the year	w1	1321	1280	1246	0.369417108251325	0.521574564723694	0.296387704734126	0.295680295680296	0.295400663821716
the show goes on-best rap song	w4	2921	2612	2552	0.187264635398836	0.938719616569668	0.364078274959491	0.369187279151943	0.369908682417742
threaten me with heaven-best country song	w5	40	40	40	0.775	0.975	0.277777777777778	0.277777777777778	0.27972027972028
threaten me with heaven-best country song	w2	42	42	42	0.833333333333333	1	0.344262295081967	0.344262295081967	0.344262295081967
threaten me with heaven-best country song	w3	43	43	43	0.837209302325581	1	0.361344537815126	0.361344537815126	0.361344537815126
just fishin-best country song	w1	303	303	296	0.762376237623762	0.986798679867987	0.312049433573635	0.313340227507756	0.312896405919662
threaten me with heaven-best country song	w4	39	39	39	0.82051282051282	1	0.3	0.3	0.3
walk-best rock song	w5	5649	5366	5237	0.385909010444326	0.958222694282174	0.424768779607489	0.422054428189398	0.422577261357218
walk-best rock song	w2	5257	5062	4952	0.369602434848773	0.955487920867415	0.307157464212679	0.309791921664627	0.31052862607387
walk-best rock song	w3	5559	5331	5202	0.388199316423817	0.955387659651016	0.332138376053056	0.334336782690499	0.334275800025704
watch the throne-best rap album	w1	5045	4605	4326	0.330227948463826	0.886620416253717	0.344133697135061	0.332035474799913	0.333538936006168
walk-best rock song	w4	5907	5643	5508	0.384966988318944	0.954799390553581	0.380556629300348	0.381567381161674	0.381784154709919
wasting light-album of the year	w5	1892	1821	1755	0.382135306553911	0.531712473572939	0.307742355237476	0.314616447823082	0.317647058823529
wasting light-album of the year	w2	1342	1308	1277	0.381520119225037	0.523099850968703	0.26802476532854	0.270136307311029	0.271933560477002
wasting light-album of the year	w3	1344	1311	1278	0.404017857142857	0.552083333333333	0.235294117647059	0.239890210430009	0.242183058555998
lasers-best rap album	w1	881	853	833	0.452894438138479	0.758229284903519	0.249081142210913	0.265401369010579	0.276560424966799
wasting light-album of the year	w4	1771	1710	1663	0.397515527950311	0.561264822134387	0.28610662358643	0.290964777947933	0.294544810485299
watch the throne-best rap album	w5	6196	5683	5393	0.299870884441575	0.922369270497095	0.209984071576236	0.219913319402523	0.21926329484469
watch the throne-best rap album	w2	4279	4105	3828	0.371582145361066	0.935498948352419	0.258128732581287	0.265747394316048	0.263364293085655
watch the throne-best rap album	w3	4854	4624	4316	0.362793572311496	0.937783271528636	0.233623718534918	0.244487918363031	0.240888541608528
yo and i-best pop solo performance	w1	12	12	12	0.166666666666667	1	0.315789473684211	0.315789473684211	0.315789473684211
watch the throne-best rap album	w4	5527	5140	4826	0.336891622941921	0.92201917857789	0.213860083578393	0.22296447317052	0.220254666605814
yo and i-best pop solo performance	w5	12	12	12	0.0833333333333333	1	0.5	0.5	0.545454545454545
yo and i-best pop solo performance	w2	10	10	10	0.1	1	0.25	0.25	0.25
yo and i-best pop solo performance	w3	14	14	14	0.0714285714285714	1	0.388888888888889	0.388888888888889	0.388888888888889
look at me now-best rap song	w1	11741	10490	10084	0.150072395877694	0.937398858700281	0.308146553986667	0.298062169688015	0.301392790961803
yo and i-best pop solo performance	w4	14	14	14	0.0714285714285714	1	0.466666666666667	0.466666666666667	0.482758620689655
you and tequila-best country song	w5	578	566	548	0.51038062283737	0.953287197231834	0.35030303030303	0.351116625310174	0.351057014734145
you and tequila-best country song	w2	758	746	737	0.544854881266491	0.95646437994723	0.389516957862282	0.391601049868766	0.393486385477843
you and tequila-best country song	w3	745	730	722	0.539597315436242	0.948993288590604	0.420428893905192	0.421234852856319	0.426713947990544
you and tequila-best country song	w1	903	844	820	0.522702104097453	0.928017718715393	0.424741298212606	0.404796163069544	0.397672162948594
you and tequila-best country song	w4	623	609	603	0.504012841091493	0.947030497592295	0.359492210040392	0.358868591632292	0.366565349544073
you are-best r&b song	w5	913	892	886	0.293537787513691	0.969331872946331	0.374640951990152	0.378768577494692	0.382226056945643
you are-best r&b song	w2	1010	989	978	0.278217821782178	0.966336633663366	0.342025059261768	0.343283582089552	0.341958041958042
you are-best r&b song	w3	1057	1032	1025	0.286660359508042	0.970671712393567	0.378040057224607	0.3791329904482	0.380051909529106
you are-best r&b song	w1	996	972	962	0.267068273092369	0.961847389558233	0.32655737704918	0.326393552719946	0.325880758807588
you are-best r&b song	w4	983	957	949	0.298067141403866	0.971515768056968	0.369548872180451	0.370356037151703	0.371719545632589
