#Field:candidate	WeekId	NumTweets_Week1	NumDistinctTweets_Week1	NumDistinctUsers_Week1	NumPopularTweets_Week1	NumVerifiedTweets_Week1	NumTweets_Week2	NumDistinctTweets_Week2	NumDistinctUsers_Week2	NumPopularTweets_Week2	NumVerifiedTweets_Week2
all	07/04/2014	697776	649701	274146	32270	3508	672882	623300	265179	32742	3457
all old	07/04/2014	40133	34172	25649	2530	936	41811	35162	27268	2609	1492
hashtags	07/04/2014	616463	575919	242978	27541	2415	622142	579604	244047	29246	2599
job opening	07/04/2014	13493	12609	6978	520	81	13968	12660	7598	478	367
job opportunity	07/04/2014	8873	7814	7205	546	189	9625	8396	7870	621	83
job posting	07/04/2014	2999	2612	2205	196	53	3014	2624	2177	218	35
we are hiring	07/04/2014	9193	6587	6118	881	438	9289	6772	6342	913	313
all	07/05/2013	303546	289335	171785	9903	3116	285907	271852	166351	8138	2597
all old	07/05/2013	25403	23016	19030	1041	644	25535	23464	18924	1068	271
hashtags	07/05/2013	284071	272255	159162	8598	2989	284714	273409	162350	8148	2799
job opening	07/05/2013	9295	9007	6334	186	29	9332	8937	6175	214	77
job opportunity	07/05/2013	5466	4972	4371	265	68	5725	5161	4497	307	106
job posting	07/05/2013	4109	3619	3010	111	198	3860	3583	2905	142	12
we are hiring	07/05/2013	5906	5048	4831	363	219	5309	4496	4303	349	141
all	07/06/2012	798871	317067	183044	8080	970	348822	308964	176585	7938	838
all old	07/06/2012	42200	27286	20766	1637	106	39593	22038	16056	1846	194
hashtags	07/06/2012	658922	258311	150823	5588	534	276352	255322	148640	5478	652
job opening	07/06/2012	15341	13564	9977	282	16	16743	10562	7391	477	93
job opportunity	07/06/2012	9465	8168	5817	358	30	9102	6647	3925	389	16
job posting	07/06/2012	7821	2756	2537	145	45	2089	1899	1664	82	4
we are hiring	07/06/2012	6178	1969	1884	573	22	8928	2054	1992	566	16
all	07/08/2011	117746	115457	69578	1361	165	107122	105257	61708	1186	236
all old	07/08/2011	5886	5611	4952	150	21	5447	5139	4498	132	12
hashtags	07/08/2011	91329	89715	56170	950	169	83659	82314	50362	855	223
job opening	07/08/2011	2749	2656	2211	42	4	2280	2243	1934	26	8
job opportunity	07/08/2011	1034	992	905	24	4	971	912	847	32	5
job posting	07/08/2011	818	808	727	6	1	852	834	754	12	1
we are hiring	07/08/2011	841	647	638	69	0	881	627	617	71	34
all	07/11/2014	633480	585164	243516	29467	4124	697776	649701	274146	32270	3508
all old	07/11/2014	34688	29391	21113	2217	702	40133	34172	25649	2530	936
hashtags	07/11/2014	545558	508371	215878	24391	2031	616463	575919	242978	27541	2415
job opening	07/11/2014	14388	13122	6767	506	482	13493	12609	6978	520	81
job opportunity	07/11/2014	8701	7472	6875	520	127	8873	7814	7205	546	189
job posting	07/11/2014	2811	2454	1993	197	42	2999	2612	2205	196	53
we are hiring	07/11/2014	7946	4932	4359	932	485	9193	6587	6118	881	438
all	07/12/2013	269695	260180	147809	6521	2388	303546	289335	171785	9903	3116
all old	07/12/2013	23666	21883	17753	866	283	25403	23016	19030	1041	644
hashtags	07/12/2013	253029	244780	136159	5895	1922	284071	272255	159162	8598	2989
job opening	07/12/2013	8498	8256	5524	134	30	9295	9007	6334	186	29
job opportunity	07/12/2013	5138	4750	4051	222	41	5466	4972	4371	265	68
job posting	07/12/2013	3885	3643	2896	116	118	4109	3619	3010	111	198
we are hiring	07/12/2013	6141	5088	4823	312	121	5906	5048	4831	363	219
all	07/13/2012	402161	304680	176707	8220	691	798871	317067	183044	8080	970
all old	07/13/2012	55214	21459	15327	1775	81	42200	27286	20766	1637	106
hashtags	07/13/2012	334046	265798	155769	6215	814	658922	258311	150823	5588	534
job opening	07/13/2012	11655	9229	6268	255	30	15341	13564	9977	282	16
job opportunity	07/13/2012	22830	5761	3698	431	6	9465	8168	5817	358	30
job posting	07/13/2012	3099	2013	1820	118	87	7821	2756	2537	145	45
we are hiring	07/13/2012	4742	1822	1731	484	15	6178	1969	1884	573	22
all	07/15/2011	108317	104003	67658	1893	390	117746	115457	69578	1361	165
all old	07/15/2011	4723	4406	4030	119	56	5886	5611	4952	150	21
hashtags	07/15/2011	84726	81002	54860	1411	498	91329	89715	56170	950	169
job opening	07/15/2011	1853	1787	1596	23	1	2749	2656	2211	42	4
job opportunity	07/15/2011	919	852	819	36	3	1034	992	905	24	4
job posting	07/15/2011	753	728	655	12	0	818	808	727	6	1
we are hiring	07/15/2011	652	546	539	48	15	841	647	638	69	0
all	07/18/2014	680891	630371	251991	31460	3747	633480	585164	243516	29467	4124
all old	07/18/2014	42606	33760	23759	2825	3575	34688	29391	21113	2217	702
hashtags	07/18/2014	572751	532102	219202	25368	2760	545558	508371	215878	24391	2031
job opening	07/18/2014	17795	14976	7774	692	1606	14388	13122	6767	506	482
job opportunity	07/18/2014	9606	8156	7614	620	275	8701	7472	6875	520	127
job posting	07/18/2014	3364	2793	2173	226	62	2811	2454	1993	197	42
we are hiring	07/18/2014	11697	8107	6424	1212	705	7946	4932	4359	932	485
all	07/19/2013	271467	263462	146731	4947	2246	269695	260180	147809	6521	2388
all old	07/19/2013	27493	25449	20483	907	335	23666	21883	17753	866	283
hashtags	07/19/2013	265095	257622	138110	4823	1954	253029	244780	136159	5895	1922
job opening	07/19/2013	10588	10000	7176	145	348	8498	8256	5524	134	30
job opportunity	07/19/2013	5572	5220	4561	155	62	5138	4750	4051	222	41
job posting	07/19/2013	4416	4124	3018	250	16	3885	3643	2896	116	118
we are hiring	07/19/2013	6262	5365	5039	243	196	6141	5088	4823	312	121
all	07/20/2012	686997	305387	180388	8628	1109	402161	304680	176707	8220	691
all old	07/20/2012	64342	23465	17265	2321	182	55214	21459	15327	1775	81
hashtags	07/20/2012	624352	291151	169343	6927	693	334046	265798	155769	6215	814
job opening	07/20/2012	24068	9928	6888	450	17	11655	9229	6268	255	30
job opportunity	07/20/2012	13309	5420	3624	418	61	22830	5761	3698	431	6
job posting	07/20/2012	2813	2468	2269	126	1	3099	2013	1820	118	87
we are hiring	07/20/2012	10600	2125	2041	662	24	4742	1822	1731	484	15
all	07/22/2011	159754	155461	91184	2303	276	108317	104003	67658	1893	390
all old	07/22/2011	9241	8369	6850	203	34	4723	4406	4030	119	56
hashtags	07/22/2011	123763	120445	73895	1812	221	84726	81002	54860	1411	498
job opening	07/22/2011	3315	3179	2462	41	1	1853	1787	1596	23	1
job opportunity	07/22/2011	1758	1698	1274	43	3	919	852	819	36	3
job posting	07/22/2011	1179	1164	1039	13	0	753	728	655	12	0
we are hiring	07/22/2011	1190	990	977	70	66	652	546	539	48	15
all	07/25/2014	695758	649709	254448	30388	3212	680891	630371	251991	31460	3747
all old	07/25/2014	45950	36357	25451	3125	1112	42606	33760	23759	2825	3575
hashtags	07/25/2014	604311	568672	226740	25314	1767	572751	532102	219202	25368	2760
job opening	07/25/2014	16061	15139	7399	563	93	17795	14976	7774	692	1606
job opportunity	07/25/2014	9299	8129	7584	563	112	9606	8156	7614	620	275
job posting	07/25/2014	3756	3249	2353	257	60	3364	2793	2173	226	62
we are hiring	07/25/2014	20143	12139	9341	1763	308	11697	8107	6424	1212	705
all	07/26/2013	275282	259217	153179	10630	2936	271467	263462	146731	4947	2246
all old	07/26/2013	27960	24681	20656	1600	316	27493	25449	20483	907	335
hashtags	07/26/2013	292274	276764	154434	10920	2761	265095	257622	138110	4823	1954
job opening	07/26/2013	8464	7826	6329	341	118	10588	10000	7176	145	348
job opportunity	07/26/2013	5660	5083	4386	334	31	5572	5220	4561	155	62
job posting	07/26/2013	4356	4028	3190	237	19	4416	4124	3018	250	16
we are hiring	07/26/2013	6540	5259	5017	509	193	6262	5365	5039	243	196
all	07/27/2012	419894	304211	180331	7298	733	686997	305387	180388	8628	1109
all old	07/27/2012	54205	20983	15582	2003	115	64342	23465	17265	2321	182
hashtags	07/27/2012	405329	307530	177329	6118	587	624352	291151	169343	6927	693
job opening	07/27/2012	12557	8251	5724	331	30	24068	9928	6888	450	17
job opportunity	07/27/2012	8395	5181	3498	332	16	13309	5420	3624	418	61
job posting	07/27/2012	12825	2482	2205	225	49	2813	2468	2269	126	1
we are hiring	07/27/2012	5248	1896	1824	561	24	10600	2125	2041	662	24
all	07/29/2011	205278	199855	113335	2855	364	159754	155461	91184	2303	276
all old	07/29/2011	10632	10076	8580	247	34	9241	8369	6850	203	34
hashtags	07/29/2011	158687	154686	91538	2088	260	123763	120445	73895	1812	221
job opening	07/29/2011	4372	4247	3354	67	4	3315	3179	2462	41	1
job opportunity	07/29/2011	1929	1811	1650	60	18	1758	1698	1274	43	3
job posting	07/29/2011	1704	1672	1479	23	2	1179	1164	1039	13	0
we are hiring	07/29/2011	1367	1178	1150	82	8	1190	990	977	70	66
all	08/01/2014	726057	673152	257841	28904	4185	695758	649709	254448	30388	3212
all old	08/01/2014	44049	36690	25461	2784	662	45950	36357	25451	3125	1112
hashtags	08/01/2014	612144	573894	228680	23716	2099	604311	568672	226740	25314	1767
job opening	08/01/2014	17519	16002	7663	628	258	16061	15139	7399	563	93
job opportunity	08/01/2014	9781	8281	7702	679	186	9299	8129	7584	563	112
job posting	08/01/2014	3932	3220	2471	296	36	3756	3249	2353	257	60
we are hiring	08/01/2014	13687	10419	8005	1269	437	20143	12139	9341	1763	308
all	08/02/2013	310215	285674	163822	13671	2899	275282	259217	153179	10630	2936
all old	08/02/2013	27939	24264	19602	1622	301	27960	24681	20656	1600	316
hashtags	08/02/2013	281634	260561	146146	12004	4486	292274	276764	154434	10920	2761
job opening	08/02/2013	8510	8074	6418	307	48	8464	7826	6329	341	118
job opportunity	08/02/2013	6500	5627	4719	424	66	5660	5083	4386	334	31
job posting	08/02/2013	4049	3752	2942	203	35	4356	4028	3190	237	19
we are hiring	08/02/2013	6206	4921	4649	516	113	6540	5259	5017	509	193
all	08/03/2012	728498	337126	198833	8091	662	419894	304211	180331	7298	733
all old	08/03/2012	308614	25029	19038	2328	256	54205	20983	15582	2003	115
hashtags	08/03/2012	722616	340726	195216	6871	717	405329	307530	177329	6118	587
job opening	08/03/2012	18948	10309	7531	388	41	12557	8251	5724	331	30
job opportunity	08/03/2012	245949	6146	4283	671	45	8395	5181	3498	332	16
job posting	08/03/2012	3342	2419	2155	139	32	12825	2482	2205	225	49
we are hiring	08/03/2012	5278	2093	2014	555	95	5248	1896	1824	561	24
all	08/05/2011	199332	195289	112640	2426	194	205278	199855	113335	2855	364
all old	08/05/2011	11211	10853	8403	225	35	10632	10076	8580	247	34
hashtags	08/05/2011	155484	152358	91602	1821	267	158687	154686	91538	2088	260
job opening	08/05/2011	4938	4854	3168	58	4	4372	4247	3354	67	4
job opportunity	08/05/2011	1893	1829	1655	44	2	1929	1811	1650	60	18
job posting	08/05/2011	1642	1615	1399	14	3	1704	1672	1479	23	2
we are hiring	08/05/2011	1300	1065	1039	79	45	1367	1178	1150	82	8
all	08/08/2014	678425	631592	249829	28102	4021	726057	673152	257841	28904	4185
all old	08/08/2014	42587	35963	25503	2675	801	44049	36690	25461	2784	662
hashtags	08/08/2014	627213	586598	232761	25033	3173	612144	573894	228680	23716	2099
job opening	08/08/2014	16081	14756	7663	620	257	17519	16002	7663	628	258
job opportunity	08/08/2014	8539	7410	6982	591	90	9781	8281	7702	679	186
job posting	08/08/2014	3463	2895	2255	287	33	3932	3220	2471	296	36
we are hiring	08/08/2014	12670	9277	7503	1136	512	13687	10419	8005	1269	437
all	08/09/2013	356441	322413	185276	21716	3801	310215	285674	163822	13671	2899
all old	08/09/2013	28720	23658	19408	2130	769	27939	24264	19602	1622	301
hashtags	08/09/2013	296643	270018	155924	17463	3639	281634	260561	146146	12004	4486
job opening	08/09/2013	8463	7753	5858	419	43	8510	8074	6418	307	48
job opportunity	08/09/2013	6490	5354	4693	508	118	6500	5627	4719	424	66
job posting	08/09/2013	4424	3886	3115	293	95	4049	3752	2942	203	35
we are hiring	08/09/2013	6456	4837	4621	637	182	6206	4921	4649	516	113
all	08/10/2012	477659	393693	227778	10150	1394	728498	337126	198833	8091	662
all old	08/10/2012	48500	28518	19847	2247	394	308614	25029	19038	2328	256
hashtags	08/10/2012	474937	407535	227826	9055	1451	722616	340726	195216	6871	717
job opening	08/10/2012	23289	13755	8836	490	21	18948	10309	7531	388	41
job opportunity	08/10/2012	7379	5735	4377	453	35	245949	6146	4283	671	45
job posting	08/10/2012	4078	3139	2775	156	25	3342	2419	2155	139	32
we are hiring	08/10/2012	7634	2631	2485	768	102	5278	2093	2014	555	95
all	08/12/2011	163157	158693	91962	2075	705	199332	195289	112640	2426	194
all old	08/12/2011	7266	6836	6065	180	48	11211	10853	8403	225	35
hashtags	08/12/2011	115446	112757	69705	1452	210	155484	152358	91602	1821	267
job opening	08/12/2011	3012	2874	2488	58	6	4938	4854	3168	58	4
job opportunity	08/12/2011	1381	1270	1156	39	0	1893	1829	1655	44	2
job posting	08/12/2011	997	974	876	14	2	1642	1615	1399	14	3
we are hiring	08/12/2011	1119	954	932	79	6	1300	1065	1039	79	45
all	08/15/2014	744527	691861	265041	29488	2964	678425	631592	249829	28102	4021
all old	08/15/2014	43907	37908	26903	2619	834	42587	35963	25503	2675	801
hashtags	08/15/2014	622666	585330	231877	23287	2238	627213	586598	232761	25033	3173
job opening	08/15/2014	16418	15200	8556	591	215	16081	14756	7663	620	257
job opportunity	08/15/2014	10144	8679	8087	623	333	8539	7410	6982	591	90
job posting	08/15/2014	3884	3260	2115	268	56	3463	2895	2255	287	33
we are hiring	08/15/2014	12065	9337	7524	1020	290	12670	9277	7503	1136	512
all	08/16/2013	353925	321452	181856	20680	3620	356441	322413	185276	21716	3801
all old	08/16/2013	27632	23210	18319	1991	561	28720	23658	19408	2130	769
hashtags	08/16/2013	295135	270384	154241	17097	2170	296643	270018	155924	17463	3639
job opening	08/16/2013	9255	8320	5743	402	248	8463	7753	5858	419	43
job opportunity	08/16/2013	5773	4886	4200	464	120	6490	5354	4693	508	118
job posting	08/16/2013	3668	3260	2497	235	10	4424	3886	3115	293	95
we are hiring	08/16/2013	6970	5003	4790	711	120	6456	4837	4621	637	182
all	08/17/2012	465306	402211	227965	11010	1323	477659	393693	227778	10150	1394
all old	08/17/2012	53199	20016	15755	2531	262	48500	28518	19847	2247	394
hashtags	08/17/2012	448224	415472	227952	9554	753	474937	407535	227826	9055	1451
job opening	08/17/2012	24845	9453	6597	698	42	23289	13755	8836	490	21
job opportunity	08/17/2012	9494	3669	3265	502	12	7379	5735	4377	453	35
job posting	08/17/2012	8447	2609	2208	229	10	4078	3139	2775	156	25
we are hiring	08/17/2012	6008	2415	2301	772	26	7634	2631	2485	768	102
all	08/19/2011	174376	171070	93769	1910	252	163157	158693	91962	2075	705
all old	08/19/2011	8523	8070	6928	215	51	7266	6836	6065	180	48
hashtags	08/19/2011	160598	157748	85529	1677	203	115446	112757	69705	1452	210
job opening	08/19/2011	3731	3627	2964	56	33	3012	2874	2488	58	6
job opportunity	08/19/2011	1529	1449	1312	47	16	1381	1270	1156	39	0
job posting	08/19/2011	1231	1218	1047	8	2	997	974	876	14	2
we are hiring	08/19/2011	1071	889	875	71	39	1119	954	932	79	6
all	08/22/2014	810946	762670	282832	30302	4014	744527	691861	265041	29488	2964
all old	08/22/2014	61497	53315	40062	3130	1441	43907	37908	26903	2619	834
hashtags	08/22/2014	756704	716769	263490	26611	2019	622666	585330	231877	23287	2238
job opening	08/22/2014	20900	19154	12202	708	615	16418	15200	8556	591	215
job opportunity	08/22/2014	12022	10488	9925	640	326	10144	8679	8087	623	333
job posting	08/22/2014	3110	2667	2033	281	24	3884	3260	2115	268	56
we are hiring	08/22/2014	20955	17659	14834	1241	480	12065	9337	7524	1020	290
all	08/23/2013	371642	336500	192748	22502	3545	353925	321452	181856	20680	3620
all old	08/23/2013	28949	24036	19150	2051	586	27632	23210	18319	1991	561
hashtags	08/23/2013	324638	296650	168759	19212	2556	295135	270384	154241	17097	2170
job opening	08/23/2013	10257	9343	6412	442	46	9255	8320	5743	402	248
job opportunity	08/23/2013	6647	5069	4464	483	135	5773	4886	4200	464	120
job posting	08/23/2013	3839	3359	2602	284	35	3668	3260	2497	235	10
we are hiring	08/23/2013	6942	5046	4874	671	158	6970	5003	4790	711	120
all	08/24/2012	554087	380757	215735	12476	979	465306	402211	227965	11010	1323
all old	08/24/2012	35610	20105	15000	2349	169	53199	20016	15755	2531	262
hashtags	08/24/2012	576025	390695	216040	11738	792	448224	415472	227952	9554	753
job opening	08/24/2012	14110	9069	5734	385	17	24845	9453	6597	698	42
job opportunity	08/24/2012	5716	3396	3008	487	24	9494	3669	3265	502	12
job posting	08/24/2012	3418	2777	2142	150	21	8447	2609	2208	229	10
we are hiring	08/24/2012	6943	2572	2458	890	90	6008	2415	2301	772	26
all	08/26/2011	200528	197173	107791	1961	641	174376	171070	93769	1910	252
all old	08/26/2011	10335	9716	7966	269	56	8523	8070	6928	215	51
hashtags	08/26/2011	195613	192764	102648	1758	454	160598	157748	85529	1677	203
job opening	08/26/2011	4655	4409	3221	45	183	3731	3627	2964	56	33
job opportunity	08/26/2011	1911	1837	1573	47	5	1529	1449	1312	47	16
job posting	08/26/2011	1413	1382	1247	20	3	1231	1218	1047	8	2
we are hiring	08/26/2011	1226	1099	1080	74	1	1071	889	875	71	39
all	08/29/2014	829731	784296	298312	27316	5459	810946	762670	282832	30302	4014
all old	08/29/2014	70284	62732	48387	3015	1130	61497	53315	40062	3130	1441
hashtags	08/29/2014	809302	771184	286826	25231	1953	756704	716769	263490	26611	2019
job opening	08/29/2014	24906	23000	16269	614	794	20900	19154	12202	708	615
job opportunity	08/29/2014	13971	12872	12280	555	148	12022	10488	9925	640	326
job posting	08/29/2014	3145	2765	2102	225	19	3110	2667	2033	281	24
we are hiring	08/29/2014	23909	19800	16382	1278	300	20955	17659	14834	1241	480
all	08/30/2013	373365	335110	193085	22597	2677	371642	336500	192748	22502	3545
all old	08/30/2013	29457	24313	20125	2134	726	28949	24036	19150	2051	586
hashtags	08/30/2013	336373	307679	173099	20168	2249	324638	296650	168759	19212	2556
job opening	08/30/2013	9287	8390	6123	481	130	10257	9343	6412	442	46
job opportunity	08/30/2013	6693	5560	4873	563	65	6647	5069	4464	483	135
job posting	08/30/2013	4111	3633	2810	320	12	3839	3359	2602	284	35
we are hiring	08/30/2013	7477	5670	5440	704	208	6942	5046	4874	671	158
all	08/31/2012	1046846	392025	221965	13709	1113	554087	380757	215735	12476	979
all old	08/31/2012	39433	19822	15438	2592	463	35610	20105	15000	2349	169
hashtags	08/31/2012	1136650	390363	217114	12468	2332	576025	390695	216040	11738	792
job opening	08/31/2012	14058	8280	5656	390	100	14110	9069	5734	385	17
job opportunity	08/31/2012	6151	3964	3470	534	32	5716	3396	3008	487	24
job posting	08/31/2012	4909	3226	2440	180	26	3418	2777	2142	150	21
we are hiring	08/31/2012	10643	2775	2679	1082	102	6943	2572	2458	890	90
all	09/02/2011	164009	161007	91765	1820	307	200528	197173	107791	1961	641
all old	09/02/2011	9016	8562	6620	228	32	10335	9716	7966	269	56
hashtags	09/02/2011	161412	158486	88029	1655	412	195613	192764	102648	1758	454
job opening	09/02/2011	3921	3865	2577	44	10	4655	4409	3221	45	183
job opportunity	09/02/2011	1762	1711	1301	33	1	1911	1837	1573	47	5
job posting	09/02/2011	1148	1129	1015	11	0	1413	1382	1247	20	3
we are hiring	09/02/2011	1065	854	838	84	8	1226	1099	1080	74	1
all	09/05/2014	822551	783877	304960	23778	3184	829731	784296	298312	27316	5459
all old	09/05/2014	62603	56466	43689	2624	746	70284	62732	48387	3015	1130
hashtags	09/05/2014	745745	709871	279566	20034	1959	809302	771184	286826	25231	1953
job opening	09/05/2014	21700	20748	14933	513	109	24906	23000	16269	614	794
job opportunity	09/05/2014	16845	15339	14135	652	227	13971	12872	12280	555	148
job posting	09/05/2014	3463	2953	2198	277	67	3145	2765	2102	225	19
we are hiring	09/05/2014	16603	13822	11833	1005	491	23909	19800	16382	1278	300
all	09/06/2013	354179	321790	183462	21556	2515	373365	335110	193085	22597	2677
all old	09/06/2013	26402	21452	18199	2134	777	29457	24313	20125	2134	726
hashtags	09/06/2013	340116	309314	171626	20433	2000	336373	307679	173099	20168	2249
job opening	09/06/2013	8766	7904	6200	550	109	9287	8390	6123	481	130
job opportunity	09/06/2013	6215	5262	4533	486	30	6693	5560	4873	563	65
job posting	09/06/2013	3800	3386	2615	295	24	4111	3633	2810	320	12
we are hiring	09/06/2013	6196	4549	4408	634	161	7477	5670	5440	704	208
all	09/07/2012	1805252	373046	208248	13563	894	1046846	392025	221965	13709	1113
all old	09/07/2012	548355	20629	15235	2791	850	39433	19822	15438	2592	463
hashtags	09/07/2012	1878875	359099	198417	11782	905	1136650	390363	217114	12468	2332
job opening	09/07/2012	680667	10024	6897	980	101	14058	8280	5656	390	100
job opportunity	09/07/2012	7165	5191	3763	532	48	6151	3964	3470	534	32
job posting	09/07/2012	3624	3189	2246	183	12	4909	3226	2440	180	26
we are hiring	09/07/2012	7340	2259	2201	773	124	10643	2775	2679	1082	102
all	09/09/2011	193571	190219	102343	1946	486	164009	161007	91765	1820	307
all old	09/09/2011	9703	9186	7245	223	18	9016	8562	6620	228	32
hashtags	09/09/2011	190024	186735	98452	1833	911	161412	158486	88029	1655	412
job opening	09/09/2011	4589	4482	3028	51	9	3921	3865	2577	44	10
job opportunity	09/09/2011	1878	1784	1508	55	2	1762	1711	1301	33	1
job posting	09/09/2011	1238	1220	1066	12	1	1148	1129	1015	11	0
we are hiring	09/09/2011	1177	970	942	73	58	1065	854	838	84	8
all	09/12/2014	866969	825031	313697	26032	3309	822551	783877	304960	23778	3184
all old	09/12/2014	64382	56850	43851	2774	1033	62603	56466	43689	2624	746
hashtags	09/12/2014	727235	696007	275129	21137	2060	745745	709871	279566	20034	1959
job opening	09/12/2014	21690	20659	14480	505	107	21700	20748	14933	513	109
job opportunity	09/12/2014	17199	15717	14813	662	99	16845	15339	14135	652	227
job posting	09/12/2014	3655	3197	2378	251	50	3463	2953	2198	277	67
we are hiring	09/12/2014	17645	14989	12477	1097	301	16603	13822	11833	1005	491
all	09/13/2013	357800	321608	186194	23516	3334	354179	321790	183462	21556	2515
all old	09/13/2013	26482	21316	18085	2051	996	26402	21452	18199	2134	777
hashtags	09/13/2013	344442	310663	174191	22171	2111	340116	309314	171626	20433	2000
job opening	09/13/2013	8273	7450	5810	570	86	8766	7904	6200	550	109
job opportunity	09/13/2013	6214	5228	4545	489	50	6215	5262	4533	486	30
job posting	09/13/2013	3642	3223	2569	247	24	3800	3386	2615	295	24
we are hiring	09/13/2013	6038	4519	4391	637	112	6196	4549	4408	634	161
all	09/14/2012	862355	399926	220519	17583	1831	1805252	373046	208248	13563	894
all old	09/14/2012	100822	23156	16895	2586	830	548355	20629	15235	2791	850
hashtags	09/14/2012	631940	320640	183024	12829	1406	1878875	359099	198417	11782	905
job opening	09/14/2012	17883	11566	7742	538	35	680667	10024	6897	980	101
job opportunity	09/14/2012	12181	6859	4291	642	26	7165	5191	3763	532	48
job posting	09/14/2012	3859	3299	2525	183	11	3624	3189	2246	183	12
we are hiring	09/14/2012	54994	2695	2567	947	118	7340	2259	2201	773	124
all	09/16/2011	181469	175952	100222	2078	2453	193571	190219	102343	1946	486
all old	09/16/2011	8336	7865	6580	203	112	9703	9186	7245	223	18
hashtags	09/16/2011	177348	173169	96652	1960	1553	190024	186735	98452	1833	911
job opening	09/16/2011	3160	3056	2493	58	7	4589	4482	3028	51	9
job opportunity	09/16/2011	2011	1928	1438	36	11	1878	1784	1508	55	2
job posting	09/16/2011	1135	1120	998	12	0	1238	1220	1066	12	1
we are hiring	09/16/2011	993	896	853	59	9	1177	970	942	73	58
all	09/19/2014	825693	777890	303322	27606	3882	866969	825031	313697	26032	3309
all old	09/19/2014	61457	53004	40231	3061	2222	64382	56850	43851	2774	1033
hashtags	09/19/2014	600530	572607	243685	19499	2283	727235	696007	275129	21137	2060
job opening	09/19/2014	24566	22606	15428	709	331	21690	20659	14480	505	107
job opportunity	09/19/2014	15173	13647	12701	691	204	17199	15717	14813	662	99
job posting	09/19/2014	4404	3330	2388	284	40	3655	3197	2378	251	50
we are hiring	09/19/2014	11816	9094	7718	1024	385	17645	14989	12477	1097	301
all	09/20/2013	379828	338343	187283	28234	3304	357800	321608	186194	23516	3334
all old	09/20/2013	31190	25059	19758	2773	1157	26482	21316	18085	2051	996
hashtags	09/20/2013	349388	314187	169437	25337	2416	344442	310663	174191	22171	2111
job opening	09/20/2013	11551	10517	6884	649	110	8273	7450	5810	570	86
job opportunity	09/20/2013	6579	5396	4579	506	160	6214	5228	4545	489	50
job posting	09/20/2013	4130	3458	2660	523	32	3642	3223	2569	247	24
we are hiring	09/20/2013	7492	5219	4833	914	334	6038	4519	4391	637	112
all	09/21/2012	3718636	394789	215371	18823	1395	862355	399926	220519	17583	1831
all old	09/21/2012	79597	24689	17625	2711	244	100822	23156	16895	2586	830
hashtags	09/21/2012	2981076	308506	175333	13530	872	631940	320640	183024	12829	1406
job opening	09/21/2012	24578	12548	8326	600	189	17883	11566	7742	538	35
job opportunity	09/21/2012	18198	7238	4535	742	92	12181	6859	4291	642	26
job posting	09/21/2012	26240	3910	2863	333	21	3859	3299	2525	183	11
we are hiring	09/21/2012	11931	2778	2642	921	113	54994	2695	2567	947	118
all	09/23/2011	167143	164056	93048	1774	688	181469	175952	100222	2078	2453
all old	09/23/2011	8863	7981	6709	207	81	8336	7865	6580	203	112
hashtags	09/23/2011	163618	160810	88843	1604	576	177348	173169	96652	1960	1553
job opening	09/23/2011	3372	3260	2516	44	0	3160	3056	2493	58	7
job opportunity	09/23/2011	1574	1510	1282	37	8	2011	1928	1438	36	11
job posting	09/23/2011	1295	1219	1109	24	48	1135	1120	998	12	0
we are hiring	09/23/2011	1233	961	932	62	108	993	896	853	59	9
all	09/26/2014	754364	688152	277040	25980	3066	825693	777890	303322	27606	3882
all old	09/26/2014	51348	45048	33490	2918	861	61457	53004	40231	3061	2222
hashtags	09/26/2014	677004	611266	250180	22242	2643	600530	572607	243685	19499	2283
job opening	09/26/2014	24185	23065	14632	616	164	24566	22606	15428	709	331
job opportunity	09/26/2014	11336	10226	9405	554	174	15173	13647	12701	691	204
job posting	09/26/2014	3904	3433	2558	288	32	4404	3330	2388	284	40
we are hiring	09/26/2014	6362	3882	3613	976	451	11816	9094	7718	1024	385
all	09/27/2013	372094	333460	190815	26851	2826	379828	338343	187283	28234	3304
all old	09/27/2013	31867	26035	19927	2774	519	31190	25059	19758	2773	1157
hashtags	09/27/2013	366790	328933	181480	25822	2080	349388	314187	169437	25337	2416
job opening	09/27/2013	11550	10578	6701	600	45	11551	10517	6884	649	110
job opportunity	09/27/2013	6428	5230	4492	502	258	6579	5396	4579	506	160
job posting	09/27/2013	5363	4112	2981	780	10	4130	3458	2660	523	32
we are hiring	09/27/2013	6028	4536	4363	623	125	7492	5219	4833	914	334
all	09/28/2012	746964	448008	256946	17103	1825	3718636	394789	215371	18823	1395
all old	09/28/2012	45810	29433	19882	2618	212	79597	24689	17625	2711	244
hashtags	09/28/2012	626838	382881	223287	13178	1184	2981076	308506	175333	13530	872
job opening	09/28/2012	18938	14036	8889	561	31	24578	12548	8326	600	189
job opportunity	09/28/2012	11034	6666	4163	589	61	18198	7238	4535	742	92
job posting	09/28/2012	4465	3863	2791	219	37	26240	3910	2863	333	21
we are hiring	09/28/2012	7838	2468	2360	770	36	11931	2778	2642	921	113
all	09/30/2011	167183	164289	93190	1874	459	167143	164056	93048	1774	688
all old	09/30/2011	7947	7419	6348	224	49	8863	7981	6709	207	81
hashtags	09/30/2011	163066	160392	89135	1692	565	163618	160810	88843	1604	576
job opening	09/30/2011	3251	3009	2417	50	182	3372	3260	2516	44	0
