#Field:candidate	MonthId	NumTweets_Month1	NumDistinctTweets_Month1	NumDistinctUsers_Month1	NumPopularTweets_Month1	NumVerifiedTweets_Month1	NumTweets_Month2	NumDistinctTweets_Month2	NumDistinctUsers_Month2	NumPopularTweets_Month2	NumVerifiedTweets_Month2	NumTweets_Week1	NumDistinctTweets_Week1	NumDistinctUsers_Week1	NumPopularTweets_Week1	NumVerifiedTweets_Week1	NumTweets_Week2	NumDistinctTweets_Week2	NumDistinctUsers_Week2	NumPopularTweets_Week2	NumVerifiedTweets_Week2
job opening	201201	749	112	111	29	749	309	74	72	9	309	424	36	36	29	424	134	32	32	4	134
job opportunity	201201	877	154	148	44	877	287	71	69	10	287	235	35	35	28	235	362	37	35	13	362
job posting	201201	199	44	33	21	199	86	25	22	0	86	123	23	18	21	123	27	8	4	3	27
we are hiring	201201	2537	101	99	93	2537	163	47	46	6	163	2351	51	51	80	2351	96	29	28	6	96
all	201202	26829	2795	2554	2740	26829	8142	1581	1472	515	8142	6561	727	665	749	6561	3648	588	550	519	3648
all old	201202	8812	577	553	785	8812	3697	373	353	129	3697	3259	160	157	242	3259	1424	134	123	190	1424
hashtags	201202	18921	2371	2142	2096	18921	4884	1306	1218	422	4884	3512	612	552	547	3512	2508	505	469	381	2508
job opening	201202	2165	195	194	261	2165	446	101	100	11	446	666	58	58	86	666	355	40	40	40	355
job opportunity	201202	1510	125	120	118	1510	833	145	139	35	833	860	30	29	34	860	207	29	28	39	207
job posting	201202	287	48	42	37	287	187	42	31	18	187	75	13	12	6	75	104	11	10	16	104
we are hiring	201202	4869	221	210	374	4869	2231	87	85	65	2231	1662	65	64	116	1662	758	54	46	95	758
all	201203	29996	3023	2632	2654	29996	27612	2793	2548	2771	27612	6747	745	602	539	6747	6778	689	617	618	6778
all old	201203	10380	532	515	871	10380	9036	576	551	816	9036	2271	122	117	198	2271	2405	137	135	221	2405
hashtags	201203	20131	2594	2224	1854	20131	19476	2370	2138	2096	19476	4591	647	510	364	4591	4469	570	501	409	4469
job opening	201203	2217	200	194	288	2217	2195	195	194	283	2195	475	50	47	67	475	803	40	39	51	803
job opportunity	201203	2486	105	101	203	2486	1493	121	116	115	1493	1108	29	28	58	1108	526	26	26	58	526
job posting	201203	388	54	50	64	388	296	50	43	40	296	39	7	7	9	39	132	17	17	12	132
we are hiring	201203	5309	185	182	320	5309	5071	223	212	383	5071	653	38	37	64	653	944	56	55	100	944
all	201204	20971	3099	2547	2376	20971	29996	3023	2632	2654	29996	5738	1073	792	714	5738	7100	821	697	780	7100
all old	201204	8831	550	513	769	8831	10380	532	515	871	10380	2277	160	154	222	2277	3203	157	144	277	3203
hashtags	201204	12941	2696	2172	1729	12941	20131	2594	2224	1854	20131	3818	956	683	536	3818	4266	720	601	559	4266
