#Field:candidate	Id	NumTweets	NumDistinctTweets	NumDistinctUsers	PositiveRatio	NonNegativeRatio	NormalizedNumTweets	NormalizedNumDistinctTweets	NormalizedNumDistinctUsers
lazaretto-best rock song	w2	2207	1885	1823	0.271409152695967	0.91798821930222	0.28053896021355	0.275383491599708	0.274094121184784
meanwhile back at mama's-best country song	w3	571	546	541	0.760070052539405	0.991243432574431	0.298484056455829	0.3003300330033	0.299225663716814
chandelier-best pop solo performance	w1	66668	33016	25296	0.399337013259735	0.877977440451191	0.290185119894839	0.269445781952617	0.250997201881288
meanwhile back at mama's-best country song	w5	652	613	608	0.815950920245399	0.995398773006135	0.332822868810618	0.327807486631016	0.32618025751073
meanwhile back at mama's-best country song	w4	575	548	545	0.784347826086957	0.99304347826087	0.282000980872977	0.282619907168644	0.282383419689119
meanwhile back at mama's-best country song	w2	479	452	447	0.728601252609603	0.989561586638831	0.266407119021135	0.264792032806093	0.263872491145218
morning phase-album of the year	w3	819	756	700	0.418803418803419	0.957264957264957	0.241521675022117	0.246254071661238	0.24330900243309
shake it off-record of the year	w1	121805	40629	38339	0.364517055950084	0.933500266819917	0.303177759911987	0.292036543202777	0.293900298200829
morning phase-album of the year	w5	1092	1015	950	0.426739926739927	0.945970695970696	0.198365122615804	0.299057159693577	0.291769041769042
morning phase-album of the year	w4	998	916	842	0.43186372745491	0.953907815631262	0.214854682454252	0.268071407667545	0.259556103575832
morning phase-album of the year	w2	794	627	584	0.353904282115869	0.977329974811083	0.272946029563424	0.233345738742092	0.234349919743178
my everything-best pop vocal album	w3	19194	8972	7020	0.319787433572992	0.844326351984995	0.362876696789806	0.287241876100528	0.296577946768061
chandelier-record of the year	w1	66668	33016	25296	0.393667126657467	0.884952300953981	0.290185119894839	0.269445781952617	0.250997201881288
my everything-best pop vocal album	w5	18221	10169	7788	0.266560561988914	0.83217167005104	0.341345073061072	0.294770711345585	0.319796328994374
my everything-best pop vocal album	w4	18219	9549	7292	0.287337395027169	0.83687359350129	0.332925224764272	0.276534128753873	0.288998097653773
my everything-best pop vocal album	w2	19525	8382	6305	0.334903969270166	0.84752880921895	0.350954452313334	0.292157546183339	0.285294117647059
new flame-best r&b song	w3	13577	10976	10160	0.485379686234072	0.970612064520881	0.297480280455741	0.288773711489384	0.28284290526433
shake it off-song of the year	w1	121805	40629	38339	0.364410327983252	0.931283609047248	0.303177759911987	0.292036543202777	0.293900298200829
new flame-best r&b song	w5	14645	12229	11541	0.501126664390577	0.973847729600546	0.283438812440728	0.29077896138482	0.289756464976149
new flame-best r&b song	w4	13471	11276	10622	0.503377626011432	0.972013955905278	0.263692596797557	0.267876657005749	0.266663319358321
new flame-best r&b song	w2	12584	10372	9518	0.477590591226955	0.971074380165289	0.301825246444247	0.300803340970389	0.294465241468923
nobody's smiling-best rap album	w3	549	295	287	0.948998178506375	0.987249544626594	0.318630295995357	0.295887662988967	0.296487603305785
chandelier-song of the year	w1	66668	33016	25296	0.417666646667067	0.886707265854683	0.290185119894839	0.269445781952617	0.250997201881288
nobody's smiling-best rap album	w5	516	291	284	0.928294573643411	0.978682170542636	0.215089620675281	0.209805335255948	0.212893553223388
