"WeekId","NumTweets_Week1_axed_Absolute","NumDistinctTweets_Week1_axed_Absolute","NumDistinctUsers_Week1_axed_Absolute","NumPopularTweets_Week1_axed_Absolute","NumVerifiedTweets_Week1_axed_Absolute","NumTweets_Week2_axed_Absolute","NumDistinctTweets_Week2_axed_Absolute","NumDistinctUsers_Week2_axed_Absolute","NumPopularTweets_Week2_axed_Absolute","NumVerifiedTweets_Week2_axed_Absolute","NumTweets_Week1_canned_Absolute","NumDistinctTweets_Week1_canned_Absolute","NumDistinctUsers_Week1_canned_Absolute","NumPopularTweets_Week1_canned_Absolute","NumVerifiedTweets_Week1_canned_Absolute","NumTweets_Week2_canned_Absolute","NumDistinctTweets_Week2_canned_Absolute","NumDistinctUsers_Week2_canned_Absolute","NumPopularTweets_Week2_canned_Absolute","NumVerifiedTweets_Week2_canned_Absolute","NumTweets_Week1_downsized_Absolute","NumDistinctTweets_Week1_downsized_Absolute","NumDistinctUsers_Week1_downsized_Absolute","NumPopularTweets_Week1_downsized_Absolute","NumVerifiedTweets_Week1_downsized_Absolute","NumTweets_Week2_downsized_Absolute","NumDistinctTweets_Week2_downsized_Absolute","NumDistinctUsers_Week2_downsized_Absolute","NumPopularTweets_Week2_downsized_Absolute","NumVerifiedTweets_Week2_downsized_Absolute","NumTweets_Week1_outsourced_Absolute","NumDistinctTweets_Week1_outsourced_Absolute","NumDistinctUsers_Week1_outsourced_Absolute","NumPopularTweets_Week1_outsourced_Absolute","NumVerifiedTweets_Week1_outsourced_Absolute","NumTweets_Week2_outsourced_Absolute","NumDistinctTweets_Week2_outsourced_Absolute","NumDistinctUsers_Week2_outsourced_Absolute","NumPopularTweets_Week2_outsourced_Absolute","NumVerifiedTweets_Week2_outsourced_Absolute","NumTweets_Week1_pinkslip_Absolute","NumDistinctTweets_Week1_pinkslip_Absolute","NumDistinctUsers_Week1_pinkslip_Absolute","NumPopularTweets_Week1_pinkslip_Absolute","NumVerifiedTweets_Week1_pinkslip_Absolute","NumTweets_Week2_pinkslip_Absolute","NumDistinctTweets_Week2_pinkslip_Absolute","NumDistinctUsers_Week2_pinkslip_Absolute","NumPopularTweets_Week2_pinkslip_Absolute","NumVerifiedTweets_Week2_pinkslip_Absolute","NumTweets_Week1_lostjob_Absolute","NumDistinctTweets_Week1_lostjob_Absolute","NumDistinctUsers_Week1_lostjob_Absolute","NumPopularTweets_Week1_lostjob_Absolute","NumVerifiedTweets_Week1_lostjob_Absolute","NumTweets_Week2_lostjob_Absolute","NumDistinctTweets_Week2_lostjob_Absolute","NumDistinctUsers_Week2_lostjob_Absolute","NumPopularTweets_Week2_lostjob_Absolute","NumVerifiedTweets_Week2_lostjob_Absolute","NumTweets_Week1_fired_Absolute","NumDistinctTweets_Week1_fired_Absolute","NumDistinctUsers_Week1_fired_Absolute","NumPopularTweets_Week1_fired_Absolute","NumVerifiedTweets_Week1_fired_Absolute","NumTweets_Week2_fired_Absolute","NumDistinctTweets_Week2_fired_Absolute","NumDistinctUsers_Week2_fired_Absolute","NumPopularTweets_Week2_fired_Absolute","NumVerifiedTweets_Week2_fired_Absolute","NumTweets_Week1_beenfired_Absolute","NumDistinctTweets_Week1_beenfired_Absolute","NumDistinctUsers_Week1_beenfired_Absolute","NumPopularTweets_Week1_beenfired_Absolute","NumVerifiedTweets_Week1_beenfired_Absolute","NumTweets_Week2_beenfired_Absolute","NumDistinctTweets_Week2_beenfired_Absolute","NumDistinctUsers_Week2_beenfired_Absolute","NumPopularTweets_Week2_beenfired_Absolute","NumVerifiedTweets_Week2_beenfired_Absolute","NumTweets_Week1_laidoff_Absolute","NumDistinctTweets_Week1_laidoff_Absolute","NumDistinctUsers_Week1_laidoff_Absolute","NumPopularTweets_Week1_laidoff_Absolute","NumVerifiedTweets_Week1_laidoff_Absolute","NumTweets_Week2_laidoff_Absolute","NumDistinctTweets_Week2_laidoff_Absolute","NumDistinctUsers_Week2_laidoff_Absolute","NumPopularTweets_Week2_laidoff_Absolute","NumVerifiedTweets_Week2_laidoff_Absolute","NumTweets_Week1_unemployment_Absolute","NumDistinctTweets_Week1_unemployment_Absolute","NumDistinctUsers_Week1_unemployment_Absolute","NumPopularTweets_Week1_unemployment_Absolute","NumVerifiedTweets_Week1_unemployment_Absolute","NumTweets_Week2_unemployment_Absolute","NumDistinctTweets_Week2_unemployment_Absolute","NumDistinctUsers_Week2_unemployment_Absolute","NumPopularTweets_Week2_unemployment_Absolute","NumVerifiedTweets_Week2_unemployment_Absolute","NumTweets_Week1_axed_AbsoluteDelta","NumDistinctTweets_Week1_axed_AbsoluteDelta","NumDistinctUsers_Week1_axed_AbsoluteDelta","NumPopularTweets_Week1_axed_AbsoluteDelta","NumVerifiedTweets_Week1_axed_AbsoluteDelta","NumTweets_Week2_axed_AbsoluteDelta","NumDistinctTweets_Week2_axed_AbsoluteDelta","NumDistinctUsers_Week2_axed_AbsoluteDelta","NumPopularTweets_Week2_axed_AbsoluteDelta","NumVerifiedTweets_Week2_axed_AbsoluteDelta","NumTweets_Week1_canned_AbsoluteDelta","NumDistinctTweets_Week1_canned_AbsoluteDelta","NumDistinctUsers_Week1_canned_AbsoluteDelta","NumPopularTweets_Week1_canned_AbsoluteDelta","NumVerifiedTweets_Week1_canned_AbsoluteDelta","NumTweets_Week2_canned_AbsoluteDelta","NumDistinctTweets_Week2_canned_AbsoluteDelta","NumDistinctUsers_Week2_canned_AbsoluteDelta","NumPopularTweets_Week2_canned_AbsoluteDelta","NumVerifiedTweets_Week2_canned_AbsoluteDelta","NumTweets_Week1_downsized_AbsoluteDelta","NumDistinctTweets_Week1_downsized_AbsoluteDelta","NumDistinctUsers_Week1_downsized_AbsoluteDelta","NumPopularTweets_Week1_downsized_AbsoluteDelta","NumVerifiedTweets_Week1_downsized_AbsoluteDelta","NumTweets_Week2_downsized_AbsoluteDelta","NumDistinctTweets_Week2_downsized_AbsoluteDelta","NumDistinctUsers_Week2_downsized_AbsoluteDelta","NumPopularTweets_Week2_downsized_AbsoluteDelta","NumVerifiedTweets_Week2_downsized_AbsoluteDelta","NumTweets_Week1_outsourced_AbsoluteDelta","NumDistinctTweets_Week1_outsourced_AbsoluteDelta","NumDistinctUsers_Week1_outsourced_AbsoluteDelta","NumPopularTweets_Week1_outsourced_AbsoluteDelta","NumVerifiedTweets_Week1_outsourced_AbsoluteDelta","NumTweets_Week2_outsourced_AbsoluteDelta","NumDistinctTweets_Week2_outsourced_AbsoluteDelta","NumDistinctUsers_Week2_outsourced_AbsoluteDelta","NumPopularTweets_Week2_outsourced_AbsoluteDelta","NumVerifiedTweets_Week2_outsourced_AbsoluteDelta","NumTweets_Week1_pinkslip_AbsoluteDelta","NumDistinctTweets_Week1_pinkslip_AbsoluteDelta","NumDistinctUsers_Week1_pinkslip_AbsoluteDelta","NumPopularTweets_Week1_pinkslip_AbsoluteDelta","NumVerifiedTweets_Week1_pinkslip_AbsoluteDelta","NumTweets_Week2_pinkslip_AbsoluteDelta","NumDistinctTweets_Week2_pinkslip_AbsoluteDelta","NumDistinctUsers_Week2_pinkslip_AbsoluteDelta","NumPopularTweets_Week2_pinkslip_AbsoluteDelta","NumVerifiedTweets_Week2_pinkslip_AbsoluteDelta","NumTweets_Week1_lostjob_AbsoluteDelta","NumDistinctTweets_Week1_lostjob_AbsoluteDelta","NumDistinctUsers_Week1_lostjob_AbsoluteDelta","NumPopularTweets_Week1_lostjob_AbsoluteDelta","NumVerifiedTweets_Week1_lostjob_AbsoluteDelta","NumTweets_Week2_lostjob_AbsoluteDelta","NumDistinctTweets_Week2_lostjob_AbsoluteDelta","NumDistinctUsers_Week2_lostjob_AbsoluteDelta","NumPopularTweets_Week2_lostjob_AbsoluteDelta","NumVerifiedTweets_Week2_lostjob_AbsoluteDelta","NumTweets_Week1_fired_AbsoluteDelta","NumDistinctTweets_Week1_fired_AbsoluteDelta","NumDistinctUsers_Week1_fired_AbsoluteDelta","NumPopularTweets_Week1_fired_AbsoluteDelta","NumVerifiedTweets_Week1_fired_AbsoluteDelta","NumTweets_Week2_fired_AbsoluteDelta","NumDistinctTweets_Week2_fired_AbsoluteDelta","NumDistinctUsers_Week2_fired_AbsoluteDelta","NumPopularTweets_Week2_fired_AbsoluteDelta","NumVerifiedTweets_Week2_fired_AbsoluteDelta","NumTweets_Week1_beenfired_AbsoluteDelta","NumDistinctTweets_Week1_beenfired_AbsoluteDelta","NumDistinctUsers_Week1_beenfired_AbsoluteDelta","NumPopularTweets_Week1_beenfired_AbsoluteDelta","NumVerifiedTweets_Week1_beenfired_AbsoluteDelta","NumTweets_Week2_beenfired_AbsoluteDelta","NumDistinctTweets_Week2_beenfired_AbsoluteDelta","NumDistinctUsers_Week2_beenfired_AbsoluteDelta","NumPopularTweets_Week2_beenfired_AbsoluteDelta","NumVerifiedTweets_Week2_beenfired_AbsoluteDelta","NumTweets_Week1_laidoff_AbsoluteDelta","NumDistinctTweets_Week1_laidoff_AbsoluteDelta","NumDistinctUsers_Week1_laidoff_AbsoluteDelta","NumPopularTweets_Week1_laidoff_AbsoluteDelta","NumVerifiedTweets_Week1_laidoff_AbsoluteDelta","NumTweets_Week2_laidoff_AbsoluteDelta","NumDistinctTweets_Week2_laidoff_AbsoluteDelta","NumDistinctUsers_Week2_laidoff_AbsoluteDelta","NumPopularTweets_Week2_laidoff_AbsoluteDelta","NumVerifiedTweets_Week2_laidoff_AbsoluteDelta","NumTweets_Week1_unemployment_AbsoluteDelta","NumDistinctTweets_Week1_unemployment_AbsoluteDelta","NumDistinctUsers_Week1_unemployment_AbsoluteDelta","NumPopularTweets_Week1_unemployment_AbsoluteDelta","NumVerifiedTweets_Week1_unemployment_AbsoluteDelta","NumTweets_Week2_unemployment_AbsoluteDelta","NumDistinctTweets_Week2_unemployment_AbsoluteDelta","NumDistinctUsers_Week2_unemployment_AbsoluteDelta","NumPopularTweets_Week2_unemployment_AbsoluteDelta","NumVerifiedTweets_Week2_unemployment_AbsoluteDelta"
"12/23/2011",3632,3068,2974,160,9,2564,2342,2238,103,3,12232,11065,10462,608,21,13298,11937,11363,616,30,619,595,554,13,1,613,598,581,13,1,2293,2168,2014,55,3,2403,2224,2075,74,0,1746,1626,1528,76,4,1601,1517,1447,56,3,6828,6155,5672,263,8,6826,6214,5707,227,4,33498,28150,27364,1217,2515,34168,31040,29920,1203,440,20101,15955,15475,884,1124,16599,13892,13469,797,54,16479,15055,14631,657,21,22486,15884,15475,678,20,78395,65650,59718,4455,1185,59830,51238,46498,3024,534,1068,726,736,57,6,892,900,818,36,2,-1066,-872,-901,-8,-9,7836,7203,6734,346,22,6,-3,-27,0,0,403,399,385,4,1,-110,-56,-61,-19,3,846,1283,1163,37,0,145,109,81,20,1,999,958,908,26,2,2,-59,-35,36,4,3564,3696,3289,119,2,-670,-2890,-2556,14,2075,21645,20538,19618,703,387,3502,2063,2006,87,1070,3607,6091,5840,301,-2647,-6007,-829,-844,-21,1,16748,10819,10502,431,12,18565,14412,13220,1431,651,9688,15668,13988,488,61
"12/30/2011",3367,2914,2742,164,7,3632,3068,2974,160,9,9169,8193,7816,478,18,12232,11065,10462,608,21,453,436,420,11,0,619,595,554,13,1,3278,1711,1653,61,1,2293,2168,2014,55,3,1262,1165,1126,65,2,1746,1626,1528,76,4,5408,5010,4740,223,5,6828,6155,5672,263,8,21954,19512,19043,916,181,33498,28150,27364,1217,2515,12267,10302,10069,668,129,20101,15955,15475,884,1124,13669,12473,12144,661,12,16479,15055,14631,657,21,48210,39292,36471,2684,230,78395,65650,59718,4455,1185,-265,-154,-232,4,-2,1068,726,736,57,6,-3063,-2872,-2646,-130,-3,-1066,-872,-901,-8,-9,-166,-159,-134,-2,-1,6,-3,-27,0,0,985,-457,-361,6,-2,-110,-56,-61,-19,3,-484,-461,-402,-11,-2,145,109,81,20,1,-1420,-1145,-932,-40,-3,2,-59,-35,36,4,-11544,-8638,-8321,-301,-2334,-670,-2890,-2556,14,2075,-7834,-5653,-5406,-216,-995,3502,2063,2006,87,1070,-2810,-2582,-2487,4,-9,-6007,-829,-844,-21,1,-30185,-26358,-23247,-1771,-955,18565,14412,13220,1431,651
"1/6/2012",3382,2756,2631,178,1,3367,2914,2742,164,7,7383,6908,6513,258,12,9169,8193,7816,478,18,524,480,469,23,0,453,436,420,11,0,2022,1882,1785,45,2,3278,1711,1653,61,1,1193,1102,1059,54,3,1262,1165,1126,65,2,5871,5192,4979,223,9,5408,5010,4740,223,5,23160,19941,19372,859,1151,21954,19512,19043,916,181,11411,9846,9532,561,11,12267,10302,10069,668,129,16049,14639,14213,693,9,13669,12473,12144,661,12,43459,34707,31590,1943,2217,48210,39292,36471,2684,230,15,-158,-111,14,-6,-265,-154,-232,4,-2,-1786,-1285,-1303,-220,-6,-3063,-2872,-2646,-130,-3,71,44,49,12,0,-166,-159,-134,-2,-1,-1256,171,132,-16,1,985,-457,-361,6,-2,-69,-63,-67,-11,1,-484,-461,-402,-11,-2,463,182,239,0,4,-1420,-1145,-932,-40,-3,1206,429,329,-57,970,-11544,-8638,-8321,-301,-2334,-856,-456,-537,-107,-118,-7834,-5653,-5406,-216,-995,2380,2166,2069,32,-3,-2810,-2582,-2487,4,-9,-4751,-4585,-4881,-741,1987,-30185,-26358,-23247,-1771,-955
"1/13/2012",7882,5096,4902,238,1198,3382,2756,2631,178,1,11035,9603,9203,380,600,7383,6908,6513,258,12,811,793,590,13,1,524,480,469,23,0,2473,2345,2217,65,1,2022,1882,1785,45,2,1848,1650,1583,84,2,1193,1102,1059,54,3,8489,7371,7182,310,4,5871,5192,4979,223,9,31950,28283,27530,1128,54,23160,19941,19372,859,1151,19421,16890,16394,958,25,11411,9846,9532,561,11,20946,19252,18614,888,22,16049,14639,14213,693,9,85567,70002,64478,3882,1033,43459,34707,31590,1943,2217,4500,2340,2271,60,1197,15,-158,-111,14,-6,3652,2695,2690,122,588,-1786,-1285,-1303,-220,-6,287,313,121,-10,1,71,44,49,12,0,451,463,432,20,-1,-1256,171,132,-16,1,655,548,524,30,-1,-69,-63,-67,-11,1,2618,2179,2203,87,-5,463,182,239,0,4,8790,8342,8158,269,-1097,1206,429,329,-57,970,8010,7044,6862,397,14,-856,-456,-537,-107,-118,4897,4613,4401,195,13,2380,2166,2069,32,-3,42108,35295,32888,1939,-1184,-4751,-4585,-4881,-741,1987
"1/20/2012",4031,3637,3489,167,12,7882,5096,4902,238,1198,10835,10208,9771,342,9,11035,9603,9203,380,600,779,715,697,23,1,811,793,590,13,1,3090,2831,2604,93,4,2473,2345,2217,65,1,4418,3778,3509,238,15,1848,1650,1583,84,2,8322,7797,7469,272,8,8489,7371,7182,310,4,32526,30218,29317,1188,17,31950,28283,27530,1128,54,20961,16919,16414,962,516,19421,16890,16394,958,25,24334,20711,20118,849,25,20946,19252,18614,888,22,70554,58461,54143,3136,741,85567,70002,64478,3882,1033,-3851,-1459,-1413,-71,-1186,4500,2340,2271,60,1197,-200,605,568,-38,-591,3652,2695,2690,122,588,-32,-78,107,10,0,287,313,121,-10,1,617,486,387,28,3,451,463,432,20,-1,2570,2128,1926,154,13,655,548,524,30,-1,-167,426,287,-38,4,2618,2179,2203,87,-5,576,1935,1787,60,-37,8790,8342,8158,269,-1097,1540,29,20,4,491,8010,7044,6862,397,14,3388,1459,1504,-39,3,4897,4613,4401,195,13,-15013,-11541,-10335,-746,-292,42108,35295,32888,1939,-1184
"1/27/2012",4100,3566,3385,226,4,4031,3637,3489,167,12,11078,10261,9747,393,189,10835,10208,9771,342,9,763,739,730,14,1,779,715,697,23,1,3425,2632,2410,107,28,3090,2831,2604,93,4,2321,1936,1839,96,12,4418,3778,3509,238,15,8574,7525,7215,268,180,8322,7797,7469,272,8,34082,30236,29401,1381,253,32526,30218,29317,1188,17,17051,14742,14348,854,83,20961,16919,16414,962,516,23566,20520,19891,1021,40,24334,20711,20118,849,25,90876,68722,63018,5101,2115,70554,58461,54143,3136,741,69,-71,-104,59,-8,-3851,-1459,-1413,-71,-1186,243,53,-24,51,180,-200,605,568,-38,-591,-16,24,33,-9,0,-32,-78,107,10,0,335,-199,-194,14,24,617,486,387,28,3,-2097,-1842,-1670,-142,-3,2570,2128,1926,154,13,252,-272,-254,-4,172,-167,426,287,-38,4,1556,18,84,193,236,576,1935,1787,60,-37,-3910,-2177,-2066,-108,-433,1540,29,20,4,491,-768,-191,-227,172,15,3388,1459,1504,-39,3,20322,10261,8875,1965,1374,-15013,-11541,-10335,-746,-292
"2/3/2012",6337,3864,3699,348,39,4100,3566,3385,226,4,44644,12094,11527,868,164,11078,10261,9747,393,189,527,507,504,16,6,763,739,730,14,1,2861,2647,2521,103,14,3425,2632,2410,107,28,3626,2400,2330,175,79,2321,1936,1839,96,12,8737,7885,7734,410,9,8574,7525,7215,268,180,37960,32506,31568,1571,463,34082,30236,29401,1381,253,27671,14619,14135,1062,944,17051,14742,14348,854,83,23928,19938,19394,1008,458,23566,20520,19891,1021,40,118438,65644,60948,5879,2825,90876,68722,63018,5101,2115,2237,298,314,122,35,69,-71,-104,59,-8,33566,1833,1780,475,-25,243,53,-24,51,180,-236,-232,-226,2,5,-16,24,33,-9,0,-564,15,111,-4,-14,335,-199,-194,14,24,1305,464,491,79,67,-2097,-1842,-1670,-142,-3,163,360,519,142,-171,252,-272,-254,-4,172,3878,2270,2167,190,210,1556,18,84,193,236,10620,-123,-213,208,861,-3910,-2177,-2066,-108,-433,362,-582,-497,-13,418,-768,-191,-227,172,15,27562,-3078,-2070,778,710,20322,10261,8875,1965,1374
"2/10/2012",7439,5816,5613,445,130,6337,3864,3699,348,39,10270,9086,8732,374,147,44644,12094,11527,868,164,861,636,615,46,27,527,507,504,16,6,2636,2405,2253,93,22,2861,2647,2521,103,14,46928,2985,2881,590,355,3626,2400,2330,175,79,6935,6180,6048,257,33,8737,7885,7734,410,9,44124,29473,28653,1453,1247,37960,32506,31568,1571,463,12174,10534,10148,645,244,27671,14619,14135,1062,944,27257,24669,23253,1261,88,23928,19938,19394,1008,458,475435,82882,74890,9103,6587,118438,65644,60948,5879,2825,1102,1952,1914,97,91,2237,298,314,122,35,-34374,-3008,-2795,-494,-17,33566,1833,1780,475,-25,334,129,111,30,21,-236,-232,-226,2,5,-225,-242,-268,-10,8,-564,15,111,-4,-14,43302,585,551,415,276,1305,464,491,79,67,-1802,-1705,-1686,-153,24,163,360,519,142,-171,6164,-3033,-2915,-118,784,3878,2270,2167,190,210,-15497,-4085,-3987,-417,-700,10620,-123,-213,208,861,3329,4731,3859,253,-370,362,-582,-497,-13,418,356997,17238,13942,3224,3762,27562,-3078,-2070,778,710
"2/17/2012",4817,3981,3818,263,64,7439,5816,5613,445,130,9844,9115,8772,403,34,10270,9086,8732,374,147,564,519,512,11,0,861,636,615,46,27,2650,2370,2207,114,10,2636,2405,2253,93,22,1769,1626,1523,83,11,46928,2985,2881,590,355,6724,6115,5987,220,52,6935,6180,6048,257,33,33241,26783,26055,1262,893,44124,29473,28653,1453,1247,14853,11083,10719,756,1662,12174,10534,10148,645,244,24352,19766,18928,1033,119,27257,24669,23253,1261,88,152736,58835,49844,5137,1615,475435,82882,74890,9103,6587,-2622,-1835,-1795,-182,-66,1102,1952,1914,97,91,-426,29,40,29,-113,-34374,-3008,-2795,-494,-17,-297,-117,-103,-35,-27,334,129,111,30,21,14,-35,-46,21,-12,-225,-242,-268,-10,8,-45159,-1359,-1358,-507,-344,43302,585,551,415,276,-211,-65,-61,-37,19,-1802,-1705,-1686,-153,24,-10883,-2690,-2598,-191,-354,6164,-3033,-2915,-118,784,2679,549,571,111,1418,-15497,-4085,-3987,-417,-700,-2905,-4903,-4325,-228,31,3329,4731,3859,253,-370,-322699,-24047,-25046,-3966,-4972,356997,17238,13942,3224,3762
"2/24/2012",6213,3013,2918,313,39,4817,3981,3818,263,64,9246,8376,8055,370,43,9844,9115,8772,403,34,556,529,527,15,6,564,519,512,11,0,4618,2627,2486,223,15,2650,2370,2207,114,10,2061,1502,1426,94,7,1769,1626,1523,83,11,6691,6042,5817,247,13,6724,6115,5987,220,52,46392,27369,26416,1483,1330,33241,26783,26055,1262,893,14747,10625,10246,689,157,14853,11083,10719,756,1662,18546,16843,16498,787,101,24352,19766,18928,1033,119,228415,61662,56197,6840,1997,152736,58835,49844,5137,1615,1396,-968,-900,50,-25,-2622,-1835,-1795,-182,-66,-598,-739,-717,-33,9,-426,29,40,29,-113,-8,10,15,4,6,-297,-117,-103,-35,-27,1968,257,279,109,5,14,-35,-46,21,-12,292,-124,-97,11,-4,-45159,-1359,-1358,-507,-344,-33,-73,-170,27,-39,-211,-65,-61,-37,19,13151,586,361,221,437,-10883,-2690,-2598,-191,-354,-106,-458,-473,-67,-1505,2679,549,571,111,1418,-5806,-2923,-2430,-246,-18,-2905,-4903,-4325,-228,31,75679,2827,6353,1703,382,-322699,-24047,-25046,-3966,-4972
"3/2/2012",4353,3516,3401,285,16,6213,3013,2918,313,39,12094,9898,9474,403,758,9246,8376,8055,370,43,813,640,623,49,22,556,529,527,15,6,3716,2629,2430,178,114,4618,2627,2486,223,15,1586,1504,1422,60,4,2061,1502,1426,94,7,7908,6735,6379,324,71,6691,6042,5817,247,13,34181,27988,27171,1358,378,46392,27369,26416,1483,1330,28335,11794,11514,1016,517,14747,10625,10246,689,157,19823,17955,17591,928,44,18546,16843,16498,787,101,205360,55262,51254,5379,11773,228415,61662,56197,6840,1997,-1860,503,483,-28,-23,1396,-968,-900,50,-25,2848,1522,1419,33,715,-598,-739,-717,-33,9,257,111,96,34,16,-8,10,15,4,6,-902,2,-56,-45,99,1968,257,279,109,5,-475,2,-4,-34,-3,292,-124,-97,11,-4,1217,693,562,77,58,-33,-73,-170,27,-39,-12211,619,755,-125,-952,13151,586,361,221,437,13588,1169,1268,327,360,-106,-458,-473,-67,-1505,1277,1112,1093,141,-57,-5806,-2923,-2430,-246,-18,-23055,-6400,-4943,-1461,9776,75679,2827,6353,1703,382
"3/9/2012",11497,5374,5127,649,186,4353,3516,3401,285,16,11907,10270,9873,471,37,12094,9898,9474,403,758,677,630,617,24,3,813,640,623,49,22,9082,2687,2555,203,93,3716,2629,2430,178,114,1635,1557,1504,62,13,1586,1504,1422,60,4,7248,6749,6584,254,61,7908,6735,6379,324,71,48067,31888,30175,1596,278,34181,27988,27171,1358,378,17797,13931,13531,886,863,28335,11794,11514,1016,517,21981,19354,18874,1000,216,19823,17955,17591,928,44,78227,51802,48023,4561,1572,205360,55262,51254,5379,11773,7144,1858,1726,364,170,-1860,503,483,-28,-23,-187,372,399,68,-721,2848,1522,1419,33,715,-136,-10,-6,-25,-19,257,111,96,34,16,5366,58,125,25,-21,-902,2,-56,-45,99,49,53,82,2,9,-475,2,-4,-34,-3,-660,14,205,-70,-10,1217,693,562,77,58,13886,3900,3004,238,-100,-12211,619,755,-125,-952,-10538,2137,2017,-130,346,13588,1169,1268,327,360,2158,1399,1283,72,172,1277,1112,1093,141,-57,-127133,-3460,-3231,-818,-10201,-23055,-6400,-4943,-1461,9776
"3/16/2012",22143,6496,6260,628,111,11497,5374,5127,649,186,10374,9409,9075,323,265,11907,10270,9873,471,37,536,532,516,4,1,677,630,617,24,3,2996,2806,2643,89,14,9082,2687,2555,203,93,2265,2018,1879,116,6,1635,1557,1504,62,13,7507,6521,6338,200,158,7248,6749,6584,254,61,36052,30625,29511,1117,859,48067,31888,30175,1596,278,17398,12685,12315,648,579,17797,13931,13531,886,863,22454,19022,18596,818,601,21981,19354,18874,1000,216,132489,67193,62619,6529,3982,78227,51802,48023,4561,1572,10646,1122,1133,-21,-75,7144,1858,1726,364,170,-1533,-861,-798,-148,228,-187,372,399,68,-721,-141,-98,-101,-20,-2,-136,-10,-6,-25,-19,-6086,119,88,-114,-79,5366,58,125,25,-21,630,461,375,54,-7,49,53,82,2,9,259,-228,-246,-54,97,-660,14,205,-70,-10,-12015,-1263,-664,-479,581,13886,3900,3004,238,-100,-399,-1246,-1216,-238,-284,-10538,2137,2017,-130,346,473,-332,-278,-182,385,2158,1399,1283,72,172,54262,15391,14596,1968,2410,-127133,-3460,-3231,-818,-10201
"3/23/2012",6485,4669,4523,347,128,22143,6496,6260,628,111,11631,9508,9114,415,84,10374,9409,9075,323,265,784,742,733,21,8,536,532,516,4,1,2344,2140,2028,86,6,2996,2806,2643,89,14,2638,2084,1951,150,6,2265,2018,1879,116,6,7498,6227,6106,275,347,7507,6521,6338,200,158,42538,34852,33879,1743,838,36052,30625,29511,1117,859,21901,15444,15049,1111,995,17398,12685,12315,648,579,17720,16235,15890,819,188,22454,19022,18596,818,601,93147,57184,53386,4873,1817,132489,67193,62619,6529,3982,-15658,-1827,-1737,-281,17,10646,1122,1133,-21,-75,1257,99,39,92,-181,-1533,-861,-798,-148,228,248,210,217,17,7,-141,-98,-101,-20,-2,-652,-666,-615,-3,-8,-6086,119,88,-114,-79,373,66,72,34,0,630,461,375,54,-7,-9,-294,-232,75,189,259,-228,-246,-54,97,6486,4227,4368,626,-21,-12015,-1263,-664,-479,581,4503,2759,2734,463,416,-399,-1246,-1216,-238,-284,-4734,-2787,-2706,1,-413,473,-332,-278,-182,385,-39342,-10009,-9233,-1656,-2165,54262,15391,14596,1968,2410
"3/30/2012",4491,3091,2976,203,102,6485,4669,4523,347,128,9682,8359,7976,384,45,11631,9508,9114,415,84,615,589,584,11,0,784,742,733,21,8,2490,2132,2004,108,7,2344,2140,2028,86,6,1895,1696,1634,85,52,2638,2084,1951,150,6,10394,6549,6388,308,264,7498,6227,6106,275,347,33197,29121,28366,1293,406,42538,34852,33879,1743,838,17445,12766,12467,722,1127,21901,15444,15049,1111,995,18812,16483,16162,849,713,17720,16235,15890,819,188,71383,50322,46803,3781,930,93147,57184,53386,4873,1817,-1994,-1578,-1547,-144,-26,-15658,-1827,-1737,-281,17,-1949,-1149,-1138,-31,-39,1257,99,39,92,-181,-169,-153,-149,-10,-8,248,210,217,17,7,146,-8,-24,22,1,-652,-666,-615,-3,-8,-743,-388,-317,-65,46,373,66,72,34,0,2896,322,282,33,-83,-9,-294,-232,75,189,-9341,-5731,-5513,-450,-432,6486,4227,4368,626,-21,-4456,-2678,-2582,-389,132,4503,2759,2734,463,416,1092,248,272,30,525,-4734,-2787,-2706,1,-413,-21764,-6862,-6583,-1092,-887,-39342,-10009,-9233,-1656,-2165
"4/6/2012",6442,4543,4416,317,3,4491,3091,2976,203,102,11405,8771,8467,466,198,9682,8359,7976,384,45,677,626,613,31,4,615,589,584,11,0,2547,2040,1942,153,1,2490,2132,2004,108,7,1635,1489,1347,83,8,1895,1696,1634,85,52,14601,6742,6589,520,223,10394,6549,6388,308,264,43351,30330,29456,1412,452,33197,29121,28366,1293,406,20818,12842,12503,830,283,17445,12766,12467,722,1127,19639,16705,16331,916,201,18812,16483,16162,849,713,62944,49194,44703,3016,608,71383,50322,46803,3781,930,1951,1452,1440,114,-99,-1994,-1578,-1547,-144,-26,1723,412,491,82,153,-1949,-1149,-1138,-31,-39,62,37,29,20,4,-169,-153,-149,-10,-8,57,-92,-62,45,-6,146,-8,-24,22,1,-260,-207,-287,-2,-44,-743,-388,-317,-65,46,4207,193,201,212,-41,2896,322,282,33,-83,10154,1209,1090,119,46,-9341,-5731,-5513,-450,-432,3373,76,36,108,-844,-4456,-2678,-2582,-389,132,827,222,169,67,-512,1092,248,272,30,525,-8439,-1128,-2100,-765,-322,-21764,-6862,-6583,-1092,-887
