"","Month","Prediction","L1","Win","DWin"
"1","201301","156.59987327768","0.40012672232001","TRUE","TRUE"
"2","201302","178.372816741017","57.627183258983","TRUE","TRUE"
"3","201303","173.066680701975","85.066680701975","TRUE","TRUE"
"4","201304","174.237213552976","9.23721355297599","TRUE","TRUE"
"5","201305","24.1308767907511","150.869123209249","FALSE","FALSE"
"6","201306","200.602157821461","5.60215782146099","TRUE","TRUE"
"7","201307","210.343775180962","48.343775180962","FALSE","FALSE"
"8","201308","172.681484738073","3.68148473807301","TRUE","TRUE"
"9","201309","334.960789898033","186.960789898033","FALSE","FALSE"
"10","201310","130.94775189184","73.05224810816","TRUE","TRUE"
"11","201311","181.710207248142","21.289792751858","FALSE","FALSE"
"12","201312","180.135185394059","106.135185394059","TRUE","TRUE"
"13","201401","167.664032493639","54.664032493639","TRUE","TRUE"
"14","201402","135.007472654877","39.992527345123","FALSE","FALSE"
"15","201403","188.184786512283","3.81521348771699","TRUE","TRUE"
"16","201404","187.149159557864","100.850840442136","FALSE","FALSE"
"17","201405","207.715622012066","9.28437798793399","FALSE","FALSE"
"18","201406","180.417084029157","107.582915970843","FALSE","FALSE"
"19","201407","235.720461164734","26.720461164734","FALSE","FALSE"
"20","201408","197.337065419304","55.337065419304","TRUE","TRUE"
"21","201409","242.804431082012","5.195568917988","TRUE","TRUE"
"22","201410","200.950411215279","13.049588784721","TRUE","TRUE"
"23","201411","268.982372541867","731.017627458133","TRUE","TRUE"
