WeekId,NumTweets_Week1_axed,NumDistinctTweets_Week1_axed,NumDistinctUsers_Week1_axed,NumPopularTweets_Week1_axed,NumVerifiedTweets_Week1_axed,NumTweets_Week2_axed,NumDistinctTweets_Week2_axed,NumDistinctUsers_Week2_axed,NumPopularTweets_Week2_axed,NumVerifiedTweets_Week2_axed,NumTweets_Week1_canned,NumDistinctTweets_Week1_canned,NumDistinctUsers_Week1_canned,NumPopularTweets_Week1_canned,NumVerifiedTweets_Week1_canned,NumTweets_Week2_canned,NumDistinctTweets_Week2_canned,NumDistinctUsers_Week2_canned,NumPopularTweets_Week2_canned,NumVerifiedTweets_Week2_canned,NumTweets_Week1_downsized,NumDistinctTweets_Week1_downsized,NumDistinctUsers_Week1_downsized,NumPopularTweets_Week1_downsized,NumVerifiedTweets_Week1_downsized,NumTweets_Week2_downsized,NumDistinctTweets_Week2_downsized,NumDistinctUsers_Week2_downsized,NumPopularTweets_Week2_downsized,NumVerifiedTweets_Week2_downsized,NumTweets_Week1_outsourced,NumDistinctTweets_Week1_outsourced,NumDistinctUsers_Week1_outsourced,NumPopularTweets_Week1_outsourced,NumVerifiedTweets_Week1_outsourced,NumTweets_Week2_outsourced,NumDistinctTweets_Week2_outsourced,NumDistinctUsers_Week2_outsourced,NumPopularTweets_Week2_outsourced,NumVerifiedTweets_Week2_outsourced,NumTweets_Week1_pinkslip,NumDistinctTweets_Week1_pinkslip,NumDistinctUsers_Week1_pinkslip,NumPopularTweets_Week1_pinkslip,NumVerifiedTweets_Week1_pinkslip,NumTweets_Week2_pinkslip,NumDistinctTweets_Week2_pinkslip,NumDistinctUsers_Week2_pinkslip,NumPopularTweets_Week2_pinkslip,NumVerifiedTweets_Week2_pinkslip,NumTweets_Week1_lostjob,NumDistinctTweets_Week1_lostjob,NumDistinctUsers_Week1_lostjob,NumPopularTweets_Week1_lostjob,NumVerifiedTweets_Week1_lostjob,NumTweets_Week2_lostjob,NumDistinctTweets_Week2_lostjob,NumDistinctUsers_Week2_lostjob,NumPopularTweets_Week2_lostjob,NumVerifiedTweets_Week2_lostjob,NumTweets_Week1_fired,NumDistinctTweets_Week1_fired,NumDistinctUsers_Week1_fired,NumPopularTweets_Week1_fired,NumVerifiedTweets_Week1_fired,NumTweets_Week2_fired,NumDistinctTweets_Week2_fired,NumDistinctUsers_Week2_fired,NumPopularTweets_Week2_fired,NumVerifiedTweets_Week2_fired,NumTweets_Week1_beenfired,NumDistinctTweets_Week1_beenfired,NumDistinctUsers_Week1_beenfired,NumPopularTweets_Week1_beenfired,NumVerifiedTweets_Week1_beenfired,NumTweets_Week2_beenfired,NumDistinctTweets_Week2_beenfired,NumDistinctUsers_Week2_beenfired,NumPopularTweets_Week2_beenfired,NumVerifiedTweets_Week2_beenfired,NumTweets_Week1_laidoff,NumDistinctTweets_Week1_laidoff,NumDistinctUsers_Week1_laidoff,NumPopularTweets_Week1_laidoff,NumVerifiedTweets_Week1_laidoff,NumTweets_Week2_laidoff,NumDistinctTweets_Week2_laidoff,NumDistinctUsers_Week2_laidoff,NumPopularTweets_Week2_laidoff,NumVerifiedTweets_Week2_laidoff,NumTweets_Week1_unemployment,NumDistinctTweets_Week1_unemployment,NumDistinctUsers_Week1_unemployment,NumPopularTweets_Week1_unemployment,NumVerifiedTweets_Week1_unemployment,NumTweets_Week2_unemployment,NumDistinctTweets_Week2_unemployment,NumDistinctUsers_Week2_unemployment,NumPopularTweets_Week2_unemployment,NumVerifiedTweets_Week2_unemployment
3/25/2011,-234,-103,-102,-8,0,-324,-321,-306,-16,-7,-192,-180,-180,-13,34,-1231,-1110,-1077,-32,-15,-11,-10,-10,-1,0,-122,-114,-111,-1,0,-31,-39,-37,-2,0,-767,-745,-696,-6,0,-150,-114,-112,-5,0,-142,-159,-147,-16,-3,-182,-114,-113,-10,-3,-855,-733,-714,-22,-42,-1636,-514,-512,-38,-1365,-788,-2154,-2101,-57,1351,-3000,-291,-289,-41,-1928,1461,-1287,-1267,-27,2160,-884,-434,-434,-38,-76,-2987,-2693,-2623,-136,-60,-3147,-1404,-1368,-164,148,-8509,-6663,-6068,-394,-250
4/1/2011,27,-19,-19,-3,0,-234,-103,-102,-8,0,-88,-38,-38,-6,-39,-192,-180,-180,-13,34,-2,-2,-2,0,0,-11,-10,-10,-1,0,-58,-45,-45,-5,0,-31,-39,-37,-2,0,-16,-6,-6,-1,0,-150,-114,-112,-5,0,-25,-19,-19,0,0,-182,-114,-113,-10,-3,1060,-67,-68,-4,127,-1636,-514,-512,-38,-1365,-98,-42,-42,-2,-301,-3000,-291,-289,-41,-1928,-56,-59,-58,0,-23,-884,-434,-434,-38,-76,439,-99,-101,-5,63,-3147,-1404,-1368,-164,148
4/8/2011,1514,1409,1340,55,10,27,-19,-19,-3,0,4168,3867,3707,150,16,-88,-38,-38,-6,-39,563,539,534,9,17,-2,-2,-2,0,0,1615,1465,1409,53,87,-58,-45,-45,-5,0,697,626,608,28,6,-16,-6,-6,-1,0,2310,2144,2078,61,5,-25,-19,-19,0,0,6994,7639,7460,233,-88,1060,-67,-68,-4,127,3638,3597,3508,169,39,-98,-42,-42,-2,-301,6291,6016,5793,170,7,-56,-59,-58,0,-23,34207,29702,25956,1758,897,439,-99,-101,-5,63
4/15/2011,145,187,160,5,-8,1514,1409,1340,55,10,-46,-260,-227,-24,212,4168,3867,3707,150,16,-44,-47,-46,-1,-10,563,539,534,9,17,388,441,381,11,-86,1615,1465,1409,53,87,102,41,19,13,-5,697,626,608,28,6,670,406,246,6,14,2310,2144,2078,61,5,914,493,488,97,26,6994,7639,7460,233,-88,1162,124,139,21,913,3638,3597,3508,169,39,514,-429,-339,45,694,6291,6016,5793,170,7,-8549,-6112,-4754,-503,-1075,34207,29702,25956,1758,897
4/22/2011,409,254,250,10,132,145,187,160,5,-8,17,214,206,-2,-201,-46,-260,-227,-24,212,34,58,53,-6,-7,-44,-47,-46,-1,-10,368,342,339,-6,0,388,441,381,11,-86,1848,1706,1702,31,17,102,41,19,13,-5,-418,-414,-233,-10,-18,670,406,246,6,14,845,1670,1606,-57,-27,914,493,488,97,26,-348,540,518,-29,-877,1162,124,139,21,913,1411,2072,1975,26,-480,514,-429,-339,45,694,-1345,-770,-311,-220,12,-8549,-6112,-4754,-503,-1075
4/29/2011,-252,-96,-192,-6,-127,409,254,250,10,132,-278,-47,-79,-60,-6,17,214,206,-2,-201,47,39,38,2,0,34,58,53,-6,-7,-284,-208,-204,-15,1,368,342,339,-6,0,-2046,-1788,-1770,-63,-18,1848,1706,1702,31,17,27,263,255,-17,29,-418,-414,-233,-10,-18,-613,-210,-166,-79,-119,845,1670,1606,-57,-27,-234,3,11,-50,-73,-348,540,518,-29,-877,-1842,-1456,-1362,-117,-196,1411,2072,1975,26,-480,-513,1100,488,-416,-132,-1345,-770,-311,-220,12
5/6/2011,-371,-298,-149,-38,-1,-252,-96,-192,-6,-127,-881,-903,-823,-4,-18,-278,-47,-79,-60,-6,-195,-186,-181,-2,0,47,39,38,2,0,-811,-791,-730,-16,-1,-284,-208,-204,-15,1,22,33,-13,-5,0,-2046,-1788,-1770,-63,-18,-547,-502,-475,-15,-13,27,263,255,-17,29,-2666,-2554,-2472,-102,-29,-613,-210,-166,-79,-119,-112,-148,-125,-5,24,-234,3,11,-50,-73,-1006,-933,-904,-52,-1,-1842,-1456,-1362,-117,-196,-7608,-7187,-5813,-252,-76,-513,1100,488,-416,-132
5/13/2011,-759,-719,-689,-10,-6,-371,-298,-149,-38,-1,-365,-309,-300,-23,2,-881,-903,-823,-4,-18,-125,-129,-128,3,0,-195,-186,-181,-2,0,619,620,587,-8,0,-811,-791,-730,-16,-1,-215,-216,-168,2,0,22,33,-13,-5,0,-162,-99,-109,-3,-15,-547,-502,-475,-15,-13,680,700,621,7,27,-2666,-2554,-2472,-102,-29,-495,-348,-377,-38,-18,-112,-148,-125,-5,24,-858,-813,-781,-7,-30,-1006,-933,-904,-52,-1,312,177,216,-40,83,-7608,-7187,-5813,-252,-76
5/20/2011,2385,859,843,37,18,-759,-719,-689,-10,-6,66,49,76,11,-1,-365,-309,-300,-23,2,-97,-95,-94,-2,0,-125,-129,-128,3,0,755,725,667,26,5,619,620,587,-8,0,96,89,104,1,0,-215,-216,-168,2,0,-157,-100,-102,2,0,-162,-99,-109,-3,-15,-228,-232,-212,3,-21,680,700,621,7,27,73,85,114,1,2,-495,-348,-377,-38,-18,295,232,227,2,59,-858,-813,-781,-7,-30,-3038,-2828,-2729,-19,46,312,177,216,-40,83
5/27/2011,-2120,-648,-626,-25,-14,2385,859,843,37,18,-483,-807,-797,13,292,66,49,76,11,-1,-11,-10,-9,0,0,-97,-95,-94,-2,0,-1262,-1300,-1309,-7,34,755,725,667,26,5,-89,-107,-110,9,0,96,89,104,1,0,-709,-732,-705,1,13,-157,-100,-102,2,0,-3373,-3543,-3408,4,61,-228,-232,-212,3,-21,-1758,-1853,-1814,18,30,73,85,114,1,2,-2010,-2000,-1963,8,-42,295,232,227,2,59,-2566,-3034,-2524,157,-41,-3038,-2828,-2729,-19,46
