"WeekId","NumTweets_Week1_axed_Absolute","NumDistinctTweets_Week1_axed_Absolute","NumDistinctUsers_Week1_axed_Absolute","NumPopularTweets_Week1_axed_Absolute","NumVerifiedTweets_Week1_axed_Absolute","NumTweets_Week2_axed_Absolute","NumDistinctTweets_Week2_axed_Absolute","NumDistinctUsers_Week2_axed_Absolute","NumPopularTweets_Week2_axed_Absolute","NumVerifiedTweets_Week2_axed_Absolute","NumTweets_Week1_canned_Absolute","NumDistinctTweets_Week1_canned_Absolute","NumDistinctUsers_Week1_canned_Absolute","NumPopularTweets_Week1_canned_Absolute","NumVerifiedTweets_Week1_canned_Absolute","NumTweets_Week2_canned_Absolute","NumDistinctTweets_Week2_canned_Absolute","NumDistinctUsers_Week2_canned_Absolute","NumPopularTweets_Week2_canned_Absolute","NumVerifiedTweets_Week2_canned_Absolute","NumTweets_Week1_downsized_Absolute","NumDistinctTweets_Week1_downsized_Absolute","NumDistinctUsers_Week1_downsized_Absolute","NumPopularTweets_Week1_downsized_Absolute","NumVerifiedTweets_Week1_downsized_Absolute","NumTweets_Week2_downsized_Absolute","NumDistinctTweets_Week2_downsized_Absolute","NumDistinctUsers_Week2_downsized_Absolute","NumPopularTweets_Week2_downsized_Absolute","NumVerifiedTweets_Week2_downsized_Absolute","NumTweets_Week1_outsourced_Absolute","NumDistinctTweets_Week1_outsourced_Absolute","NumDistinctUsers_Week1_outsourced_Absolute","NumPopularTweets_Week1_outsourced_Absolute","NumVerifiedTweets_Week1_outsourced_Absolute","NumTweets_Week2_outsourced_Absolute","NumDistinctTweets_Week2_outsourced_Absolute","NumDistinctUsers_Week2_outsourced_Absolute","NumPopularTweets_Week2_outsourced_Absolute","NumVerifiedTweets_Week2_outsourced_Absolute","NumTweets_Week1_pinkslip_Absolute","NumDistinctTweets_Week1_pinkslip_Absolute","NumDistinctUsers_Week1_pinkslip_Absolute","NumPopularTweets_Week1_pinkslip_Absolute","NumVerifiedTweets_Week1_pinkslip_Absolute","NumTweets_Week2_pinkslip_Absolute","NumDistinctTweets_Week2_pinkslip_Absolute","NumDistinctUsers_Week2_pinkslip_Absolute","NumPopularTweets_Week2_pinkslip_Absolute","NumVerifiedTweets_Week2_pinkslip_Absolute","NumTweets_Week1_lostjob_Absolute","NumDistinctTweets_Week1_lostjob_Absolute","NumDistinctUsers_Week1_lostjob_Absolute","NumPopularTweets_Week1_lostjob_Absolute","NumVerifiedTweets_Week1_lostjob_Absolute","NumTweets_Week2_lostjob_Absolute","NumDistinctTweets_Week2_lostjob_Absolute","NumDistinctUsers_Week2_lostjob_Absolute","NumPopularTweets_Week2_lostjob_Absolute","NumVerifiedTweets_Week2_lostjob_Absolute","NumTweets_Week1_fired_Absolute","NumDistinctTweets_Week1_fired_Absolute","NumDistinctUsers_Week1_fired_Absolute","NumPopularTweets_Week1_fired_Absolute","NumVerifiedTweets_Week1_fired_Absolute","NumTweets_Week2_fired_Absolute","NumDistinctTweets_Week2_fired_Absolute","NumDistinctUsers_Week2_fired_Absolute","NumPopularTweets_Week2_fired_Absolute","NumVerifiedTweets_Week2_fired_Absolute","NumTweets_Week1_beenfired_Absolute","NumDistinctTweets_Week1_beenfired_Absolute","NumDistinctUsers_Week1_beenfired_Absolute","NumPopularTweets_Week1_beenfired_Absolute","NumVerifiedTweets_Week1_beenfired_Absolute","NumTweets_Week2_beenfired_Absolute","NumDistinctTweets_Week2_beenfired_Absolute","NumDistinctUsers_Week2_beenfired_Absolute","NumPopularTweets_Week2_beenfired_Absolute","NumVerifiedTweets_Week2_beenfired_Absolute","NumTweets_Week1_laidoff_Absolute","NumDistinctTweets_Week1_laidoff_Absolute","NumDistinctUsers_Week1_laidoff_Absolute","NumPopularTweets_Week1_laidoff_Absolute","NumVerifiedTweets_Week1_laidoff_Absolute","NumTweets_Week2_laidoff_Absolute","NumDistinctTweets_Week2_laidoff_Absolute","NumDistinctUsers_Week2_laidoff_Absolute","NumPopularTweets_Week2_laidoff_Absolute","NumVerifiedTweets_Week2_laidoff_Absolute","NumTweets_Week1_unemployment_Absolute","NumDistinctTweets_Week1_unemployment_Absolute","NumDistinctUsers_Week1_unemployment_Absolute","NumPopularTweets_Week1_unemployment_Absolute","NumVerifiedTweets_Week1_unemployment_Absolute","NumTweets_Week2_unemployment_Absolute","NumDistinctTweets_Week2_unemployment_Absolute","NumDistinctUsers_Week2_unemployment_Absolute","NumPopularTweets_Week2_unemployment_Absolute","NumVerifiedTweets_Week2_unemployment_Absolute","NumTweets_Week1_axed_AbsoluteDelta","NumDistinctTweets_Week1_axed_AbsoluteDelta","NumDistinctUsers_Week1_axed_AbsoluteDelta","NumPopularTweets_Week1_axed_AbsoluteDelta","NumVerifiedTweets_Week1_axed_AbsoluteDelta","NumTweets_Week2_axed_AbsoluteDelta","NumDistinctTweets_Week2_axed_AbsoluteDelta","NumDistinctUsers_Week2_axed_AbsoluteDelta","NumPopularTweets_Week2_axed_AbsoluteDelta","NumVerifiedTweets_Week2_axed_AbsoluteDelta","NumTweets_Week1_canned_AbsoluteDelta","NumDistinctTweets_Week1_canned_AbsoluteDelta","NumDistinctUsers_Week1_canned_AbsoluteDelta","NumPopularTweets_Week1_canned_AbsoluteDelta","NumVerifiedTweets_Week1_canned_AbsoluteDelta","NumTweets_Week2_canned_AbsoluteDelta","NumDistinctTweets_Week2_canned_AbsoluteDelta","NumDistinctUsers_Week2_canned_AbsoluteDelta","NumPopularTweets_Week2_canned_AbsoluteDelta","NumVerifiedTweets_Week2_canned_AbsoluteDelta","NumTweets_Week1_downsized_AbsoluteDelta","NumDistinctTweets_Week1_downsized_AbsoluteDelta","NumDistinctUsers_Week1_downsized_AbsoluteDelta","NumPopularTweets_Week1_downsized_AbsoluteDelta","NumVerifiedTweets_Week1_downsized_AbsoluteDelta","NumTweets_Week2_downsized_AbsoluteDelta","NumDistinctTweets_Week2_downsized_AbsoluteDelta","NumDistinctUsers_Week2_downsized_AbsoluteDelta","NumPopularTweets_Week2_downsized_AbsoluteDelta","NumVerifiedTweets_Week2_downsized_AbsoluteDelta","NumTweets_Week1_outsourced_AbsoluteDelta","NumDistinctTweets_Week1_outsourced_AbsoluteDelta","NumDistinctUsers_Week1_outsourced_AbsoluteDelta","NumPopularTweets_Week1_outsourced_AbsoluteDelta","NumVerifiedTweets_Week1_outsourced_AbsoluteDelta","NumTweets_Week2_outsourced_AbsoluteDelta","NumDistinctTweets_Week2_outsourced_AbsoluteDelta","NumDistinctUsers_Week2_outsourced_AbsoluteDelta","NumPopularTweets_Week2_outsourced_AbsoluteDelta","NumVerifiedTweets_Week2_outsourced_AbsoluteDelta","NumTweets_Week1_pinkslip_AbsoluteDelta","NumDistinctTweets_Week1_pinkslip_AbsoluteDelta","NumDistinctUsers_Week1_pinkslip_AbsoluteDelta","NumPopularTweets_Week1_pinkslip_AbsoluteDelta","NumVerifiedTweets_Week1_pinkslip_AbsoluteDelta","NumTweets_Week2_pinkslip_AbsoluteDelta","NumDistinctTweets_Week2_pinkslip_AbsoluteDelta","NumDistinctUsers_Week2_pinkslip_AbsoluteDelta","NumPopularTweets_Week2_pinkslip_AbsoluteDelta","NumVerifiedTweets_Week2_pinkslip_AbsoluteDelta","NumTweets_Week1_lostjob_AbsoluteDelta","NumDistinctTweets_Week1_lostjob_AbsoluteDelta","NumDistinctUsers_Week1_lostjob_AbsoluteDelta","NumPopularTweets_Week1_lostjob_AbsoluteDelta","NumVerifiedTweets_Week1_lostjob_AbsoluteDelta","NumTweets_Week2_lostjob_AbsoluteDelta","NumDistinctTweets_Week2_lostjob_AbsoluteDelta","NumDistinctUsers_Week2_lostjob_AbsoluteDelta","NumPopularTweets_Week2_lostjob_AbsoluteDelta","NumVerifiedTweets_Week2_lostjob_AbsoluteDelta","NumTweets_Week1_fired_AbsoluteDelta","NumDistinctTweets_Week1_fired_AbsoluteDelta","NumDistinctUsers_Week1_fired_AbsoluteDelta","NumPopularTweets_Week1_fired_AbsoluteDelta","NumVerifiedTweets_Week1_fired_AbsoluteDelta","NumTweets_Week2_fired_AbsoluteDelta","NumDistinctTweets_Week2_fired_AbsoluteDelta","NumDistinctUsers_Week2_fired_AbsoluteDelta","NumPopularTweets_Week2_fired_AbsoluteDelta","NumVerifiedTweets_Week2_fired_AbsoluteDelta","NumTweets_Week1_beenfired_AbsoluteDelta","NumDistinctTweets_Week1_beenfired_AbsoluteDelta","NumDistinctUsers_Week1_beenfired_AbsoluteDelta","NumPopularTweets_Week1_beenfired_AbsoluteDelta","NumVerifiedTweets_Week1_beenfired_AbsoluteDelta","NumTweets_Week2_beenfired_AbsoluteDelta","NumDistinctTweets_Week2_beenfired_AbsoluteDelta","NumDistinctUsers_Week2_beenfired_AbsoluteDelta","NumPopularTweets_Week2_beenfired_AbsoluteDelta","NumVerifiedTweets_Week2_beenfired_AbsoluteDelta","NumTweets_Week1_laidoff_AbsoluteDelta","NumDistinctTweets_Week1_laidoff_AbsoluteDelta","NumDistinctUsers_Week1_laidoff_AbsoluteDelta","NumPopularTweets_Week1_laidoff_AbsoluteDelta","NumVerifiedTweets_Week1_laidoff_AbsoluteDelta","NumTweets_Week2_laidoff_AbsoluteDelta","NumDistinctTweets_Week2_laidoff_AbsoluteDelta","NumDistinctUsers_Week2_laidoff_AbsoluteDelta","NumPopularTweets_Week2_laidoff_AbsoluteDelta","NumVerifiedTweets_Week2_laidoff_AbsoluteDelta","NumTweets_Week1_unemployment_AbsoluteDelta","NumDistinctTweets_Week1_unemployment_AbsoluteDelta","NumDistinctUsers_Week1_unemployment_AbsoluteDelta","NumPopularTweets_Week1_unemployment_AbsoluteDelta","NumVerifiedTweets_Week1_unemployment_AbsoluteDelta","NumTweets_Week2_unemployment_AbsoluteDelta","NumDistinctTweets_Week2_unemployment_AbsoluteDelta","NumDistinctUsers_Week2_unemployment_AbsoluteDelta","NumPopularTweets_Week2_unemployment_AbsoluteDelta","NumVerifiedTweets_Week2_unemployment_AbsoluteDelta"
"1/7/2011",374,355,329,8,0,0,0,0,0,0,865,828,786,19,0,0,0,0,0,0,167,163,163,3,0,0,0,0,0,0,215,212,198,2,0,0,0,0,0,0,108,108,105,0,0,0,0,0,0,0,400,384,376,13,0,0,0,0,0,0,2128,1922,1868,68,43,0,0,0,0,0,1540,1318,1295,56,65,0,0,0,0,0,1775,1658,1618,34,2,0,0,0,0,0,3079,2886,2666,102,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/14/2011",2350,2237,2126,70,1,374,355,329,8,0,5615,5077,4801,159,226,865,828,786,19,0,686,665,641,15,0,167,163,163,3,0,1673,1603,1517,42,0,215,212,198,2,0,950,827,771,44,0,108,108,105,0,0,3194,2968,2888,85,40,400,384,376,13,0,11288,10601,10355,281,122,2128,1922,1868,68,43,8577,7614,7385,325,45,1540,1318,1295,56,65,7362,6948,6743,223,56,1775,1658,1618,34,2,36302,32445,29283,1418,727,3079,2886,2666,102,1,1976,1882,1797,62,1,374,355,329,8,0,4750,4249,4015,140,226,865,828,786,19,0,519,502,478,12,0,167,163,163,3,0,1458,1391,1319,40,0,215,212,198,2,0,842,719,666,44,0,108,108,105,0,0,2794,2584,2512,72,40,400,384,376,13,0,9160,8679,8487,213,79,2128,1922,1868,68,43,7037,6296,6090,269,-20,1540,1318,1295,56,65,5587,5290,5125,189,54,1775,1658,1618,34,2,33223,29559,26617,1316,726,3079,2886,2666,102,1
"1/21/2011",2308,2193,2119,68,15,2350,2237,2126,70,1,7807,7534,4945,150,6,5615,5077,4801,159,226,630,607,558,18,1,686,665,641,15,0,1681,1633,1540,37,2,1673,1603,1517,42,0,1397,1324,1252,27,2,950,827,771,44,0,3210,2951,2903,83,1,3194,2968,2888,85,40,11176,10318,10082,256,374,11288,10601,10355,281,122,5758,5305,5173,193,10,8577,7614,7385,325,45,10748,10087,9845,282,118,7362,6948,6743,223,56,27534,25437,22955,972,144,36302,32445,29283,1418,727,-42,-44,-7,-2,14,1976,1882,1797,62,1,2192,2457,144,-9,-220,4750,4249,4015,140,226,-56,-58,-83,3,1,519,502,478,12,0,8,30,23,-5,2,1458,1391,1319,40,0,447,497,481,-17,2,842,719,666,44,0,16,-17,15,-2,-39,2794,2584,2512,72,40,-112,-283,-273,-25,252,9160,8679,8487,213,79,-2819,-2309,-2212,-132,-35,7037,6296,6090,269,-20,3386,3139,3102,59,62,5587,5290,5125,189,54,-8768,-7008,-6328,-446,-583,33223,29559,26617,1316,726
"1/28/2011",2533,2200,2098,97,0,2308,2193,2119,68,15,7197,6903,4839,143,12,7807,7534,4945,150,6,520,500,490,14,0,630,607,558,18,1,3714,3555,3335,91,11,1681,1633,1540,37,2,724,694,659,17,0,1397,1324,1252,27,2,2502,2334,2283,58,1,3210,2951,2903,83,1,9654,9048,8789,255,22,11176,10318,10082,256,374,6138,5587,5365,229,134,5758,5305,5173,193,10,6662,6266,6120,195,109,10748,10087,9845,282,118,26422,23831,21822,1026,104,27534,25437,22955,972,144,225,7,-21,29,-15,-42,-44,-7,-2,14,-610,-631,-106,-7,6,2192,2457,144,-9,-220,-110,-107,-68,-4,-1,-56,-58,-83,3,1,2033,1922,1795,54,9,8,30,23,-5,2,-673,-630,-593,-10,-2,447,497,481,-17,2,-708,-617,-620,-25,0,16,-17,15,-2,-39,-1522,-1270,-1293,-1,-352,-112,-283,-273,-25,252,380,282,192,36,124,-2819,-2309,-2212,-132,-35,-4086,-3821,-3725,-87,-9,3386,3139,3102,59,62,-1112,-1606,-1133,54,-40,-8768,-7008,-6328,-446,-583
"2/4/2011",1911,1732,1687,73,49,2533,2200,2098,97,0,6128,5663,4986,160,114,7197,6903,4839,143,12,824,814,790,8,0,520,500,490,14,0,3366,3178,2940,64,86,3714,3555,3335,91,11,517,508,488,8,1,724,694,659,17,0,2837,2688,2567,80,17,2502,2334,2283,58,1,10747,9872,9625,285,186,9654,9048,8789,255,22,7984,6339,6111,284,699,6138,5587,5365,229,134,6764,6354,6224,184,105,6662,6266,6120,195,109,30321,26573,24439,1176,173,26422,23831,21822,1026,104,-622,-468,-411,-24,49,225,7,-21,29,-15,-1069,-1240,147,17,102,-610,-631,-106,-7,6,304,314,300,-6,0,-110,-107,-68,-4,-1,-348,-377,-395,-27,75,2033,1922,1795,54,9,-207,-186,-171,-9,1,-673,-630,-593,-10,-2,335,354,284,22,16,-708,-617,-620,-25,0,1093,824,836,30,164,-1522,-1270,-1293,-1,-352,1846,752,746,55,565,380,282,192,36,124,102,88,104,-11,-4,-4086,-3821,-3725,-87,-9,3899,2742,2617,150,69,-1112,-1606,-1133,54,-40
"2/11/2011",2016,1829,1774,75,20,1911,1732,1687,73,49,6589,5943,5608,170,14,6128,5663,4986,160,114,532,485,475,8,0,824,814,790,8,0,3612,3461,3221,90,2,3366,3178,2940,64,86,597,582,562,14,0,517,508,488,8,1,3528,3315,2847,70,53,2837,2688,2567,80,17,10805,9585,9334,263,225,10747,9872,9625,285,186,6162,5250,5072,304,7,7984,6339,6111,284,699,7356,6970,6801,202,9,6764,6354,6224,184,105,39539,34858,31568,1515,674,30321,26573,24439,1176,173,105,97,87,2,-29,-622,-468,-411,-24,49,461,280,622,10,-100,-1069,-1240,147,17,102,-292,-329,-315,0,0,304,314,300,-6,0,246,283,281,26,-84,-348,-377,-395,-27,75,80,74,74,6,-1,-207,-186,-171,-9,1,691,627,280,-10,36,335,354,284,22,16,58,-287,-291,-22,39,1093,824,836,30,164,-1822,-1089,-1039,20,-692,1846,752,746,55,565,592,616,577,18,-96,102,88,104,-11,-4,9218,8285,7129,339,501,3899,2742,2617,150,69
"2/18/2011",3691,3481,3353,115,3,2016,1829,1774,75,20,6637,6017,5797,161,75,6589,5943,5608,170,14,451,437,421,8,0,532,485,475,8,0,3931,3782,3553,97,0,3612,3461,3221,90,2,793,756,725,20,12,597,582,562,14,0,4656,3408,3134,98,936,3528,3315,2847,70,53,12324,11332,10832,360,174,10805,9585,9334,263,225,7827,6699,6375,328,108,6162,5250,5072,304,7,9783,9278,8234,244,63,7356,6970,6801,202,9,41602,38046,34164,1613,359,39539,34858,31568,1515,674,1675,1652,1579,40,-17,105,97,87,2,-29,48,74,189,-9,61,461,280,622,10,-100,-81,-48,-54,0,0,-292,-329,-315,0,0,319,321,332,7,-2,246,283,281,26,-84,196,174,163,6,12,80,74,74,6,-1,1128,93,287,28,883,691,627,280,-10,36,1519,1747,1498,97,-51,58,-287,-291,-22,39,1665,1449,1303,24,101,-1822,-1089,-1039,20,-692,2427,2308,1433,42,54,592,616,577,18,-96,2063,3188,2596,98,-315,9218,8285,7129,339,501
"2/25/2011",2709,2541,2451,97,6,3691,3481,3353,115,3,5578,5286,5118,142,74,6637,6017,5797,161,75,507,498,473,6,0,451,437,421,8,0,3329,3185,2981,80,1,3931,3782,3553,97,0,895,844,730,27,6,793,756,725,20,12,2931,2771,2636,94,6,4656,3408,3134,98,936,9702,8908,8647,253,218,12324,11332,10832,360,174,6074,5257,5112,286,53,7827,6699,6375,328,108,8677,8167,7796,232,19,9783,9278,8234,244,63,37975,33508,29954,1645,787,41602,38046,34164,1613,359,-982,-940,-902,-18,3,1675,1652,1579,40,-17,-1059,-731,-679,-19,-1,48,74,189,-9,61,56,61,52,-2,0,-81,-48,-54,0,0,-602,-597,-572,-17,1,319,321,332,7,-2,102,88,5,7,-6,196,174,163,6,12,-1725,-637,-498,-4,-930,1128,93,287,28,883,-2622,-2424,-2185,-107,44,1519,1747,1498,97,-51,-1753,-1442,-1263,-42,-55,1665,1449,1303,24,101,-1106,-1111,-438,-12,-44,2427,2308,1433,42,54,-3627,-4538,-4210,32,428,2063,3188,2596,98,-315
"3/4/2011",2716,2518,2409,96,7,2709,2541,2451,97,6,4360,4115,3999,125,8,5578,5286,5118,142,74,360,346,339,9,0,507,498,473,6,0,3174,2999,2778,84,12,3329,3185,2981,80,1,1462,1379,1329,52,6,895,844,730,27,6,2529,2406,2315,58,8,2931,2771,2636,94,6,9467,8195,7987,259,14,9702,8908,8647,253,218,6078,4892,4763,244,561,6074,5257,5112,286,53,9685,8707,8454,387,100,8677,8167,7796,232,19,24353,21365,18948,1041,290,37975,33508,29954,1645,787,7,-23,-42,-1,1,-982,-940,-902,-18,3,-1218,-1171,-1119,-17,-66,-1059,-731,-679,-19,-1,-147,-152,-134,3,0,56,61,52,-2,0,-155,-186,-203,4,11,-602,-597,-572,-17,1,567,535,599,25,0,102,88,5,7,-6,-402,-365,-321,-36,2,-1725,-637,-498,-4,-930,-235,-713,-660,6,-204,-2622,-2424,-2185,-107,44,4,-365,-349,-42,508,-1753,-1442,-1263,-42,-55,1008,540,658,155,81,-1106,-1111,-438,-12,-44,-13622,-12143,-11006,-604,-497,-3627,-4538,-4210,32,428
"3/11/2011",611,449,433,29,7,2716,2518,2409,96,7,1519,1335,1302,52,20,4360,4115,3999,125,8,137,128,125,2,0,360,346,339,9,0,876,837,786,15,0,3174,2999,2778,84,12,311,281,267,23,3,1462,1379,1329,52,6,1075,875,855,35,45,2529,2406,2315,58,8,3150,2758,2703,106,144,9467,8195,7987,259,14,1946,1630,1608,74,69,6078,4892,4763,244,561,4000,3208,3137,183,170,9685,8707,8454,387,100,12598,8258,7624,593,472,24353,21365,18948,1041,290,-2105,-2069,-1976,-67,0,7,-23,-42,-1,1,-2841,-2780,-2697,-73,12,-1218,-1171,-1119,-17,-66,-223,-218,-214,-7,0,-147,-152,-134,3,0,-2298,-2162,-1992,-69,-12,-155,-186,-203,4,11,-1151,-1098,-1062,-29,-3,567,535,599,25,0,-1454,-1531,-1460,-23,37,-402,-365,-321,-36,2,-6317,-5437,-5284,-153,130,-235,-713,-660,6,-204,-4132,-3262,-3155,-170,-492,4,-365,-349,-42,508,-5685,-5499,-5317,-204,70,1008,540,658,155,81,-11755,-13107,-11324,-448,182,-13622,-12143,-11006,-604,-497
