"","Month","Prediction","L1","Win1","DWin1"
"1","201311","189.119489450818","13.880510549182","TRUE","TRUE"
"2","201312","157.709432531201","83.709432531201","TRUE","TRUE"
"3","201401","171.093195903068","58.093195903068","TRUE","TRUE"
"4","201402","166.679204771862","8.320795228138","TRUE","TRUE"
"5","201403","179.412348140942","12.587651859058","FALSE","TRUE"
"6","201404","181.350325700953","106.649674299047","FALSE","FALSE"
"7","201405","199.696415065339","17.303584934661","FALSE","FALSE"
"8","201406","181.239406194529","106.760593805471","FALSE","FALSE"
"9","201407","232.145355448312","23.145355448312","TRUE","TRUE"
"10","201408","205.138788982712","63.138788982712","TRUE","TRUE"
"11","201409","179.262559675169","68.737440324831","FALSE","FALSE"
"12","201410","225.170109006748","11.1701090067475","TRUE","TRUE"
