"","Month","Prediction","L1","Win1","DWin1"
"1","201311","188.767917269818","14.2320827301819","TRUE","TRUE"
"2","201312","165.788784568569","91.7887845685685","TRUE","TRUE"
"3","201401","173.099752399865","60.0997523998648","TRUE","TRUE"
"4","201402","183.400305334266","8.40030533426562","TRUE","TRUE"
"5","201403","174.505620363486","17.4943796365139","FALSE","TRUE"
"6","201404","174.571910767189","113.428089232811","FALSE","FALSE"
"7","201405","196.588630416661","20.411369583339","FALSE","FALSE"
"8","201406","175.595459776942","112.404540223058","FALSE","FALSE"
"9","201407","237.950547151516","28.9505471515162","FALSE","FALSE"
"10","201408","224.5176818664","82.5176818664004","TRUE","TRUE"
"11","201409","173.661092745924","74.3389072540755","FALSE","FALSE"
"12","201410","234.510227926007","20.5102279260065","FALSE","FALSE"
