#Field:candidate	MonthId	NumTweets_Month1	NumDistinctTweets_Month1	NumDistinctUsers_Month1	NumPopularTweets_Month1	NumVerifiedTweets_Month1	NumTweets_Month2	NumDistinctTweets_Month2	NumDistinctUsers_Month2	NumPopularTweets_Month2	NumVerifiedTweets_Month2	NumTweets_Week1	NumDistinctTweets_Week1	NumDistinctUsers_Week1	NumPopularTweets_Week1	NumVerifiedTweets_Week1	NumTweets_Week2	NumDistinctTweets_Week2	NumDistinctUsers_Week2	NumPopularTweets_Week2	NumVerifiedTweets_Week2
hashtags	201205	1522324	1411304	485923	24670	12585	1322360	1232529	452036	20254	9752	332804	310926	114255	6795	3491	461258	408820	123461	6659	3585
job opening	201205	52970	36254	17294	1554	5007	40400	24554	14896	1271	2378	13955	9431	4293	426	299	11215	9724	4333	342	320
job opportunity	201205	69296	53262	13617	2033	3565	56303	47726	12215	1586	1486	16659	12329	3264	529	505	18442	13033	3377	557	834
job posting	201205	28344	25370	15822	819	672	29558	25843	16317	735	892	6678	5967	3779	215	100	6698	5939	3773	227	156
we are hiring	201205	30756	11703	10681	3544	3083	27484	10949	9833	2923	2473	8312	3070	2659	996	877	6884	2936	2720	901	562
all	201206	1405859	1251009	481351	23627	15187	1678076	1458443	521705	31369	24286	335070	299016	117809	5828	4385	356376	322592	125715	5530	2571
all old	201206	151048	114753	50587	5880	5268	180798	125665	56382	7897	12291	38816	28300	12681	1531	2376	36358	29488	12811	1405	587
hashtags	201206	1276923	1210344	450019	18651	10716	1522324	1411304	485923	24670	12585	301209	288961	109962	4524	2173	325378	312422	117947	4369	2101
job opening	201206	47443	34066	15900	1227	2439	52970	36254	17294	1554	5007	13736	8655	4318	451	1901	10114	8752	4065	263	158
job opportunity	201206	55097	48574	11997	1486	951	69296	53262	13617	2033	3565	13702	12101	2998	371	151	14058	12653	3013	378	181
job posting	201206	24790	22570	14345	558	335	28344	25370	15822	819	672	5732	5266	3354	118	62	6304	5721	3674	148	78
we are hiring	201206	24144	10210	9190	2654	1574	30756	11703	10681	3544	3083	5729	2412	2192	600	277	5988	2535	2274	625	170
all	201207	1376971	1237051	487957	22863	13286	1362853	1216109	469535	22413	14275	369740	335069	133285	5988	2661	373864	332026	130755	6472	4188
all old	201207	151019	108840	52706	6198	5653	143799	111817	49005	5502	4875	38621	29549	14736	1715	1049	47740	30125	15122	1874	2259
hashtags	201207	1248427	1195219	455143	17537	8479	1239054	1176870	439313	17742	10138	337383	323101	123937	4489	1807	332778	319944	121247	4859	2317
job opening	201207	46803	35582	16758	1269	1796	44667	32990	15402	1136	2362	11793	9954	4565	288	263	17400	9966	4941	482	1191
job opportunity	201207	49821	41616	12865	1445	1170	53331	47724	11658	1403	863	12656	10885	3725	399	124	12831	10841	3535	394	467
job posting	201207	30143	21919	14864	765	1077	24132	22010	13981	528	329	8117	5945	4132	276	260	10507	6474	4326	219	61
we are hiring	201207	24702	10491	9536	2768	1630	22079	9733	8773	2477	1352	6171	2989	2715	764	402	7133	3089	2755	789	540
all	201208	1762469	1638861	604107	36506	24734	1416711	1274157	501753	23591	13860	466034	435226	158377	10870	8853	451450	426666	154314	10285	3966
all old	201208	141367	99573	59626	8240	10498	154043	111098	54289	6405	5888	33112	23263	14889	2294	3181	30569	22758	14592	2157	1524
hashtags	201208	1653506	1583515	564656	29926	15526	1286078	1230828	467835	18087	8850	441927	421000	148541	9078	6142	429240	412604	144623	8626	2737
job opening	201208	43809	32631	18071	1710	3337	48078	36762	17319	1312	1829	8640	7073	4183	434	633	8137	7144	4298	446	195
job opportunity	201208	30844	23921	12786	1829	1251	50264	41743	13197	1503	1303	5532	4272	3120	481	350	5546	4236	2977	457	228
job posting	201208	33766	29120	17128	942	1082	30684	22391	15141	786	1098	8884	8180	4456	254	228	9023	7720	4243	201	231
we are hiring	201208	33581	14575	13053	3821	4916	25490	11004	10007	2856	1678	10287	3868	3476	1154	2054	7969	3787	3397	1066	874
all	201209	1895155	1647354	584373	49546	26433	1762469	1638861	604107	36506	24734	499237	445612	155581	14111	5915	471515	408511	144516	13855	5616
all old	201209	194766	133831	64058	10003	12697	141367	99573	59626	8240	10498	52318	41518	18202	2656	1924	56818	36787	16622	2804	2536
hashtags	201209	1735009	1588976	543988	41326	17158	1653506	1583515	564656	29926	15526	455051	428699	144513	11907	4221	422314	392983	134039	11532	3298
job opening	201209	60607	47528	20782	2229	4445	43809	32631	18071	1710	3337	17745	16043	6371	628	209	17485	13153	5573	659	998
job opportunity	201209	51267	41782	14279	2687	1642	30844	23921	12786	1829	1251	14990	12838	3893	685	470	15638	12197	3696	800	373
job posting	201209	43071	32810	18326	1155	1106	33766	29120	17128	942	1082	11368	10403	5188	329	264	16165	8721	4780	348	403
we are hiring	201209	42344	14231	12627	4033	5801	33581	14575	13053	3821	4916	9733	3845	3422	1039	985	8247	3465	3123	1032	823
all	201210	2113779	1844452	637798	59134	30739	1905379	1654048	586046	50365	26718	543708	473586	162694	14217	6974	566459	472530	159705	14858	12500
all old	201210	250196	164256	76194	12308	16423	197962	137059	65086	10202	12706	65016	42621	20009	2989	3703	81510	37749	19113	3303	8521
hashtags	201210	1898085	1778643	592138	48989	15894	1742103	1594681	545060	41963	17434	487385	456661	150731	11771	3615	494235	456349	148410	12099	4493
job opening	201210	101726	63383	26408	3018	6775	62292	49023	21257	2287	4462	23989	16085	6762	665	829	45831	16358	7114	1016	5577
job opportunity	201210	63027	50555	16557	3142	2754	52706	43043	14555	2735	1688	16723	13659	4581	829	579	11619	8856	3824	721	683
job posting	201210	48039	36584	21196	1421	1885	43693	33339	18520	1185	1126	11859	8808	5406	327	643	14754	8998	5368	347	539
we are hiring	201210	39117	15977	14278	4784	5019	41959	14374	12761	4094	5727	12542	4341	3811	1179	1652	9420	3785	3367	1237	1732
all	201211	1939392	1629765	572657	51670	24693	2113779	1844452	637798	59134	30739	434484	392630	138635	10952	3515	503249	441476	152366	13861	5934
all old	201211	236818	141179	69818	11202	8274	250196	164256	76194	12308	16423	39707	29578	15485	2414	1379	52432	38111	18711	3127	2784
hashtags	201211	1733876	1569497	529257	42398	17366	1898085	1778643	592138	48989	15894	402054	379133	128991	8952	2400	459484	425395	140519	11248	3530
job opening	201211	65844	52862	22608	2323	1440	101726	63383	26408	3018	6775	13440	11706	4964	423	158	16000	13518	5855	585	546
job opportunity	201211	52359	42575	15704	2945	1707	63027	50555	16557	3142	2754	10299	7767	3526	695	287	15402	12628	4386	861	431
job posting	201211	35133	30370	19228	1402	1178	48039	36584	21196	1421	1885	7876	6856	4342	296	284	8699	7551	4936	366	411
we are hiring	201211	83915	16314	14229	4592	3961	39117	15977	14278	4784	5019	8222	3447	3089	1018	650	12425	4675	4062	1337	1408
all	201212	1697648	1488883	517197	34765	18180	1910585	1602359	562158	50212	24078	405018	377264	130670	5677	3560	447389	409648	142870	9282	5875
all old	201212	164028	132304	63306	7188	9031	230534	136423	67947	10721	8059	38562	33497	15476	1251	1858	46253	38115	18266	1809	3129
hashtags	201212	1562275	1434144	477962	28901	10825	1710537	1543572	519820	41329	16946	373006	364277	121209	4651	2042	408993	394091	131459	7787	3146
job opening	201212	55072	47507	20533	1505	2077	63688	51000	21889	2203	1342	12573	11558	4888	230	224	16175	13654	6042	385	1145
job opportunity	201212	50261	43264	14228	2063	1997	49991	40612	15239	2832	1649	13250	11912	3525	340	502	14843	13006	4160	502	487
job posting	201212	31971	28144	17596	956	1094	34556	29854	18908	1327	1253	7527	6940	4528	166	143	8795	7739	4976	297	446
we are hiring	201212	27237	14337	12769	2723	3926	82725	15869	13808	4417	3827	5380	3342	2988	534	1019	6608	4009	3602	645	1067
all	201301	1660723	1522556	527406	22573	19397	1688880	1486080	515918	34011	17906	497075	459749	155281	7671	6870	492622	438698	155021	7341	5590
all old	201301	178342	148622	67751	6010	10539	163533	132411	63048	7121	8841	53631	44301	20600	2018	3664	56723	45836	21480	2091	2967
hashtags	201301	1510911	1461229	484956	17627	10465	1553828	1431641	476867	28202	10737	451893	439530	142150	5996	3764	444124	420049	141376	5602	2966
job opening	201301	59005	52411	21332	1150	2550	54874	47418	20490	1487	2028	17439	15308	6144	351	1012	18849	17248	6807	400	528
job opportunity	201301	59918	50389	16293	1537	2485	50742	43793	14208	2053	2000	16350	14308	4873	482	544	19767	14976	5284	523	707
job posting	201301	34198	30970	17701	807	1146	31588	27955	17519	946	950	11424	9874	5498	322	618	9778	8696	5208	281	332
we are hiring	201301	25786	15964	14393	2565	4362	26844	14198	12658	2694	3926	8617	5180	4682	881	1490	8489	5271	4779	904	1400
all	201302	1914161	1739010	606842	41138	32062	1587510	1458520	505305	20613	16862	490832	435195	157546	13150	11083	490241	436874	154994	12077	8940
all old	201302	210005	167621	81210	8880	20198	166414	139618	63623	5421	9163	55635	41175	21464	2692	7907	52324	42386	20395	2390	4893
hashtags	201302	1738330	1666222	556311	33885	13768	1448076	1401402	465508	16171	9224	444534	417881	144426	10968	3635	446992	418784	142517	10162	4766
job opening	201302	64074	56656	24023	1651	3052	55030	49405	20082	1051	1831	15760	13977	6032	501	461	16635	14584	6332	503	1086
job opportunity	201302	64598	54911	19201	2132	3137	56204	47004	15192	1419	2552	15572	13171	4886	648	465	16546	13938	4841	632	1109
job posting	201302	42688	35885	20933	1362	3778	32252	29718	17057	685	755	10726	8149	5600	443	1701	9646	8828	4952	261	256
we are hiring	201302	39447	21446	19350	3813	10345	23448	14529	13145	2313	4039	13801	6195	5592	1122	5346	9715	5340	4862	1019	2473
all	201303	1758810	1598988	605395	51884	24687	1905395	1729982	605185	41997	32096	422750	383834	150291	12901	4806	428849	388011	149729	13149	6698
all old	201303	189796	155336	81812	9571	12126	209185	167024	80886	8941	20271	45360	37818	19711	2340	2028	46077	37509	20124	2383	3259
hashtags	201303	1608243	1534280	558410	44371	14231	1730630	1657720	555145	34728	13751	386651	368677	138935	11047	3128	392271	372408	138191	11194	3696
job opening	201303	57035	50355	21747	1699	1986	63275	55986	23900	1677	3095	13487	12071	5191	392	399	14234	12140	5334	457	791
job opportunity	201303	57797	47691	18414	2797	3370	64363	54657	19156	2145	3175	14975	12546	4608	733	586	14211	11648	4497	788	813
job posting	201303	35535	31653	19456	1396	1116	42876	36060	20662	1389	3803	7928	7080	4696	354	151	8257	7290	4689	290	401
we are hiring	201303	40364	27114	24736	3768	5774	39468	21575	19454	3809	10320	9182	6513	5887	882	917	9584	6765	6197	865	1254
all	201304	1810214	1640080	620785	49434	25179	1758810	1598988	605395	51884	24687	547479	501440	185602	13725	6395	557591	510304	186507	13514	6654
all old	201304	195468	160469	80693	9589	12196	189796	155336	81812	9571	12126	58623	49098	24542	2671	2727	60923	51062	25065	2576	3185
hashtags	201304	1648526	1572936	570158	41648	14785	1608243	1534280	558410	44371	14231	499236	480783	170212	11609	4215	506590	488996	170367	11352	4027
job opening	201304	62348	54564	22570	1806	3105	57035	50355	21747	1699	1986	18420	16532	6543	451	535	20014	17477	6964	504	1081
job opportunity	201304	65158	55011	20228	3167	2619	57797	47691	18414	2797	3370	19730	16713	6280	919	809	20424	17685	6271	850	576
job posting	201304	32712	28796	19198	1212	1151	35535	31653	19456	1396	1116	10041	8833	5853	364	323	10318	8964	5989	336	406
we are hiring	201304	35814	23480	21169	3457	5337	40364	27114	24736	3768	5774	10614	7390	6587	957	1064	10342	7393	6656	901	1122
all	201305	2078232	1878575	692160	56231	51624	1850204	1677865	634636	50412	25932	512971	462847	173397	14436	13762	519937	462241	170420	15085	14833
all old	201305	225969	184956	91294	10322	16321	199323	163803	82856	9794	12477	58379	48311	23516	2736	3462	59467	49094	23591	2790	3735
hashtags	201305	1892911	1802806	635414	47841	38464	1685706	1608792	582614	42485	15504	465436	443609	158942	12180	10976	470642	442712	155795	12780	11841
job opening	201305	71364	63490	23751	1659	3326	63909	55948	23198	1850	3194	18318	16386	6065	419	763	17696	16068	5692	405	414
job opportunity	201305	71603	59626	21671	3364	3893	65428	55375	20618	3177	2641	18996	15992	5716	930	559	19400	16580	5578	969	576
job posting	201305	39168	34005	22170	1413	2052	33434	29408	19614	1237	1205	9666	8447	5404	334	486	10199	8926	5681	385	441
we are hiring	201305	44806	29424	26412	3978	7223	37260	24505	21970	3602	5573	11561	7813	6942	1074	1662	12376	7942	7216	1051	2304
all	201306	1753508	1583820	612210	52078	54859	2078232	1878575	692160	56231	51624	395527	360733	139877	14275	13785	425385	384621	153604	13768	14685
all old	201306	203178	165766	85828	10258	13549	225969	184956	91294	10322	16321	44337	35044	20657	2587	3314	50398	40098	21625	2935	3951
hashtags	201306	1597714	1514353	559363	43958	42985	1892911	1802806	635414	47841	38464	366022	344001	127192	12319	10906	388448	366976	139964	11545	11232
