#Field:candidate	MonthId	NumTweets_Month1	NumDistinctTweets_Month1	NumDistinctUsers_Month1	NumPopularTweets_Month1	NumVerifiedTweets_Month1	NumTweets_Month2	NumDistinctTweets_Month2	NumDistinctUsers_Month2	NumPopularTweets_Month2	NumVerifiedTweets_Month2	NumTweets_Week1	NumDistinctTweets_Week1	NumDistinctUsers_Week1	NumPopularTweets_Week1	NumVerifiedTweets_Week1	NumTweets_Week2	NumDistinctTweets_Week2	NumDistinctUsers_Week2	NumPopularTweets_Week2	NumVerifiedTweets_Week2
all	201101	1276577	1262218	439033	9958	1790	0	0	0	0	0	480183	474728	144156	3719	899	407158	402240	149295	3382	440
all old	201101	246916	242430	56565	2453	534	0	0	0	0	0	142547	140849	21306	1047	163	64685	63079	18824	790	150
hashtags	201101	1046670	1036106	391937	7938	1268	0	0	0	0	0	343408	339396	126101	2833	740	347866	344367	133540	2711	290
job opening	201101	21964	20874	14847	610	171	0	0	0	0	0	6969	6587	4694	199	51	7172	6816	5126	195	51
job opportunity	201101	17025	16407	11922	376	48	0	0	0	0	0	5411	5175	3876	145	0	5649	5434	3948	117	27
job posting	201101	19746	19264	13649	293	93	0	0	0	0	0	6282	6070	4283	112	82	6670	6514	4622	103	3
we are hiring	201101	189223	186872	17181	1186	222	0	0	0	0	0	124364	123458	8834	597	30	45553	44653	5472	376	69
all	201102	1733612	1707752	626090	14101	7693	1121823	1108846	402484	9081	1399	418168	411019	169890	3802	1612	497572	489452	183058	4165	2897
all old	201102	223650	216123	74817	3292	1197	180191	176065	50509	2220	503	28145	26089	19058	872	164	39496	37252	21870	956	377
hashtags	201102	1536149	1516454	566465	11553	6732	957165	947656	360599	7271	904	396747	391289	154948	3132	1476	466032	459688	165715	3452	2576
job opening	201102	32216	29868	22083	975	300	20156	19188	13619	569	153	9575	8791	6583	246	39	10703	9859	7120	340	96
job opportunity	201102	24557	23459	17581	561	227	15639	15064	10917	341	48	6546	6214	4719	163	17	7829	7436	5512	151	184
job posting	201102	29862	28957	19457	429	94	18058	17596	12475	277	89	8219	8014	5201	102	60	8558	8297	5563	136	18
we are hiring	201102	138473	135227	17252	1343	580	127276	125101	14438	1044	213	4226	3443	2969	365	52	12820	12064	4143	335	79
all	201103	367792	357862	159328	3693	3980	1737088	1710283	637606	14417	8263	3779	3067	2461	162	332	13423	12192	9114	330	605
all old	201103	23448	21616	15535	729	210	202801	195138	74923	3309	1209	317	164	161	34	0	973	729	676	67	99
hashtags	201103	351214	342808	147614	3138	3818	1560857	1540308	578223	11871	7302	3509	2943	2340	133	332	12699	11682	8632	279	506
job opening	201103	7054	6605	4944	227	72	32741	30310	22397	994	300	43	36	34	3	0	239	211	201	19	9
job opportunity	201103	5658	5189	3997	145	52	25009	23873	17931	579	239	127	50	50	11	0	266	188	175	12	33
job posting	201103	7644	7478	4539	74	60	30242	29331	19667	436	94	56	51	50	3	0	304	235	211	9	57
we are hiring	201103	3386	2634	2407	286	26	116252	112997	16484	1316	580	96	31	31	18	0	181	112	107	27	0
all	201104	1162783	1137722	474311	10982	9470	367792	357862	159328	3693	3980	326982	324193	136870	1924	678	324097	315931	136970	3250	3290
all old	201104	75146	69462	48204	2112	1614	23448	21616	15535	729	210	20086	19522	13720	363	86	21820	19501	14112	691	682
hashtags	201104	1111561	1091190	438017	9413	8044	351214	342808	147614	3138	3818	313669	311304	126810	1674	600	309003	302744	126178	2739	2708
job opening	201104	24902	23078	14879	649	729	7054	6605	4944	227	72	7109	6950	4437	118	32	7782	6873	4653	220	470
job opportunity	201104	17462	16634	13178	406	237	5658	5189	3997	145	52	4842	4748	3744	73	15	4370	4121	3407	129	57
job posting	201104	25243	24767	14064	231	138	7644	7478	4539	74	60	6906	6867	3893	27	6	7251	7124	4249	74	30
we are hiring	201104	11927	9338	7388	838	515	3386	2634	2407	286	26	2541	2267	2022	147	34	3647	2607	2182	271	125
all	201105	825933	817802	365704	4704	2355	1181813	1156588	482860	11084	9490	120061	117465	65545	1304	523	205672	203507	95005	1270	642
all old	201105	52039	49908	35564	921	417	76347	70656	49048	2122	1614	7406	6674	5437	246	79	13230	12740	9358	259	72
hashtags	201105	791853	785532	339393	3997	1998	1129856	1109313	445960	9513	8064	114623	112699	61396	1093	448	196734	194982	87932	1058	594
job opening	201105	19745	19074	12401	252	88	25371	23531	15160	656	729	2232	1951	1636	51	6	4774	4613	3255	66	33
job opportunity	201105	11909	11652	8816	161	67	17729	16919	13416	407	237	2054	1982	1481	45	18	3009	2955	2164	35	3
job posting	201105	17594	17421	10243	106	24	25725	25249	14313	231	138	1975	1921	1553	35	6	4296	4225	2734	36	0
we are hiring	201105	6775	5668	5289	406	238	12060	9462	7506	840	515	1256	869	831	116	49	1748	1544	1448	122	36
all	201106	539477	523849	273782	6937	4194	825933	817802	365704	4704	2355	156745	152596	79162	2112	1090	146463	142206	75343	1817	1198
