#Field:candidate	MonthId	NumTweets_Month1	NumDistinctTweets_Month1	NumDistinctUsers_Month1	NumPopularTweets_Month1	NumVerifiedTweets_Month1	NumTweets_Month2	NumDistinctTweets_Month2	NumDistinctUsers_Month2	NumPopularTweets_Month2	NumVerifiedTweets_Month2	NumTweets_Week1	NumDistinctTweets_Week1	NumDistinctUsers_Week1	NumPopularTweets_Week1	NumVerifiedTweets_Week1	NumTweets_Week2	NumDistinctTweets_Week2	NumDistinctUsers_Week2	NumPopularTweets_Week2	NumVerifiedTweets_Week2
job opportunity	201111	4307	3945	3676	154	6	4934	4623	4252	172	33	1409	1287	1204	50	2	1132	1016	944	36	3
job posting	201111	4771	4588	4021	63	102	5538	5405	4843	89	15	1543	1517	1281	20	1	1197	1171	1028	14	2
we are hiring	201111	4136	3258	3170	318	49	4781	3725	3633	345	170	1480	1128	1092	107	6	908	725	711	67	2
all	201112	1098828	1083573	568104	10481	525	534087	523823	312562	5317	2188	290453	286579	150624	2808	105	385455	380615	191391	3418	202
all old	201112	49135	46035	37554	1377	83	25219	23117	19960	800	318	11348	10616	8558	342	25	15939	15184	12195	419	21
hashtags	201112	915637	904185	485343	8038	455	477817	469752	282779	4526	1731	217596	215071	119582	1910	88	293741	290514	153714	2414	129
job opening	201112	19705	19163	14707	302	21	10409	10073	8060	169	22	4315	4192	3192	75	2	6373	6175	4698	113	15
job opportunity	201112	9548	9035	8007	312	31	4082	3727	3478	147	7	2281	2193	1966	66	6	3297	3088	2715	117	11
job posting	201112	8406	8221	6832	113	8	4515	4336	3806	60	100	1951	1899	1545	30	1	2770	2734	2304	29	2
we are hiring	201112	7606	6459	5680	544	12	3848	3004	2925	297	38	2007	1732	1304	144	3	2409	2007	1757	166	5
all	201201	1831876	1714608	785572	20494	2378	1103675	1088478	569796	10454	526	571398	468616	222950	10479	1840	429099	422881	216598	4219	308
all old	201201	260391	232448	81705	3741	369	48918	45882	37456	1356	82	127313	102174	28728	2178	204	25954	24828	18644	573	105
hashtags	201201	1391694	1298563	653748	16085	1788	916477	905173	485775	7979	453	483970	400454	207443	9107	1423	370915	366039	189225	3513	194
job opening	201201	68515	66492	26328	738	73	19586	19042	14662	302	21	49475	47893	11823	484	41	8328	8143	6409	120	14
job opportunity	201201	15226	13857	12209	613	60	9569	9054	8013	312	31	4920	3986	3514	325	15	4202	4004	3612	134	14
job posting	201201	11423	10867	8948	208	10	8401	8216	6819	113	8	3681	3313	2719	128	6	3182	3128	2570	35	3
we are hiring	201201	163008	138070	32656	2017	655	7527	6391	5612	535	12	76916	53403	10733	1204	637	10361	9745	6116	275	11
all	201202	1948937	1634517	835803	41702	5797	1738012	1678942	767077	17676	1244	464487	395340	213539	9690	1091	445440	409109	207797	9090	788
all old	201202	246241	152149	78662	8662	626	254919	229925	79520	3381	247	74567	25289	19746	2507	259	45321	33134	19113	2018	68
hashtags	201202	1587998	1375325	729041	31022	3492	1289460	1255950	633265	13325	1093	380122	356005	191293	7003	667	364976	342746	179110	6324	508
job opening	201202	87530	46091	29152	2111	154	66909	65423	25434	657	49	39372	8004	6433	600	50	11250	8741	6919	481	54
job opportunity	201202	22333	16279	13311	1518	48	14573	13333	11768	549	51	5264	3883	3277	376	10	5488	3837	3259	366	15
job posting	201202	13935	12026	10051	571	19	11060	10559	8674	187	10	2921	2640	2245	130	8	4119	3253	2721	191	2
we are hiring	201202	119617	75317	24963	4313	796	160376	137491	32119	1824	631	19846	7490	5559	1211	279	22671	16532	5983	958	51
all	201203	1759853	1499469	776963	30661	5158	1966713	1636543	837823	41930	5861	533668	433787	200890	7774	1601	486903	439304	202577	7288	1039
all old	201203	371676	286812	90646	8910	815	244269	148632	78114	8715	617	162356	137609	29009	2263	173	151457	137002	28375	2329	214
hashtags	201203	1782941	1564522	834291	29042	5842	1603424	1377866	730062	31111	3720	422869	340533	186160	6103	1008	464748	420145	224643	7376	1490
job opening	201203	60303	48320	32544	1544	91	83725	41924	28435	2107	159	31496	25499	14639	491	25	15703	13554	8905	378	12
job opportunity	201203	39588	21992	15679	1747	82	23174	16416	13408	1531	49	16439	6778	4131	424	18	8205	6661	4177	415	27
job posting	201203	14010	11065	9468	527	36	13769	11897	9973	577	19	2782	2464	2174	121	4	2963	2633	2280	112	18
we are hiring	201203	190132	152332	31379	3395	604	118387	75278	24933	4304	846	84585	79272	14444	845	32	95991	87496	13493	909	44
all	201204	2398384	1378948	761056	33217	3654	1759853	1499469	776963	30661	5158	475725	346694	200612	9402	966	541585	345684	198444	8875	824
all old	201204	960657	175902	78826	9973	691	371676	286812	90646	8910	815	73683	30875	20211	2712	197	81992	31763	19933	2523	319
hashtags	201204	1820656	1390005	760176	28129	3310	1782941	1564522	834291	29042	5842	505396	409269	220163	8983	977	532371	373161	204706	7723	1240
job opening	201204	804844	47273	29961	2576	170	60303	48320	32544	1544	91	22122	9148	5960	397	20	25915	9423	6136	456	67
job opportunity	201204	68916	26949	16026	1945	185	39588	21992	15679	1747	82	11165	8832	5134	577	17	18216	7664	4308	491	12
job posting	201204	12683	10131	8809	515	21	14010	11065	9468	527	36	3643	2772	2401	154	1	3865	2915	2547	143	10
we are hiring	201204	77134	52540	19812	2816	259	190132	152332	31379	3395	604	10686	4619	3164	841	51	15609	6283	3997	835	132
all	201205	4655448	1497668	816169	40311	5498	2403185	1386150	768848	34041	3431	2396043	343344	194328	11429	1422	1338266	389065	198303	11171	1552
all old	201205	460479	143283	77970	9850	772	941306	165384	78276	10224	750	227658	36188	20054	2597	190	203344	26338	18307	2433	143
hashtags	201205	4492803	1555707	827508	34101	4244	1854327	1418066	774003	29032	3483	2264207	338978	188780	9475	1103	1157393	396133	194051	9240	1219
job opening	201205	101703	75185	31716	1637	175	801379	43945	28551	2568	166	24354	21548	9092	381	20	13390	11711	7129	364	5
job opportunity	201205	265492	32029	19774	2584	368	61143	27517	16541	1949	183	173154	7099	4675	835	80	160923	7512	4956	810	61
job posting	201205	14815	9099	8075	511	76	12814	10248	8911	530	22	2519	2165	1961	111	4	2373	2050	1867	134	29
we are hiring	201205	39805	12765	10400	3529	331	73357	47641	18194	2937	269	12436	3030	2877	1036	63	7995	2868	2739	916	36
all	201206	3517501	1350329	778426	33546	4052	4655448	1497668	816169	40311	5498	391567	346063	197944	8485	890	422211	372373	213840	7913	864
all old	201206	359514	96388	69562	8493	549	460479	143283	77970	9850	772	46073	24246	17500	1971	196	46805	24912	18009	2016	95
hashtags	201206	3313876	1272284	723892	26047	3435	4492803	1555707	827508	34101	4244	309385	286566	167116	5878	663	339779	308516	181231	5459	612
job opening	201206	85788	41941	29193	1871	235	101703	75185	31716	1637	175	17993	11501	7996	506	93	15823	10682	7491	449	83
job opportunity	201206	44698	28657	17584	1805	102	265492	32029	19774	2584	368	10072	7475	4289	410	19	14440	8171	4881	484	26
job posting	201206	9698	8560	7563	378	42	14815	9099	8075	511	76	2325	2113	1843	84	4	2764	2347	2064	112	8
we are hiring	201206	171050	9716	9291	2986	93	39805	12765	10400	3529	331	11912	2195	2131	614	17	9406	2202	2111	631	8
all	201207	2745433	1363117	799942	36042	3782	1941774	1317336	760725	31430	3755	736691	357000	213135	9169	881	478072	348234	205338	9160	1185
all old	201207	501927	103105	76481	8990	559	348916	93682	67506	8064	480	315688	24883	18805	2699	169	82287	26592	19703	2630	194
hashtags	201207	2450732	1255932	731492	27961	2842	1669731	1234897	704748	24190	3359	728871	360207	209310	7596	685	433853	344612	198519	7533	791
job opening	201207	73608	44691	31527	1489	107	83698	40872	28507	1807	229	18698	9450	6612	382	29	25728	11062	7783	541	28
job opportunity	201207	295266	27266	18589	2002	114	42615	28167	17176	1731	97	246289	6411	4514	714	10	16155	6135	4188	484	54
job posting	201207	28212	10692	9740	685	210	9472	8364	7381	367	42	4864	2724	2490	196	72	13302	3083	2759	240	36
we are hiring	201207	29266	8723	8358	2551	106	166069	9157	8768	2765	66	6633	2318	2230	701	39	7463	2389	2297	692	36
all	201208	2752568	1725347	985194	50455	5152	2800115	1399371	820223	37121	3842	1127492	449056	254221	15395	1244	600825	446154	252021	14204	1110
all old	201208	195828	101787	76304	10654	1463	505615	106056	79029	9261	576	43384	22807	17649	2876	501	42807	23167	17454	2761	217
hashtags	201208	2847669	1764799	979195	45530	5746	2513400	1296273	752762	28981	3017	1221592	452268	250520	14237	2487	620715	457151	251928	13213	943
job opening	201208	83252	46412	31200	2166	203	74761	45798	32427	1527	112	16227	9747	6568	461	99	14605	10336	6535	447	24
job opportunity	201208	32888	19812	16159	2143	145	295886	27590	19015	2054	155	6834	4343	3815	561	36	6534	3976	3533	569	26
job posting	201208	21072	12752	10508	755	83	28538	10945	9949	699	210	4212	3503	2679	187	26	7049	3252	2570	218	21
we are hiring	201208	33482	11373	10886	3753	393	29655	9082	8693	2629	107	11416	3143	3062	1199	106	7866	2984	2840	1047	98
all	201209	7425159	1764061	985166	71837	6183	2752568	1725347	985194	50455	5152	875960	493102	282315	18777	1875	3811116	438978	241306	20099	1602
all old	201209	790471	105649	74860	11438	2218	195828	101787	76304	10654	1463	50934	32572	21723	2812	235	83842	27404	19276	2880	281
hashtags	201209	6392569	1507929	858338	55362	4603	2847669	1764799	979195	45530	5746	737820	421142	245309	14513	1226	3059294	345840	197791	14512	905
job opening	201209	748691	51901	34152	2797	369	83252	46412	31200	2166	203	20589	15564	9753	591	33	27969	13816	9086	653	188
job opportunity	201209	50687	27598	17833	2667	231	32888	19812	16159	2143	145	11892	7451	4510	635	62	19049	7998	4893	769	102
job posting	201209	40565	15570	11320	976	85	21072	12752	10508	755	83	4871	4255	3050	231	38	26739	4383	3176	344	21
we are hiring	201209	85784	10987	10507	3687	416	33482	11373	10886	3753	393	8583	2649	2532	824	36	12611	2965	2818	968	115
all	201210	4678506	1907103	1053775	83634	7203	7440262	1773635	989877	72872	6359	1999364	477386	262413	21962	1646	2366820	469634	259270	22355	2099
all old	201210	579869	120251	86438	13457	2207	791631	107875	76165	11591	2256	87757	32194	23418	3647	689	385895	28508	21569	3908	947
hashtags	201210	3732995	1645299	922164	65258	4373	6396502	1509632	859336	55886	4584	1778526	406877	226994	16818	1000	1891175	445144	243439	18991	1320
job opening	201210	539112	59844	40906	3496	938	748513	52858	34766	2834	379	45875	15313	10371	751	45	473291	15973	11485	1634	714
job opportunity	201210	80727	31360	20198	2999	481	51308	28220	18112	2704	229	13756	9454	6211	884	50	10394	6507	4670	659	145
job posting	201210	34448	17231	12685	1151	290	40724	15693	11418	993	92	10031	4342	3225	305	147	14447	4296	3158	309	68
we are hiring	201210	47449	11734	11092	3715	304	85570	10977	10502	3668	406	18546	3461	3290	1177	90	7626	2838	2647	894	119
all	201211	5906189	1866344	1011745	81928	8133	4678506	1907103	1053775	83634	7203	2374113	440130	242909	17450	1203	814642	520327	273697	21181	1425
