"","Month","Prediction","L1","Win","DWin"
"1","201301","165.803436486646","8.80343648664601","FALSE","FALSE"
"2","201302","162.390450636507","73.609549363493","FALSE","FALSE"
"3","201303","171.131063699132","83.131063699132","TRUE","TRUE"
"4","201304","175.102961591699","10.102961591699","TRUE","TRUE"
"5","201305","164.235070560006","10.764929439994","TRUE","TRUE"
"6","201306","170.867544049792","24.132455950208","TRUE","TRUE"
"7","201307","176.841762454262","14.841762454262","TRUE","TRUE"
"8","201308","188.721326169895","19.721326169895","FALSE","FALSE"
"9","201309","209.242565601144","61.242565601144","FALSE","FALSE"
"10","201310","154.314643409231","49.685356590769","TRUE","TRUE"
"11","201311","187.076193314993","15.923806685007","TRUE","TRUE"
"12","201312","156.841766946525","82.841766946525","TRUE","TRUE"
"13","201401","173.132179219462","60.132179219462","TRUE","TRUE"
"14","201402","166.055726378287","8.94427362171299","TRUE","TRUE"
"15","201403","180.811354450781","11.188645549219","FALSE","TRUE"
"16","201404","180.889337806726","107.110662193274","FALSE","FALSE"
"17","201405","199.471371443308","17.528628556692","FALSE","FALSE"
"18","201406","196.304514171986","91.695485828014","FALSE","FALSE"
"19","201407","220.389735988294","11.389735988294","TRUE","TRUE"
"20","201408","214.772569224336","72.772569224336","TRUE","TRUE"
"21","201409","216.311497664923","31.688502335077","TRUE","TRUE"
"22","201410","234.948080586397","20.948080586397","FALSE","FALSE"
"23","201411","213.227115227797","107.772884772203","FALSE","FALSE"
"24","201412","230.5561227624","769.4438772376","FALSE","FALSE"
