"","Features","L1","medianL1","L2","medianL2","Win","DirectionalWin","WeightedWin","L1_conf","medianL1_conf","L2_conf","medianL2_conf","Win_conf","DirectionalWin_conf","WeightedWin_conf"
"1","IJC+Consensus1+NumVerifiedTweets_Week2_opportunity_AbsoluteDelta+NumPopularTweets_Week1_posting_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta+NumVerifiedTweets_Week1_posting_AbsoluteDelta+NumVerifiedTweets_Month1_all_AbsoluteDelta","44.6204697765481","39.6107059012962","54.5904288342138","40.1120158739499","4.88","6.1","14.4053022345193","6.53892124153016","8.67221990999406","7.21872593483374","8.66842568003405","0.732428864390457","0.685707342568943","41.4259803514699"
"2","IJC+Consensus1+NumVerifiedTweets_Week2_opportunity_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta+NumVerifiedTweets_Week1_posting_AbsoluteDelta","46.0847065533955","38.9684988853701","56.9361216435722","39.3134049427668","4.86","5.74","0.782934466045166","4.97242798200307","5.55471745539978","5.92734256637203","5.6393966819065","0.791864259971078","0.871670707929738","41.9250534474285"
"3","IJC+Consensus1","49.9004265520008","44.3074353916548","61.8350536632288","44.8815511688847","4.88","5","-38.4742655200077","5.97017474958878","8.99424931986395","6.97334797808382","9.01612649730976","0.749024283881861","0.73544367694184","46.1480754580611"
"4","NumVerifiedTweets_Week2_opportunity_AbsoluteDelta+NumPopularTweets_Week1_posting_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta+NumVerifiedTweets_Week1_posting_AbsoluteDelta+NumVerifiedTweets_Month1_all_AbsoluteDelta","57.3731890988693","47.5254644078496","71.2669741565774","47.8245546410147","4.04","5.44","-100.311890988693","5.34430614577738","7.78832400741419","6.04892751523113","7.78395686734335","0.553917862978331","0.657426965399152","46.504595094876"
"5","IJC+NumVerifiedTweets_Week2_opportunity_AbsoluteDelta","47.2339272924691","39.2671973746335","60.8508863593349","39.9826395520831","5","5.36","-39.409272924691","6.26853027941114","8.08506611617074","7.91657979969094","8.10916633887433","0.807162570979182","0.797664407748778","52.3003399772966"
"6","IJC+NumVerifiedTweets_Week2_opportunity_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta+NumVerifiedTweets_Week1_posting_AbsoluteDelta","46.8533769636296","39.0951375519576","58.9680031977641","39.6548197614309","4.98","5.66","-13.3837696362962","6.13435647071033","8.62217638184224","7.2544067116487","8.65660344475792","0.731169023658934","0.715190831102486","54.3966370647423"
"7","Consensus1+NumVerifiedTweets_Week2_opportunity_AbsoluteDelta","48.0606607786882","43.0666115670214","57.4002168498104","43.4168255081441","4.36","4.96","-18.3266077868816","4.49658933144251","6.79394397958788","4.90759802634838","6.87275694086047","0.76622309707051","0.626796359681538","29.9875527660712"
"8","Consensus1+NumVerifiedTweets_Week2_opportunity_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta+NumVerifiedTweets_Week1_posting_AbsoluteDelta","47.3234543365483","42.2839902579508","58.0536980048637","42.6512193806394","4.84","5.3","5.29545663451727","5.02824021841765","6.25209637938605","5.31974887990864","6.28845884970137","0.846994756584873","0.778083485328787","42.1611237688196"
