"","Features","L1","medianL1","L2","medianL2","Win1","Win2","DirectionalWin1","DirectionalWin2","WeightedWin1","WeightedWin2","Prediction"
"1","median","41.7623626367756","35.2709848918034","53.4960572174546","35.3541147866069","9","6","9","7","123.851648358693","-58.9483516413067","237.820982763343"
"2","mean","39.7117277062581","28.8570998184304","51.4847317884235","29.178593011762","9","6","9","7","148.459267524903","-34.340732475097","244.542961472354"
