"","Features","L1","medianL1","L2","medianL2","Win1","Win2","DirectionalWin1","DirectionalWin2","WeightedWin1","WeightedWin2","Prediction"
"1","median","41.6510067842868","30.788693690567","56.7795135460946","30.8037977335002","9","6","9","7","125.187918588558","-57.6120814114422","242.67269272053"
"2","mean","40.524037224085","29.5849508367054","53.4446443210659","29.703438904537","9","6","9","7","138.71155331098","-44.0884466890197","247.568046844632"
