"","Features","L1","medianL1","L2","medianL2","Win1","Win2","DirectionalWin1","DirectionalWin2","WeightedWin1","WeightedWin2","Prediction"
"1","median","42.7165248243309","30.5458460314542","61.1379943639076","30.54730089783","10","7","10","8","112.401702108029","-70.3982978919713","223.898294451412"
"2","mean","42.7006705849273","29.3522870911565","61.1790356537197","29.3747059947211","10","7","10","8","112.591952980872","-70.2080470191282","223.479481837375"
