,Features,L1,medianL1,L2,medianL2,Win1,Win2,DirectionalWin1,DirectionalWin2,WeightedWin1,WeightedWin2
3593,IJC+NumPopularTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumPopularTweets_Week1_allold_Absolute+NumPopularTweets_Week2_allold_Absolute+NumPopularTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta+NumPopularTweets_Week1_allold_AbsoluteDelta+NumPopularTweets_Week2_allold_AbsoluteDelta,55.00068429,42.50498589,66.98954392,42.51460209,8,5,9,7,-35.00821142,-217.8082114
3594,IJC+NumPopularTweets_Week1_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute+NumPopularTweets_Week1_opportunity_AbsoluteDelta+NumPopularTweets_Week2_opportunity_AbsoluteDelta,50.87565984,48.46604837,61.20602225,49.08815548,7,3,8,6,14.49208188,-168.3079181
3595,IJC+NumPopularTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumPopularTweets_Week1_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute+NumPopularTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta+NumPopularTweets_Week1_opportunity_AbsoluteDelta+NumPopularTweets_Week2_opportunity_AbsoluteDelta,52.9188691,49.83637964,64.71404553,51.93577353,5,4,6,6,-10.02642922,-192.8264292
3596,IJC+NumPopularTweets_Week1_allold_Absolute+NumPopularTweets_Week2_allold_Absolute+NumPopularTweets_Week1_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute+NumPopularTweets_Week1_allold_AbsoluteDelta+NumPopularTweets_Week2_allold_AbsoluteDelta+NumPopularTweets_Week1_opportunity_AbsoluteDelta+NumPopularTweets_Week2_opportunity_AbsoluteDelta,53.62723132,40.62180918,63.32517656,40.79359635,6,4,7,7,-18.52677588,-201.3267759
3597,IJC+NumPopularTweets_Week1_opening_Absolute+NumPopularTweets_Week2_opening_Absolute+NumPopularTweets_Week1_opening_AbsoluteDelta+NumPopularTweets_Week2_opening_AbsoluteDelta,49.64276266,44.99854111,58.2636497,46.62451443,5,6,6,8,29.28684809,-153.5131519
3598,IJC+NumPopularTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumPopularTweets_Week1_opening_Absolute+NumPopularTweets_Week2_opening_Absolute+NumPopularTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta+NumPopularTweets_Week1_opening_AbsoluteDelta+NumPopularTweets_Week2_opening_AbsoluteDelta,68.37359824,46.93114613,89.00442704,47.05279337,4,4,5,7,-195.4831789,-378.2831789
3599,IJC+NumPopularTweets_Week1_allold_Absolute+NumPopularTweets_Week2_allold_Absolute+NumPopularTweets_Week1_opening_Absolute+NumPopularTweets_Week2_opening_Absolute+NumPopularTweets_Week1_allold_AbsoluteDelta+NumPopularTweets_Week2_allold_AbsoluteDelta+NumPopularTweets_Week1_opening_AbsoluteDelta+NumPopularTweets_Week2_opening_AbsoluteDelta,55.79880836,41.522259,68.27831175,41.69346483,5,5,6,8,-44.58570031,-227.3857003
3600,IJC+NumPopularTweets_Week1_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute+NumPopularTweets_Week1_opening_Absolute+NumPopularTweets_Week2_opening_Absolute+NumPopularTweets_Week1_opportunity_AbsoluteDelta+NumPopularTweets_Week2_opportunity_AbsoluteDelta+NumPopularTweets_Week1_opening_AbsoluteDelta+NumPopularTweets_Week2_opening_AbsoluteDelta,53.65763929,51.76937732,63.33938901,51.81378468,6,4,7,7,-18.89167146,-201.6916715
3601,IJC+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute,43.61832089,30.85820886,54.36369194,30.86431795,7,4,8,6,101.5801493,-81.21985067
3602,IJC+NumPopularTweets_Month1_allold_Absolute+NumPopularTweets_Week1_allold_Absolute+NumPopularTweets_Week2_allold_Absolute,49.55199034,47.63078311,61.17081947,49.00852732,8,5,8,7,30.37611598,-152.423884
3603,IJC+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumPopularTweets_Month1_allold_Absolute+NumPopularTweets_Week1_allold_Absolute+NumPopularTweets_Week2_allold_Absolute,63.09215349,65.31936107,70.23248777,65.31973952,5,2,7,4,-132.1058419,-314.9058419
3604,IJC+NumPopularTweets_Month1_opportunity_Absolute+NumPopularTweets_Week1_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute,45.26606131,38.40166686,58.86227157,38.93276455,7,5,9,7,81.80726427,-100.9927357
3605,IJC+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumPopularTweets_Month1_opportunity_Absolute+NumPopularTweets_Week1_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute,51.74974305,42.16744498,62.48149836,42.3407741,5,4,7,7,4.003083438,-178.7969166
3606,IJC+NumPopularTweets_Month1_allold_Absolute+NumPopularTweets_Week1_allold_Absolute+NumPopularTweets_Week2_allold_Absolute+NumPopularTweets_Month1_opportunity_Absolute+NumPopularTweets_Week1_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute,47.45917407,37.25516475,59.98122377,37.9006496,7,5,8,7,55.48991119,-127.3100888
3607,IJC+NumPopularTweets_Month1_opening_Absolute+NumPopularTweets_Week1_opening_Absolute+NumPopularTweets_Week2_opening_Absolute,50.53848135,48.57811113,60.00170184,52.53848503,6,5,7,7,18.5382238,-164.2617762
3608,IJC+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumPopularTweets_Month1_opening_Absolute+NumPopularTweets_Week1_opening_Absolute+NumPopularTweets_Week2_opening_Absolute,49.99114853,47.04317823,59.61301803,48.5513307,6,4,7,6,25.10621761,-157.6937824
3609,IJC+NumPopularTweets_Month1_allold_Absolute+NumPopularTweets_Week1_allold_Absolute+NumPopularTweets_Week2_allold_Absolute+NumPopularTweets_Month1_opening_Absolute+NumPopularTweets_Week1_opening_Absolute+NumPopularTweets_Week2_opening_Absolute,51.38660592,35.72048336,65.0291179,35.7636728,6,5,7,8,8.360728999,-174.439271
3610,IJC+NumPopularTweets_Month1_opportunity_Absolute+NumPopularTweets_Week1_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute+NumPopularTweets_Month1_opening_Absolute+NumPopularTweets_Week1_opening_Absolute+NumPopularTweets_Week2_opening_Absolute,50.32827834,36.87155214,62.20365134,37.7505827,8,4,9,7,21.06065988,-161.7393401
3611,IJC+NumPopularTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta,42.61495038,42.39404311,49.37776148,43.80320514,6,3,8,7,113.6205955,-69.17940454
3612,IJC+NumPopularTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Week1_allold_AbsoluteDelta+NumPopularTweets_Week2_allold_AbsoluteDelta,52.262679,50.27054216,61.46202101,50.70882125,6,4,7,7,-2.152148053,-184.9521481
3613,IJC+NumPopularTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta+NumPopularTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Week1_allold_AbsoluteDelta+NumPopularTweets_Week2_allold_AbsoluteDelta,52.41554347,55.1839538,59.73587434,55.3205935,5,2,7,5,-3.98652163,-186.7865216
3614,IJC+NumPopularTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Week1_opportunity_AbsoluteDelta+NumPopularTweets_Week2_opportunity_AbsoluteDelta,48.61388544,42.49658011,59.53661874,42.5987301,6,5,7,7,41.63337475,-141.1666252
3615,IJC+NumPopularTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta+NumPopularTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Week1_opportunity_AbsoluteDelta+NumPopularTweets_Week2_opportunity_AbsoluteDelta,48.54264811,49.32749429,54.75392614,49.34345349,5,5,6,8,42.48822271,-140.3117773
3616,IJC+NumPopularTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Week1_allold_AbsoluteDelta+NumPopularTweets_Week2_allold_AbsoluteDelta+NumPopularTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Week1_opportunity_AbsoluteDelta+NumPopularTweets_Week2_opportunity_AbsoluteDelta,63.98935844,69.20356385,70.53682578,69.20612071,3,2,5,6,-142.8723012,-325.6723012
3617,IJC+NumPopularTweets_Month1_opening_AbsoluteDelta+NumPopularTweets_Week1_opening_AbsoluteDelta+NumPopularTweets_Week2_opening_AbsoluteDelta,50.9105286,49.40201062,59.42924143,51.824662,5,5,6,7,14.07365678,-168.7263432
3618,IJC+NumPopularTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta+NumPopularTweets_Week1_opening_AbsoluteDelta+NumPopularTweets_Week2_opening_AbsoluteDelta,45.43167845,36.21289268,53.33012983,36.51978153,6,4,8,7,79.81985865,-102.9801413
3619,IJC+NumPopularTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Week1_allold_AbsoluteDelta+NumPopularTweets_Week2_allold_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta+NumPopularTweets_Week1_opening_AbsoluteDelta+NumPopularTweets_Week2_opening_AbsoluteDelta,53.18617323,51.56817879,62.33440837,51.84240807,6,3,7,6,-13.23407875,-196.0340788
3620,IJC+NumPopularTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Week1_opportunity_AbsoluteDelta+NumPopularTweets_Week2_opportunity_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta+NumPopularTweets_Week1_opening_AbsoluteDelta+NumPopularTweets_Week2_opening_AbsoluteDelta,53.22887024,50.81398845,62.51534523,50.83958627,4,3,5,5,-13.74644294,-196.5464429
3621,IJC+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumPopularTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta,46.68230208,35.88093768,58.72833989,36.2579437,6,5,7,7,64.81237505,-117.9876249
3622,IJC+NumPopularTweets_Month1_allold_Absolute+NumPopularTweets_Week1_allold_Absolute+NumPopularTweets_Week2_allold_Absolute+NumPopularTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Week1_allold_AbsoluteDelta+NumPopularTweets_Week2_allold_AbsoluteDelta,51.80890795,54.47598581,61.03448826,54.52678055,5,4,6,8,3.293104556,-179.5068954
3623,IJC+NumPopularTweets_Month1_opportunity_Absolute+NumPopularTweets_Week1_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute+NumPopularTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Week1_opportunity_AbsoluteDelta+NumPopularTweets_Week2_opportunity_AbsoluteDelta,44.82999119,35.58260844,58.85539645,37.45402445,7,4,9,7,87.04010567,-95.75989433
3624,IJC+NumPopularTweets_Month1_opening_Absolute+NumPopularTweets_Week1_opening_Absolute+NumPopularTweets_Week2_opening_Absolute+NumPopularTweets_Month1_opening_AbsoluteDelta+NumPopularTweets_Week1_opening_AbsoluteDelta+NumPopularTweets_Week2_opening_AbsoluteDelta,52.07791944,57.05359072,60.47258247,57.68624038,6,5,6,7,0.064966742,-182.7350333
3625,IJC+NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute,50.5007629,48.88349681,59.69312596,50.06484657,6,5,7,7,18.9908452,-163.8091548
3626,IJC+NumTweets_Month1_allold_Absolute+NumPopularTweets_Month1_allold_Absolute,50.29893183,47.20441361,59.32509142,48.71270262,7,4,8,7,21.41281804,-161.387182
3627,IJC+NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute+NumTweets_Month1_allold_Absolute+NumPopularTweets_Month1_allold_Absolute,51.76241726,49.56515103,60.56883727,50.91197628,7,4,8,7,3.850992926,-178.9490071
3628,IJC+NumTweets_Month1_opportunity_Absolute+NumPopularTweets_Month1_opportunity_Absolute,49.22210854,42.90739638,58.36841012,43.4949121,6,5,7,7,34.33469753,-148.4653025
3629,IJC+NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute+NumTweets_Month1_opportunity_Absolute+NumPopularTweets_Month1_opportunity_Absolute,54.28464539,51.21474854,62.50363145,51.24778344,4,4,5,7,-26.41574473,-209.2157447
3630,IJC+NumTweets_Month1_allold_Absolute+NumPopularTweets_Month1_allold_Absolute+NumTweets_Month1_opportunity_Absolute+NumPopularTweets_Month1_opportunity_Absolute,52.52597905,34.79887084,60.21243047,35.08792429,5,3,6,6,-5.311748618,-188.1117486
3631,IJC+NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute+NumTweets_Month1_allold_Absolute+NumPopularTweets_Month1_allold_Absolute+NumTweets_Month1_opportunity_Absolute+NumPopularTweets_Month1_opportunity_Absolute,57.05818636,51.92951437,63.79694814,51.93895186,4,3,5,6,-59.69823631,-242.4982363
3632,IJC+NumTweets_Month1_opening_Absolute+NumPopularTweets_Month1_opening_Absolute,48.56972051,42.40391772,58.05574466,43.1341538,6,5,7,7,42.16335382,-140.6366462
3633,IJC+NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute+NumTweets_Month1_opening_Absolute+NumPopularTweets_Month1_opening_Absolute,52.09000038,50.94045939,60.80372698,52.45756092,7,5,8,7,-0.080004527,-182.8800045
3634,IJC+NumTweets_Month1_allold_Absolute+NumPopularTweets_Month1_allold_Absolute+NumTweets_Month1_opening_Absolute+NumPopularTweets_Month1_opening_Absolute,62.74215043,58.88042491,73.46347005,58.95875774,4,4,5,7,-127.9058052,-310.7058052
3635,IJC+NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute+NumTweets_Month1_allold_Absolute+NumPopularTweets_Month1_allold_Absolute+NumTweets_Month1_opening_Absolute+NumPopularTweets_Month1_opening_Absolute,66.02652009,59.89292528,77.22055553,60.03442325,5,4,6,7,-167.3182411,-350.1182411
3636,IJC+NumTweets_Month1_opportunity_Absolute+NumPopularTweets_Month1_opportunity_Absolute+NumTweets_Month1_opening_Absolute+NumPopularTweets_Month1_opening_Absolute,56.11302786,41.44988186,63.44571637,41.69128488,4,4,5,7,-48.35633433,-231.1563343
3637,IJC+NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute+NumTweets_Month1_opportunity_Absolute+NumPopularTweets_Month1_opportunity_Absolute+NumTweets_Month1_opening_Absolute+NumPopularTweets_Month1_opening_Absolute,62.20777898,58.65692877,68.38593777,58.71860735,5,4,6,7,-121.4933478,-304.2933478
3638,IJC+NumTweets_Month1_allold_Absolute+NumPopularTweets_Month1_allold_Absolute+NumTweets_Month1_opportunity_Absolute+NumPopularTweets_Month1_opportunity_Absolute+NumTweets_Month1_opening_Absolute+NumPopularTweets_Month1_opening_Absolute,63.79680083,64.71919043,71.32652128,65.23012066,5,3,6,6,-140.5616099,-323.3616099
3639,IJC+NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute+NumTweets_Month1_allold_Absolute+NumPopularTweets_Month1_allold_Absolute+NumTweets_Month1_opportunity_Absolute+NumPopularTweets_Month1_opportunity_Absolute+NumTweets_Month1_opening_Absolute+NumPopularTweets_Month1_opening_Absolute,67.72142379,66.6744162,75.26467255,67.07543707,4,3,5,6,-187.6570855,-370.4570855
3640,IJC+NumTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_all_AbsoluteDelta,49.92746516,48.64964302,58.71555416,48.94039823,5,5,6,7,25.87041812,-156.9295819
3641,IJC+NumTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Month1_allold_AbsoluteDelta,50.61036873,48.52043054,59.07538717,48.52859957,7,4,7,7,17.6755752,-165.1244248
3642,IJC+NumTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_all_AbsoluteDelta+NumTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Month1_allold_AbsoluteDelta,54.23251707,52.24524191,64.42264066,52.79574606,6,3,7,6,-25.79020489,-208.5902049
3643,IJC+NumTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Month1_opportunity_AbsoluteDelta,48.41540169,41.54743574,57.76915425,42.23023955,7,5,8,7,44.01517976,-138.7848202
3644,IJC+NumTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_all_AbsoluteDelta+NumTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Month1_opportunity_AbsoluteDelta,52.01574313,54.83829838,58.22452491,54.84038133,5,4,6,7,0.81108245,-181.9889175
3645,IJC+NumTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Month1_allold_AbsoluteDelta+NumTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Month1_opportunity_AbsoluteDelta,55.41904222,65.58138394,61.78368833,65.65398294,6,3,7,7,-40.0285066,-222.8285066
3646,IJC+NumTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_all_AbsoluteDelta+NumTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Month1_allold_AbsoluteDelta+NumTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Month1_opportunity_AbsoluteDelta,57.8675134,64.88398432,64.31906806,65.11824786,5,1,6,5,-69.41016075,-252.2101608
3647,IJC+NumTweets_Month1_opening_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta,50.209708,46.39299856,58.70051534,47.28411625,6,5,7,7,22.48350404,-160.316496
3648,IJC+NumTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_all_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta,51.93531501,46.44083682,61.04349304,47.07669291,6,5,7,7,1.776219874,-181.0237801
3649,IJC+NumTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Month1_allold_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta,51.18532349,50.15921808,59.59957585,50.57039567,6,4,6,7,10.77611817,-172.0238818
3650,IJC+NumTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_all_AbsoluteDelta+NumTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Month1_allold_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta,54.83062537,49.84855507,64.38875201,50.72123815,5,4,6,7,-32.9675045,-215.7675045
3651,IJC+NumTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta,53.66318691,50.00714274,58.61651095,50.25271707,5,3,6,7,-18.95824292,-201.7582429
3652,IJC+NumTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_all_AbsoluteDelta+NumTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta,55.60910974,55.87930349,60.97355062,55.88262565,6,3,7,6,-42.30931687,-225.1093169
3653,IJC+NumTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Month1_allold_AbsoluteDelta+NumTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta,56.50704713,60.74905069,63.82417045,60.97771895,6,2,7,6,-53.08456559,-235.8845656
3654,IJC+NumTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_all_AbsoluteDelta+NumTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Month1_allold_AbsoluteDelta+NumTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta,58.69487368,61.30714828,66.16255534,61.84938919,5,1,6,5,-79.33848419,-262.1384842
3655,IJC+NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute+NumTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_all_AbsoluteDelta,56.63080913,55.59839608,66.13540968,56.60460442,5,4,6,7,-54.56970957,-237.3697096
3656,IJC+NumTweets_Month1_allold_Absolute+NumPopularTweets_Month1_allold_Absolute+NumTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Month1_allold_AbsoluteDelta,53.34321609,54.87566928,61.47942644,55.87657459,6,4,7,7,-15.1185931,-197.9185931
3657,IJC+NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute+NumTweets_Month1_allold_Absolute+NumPopularTweets_Month1_allold_Absolute+NumTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_all_AbsoluteDelta+NumTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Month1_allold_AbsoluteDelta,69.55855892,70.05713718,77.78788216,70.06700875,1,1,2,5,-209.702707,-392.502707
3658,IJC+NumTweets_Month1_opportunity_Absolute+NumPopularTweets_Month1_opportunity_Absolute+NumTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Month1_opportunity_AbsoluteDelta,47.28129655,40.64702021,57.49731411,40.76177248,8,6,8,7,57.62444142,-125.1755586
3659,IJC+NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute+NumTweets_Month1_opportunity_Absolute+NumPopularTweets_Month1_opportunity_Absolute+NumTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_all_AbsoluteDelta+NumTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Month1_opportunity_AbsoluteDelta,66.33610552,62.34394979,74.70558761,62.35138254,3,3,4,6,-171.0332662,-353.8332662
3660,IJC+NumTweets_Month1_allold_Absolute+NumPopularTweets_Month1_allold_Absolute+NumTweets_Month1_opportunity_Absolute+NumPopularTweets_Month1_opportunity_Absolute+NumTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Month1_allold_AbsoluteDelta+NumTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Month1_opportunity_AbsoluteDelta,61.58515575,68.76959081,65.660507,68.82281983,5,3,6,7,-114.021869,-296.821869
3661,IJC+NumTweets_Month1_opening_Absolute+NumPopularTweets_Month1_opening_Absolute+NumTweets_Month1_opening_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta,51.70191908,52.44513241,60.09553203,54.21840199,6,5,7,7,4.576971059,-178.2230289
3662,IJC+NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute+NumTweets_Month1_opening_Absolute+NumPopularTweets_Month1_opening_Absolute+NumTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_all_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta,60.05998721,51.68722314,70.32735356,53.9400116,3,4,4,7,-95.71984646,-278.5198465
3663,IJC+NumTweets_Month1_allold_Absolute+NumPopularTweets_Month1_allold_Absolute+NumTweets_Month1_opening_Absolute+NumPopularTweets_Month1_opening_Absolute+NumTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Month1_allold_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta,71.70723721,75.02593749,80.48765928,75.0318244,4,3,5,7,-235.4868466,-418.2868466
3664,IJC+NumTweets_Month1_opportunity_Absolute+NumPopularTweets_Month1_opportunity_Absolute+NumTweets_Month1_opening_Absolute+NumPopularTweets_Month1_opening_Absolute+NumTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta,56.39743455,49.32948685,61.29327848,49.46399166,4,3,5,6,-51.76921457,-234.5692146
3665,IJC+NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute,51.70866646,48.26633145,60.20129476,49.82513857,7,4,8,7,4.496002504,-178.3039975
3666,IJC+NumTweets_Week1_allold_Absolute+NumPopularTweets_Week1_allold_Absolute,48.7355404,41.32913894,58.00929703,41.99007229,7,5,8,7,40.17351525,-142.6264847
3667,IJC+NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumTweets_Week1_allold_Absolute+NumPopularTweets_Week1_allold_Absolute,53.90496022,51.34226816,62.17667398,53.37328377,6,4,7,7,-21.85952259,-204.6595226
3668,IJC+NumTweets_Week1_opportunity_Absolute+NumPopularTweets_Week1_opportunity_Absolute,48.5181755,40.08066018,57.97600649,40.84220155,7,5,8,7,42.78189395,-140.0181061
3669,IJC+NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumTweets_Week1_opportunity_Absolute+NumPopularTweets_Week1_opportunity_Absolute,50.16799713,43.8061992,59.61210276,44.52207652,6,4,7,7,22.98403442,-159.8159656
3670,IJC+NumTweets_Week1_allold_Absolute+NumPopularTweets_Week1_allold_Absolute+NumTweets_Week1_opportunity_Absolute+NumPopularTweets_Week1_opportunity_Absolute,50.23000722,42.42504914,60.01858825,43.66850134,6,4,7,7,22.23991332,-160.5600867
3671,IJC+NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumTweets_Week1_allold_Absolute+NumPopularTweets_Week1_allold_Absolute+NumTweets_Week1_opportunity_Absolute+NumPopularTweets_Week1_opportunity_Absolute,53.31515882,44.99270031,63.07560756,45.11404577,6,4,7,7,-14.78190581,-197.5819058
3672,IJC+NumTweets_Week1_opening_Absolute+NumPopularTweets_Week1_opening_Absolute,51.88769712,43.77359214,60.6810595,44.07014112,6,4,7,7,2.347634597,-180.4523654
3673,IJC+NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumTweets_Week1_opening_Absolute+NumPopularTweets_Week1_opening_Absolute,48.54295599,46.25358158,58.13172198,46.55369744,6,5,7,8,42.48452817,-140.3154718
3674,IJC+NumTweets_Week1_allold_Absolute+NumPopularTweets_Week1_allold_Absolute+NumTweets_Week1_opening_Absolute+NumPopularTweets_Week1_opening_Absolute,55.83712722,49.19073626,64.76408171,49.37086002,6,3,7,7,-45.04552669,-227.8455267
3675,IJC+NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumTweets_Week1_allold_Absolute+NumPopularTweets_Week1_allold_Absolute+NumTweets_Week1_opening_Absolute+NumPopularTweets_Week1_opening_Absolute,54.10311496,47.69425814,63.01892175,48.12133835,6,4,7,7,-24.23737955,-207.0373795
3676,IJC+NumTweets_Week1_opportunity_Absolute+NumPopularTweets_Week1_opportunity_Absolute+NumTweets_Week1_opening_Absolute+NumPopularTweets_Week1_opening_Absolute,55.14167219,45.5365869,64.14428368,45.78083262,5,4,6,7,-36.70006629,-219.5000663
3677,IJC+NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumTweets_Week1_opportunity_Absolute+NumPopularTweets_Week1_opportunity_Absolute+NumTweets_Week1_opening_Absolute+NumPopularTweets_Week1_opening_Absolute,49.89739459,37.95121434,61.92232056,38.12512304,6,4,7,7,26.23126497,-156.568735
