,Features,L1,medianL1,L2,medianL2,Win1,Win2,DirectionalWin1,DirectionalWin2,WeightedWin1,WeightedWin2
623,NumTweets_Week1_allold_AbsoluteDelta+NumPopularTweets_Week1_allold_AbsoluteDelta+NumTweets_Week1_opening_AbsoluteDelta+NumPopularTweets_Week1_opening_AbsoluteDelta,71.5309211,65.79092893,81.31581471,65.85259014,3,2,5,7,-233.3710532,-416.1710532
624,NumTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week1_all_AbsoluteDelta+NumTweets_Week1_allold_AbsoluteDelta+NumPopularTweets_Week1_allold_AbsoluteDelta+NumTweets_Week1_opening_AbsoluteDelta+NumPopularTweets_Week1_opening_AbsoluteDelta,77.52105441,79.52408488,87.44841643,80.18200276,3,2,5,7,-305.2526529,-488.0526529
625,NumTweets_Week1_opportunity_AbsoluteDelta+NumPopularTweets_Week1_opportunity_AbsoluteDelta+NumTweets_Week1_opening_AbsoluteDelta+NumPopularTweets_Week1_opening_AbsoluteDelta,69.35562182,67.11566452,79.06326486,67.26441767,4,2,6,7,-207.2674619,-390.0674619
626,NumTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week1_all_AbsoluteDelta+NumTweets_Week1_opportunity_AbsoluteDelta+NumPopularTweets_Week1_opportunity_AbsoluteDelta+NumTweets_Week1_opening_AbsoluteDelta+NumPopularTweets_Week1_opening_AbsoluteDelta,76.45877539,71.44216873,84.63990195,71.54323451,3,2,5,7,-292.5053047,-475.3053047
627,NumTweets_Week1_allold_AbsoluteDelta+NumPopularTweets_Week1_allold_AbsoluteDelta+NumTweets_Week1_opportunity_AbsoluteDelta+NumPopularTweets_Week1_opportunity_AbsoluteDelta+NumTweets_Week1_opening_AbsoluteDelta+NumPopularTweets_Week1_opening_AbsoluteDelta,73.62988233,63.97706417,81.75709602,64.1989183,3,2,5,7,-258.558588,-441.358588
628,NumTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week1_all_AbsoluteDelta+NumTweets_Week1_allold_AbsoluteDelta+NumPopularTweets_Week1_allold_AbsoluteDelta+NumTweets_Week1_opportunity_AbsoluteDelta+NumPopularTweets_Week1_opportunity_AbsoluteDelta+NumTweets_Week1_opening_AbsoluteDelta+NumPopularTweets_Week1_opening_AbsoluteDelta,79.88849425,81.80490471,87.76002079,82.53772485,3,2,5,7,-333.661931,-516.461931
629,NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week1_all_AbsoluteDelta,49.38805656,40.04315163,59.88414008,43.01114077,7,4,8,6,32.34332124,-150.4566788
630,NumTweets_Week1_allold_Absolute+NumPopularTweets_Week1_allold_Absolute+NumTweets_Week1_allold_AbsoluteDelta+NumPopularTweets_Week1_allold_AbsoluteDelta,56.91827745,58.64346494,65.65464811,59.16679362,6,4,7,7,-58.01932938,-240.8193294
631,NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumTweets_Week1_allold_Absolute+NumPopularTweets_Week1_allold_Absolute+NumTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week1_all_AbsoluteDelta+NumTweets_Week1_allold_AbsoluteDelta+NumPopularTweets_Week1_allold_AbsoluteDelta,62.35687974,66.3807737,72.26151227,66.38187419,4,3,5,5,-123.2825569,-306.0825569
632,NumTweets_Week1_opportunity_Absolute+NumPopularTweets_Week1_opportunity_Absolute+NumTweets_Week1_opportunity_AbsoluteDelta+NumPopularTweets_Week1_opportunity_AbsoluteDelta,58.40346924,50.36642623,67.19243502,50.3670279,6,3,7,7,-75.84163091,-258.6416309
633,NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumTweets_Week1_opportunity_Absolute+NumPopularTweets_Week1_opportunity_Absolute+NumTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week1_all_AbsoluteDelta+NumTweets_Week1_opportunity_AbsoluteDelta+NumPopularTweets_Week1_opportunity_AbsoluteDelta,55.9279856,67.76323696,65.47829378,67.89424124,6,4,7,7,-46.13582721,-228.9358272
634,NumTweets_Week1_allold_Absolute+NumPopularTweets_Week1_allold_Absolute+NumTweets_Week1_opportunity_Absolute+NumPopularTweets_Week1_opportunity_Absolute+NumTweets_Week1_allold_AbsoluteDelta+NumPopularTweets_Week1_allold_AbsoluteDelta+NumTweets_Week1_opportunity_AbsoluteDelta+NumPopularTweets_Week1_opportunity_AbsoluteDelta,63.66435193,67.90982604,71.70371467,67.92356469,5,3,6,6,-138.9722231,-321.7722231
635,NumTweets_Week1_opening_Absolute+NumPopularTweets_Week1_opening_Absolute+NumTweets_Week1_opening_AbsoluteDelta+NumPopularTweets_Week1_opening_AbsoluteDelta,65.83151847,61.64681204,74.65015066,61.64829159,5,1,6,6,-164.9782217,-347.7782217
636,NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumTweets_Week1_opening_Absolute+NumPopularTweets_Week1_opening_Absolute+NumTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week1_all_AbsoluteDelta+NumTweets_Week1_opening_AbsoluteDelta+NumPopularTweets_Week1_opening_AbsoluteDelta,44.52919878,28.52902191,56.3586857,28.92880949,6,3,8,6,90.64961462,-92.15038538
637,NumTweets_Week1_allold_Absolute+NumPopularTweets_Week1_allold_Absolute+NumTweets_Week1_opening_Absolute+NumPopularTweets_Week1_opening_Absolute+NumTweets_Week1_allold_AbsoluteDelta+NumPopularTweets_Week1_allold_AbsoluteDelta+NumTweets_Week1_opening_AbsoluteDelta+NumPopularTweets_Week1_opening_AbsoluteDelta,67.37779306,55.95670334,73.25878011,55.9664002,4,2,6,7,-183.5335167,-366.3335167
638,NumTweets_Week1_opportunity_Absolute+NumPopularTweets_Week1_opportunity_Absolute+NumTweets_Week1_opening_Absolute+NumPopularTweets_Week1_opening_Absolute+NumTweets_Week1_opportunity_AbsoluteDelta+NumPopularTweets_Week1_opportunity_AbsoluteDelta+NumTweets_Week1_opening_AbsoluteDelta+NumPopularTweets_Week1_opening_AbsoluteDelta,62.64355982,61.29454347,71.70813481,61.80960257,5,2,6,6,-126.7227178,-309.5227178
639,NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute+NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute,49.92491974,43.75318555,60.58838843,45.28369293,6,6,7,8,25.90096313,-156.8990369
640,NumTweets_Month1_allold_Absolute+NumPopularTweets_Month1_allold_Absolute+NumTweets_Week1_allold_Absolute+NumPopularTweets_Week1_allold_Absolute,56.62379324,57.21255955,66.07828734,57.38232165,6,4,7,7,-54.48551884,-237.2855188
641,NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute+NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumTweets_Month1_allold_Absolute+NumPopularTweets_Month1_allold_Absolute+NumTweets_Week1_allold_Absolute+NumPopularTweets_Week1_allold_Absolute,67.87894177,68.41981754,85.19819547,68.42093841,5,3,7,5,-189.5473012,-372.3473012
642,NumTweets_Month1_opportunity_Absolute+NumPopularTweets_Month1_opportunity_Absolute+NumTweets_Week1_opportunity_Absolute+NumPopularTweets_Week1_opportunity_Absolute,58.71013287,53.57632181,69.45800838,53.64646592,6,3,7,7,-79.52159445,-262.3215944
643,NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute+NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumTweets_Month1_opportunity_Absolute+NumPopularTweets_Month1_opportunity_Absolute+NumTweets_Week1_opportunity_Absolute+NumPopularTweets_Week1_opportunity_Absolute,54.83807494,48.82992714,67.50445886,49.28110933,5,5,6,7,-33.05689926,-215.8568993
644,NumTweets_Month1_allold_Absolute+NumPopularTweets_Month1_allold_Absolute+NumTweets_Week1_allold_Absolute+NumPopularTweets_Week1_allold_Absolute+NumTweets_Month1_opportunity_Absolute+NumPopularTweets_Month1_opportunity_Absolute+NumTweets_Week1_opportunity_Absolute+NumPopularTweets_Week1_opportunity_Absolute,61.37349357,57.29097269,71.83421258,57.93599639,5,3,6,6,-111.4819229,-294.2819229
645,NumTweets_Month1_opening_Absolute+NumPopularTweets_Month1_opening_Absolute+NumTweets_Week1_opening_Absolute+NumPopularTweets_Week1_opening_Absolute,64.20121185,57.91535692,73.00653524,57.94150203,5,2,6,7,-145.4145422,-328.2145422
646,NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute+NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumTweets_Month1_opening_Absolute+NumPopularTweets_Month1_opening_Absolute+NumTweets_Week1_opening_Absolute+NumPopularTweets_Week1_opening_Absolute,49.35646665,34.48532946,65.59417326,35.68322681,6,5,7,8,32.72240025,-150.0775998
647,NumTweets_Month1_allold_Absolute+NumPopularTweets_Month1_allold_Absolute+NumTweets_Week1_allold_Absolute+NumPopularTweets_Week1_allold_Absolute+NumTweets_Month1_opening_Absolute+NumPopularTweets_Month1_opening_Absolute+NumTweets_Week1_opening_Absolute+NumPopularTweets_Week1_opening_Absolute,58.77401456,49.13722779,65.80482076,49.21893277,5,3,6,8,-80.28817474,-263.0881747
648,NumTweets_Month1_opportunity_Absolute+NumPopularTweets_Month1_opportunity_Absolute+NumTweets_Week1_opportunity_Absolute+NumPopularTweets_Week1_opportunity_Absolute+NumTweets_Month1_opening_Absolute+NumPopularTweets_Month1_opening_Absolute+NumTweets_Week1_opening_Absolute+NumPopularTweets_Week1_opening_Absolute,61.53740013,52.88414291,70.79769436,53.31286699,5,3,7,8,-113.4488015,-296.2488015
649,NumTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_all_AbsoluteDelta+NumTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week1_all_AbsoluteDelta,75.37058491,74.11589782,86.33345866,74.38814791,4,2,6,7,-279.4470189,-462.2470189
650,NumTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Month1_allold_AbsoluteDelta+NumTweets_Week1_allold_AbsoluteDelta+NumPopularTweets_Week1_allold_AbsoluteDelta,74.24727787,74.46034663,83.49169841,74.84212661,4,2,6,7,-265.9673345,-448.7673345
651,NumTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_all_AbsoluteDelta+NumTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week1_all_AbsoluteDelta+NumTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Month1_allold_AbsoluteDelta+NumTweets_Week1_allold_AbsoluteDelta+NumPopularTweets_Week1_allold_AbsoluteDelta,89.78904082,96.7689814,103.0908955,98.06350579,5,2,7,7,-452.4684899,-635.2684899
652,NumTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Week1_opportunity_AbsoluteDelta+NumPopularTweets_Week1_opportunity_AbsoluteDelta,70.95961994,64.6380153,81.33624527,64.68837881,4,2,6,7,-226.5154393,-409.3154393
653,NumTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_all_AbsoluteDelta+NumTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week1_all_AbsoluteDelta+NumTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Week1_opportunity_AbsoluteDelta+NumPopularTweets_Week1_opportunity_AbsoluteDelta,80.92396541,78.575814,90.32682457,79.1595293,3,2,5,7,-346.087585,-528.887585
654,NumTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Month1_allold_AbsoluteDelta+NumTweets_Week1_allold_AbsoluteDelta+NumPopularTweets_Week1_allold_AbsoluteDelta+NumTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Week1_opportunity_AbsoluteDelta+NumPopularTweets_Week1_opportunity_AbsoluteDelta,77.07048339,71.34263514,88.45117714,72.49598797,4,2,6,7,-299.8458007,-482.6458007
655,NumTweets_Month1_opening_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta+NumTweets_Week1_opening_AbsoluteDelta+NumPopularTweets_Week1_opening_AbsoluteDelta,71.4397616,67.18802131,81.28685353,67.35807106,4,2,6,7,-232.2771392,-415.0771392
656,NumTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_all_AbsoluteDelta+NumTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week1_all_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta+NumTweets_Week1_opening_AbsoluteDelta+NumPopularTweets_Week1_opening_AbsoluteDelta,83.99320811,71.86386125,103.6538955,72.2719779,4,2,6,7,-382.9184973,-565.7184973
657,NumTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Month1_allold_AbsoluteDelta+NumTweets_Week1_allold_AbsoluteDelta+NumPopularTweets_Week1_allold_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta+NumTweets_Week1_opening_AbsoluteDelta+NumPopularTweets_Week1_opening_AbsoluteDelta,75.61972389,68.06142451,85.54655333,68.32072966,4,2,6,7,-282.4366867,-465.2366867
658,NumTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Week1_opportunity_AbsoluteDelta+NumPopularTweets_Week1_opportunity_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta+NumTweets_Week1_opening_AbsoluteDelta+NumPopularTweets_Week1_opening_AbsoluteDelta,72.56294426,66.29718222,82.32881849,67.10099331,4,3,6,8,-245.7553311,-428.5553311
659,NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute+NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_all_AbsoluteDelta+NumTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week1_all_AbsoluteDelta,57.51838095,51.83381518,66.83711036,51.84119329,5,4,6,7,-65.22057145,-248.0205714
660,NumTweets_Month1_allold_Absolute+NumPopularTweets_Month1_allold_Absolute+NumTweets_Week1_allold_Absolute+NumPopularTweets_Week1_allold_Absolute+NumTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Month1_allold_AbsoluteDelta+NumTweets_Week1_allold_AbsoluteDelta+NumPopularTweets_Week1_allold_AbsoluteDelta,53.09976183,51.91321534,63.70801698,53.32572422,6,6,6,7,-12.19714192,-194.9971419
661,NumTweets_Month1_opportunity_Absolute+NumPopularTweets_Month1_opportunity_Absolute+NumTweets_Week1_opportunity_Absolute+NumPopularTweets_Week1_opportunity_Absolute+NumTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Week1_opportunity_AbsoluteDelta+NumPopularTweets_Week1_opportunity_AbsoluteDelta,53.73643827,46.06499979,64.45690355,46.12912426,5,4,6,6,-19.83725927,-202.6372593
662,NumTweets_Month1_opening_Absolute+NumPopularTweets_Month1_opening_Absolute+NumTweets_Week1_opening_Absolute+NumPopularTweets_Week1_opening_Absolute+NumTweets_Month1_opening_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta+NumTweets_Week1_opening_AbsoluteDelta+NumPopularTweets_Week1_opening_AbsoluteDelta,56.15052906,50.22402271,65.94715312,50.77265462,5,2,6,6,-48.80634869,-231.6063487
663,NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute,53.85539161,46.03237342,63.05100804,46.37614357,6,5,7,7,-21.26469935,-204.0646993
664,NumTweets_Week2_allold_Absolute+NumPopularTweets_Week2_allold_Absolute,60.12037158,54.03430331,68.08022315,54.0345653,6,2,7,7,-96.44445899,-279.244459
665,NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumTweets_Week2_allold_Absolute+NumPopularTweets_Week2_allold_Absolute,53.77044303,44.44792474,63.20791083,44.83468505,6,3,7,6,-20.24531637,-203.0453164
666,NumTweets_Week2_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute,60.21307635,52.9627902,68.1549005,52.98280752,5,2,7,7,-97.5569162,-280.3569162
667,NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumTweets_Week2_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute,54.24951328,46.67774578,63.45088953,46.99604045,6,5,7,7,-25.99415939,-208.7941594
668,NumTweets_Week2_allold_Absolute+NumPopularTweets_Week2_allold_Absolute+NumTweets_Week2_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute,60.90602357,56.20277429,68.85177466,56.2051989,6,2,7,7,-105.8722829,-288.6722829
669,NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumTweets_Week2_allold_Absolute+NumPopularTweets_Week2_allold_Absolute+NumTweets_Week2_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute,54.63838047,49.40327951,64.53953501,49.41634065,6,4,7,7,-30.66056562,-213.4605656
670,NumTweets_Week2_opening_Absolute+NumPopularTweets_Week2_opening_Absolute,63.61488071,58.97363536,71.19649786,58.97366287,4,2,6,7,-138.3785686,-321.1785686
671,NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumTweets_Week2_opening_Absolute+NumPopularTweets_Week2_opening_Absolute,55.0149236,47.20425966,64.16791693,47.2647622,6,3,7,7,-35.17908318,-217.9790832
672,NumTweets_Week2_allold_Absolute+NumPopularTweets_Week2_allold_Absolute+NumTweets_Week2_opening_Absolute+NumPopularTweets_Week2_opening_Absolute,60.84388163,49.31248942,70.65960215,49.3380009,5,2,6,7,-105.1265795,-287.9265795
673,NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumTweets_Week2_allold_Absolute+NumPopularTweets_Week2_allold_Absolute+NumTweets_Week2_opening_Absolute+NumPopularTweets_Week2_opening_Absolute,57.82441874,47.47871465,68.49484229,48.01602802,5,4,6,7,-68.89302493,-251.6930249
674,NumTweets_Week2_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute+NumTweets_Week2_opening_Absolute+NumPopularTweets_Week2_opening_Absolute,61.25417733,54.11151498,68.82013376,54.11751882,5,2,6,7,-110.050128,-292.850128
675,NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumTweets_Week2_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute+NumTweets_Week2_opening_Absolute+NumPopularTweets_Week2_opening_Absolute,55.19985569,46.83737805,64.21525579,46.90022544,6,4,7,8,-37.39826826,-220.1982683
676,NumTweets_Week2_allold_Absolute+NumPopularTweets_Week2_allold_Absolute+NumTweets_Week2_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute+NumTweets_Week2_opening_Absolute+NumPopularTweets_Week2_opening_Absolute,63.05864732,51.64103584,73.1199919,51.64809481,5,2,6,7,-131.7037678,-314.5037678
677,NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumTweets_Week2_allold_Absolute+NumPopularTweets_Week2_allold_Absolute+NumTweets_Week2_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute+NumTweets_Week2_opening_Absolute+NumPopularTweets_Week2_opening_Absolute,60.12874417,51.17681552,73.09969824,52.98261848,5,4,6,7,-96.54493005,-279.34493
678,NumTweets_Week2_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta,71.44672087,67.47442439,81.9935563,67.47846934,3,2,5,7,-232.3606505,-415.1606505
679,NumTweets_Week2_allold_AbsoluteDelta+NumPopularTweets_Week2_allold_AbsoluteDelta,72.66606186,76.21444137,82.30371759,76.22257651,4,2,6,7,-246.9927423,-429.7927423
680,NumTweets_Week2_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumPopularTweets_Week2_allold_AbsoluteDelta,74.94703163,77.73336179,84.43203343,78.0504915,4,2,6,7,-274.3643795,-457.1643795
681,NumTweets_Week2_opportunity_AbsoluteDelta+NumPopularTweets_Week2_opportunity_AbsoluteDelta,69.73388654,63.52704956,80.72214737,63.60671839,4,2,6,7,-211.8066385,-394.6066385
682,NumTweets_Week2_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta+NumPopularTweets_Week2_opportunity_AbsoluteDelta,71.36932403,61.15045646,85.05450032,61.27490948,3,2,5,7,-231.4318883,-414.2318883
683,NumTweets_Week2_allold_AbsoluteDelta+NumPopularTweets_Week2_allold_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta+NumPopularTweets_Week2_opportunity_AbsoluteDelta,72.8125086,70.52467167,83.65321031,70.6587872,4,2,6,7,-248.7501032,-431.5501032
684,NumTweets_Week2_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumPopularTweets_Week2_allold_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta+NumPopularTweets_Week2_opportunity_AbsoluteDelta,74.84349195,74.29987248,87.41947009,74.42313639,4,2,6,7,-273.1219034,-455.9219034
685,NumTweets_Week2_opening_AbsoluteDelta+NumPopularTweets_Week2_opening_AbsoluteDelta,72.2822289,69.9588259,81.82255707,69.98163825,4,2,6,7,-242.3867468,-425.1867468
686,NumTweets_Week2_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta+NumPopularTweets_Week2_opening_AbsoluteDelta,74.40241411,73.78539158,83.94411095,73.78540254,4,2,6,7,-267.8289693,-450.6289693
687,NumTweets_Week2_allold_AbsoluteDelta+NumPopularTweets_Week2_allold_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta+NumPopularTweets_Week2_opening_AbsoluteDelta,75.71827352,74.67529385,86.07309251,74.67533879,4,2,6,7,-283.6192823,-466.4192823
688,NumTweets_Week2_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumPopularTweets_Week2_allold_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta+NumPopularTweets_Week2_opening_AbsoluteDelta,78.61884051,80.24874747,89.35025651,80.26495923,4,2,6,7,-318.4260861,-501.2260861
689,NumTweets_Week2_opportunity_AbsoluteDelta+NumPopularTweets_Week2_opportunity_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta+NumPopularTweets_Week2_opening_AbsoluteDelta,71.22523181,63.35546301,80.93234564,63.35570252,4,2,6,7,-229.7027817,-412.5027817
690,NumTweets_Week2_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta+NumPopularTweets_Week2_opportunity_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta+NumPopularTweets_Week2_opening_AbsoluteDelta,73.7735773,65.61849238,85.20754389,65.62645007,3,2,5,7,-260.2829277,-443.0829277
691,NumTweets_Week2_allold_AbsoluteDelta+NumPopularTweets_Week2_allold_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta+NumPopularTweets_Week2_opportunity_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta+NumPopularTweets_Week2_opening_AbsoluteDelta,75.62919546,69.03320642,85.56978776,69.03438032,4,2,6,7,-282.5503455,-465.3503455
692,NumTweets_Week2_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumPopularTweets_Week2_allold_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta+NumPopularTweets_Week2_opportunity_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta+NumPopularTweets_Week2_opening_AbsoluteDelta,79.4226818,74.71597929,91.37079121,74.87677147,4,2,6,7,-328.0721816,-510.8721816
693,NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumTweets_Week2_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta,56.58193554,55.22843827,65.48836827,55.49378329,6,5,7,7,-53.98322651,-236.7832265
694,NumTweets_Week2_allold_Absolute+NumPopularTweets_Week2_allold_Absolute+NumTweets_Week2_allold_AbsoluteDelta+NumPopularTweets_Week2_allold_AbsoluteDelta,58.63990576,57.05824582,66.81282492,57.07532892,6,4,7,7,-78.67886908,-261.4788691
695,NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumTweets_Week2_allold_Absolute+NumPopularTweets_Week2_allold_Absolute+NumTweets_Week2_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumPopularTweets_Week2_allold_AbsoluteDelta,55.11308232,55.196527,66.66425041,55.33170671,5,2,6,5,-36.35698781,-219.1569878
696,NumTweets_Week2_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute+NumTweets_Week2_opportunity_AbsoluteDelta+NumPopularTweets_Week2_opportunity_AbsoluteDelta,56.1339734,48.02532455,65.33053153,48.02540132,6,3,7,7,-48.60768085,-231.4076808
697,NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumTweets_Week2_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute+NumTweets_Week2_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta+NumPopularTweets_Week2_opportunity_AbsoluteDelta,61.5894449,53.15944159,72.87769187,53.71981459,5,3,6,6,-114.0733388,-296.8733388
698,NumTweets_Week2_allold_Absolute+NumPopularTweets_Week2_allold_Absolute+NumTweets_Week2_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute+NumTweets_Week2_allold_AbsoluteDelta+NumPopularTweets_Week2_allold_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta+NumPopularTweets_Week2_opportunity_AbsoluteDelta,60.974927,71.26725328,67.26414233,71.26981971,5,3,6,6,-106.699124,-289.499124
699,NumTweets_Week2_opening_Absolute+NumPopularTweets_Week2_opening_Absolute+NumTweets_Week2_opening_AbsoluteDelta+NumPopularTweets_Week2_opening_AbsoluteDelta,64.75452464,60.64888134,72.12057021,60.68803817,5,2,6,7,-152.0542957,-334.8542957
700,NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumTweets_Week2_opening_Absolute+NumPopularTweets_Week2_opening_Absolute+NumTweets_Week2_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta+NumPopularTweets_Week2_opening_AbsoluteDelta,53.82465747,45.72002177,65.20500262,46.16301225,6,3,7,6,-20.89588963,-203.6958896
701,NumTweets_Week2_allold_Absolute+NumPopularTweets_Week2_allold_Absolute+NumTweets_Week2_opening_Absolute+NumPopularTweets_Week2_opening_Absolute+NumTweets_Week2_allold_AbsoluteDelta+NumPopularTweets_Week2_allold_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta+NumPopularTweets_Week2_opening_AbsoluteDelta,60.2968332,52.40708416,70.14096759,53.10887654,5,2,6,7,-98.56199845,-281.3619984
702,NumTweets_Week2_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute+NumTweets_Week2_opening_Absolute+NumPopularTweets_Week2_opening_Absolute+NumTweets_Week2_opportunity_AbsoluteDelta+NumPopularTweets_Week2_opportunity_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta+NumPopularTweets_Week2_opening_AbsoluteDelta,55.48026343,57.26305828,63.79569125,58.48132884,6,2,7,5,-40.76316115,-223.5631612
