"","Features","L1","medianL1","L2","medianL2","Win1","Win2","DirectionalWin1","DirectionalWin2","WeightedWin1","WeightedWin2","Prediction"
"1","median","44.8534441219842","39.1879353856755","58.7636236070579","39.2054147685405","9","6","9","7","86.7586705361894","-96.0413294638107","249.101707745349"
"2","mean","42.9939165127015","40.8843577731773","55.550025646346","41.0012395567845","8","6","8","7","109.073001847583","-73.7269981524175","249.125431879607"
