"","Features","L1","medianL1","L2","medianL2","Win1","Win2","DirectionalWin1","DirectionalWin2","WeightedWin1","WeightedWin2","Prediction"
"616","OneMonthBefore_Revised+DeltaIJC+NumPopularTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute",47.60011157,34.53379852,61.91716177,34.54346379,7,5,9,7,53.79866111,-129.0013389,243.3982672
"617","OneMonthBefore_Revised+DeltaIJC+NumPopularTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumPopularTweets_Week1_opening_Absolute+NumPopularTweets_Week2_opening_Absolute",47.82232466,33.20946421,62.90815621,33.24415846,7,6,9,7,51.13210412,-131.6678959,252.4046529
"618","OneMonthBefore_Revised+DeltaIJC+NumPopularTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumPopularTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta",46.53077984,38.42065676,61.26981498,38.48860109,7,6,10,8,66.63064196,-116.169358,257.813312
"620","OneMonthBefore_Revised+DeltaIJC+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute",45.52240644,32.06257344,61.29972698,33.85384798,9,4,10,7,78.73112267,-104.0688773,248.5252528
"622","OneMonthBefore_Revised+DeltaIJC+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumPopularTweets_Month1_opening_Absolute+NumPopularTweets_Week1_opening_Absolute+NumPopularTweets_Week2_opening_Absolute",47.58878058,38.16828646,63.76928634,38.23818217,8,4,9,6,53.93463304,-128.865367,187.9419979
"623","OneMonthBefore_Revised+DeltaIJC+NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute",49.78609336,38.15917093,61.30272376,38.29028367,7,3,9,6,27.56687968,-155.2331203,221.6633231
"626","OneMonthBefore_Revised+DeltaIJC+NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute+NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute",40.69677947,17.6297185,59.85733526,18.44510421,8,5,10,7,136.6386464,-46.16135362,237.5585598
"630","TwoMonthBefore_UnRevised+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumPopularTweets_Month1_allold_Absolute+NumPopularTweets_Week2_allold_Absolute+NumPopularTweets_Month1_opening_Absolute+NumPopularTweets_Week2_opening_Absolute",46.39111137,32.48346744,60.66954158,34.41715496,8,5,9,7,68.30666353,-114.4933365,231.0875419
"637","TwoMonthBefore_UnRevised+NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute+NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute",41.77990457,19.41715933,57.33895025,19.42274552,8,5,9,7,123.6411452,-59.15885483,234.6160877
"638","TwoMonthBefore_UnRevised+NumPopularTweets_Month1_all_Absolute+NumVerifiedTweets_Month1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumVerifiedTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumVerifiedTweets_Week2_all_Absolute",48.37346316,29.11413009,62.13611275,29.56141082,8,3,9,5,44.51844212,-138.2815579,268.8640725
"760","TwoMonthBefore_UnRevised+IJC+NumPopularTweets_Month1_allold_Absolute",48.05421707,40.97515208,60.56809084,41.95753163,9,6,9,7,48.34939519,-134.4506048,251.2122716
"762","TwoMonthBefore_UnRevised+IJC+NumPopularTweets_Month1_opening_Absolute",46.86876373,39.49310671,59.34047332,40.03431323,9,6,9,7,62.57483524,-120.2251648,247.405837
"766","TwoMonthBefore_UnRevised+IJC+NumPopularTweets_Week1_opening_Absolute",46.63172317,38.01082353,58.96262363,38.13272109,9,6,9,7,65.41932191,-117.3806781,257.0307047
"774","TwoMonthBefore_UnRevised+IJC+NumPopularTweets_Week2_allold_Absolute",47.05702186,40.50612575,60.31678587,41.23053898,9,6,9,7,60.31573766,-122.4842623,261.904633
"775","TwoMonthBefore_UnRevised+IJC+NumPopularTweets_Week2_all_Absolute+NumPopularTweets_Week2_allold_Absolute",49.61003595,39.36560686,61.9306704,39.92417742,8,5,9,7,29.67956859,-153.1204314,256.4907409
"776","TwoMonthBefore_UnRevised+IJC+NumPopularTweets_Week2_opportunity_Absolute",47.29023639,35.77403149,60.45692232,36.19331816,8,5,9,7,57.51716335,-125.2828367,260.2052594
"785","TwoMonthBefore_UnRevised+IJC+NumPopularTweets_Month1_allold_Absolute+NumPopularTweets_Week2_allold_Absolute+NumPopularTweets_Month1_opening_Absolute+NumPopularTweets_Week2_opening_Absolute",47.27910627,26.89581436,64.13052876,27.60166307,8,4,9,8,57.65072471,-125.1492753,295.8991435
"786","TwoMonthBefore_UnRevised+IJC+NumPopularTweets_Month1_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute+NumPopularTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Week2_opportunity_AbsoluteDelta",43.1799775,27.22929162,60.5760009,28.49150496,9,6,10,7,106.84027,-75.95972999,256.9918433
"789","TwoMonthBefore_UnRevised+IJC+NumPopularTweets_Week1_allold_Absolute+NumPopularTweets_Week2_allold_Absolute",47.90462124,40.04868062,61.85650935,40.69330804,9,6,9,7,50.14454512,-132.6554549,278.6203055
"790","TwoMonthBefore_UnRevised+IJC+NumPopularTweets_Week1_opening_Absolute+NumPopularTweets_Week2_opening_Absolute",46.45688007,38.49474456,58.97557427,38.55252502,9,6,9,7,67.51743921,-115.2825608,265.5067284
"792","TwoMonthBefore_UnRevised+IJC+NumPopularTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta+NumPopularTweets_Week1_opportunity_AbsoluteDelta+NumPopularTweets_Week2_opportunity_AbsoluteDelta",47.94346028,39.72904348,59.62823309,39.74727565,7,5,9,8,49.6784767,-133.1215233,266.9094628
"799","TwoMonthBefore_UnRevised+IJC+NumPopularTweets_Month1_opportunity_Absolute+NumPopularTweets_Week1_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute+NumPopularTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Week1_opportunity_AbsoluteDelta+NumPopularTweets_Week2_opportunity_AbsoluteDelta",44.0820269,29.74789674,60.22174604,30.58317272,9,6,10,7,96.01567724,-86.78432276,261.4362385
"803","TwoMonthBefore_UnRevised+IJC+NumTweets_Month1_opening_Absolute+NumPopularTweets_Month1_opening_Absolute",47.09924371,39.81902223,59.60899606,40.40524995,9,6,9,7,59.80907548,-122.9909245,247.1794265
"810","TwoMonthBefore_UnRevised+IJC+NumTweets_Week2_allold_Absolute+NumPopularTweets_Week2_allold_Absolute",48.19189164,39.74210346,61.17165503,40.34205903,9,5,9,7,46.69730037,-136.1026996,261.9993431
"811","TwoMonthBefore_UnRevised+IJC+NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumTweets_Week2_allold_Absolute+NumPopularTweets_Week2_allold_Absolute",49.90946596,39.70967027,62.2109292,40.13682783,8,5,9,7,26.08640848,-156.7135915,248.9409542
"813","TwoMonthBefore_UnRevised+IJC+NumTweets_Week2_opening_Absolute+NumPopularTweets_Week2_opening_Absolute",47.77158367,41.96671358,60.06477499,42.54456012,9,5,9,7,51.74099592,-131.0590041,254.8624872
"817","TwoMonthBefore_UnRevised+IJC+NumTweets_Month1_allold_Absolute+NumPopularTweets_Month1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumPopularTweets_Week2_allold_Absolute",48.28059484,38.92141161,62.52682665,39.08622932,9,6,9,7,45.63286186,-137.1671381,270.1211978
"822","TwoMonthBefore_UnRevised+IJC+NumTweets_Week1_allold_Absolute+NumPopularTweets_Week1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumPopularTweets_Week2_allold_Absolute",48.48693857,39.09713115,62.46925979,39.60529784,9,5,9,7,43.15673713,-139.6432629,280.2467165
"849","TwoMonthBefore_UnRevised+IJC+NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute+NumVerifiedTweets_Month1_all_Absolute+NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumVerifiedTweets_Week2_all_Absolute",44.60270755,35.92793298,56.62885365,35.94230091,8,4,9,7,89.76750945,-93.03249055,223.2376476
"851","TwoMonthBefore_UnRevised+DeltaIJC+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumPopularTweets_Month1_allold_Absolute+NumPopularTweets_Week2_allold_Absolute+NumPopularTweets_Month1_opening_Absolute+NumPopularTweets_Week2_opening_Absolute",47.67449387,31.73655296,61.56368492,33.93971943,8,4,9,7,52.90607356,-129.8939264,228.9105036
"856","TwoMonthBefore_UnRevised+DeltaIJC+NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute+NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute",43.15812266,18.25967495,58.33402574,18.33485292,8,4,9,7,107.102528,-75.69747197,234.6624866
"857","TwoMonthBefore_UnRevised+DeltaIJC+NumPopularTweets_Month1_all_Absolute+NumVerifiedTweets_Month1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumVerifiedTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumVerifiedTweets_Week2_all_Absolute",48.41409355,27.85746466,62.095959,28.06958094,8,3,9,5,44.03087743,-138.7691226,270.3930366
"859","TwoMonthBefore_Revised+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute",47.65647933,40.07227079,60.73741695,40.24216951,8,5,9,8,53.122248,-129.677752,248.4321368
"863","TwoMonthBefore_Revised+NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute+NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumTweets_Month1_opening_Absolute+NumPopularTweets_Month1_opening_Absolute+NumTweets_Week2_opening_Absolute+NumPopularTweets_Week2_opening_Absolute",48.5000102,36.08008622,62.19876738,36.20493687,7,3,9,6,42.99987765,-139.8001223,170.0153137
"865","TwoMonthBefore_Revised+NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute+NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute",44.98743918,36.70631012,59.82501733,36.88197914,7,5,9,8,85.15072985,-97.64927015,235.3873745
"1020","TwoMonthBefore_Revised+IJC+NumPopularTweets_Week2_all_Absolute",49.69462616,35.50623302,64.59400818,35.53251692,9,6,9,7,28.66448613,-154.1355139,252.9616759
"1022","TwoMonthBefore_Revised+IJC+NumPopularTweets_Week2_all_Absolute+NumPopularTweets_Week2_allold_Absolute",49.60578,33.97592374,64.60585788,34.11119105,9,5,9,6,29.73063998,-153.06936,263.4071136
"1025","TwoMonthBefore_Revised+IJC+NumPopularTweets_Week2_allold_Absolute+NumPopularTweets_Week2_opening_Absolute",46.42791228,27.49207136,64.57862821,28.08344162,9,7,9,8,67.86505266,-114.9349473,285.5523976
"1042","TwoMonthBefore_Revised+IJC+NumPopularTweets_Month1_allold_Absolute+NumPopularTweets_Week2_allold_Absolute+NumPopularTweets_Month1_opening_Absolute+NumPopularTweets_Week2_opening_Absolute",45.39068015,25.98319343,65.00602793,28.09272872,9,7,9,9,80.31183815,-102.4881619,291.3233838
"1049","TwoMonthBefore_Revised+IJC+NumPopularTweets_Week1_allold_Absolute+NumPopularTweets_Week2_allold_Absolute",48.52646082,32.78036632,63.37913023,33.05381049,9,5,9,6,42.6824702,-140.1175298,275.5346268
"1051","TwoMonthBefore_Revised+IJC+NumPopularTweets_Week1_allold_Absolute+NumPopularTweets_Week2_allold_Absolute+NumPopularTweets_Week1_opening_Absolute+NumPopularTweets_Week2_opening_Absolute",48.3793991,28.75398241,67.88362494,29.45945316,8,6,9,8,44.44721074,-138.3527893,294.7791004
"1060","TwoMonthBefore_Revised+IJC+NumPopularTweets_Month1_opportunity_Absolute+NumPopularTweets_Week1_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute",45.3748413,31.52982092,63.24818525,33.42108489,9,5,9,6,80.50190443,-102.2980956,260.3299053
"1078","TwoMonthBefore_Revised+IJC+NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute",49.74292208,35.08762708,64.46924519,35.23490504,9,6,9,7,28.08493506,-154.7150649,248.184789
"1079","TwoMonthBefore_Revised+IJC+NumTweets_Week2_allold_Absolute+NumPopularTweets_Week2_allold_Absolute",47.46417297,29.46696032,63.95248091,30.45857235,9,6,9,7,55.42992431,-127.3700757,271.9169402
"1080","TwoMonthBefore_Revised+IJC+NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumTweets_Week2_allold_Absolute+NumPopularTweets_Week2_allold_Absolute",49.44122403,33.75816293,65.4699627,34.14571472,9,5,9,6,31.70531165,-151.0946883,258.0668932
"1082","TwoMonthBefore_Revised+IJC+NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumTweets_Week2_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute",48.54659076,29.77298077,64.12352334,30.09307615,9,6,9,7,42.44091088,-140.3590891,267.5806945
"1083","TwoMonthBefore_Revised+IJC+NumTweets_Week2_opening_Absolute+NumPopularTweets_Week2_opening_Absolute",47.7773887,34.79885037,62.02623418,35.09705086,9,6,9,7,51.67133564,-131.1286644,263.1236356
"1090","TwoMonthBefore_Revised+IJC+NumTweets_Month1_allold_Absolute+NumPopularTweets_Month1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumPopularTweets_Week2_allold_Absolute",47.90485482,29.23729007,65.24643373,30.7044927,9,5,9,6,50.14174218,-132.6582578,271.1312061
"1098","TwoMonthBefore_Revised+IJC+NumTweets_Week1_allold_Absolute+NumPopularTweets_Week1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumPopularTweets_Week2_allold_Absolute",48.34536776,29.75466476,65.13371214,30.65673835,9,5,9,6,44.85558687,-137.9444131,275.8411172
"1145","TwoMonthBefore_Revised+DeltaIJC+NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute+NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumTweets_Month1_opening_Absolute+NumPopularTweets_Month1_opening_Absolute+NumTweets_Week2_opening_Absolute+NumPopularTweets_Week2_opening_Absolute",49.33766613,36.99327538,63.0109139,37.07103413,7,3,9,6,32.94800639,-149.8519936,168.9183901
"1147","TwoMonthBefore_Revised+DeltaIJC+NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute+NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute",45.5900161,37.41853721,60.75722254,37.51448801,7,5,9,8,77.91980681,-104.8801932,235.5213153
"1153","OneMonthBefore_UnRevised+TwoMonthBefore_UnRevised+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumPopularTweets_Month1_opening_Absolute+NumPopularTweets_Week2_opening_Absolute",49.81754529,39.03966436,62.37265997,41.49519595,7,4,9,7,27.18945651,-155.6105435,227.7887875
"1155","OneMonthBefore_UnRevised+TwoMonthBefore_UnRevised+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute",48.5596743,41.21878944,61.09287776,41.39310802,7,5,9,8,42.28390837,-140.5160916,258.7752255
"1158","OneMonthBefore_UnRevised+TwoMonthBefore_UnRevised+NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute+NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumTweets_Month1_opening_Absolute+NumPopularTweets_Month1_opening_Absolute+NumTweets_Week2_opening_Absolute+NumPopularTweets_Week2_opening_Absolute",45.43852032,27.68535091,60.5467815,30.1605374,7,5,9,7,79.73775619,-103.0622438,185.395443
"1166","OneMonthBefore_UnRevised+TwoMonthBefore_UnRevised+NumPopularTweets_Month1_all_Absolute+NumVerifiedTweets_Month1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumVerifiedTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumVerifiedTweets_Week2_all_Absolute",45.08865975,29.07731053,61.41136919,29.89416346,8,6,9,8,83.93608303,-98.86391697,279.5580659
"1172","OneMonthBefore_UnRevised+TwoMonthBefore_UnRevised+IJC+NumPopularTweets_Month1_opportunity_Absolute+NumPopularTweets_Week1_opportunity_Absolute+NumPopularTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Week1_opportunity_AbsoluteDelta",47.75147003,42.24404822,59.91033603,42.26808287,8,6,9,7,51.98235961,-130.8176404,298.0670097
"1182","OneMonthBefore_UnRevised+TwoMonthBefore_UnRevised+IJC+NumPopularTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta+NumPopularTweets_Week1_opportunity_AbsoluteDelta+NumPopularTweets_Week2_opportunity_AbsoluteDelta",46.92203045,39.61746756,61.37363035,40.7751952,8,5,9,6,61.93563456,-120.8643654,286.7141819
"1207","OneMonthBefore_UnRevised+TwoMonthBefore_UnRevised+IJC+NumPopularTweets_Week1_all_AbsoluteDelta+NumVerifiedTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta+NumVerifiedTweets_Week2_all_AbsoluteDelta",45.72105625,34.28999875,59.50185851,35.60749018,7,5,10,8,76.34732505,-106.452675,306.4668775
"1208","OneMonthBefore_UnRevised+TwoMonthBefore_UnRevised+IJC+NumPopularTweets_Month1_all_AbsoluteDelta+NumVerifiedTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Week1_all_AbsoluteDelta+NumVerifiedTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta+NumVerifiedTweets_Week2_all_AbsoluteDelta",46.43988245,40.79679044,57.57077819,40.81960815,6,4,10,7,67.72141066,-115.0785893,321.1102886
"1217","OneMonthBefore_UnRevised+TwoMonthBefore_UnRevised+DeltaIJC+NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute+NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumTweets_Month1_opening_Absolute+NumPopularTweets_Month1_opening_Absolute+NumTweets_Week2_opening_Absolute+NumPopularTweets_Week2_opening_Absolute",46.4066286,33.56780781,60.77463297,34.04925966,7,5,9,7,68.12045679,-114.6795432,183.9703495
"1227","OneMonthBefore_UnRevised+TwoMonthBefore_UnRevised+DeltaIJC+NumPopularTweets_Month1_all_Absolute+NumVerifiedTweets_Month1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumVerifiedTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumVerifiedTweets_Week2_all_Absolute",45.16530416,35.08887133,61.64523477,36.91822927,8,6,9,8,83.01635014,-99.78364986,283.1287125
"1236","OneMonthBefore_Revised+TwoMonthBefore_Revised+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute",48.81040791,42.00299309,62.98643129,42.79903075,8,5,9,8,39.27510509,-143.5248949,253.5019313
"1247","OneMonthBefore_Revised+TwoMonthBefore_Revised+NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute+NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute",46.38641571,28.25857299,61.59591307,28.35590368,8,4,10,7,68.36301142,-114.4369886,241.7494594
"1251","OneMonthBefore_Revised+TwoMonthBefore_Revised+NumPopularTweets_Month1_allold_Absolute+NumVerifiedTweets_Month1_allold_Absolute+NumPopularTweets_Week2_allold_Absolute+NumVerifiedTweets_Week2_allold_Absolute+NumPopularTweets_Month1_opportunity_Absolute+NumVerifiedTweets_Month1_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute+NumVerifiedTweets_Week2_opportunity_Absolute",46.28454611,26.76599204,66.84348853,27.20603859,8,7,9,8,69.58544663,-113.2145534,209.5732821
"1272","OneMonthBefore_Revised+TwoMonthBefore_Revised+IJC+NumPopularTweets_Week2_allold_Absolute+NumPopularTweets_Week2_opening_Absolute",47.32451507,30.41447804,66.09497215,32.52226383,9,6,9,7,57.10581919,-125.6941808,285.1802514
"1293","OneMonthBefore_Revised+TwoMonthBefore_Revised+IJC+NumTweets_Week2_allold_Absolute+NumPopularTweets_Week2_allold_Absolute",48.32335184,34.34299283,66.27776011,36.32911644,9,5,9,6,45.11977787,-137.6802221,274.8101715
"1296","OneMonthBefore_Revised+TwoMonthBefore_Revised+IJC+NumTweets_Month1_opening_Absolute+NumPopularTweets_Month1_opening_Absolute+NumTweets_Week2_opening_Absolute+NumPopularTweets_Week2_opening_Absolute",48.04791511,31.52712832,64.14997284,33.46368395,9,5,9,6,48.42501867,-134.3749813,238.4751107
"1302","OneMonthBefore_Revised+TwoMonthBefore_Revised+IJC+NumVerifiedTweets_Month1_all_Absolute+NumVerifiedTweets_Month1_opportunity_Absolute",49.45397376,30.08035573,70.37319333,31.71910742,9,5,9,6,31.55231493,-151.2476851,227.9892785
"1317","OneMonthBefore_Revised+TwoMonthBefore_Revised+DeltaIJC+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute",49.55830579,40.55598965,63.64831853,40.93087894,8,5,9,8,30.30033058,-152.4996694,254.1083152
"1323","OneMonthBefore_Revised+TwoMonthBefore_Revised+DeltaIJC+NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute+NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute",45.9436628,28.49643536,62.36119096,28.57204655,8,5,10,8,73.67604643,-109.1239536,241.9724779
"1327","OneMonthBefore_Revised+TwoMonthBefore_Revised+DeltaIJC+NumPopularTweets_Month1_allold_Absolute+NumVerifiedTweets_Month1_allold_Absolute+NumPopularTweets_Week2_allold_Absolute+NumVerifiedTweets_Week2_allold_Absolute+NumPopularTweets_Month1_opportunity_Absolute+NumVerifiedTweets_Month1_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute+NumVerifiedTweets_Week2_opportunity_Absolute",46.21080449,26.20174629,67.05742765,26.60752454,8,7,9,8,70.47034617,-112.3296538,206.7764428
