"","X","Features","L1","medianL1","L2","medianL2","Win1","Win2","DirectionalWin1","DirectionalWin2","WeightedWin1","WeightedWin2","L1_conf","medianL1_conf","L2_conf","medianL2_conf","Win1_conf","Win2_conf","DirectionalWin1_conf","DirectionalWin2_conf","WeightedWin1_conf","WeightedWin2_conf"
"459",459,"NumPopularTweets_Week1_allold_Absolute+NumPopularTweets_Week1_hiring_Absolute",48.3360363156175,37.0133962131547,61.7177188839992,37.6851577237636,6.34,4.88,7.28,6.54,136.049636843825,-5.15436315617498,5.94317429603099,7.98381804941825,6.67776171436527,8.0824461324306,0.826798210000579,0.812021381279154,0.760425613299187,0.60939437732403,79.612499823416,54.8624727660104
"663",663,"NumPopularTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta+NumPopularTweets_Month1_posting_AbsoluteDelta+NumPopularTweets_Week2_posting_AbsoluteDelta",48.3568336544811,36.7764318793894,62.4212518806993,37.5097819413914,5.9,5.26,7.04,6.8,139.451663455189,-27.9143365448112,5.87384598515686,9.14029172730389,6.9625298311165,9.47107756171675,0.737530046174587,0.758564301604956,0.709582758067034,0.692397328722913,79.8326049806945,56.663281182731
"1304",1304,"NumVerifiedTweets_Week2_all_AbsoluteDelta+NumVerifiedTweets_Week2_opportunity_AbsoluteDelta",45.031596242943,32.0476680011834,58.4595879725835,32.50241422924,6.18,5.32,7.2,6.72,173.50403757057,34.0240375705696,5.8208666599115,6.416612292102,6.82419400589718,6.50341779986472,0.757591367085363,0.722288612343313,0.727038330301443,0.701568553869039,78.9456081618291,49.5464504631444
"2137",2137,"Consensus1+NumTweets_Month1_opportunity_Absolute",47.2950285718006,41.5280702533635,60.1028670074586,42.3068472757494,6.26,5.58,7.22,7.26,117.079714281994,22.8277142819943,5.88840116603561,7.67607161213834,6.71160675528945,7.67266483230505,0.820829547152869,0.760829643726344,0.658641223811072,0.654146605093048,59.3529359596981,60.07400105914
"2197",2197,"Consensus1+NumTweets_Week1_all_Absolute",47.8187848544988,38.7870369241988,61.8039731692038,39.596302064994,6.46,5.6,7.14,7.12,86.9521514550121,1.61415145501206,5.71781411519095,8.11204730710359,6.48788547453994,8.10885739658656,0.838608102287424,0.783985593816022,0.752054296635846,0.623650561354385,68.0799597277167,53.4704413987221
"2223",2223,"Consensus1+NumTweets_Week1_allold_AbsoluteDelta+NumTweets_Week1_opportunity_AbsoluteDelta",45.4553583451233,41.6466257915921,55.4702017372094,42.3398955388503,6.42,5.02,7.3,7.54,154.846416548767,15.738416548767,5.64281479239283,8.43165958379883,5.80081531424287,8.38386525370343,0.752707830799265,0.602088686151188,0.785943113951395,0.667171279711193,60.0447916056594,56.069830931002
"2233",2233,"Consensus1+NumTweets_Week1_hiring_AbsoluteDelta",47.9320273950907,43.6597887635495,59.8332834456138,44.1555294909252,6.3,5.02,7.16,7.08,119.829726049093,13.7937260490932,4.42211827358584,7.29816365098351,4.79299045144538,7.27517926136258,0.754013199793432,0.747792402750123,0.686692619122883,0.690975566794103,56.5908784920333,55.6740305636616
"2237",2237,"Consensus1+NumTweets_Week1_opening_AbsoluteDelta+NumTweets_Week1_hiring_AbsoluteDelta",46.4075375198665,40.8520527497636,58.6834153088872,41.9604417794872,6.46,5.18,7.28,7.52,125.204624801335,14.6206248013349,5.81362541115564,7.89027321581612,6.71691970395338,7.78272991524304,0.874486643896418,0.819930500281602,0.674774355691762,0.703318540508596,62.0364464726401,53.3858636282447
"2335",2335,"Consensus1+NumTweets_Week2_allold_Absolute+NumTweets_Week2_posting_Absolute",46.8819116186563,38.6296664453817,60.8033855321383,39.2974337922238,6.22,5.54,7.1,7.4,103.810883813437,-16.521116186563,5.99882328275091,8.73865098585844,7.45511332230669,8.78183420910892,0.703755357233216,0.777767448156803,0.703405925554657,0.727038330301443,60.373211173906,64.3468607637772
"2339",2339,"Consensus1+NumTweets_Week2_all_Absolute+NumTweets_Week2_hiring_Absolute",47.5048685595203,40.4312782147017,59.8519270040427,40.9000051841392,6.14,5.28,7.2,7.18,110.061314404797,4.32131440479735,5.70369508203893,7.58443795681723,6.12949856939154,7.59126389664388,0.701305679237741,0.784299125359775,0.49583602584365,0.773647216717483,58.5935357446211,54.4531902716059
"2359",2359,"Consensus1+NumTweets_Week2_hiring_AbsoluteDelta",44.8086232332818,38.0838584952161,57.0483376099182,38.7443521184505,6.14,5.28,7.44,7.4,100.213767667182,29.5657676671816,5.8716029377657,8.39598567484266,6.81224439439085,8.33798866517378,0.710015720922664,0.760425613299187,0.628754491161116,0.683462795327152,63.7256120617894,57.5435300142048
"2364",2364,"Consensus1+NumTweets_Week2_posting_AbsoluteDelta+NumTweets_Week2_hiring_AbsoluteDelta",47.2194730230631,42.2451854228391,59.4537872256787,43.4220305886114,6.08,5.06,7.16,7.02,115.395269769369,13.6972697693687,5.34667222619598,8.32944338236832,5.98848143548581,8.29108385314888,0.766864556452065,0.713469965203736,0.695585667897252,0.705499919546201,63.1167433038219,49.3517394755882
"2407",2407,"Consensus1+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta",47.9249004206483,42.1122499479854,61.2110443973217,43.1554476061581,6.4,5.26,7.32,7.38,123.240995793517,9.4929957935165,5.67227549753629,6.97995153618616,7.2305301185269,6.97280725435235,0.554361529739872,0.742182230464305,0.601578051943347,0.673406660841204,46.9967111882591,55.1584399217096
"2513",2513,"Consensus1+NumPopularTweets_Month1_allold_Absolute",46.2507174689936,39.9060898909212,59.6434279214388,40.5137106290666,6.26,5.88,7.22,7.3,106.782825310064,25.3528253100641,5.77175603953168,8.38926401159223,6.66219488130291,8.40628462507007,0.774599984586791,0.827021196890955,0.677047707444451,0.685707342568943,57.5345040030977,52.7075029022683
"2516",2516,"Consensus1+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Month1_opportunity_Absolute",49.4319890285208,43.3777208875022,61.6651566442285,43.8887112799974,6.24,4.92,7.1,6.5,119.740109714792,-12.4338902852078,5.54989754116401,7.44260172699526,6.41206045439623,7.46580818357248,0.714761003050498,0.933173412150984,0.658267844402488,0.770143650181687,60.2635324711564,51.3271102652477
"2519",2519,"Consensus1+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Month1_opening_Absolute",49.827348317265,45.5172372712849,61.9752222926269,46.1851531717131,6.08,5.04,7.14,6.84,100.22651682735,-18.5434831726504,4.76861965769972,6.86332362348938,5.79255234744762,6.89392209813249,0.758807340315183,0.709582758067034,0.565448760334668,0.686692619122883,60.8239496549712,44.8640250066348
"2525",2525,"Consensus1+NumPopularTweets_Month1_opportunity_Absolute+NumPopularTweets_Month1_posting_Absolute",48.2308090847661,42.2904459004771,60.9609345337538,42.7800983002107,6.34,5.1,7.16,6.88,108.831909152339,-5.01409084766091,5.66593182278062,8.59216033964944,7.26336239530846,8.66721517986899,0.633138145160338,0.720669988661832,0.500278647441467,0.623650561354385,53.8575562611503,45.0454641113921
"2530",2530,"Consensus1+NumPopularTweets_Month1_opportunity_Absolute+NumPopularTweets_Month1_hiring_Absolute",49.8737876147478,42.439072719474,62.2516239196989,42.9413837007782,6.18,5.06,7.16,6.7,109.522123852522,-28.2378761474783,5.81080254741708,6.80989154370889,6.81979377356205,6.70356983282534,0.765661379271862,0.787193372230616,0.600760134431251,0.658267844402488,59.5644689018249,50.4104412774619
"2539",2539,"Consensus1+NumPopularTweets_Month1_opening_AbsoluteDelta",46.5314544609083,37.7802658356578,60.2997691847765,38.4287056133902,6.7,5.64,7.52,7.56,138.955455390917,22.5754553909167,4.78496072574993,6.76021098889895,6.21737097299437,6.83150216148752,0.703405925554657,0.62483209173728,0.59953116594111,0.556132657350497,54.2471088176437,50.9532503311405
"2548",2548,"Consensus1+NumPopularTweets_Month1_hiring_AbsoluteDelta",47.4768669459716,43.8917583947277,58.9269343321109,44.3473241677556,5.76,5.04,7.04,7.24,87.1313305402844,-4.38266945971563,5.26644756853264,8.64043777657936,5.68232277093134,8.52616427248687,0.740108975868026,0.836773793904637,0.646110681665666,0.764617094262926,62.0211093838955,60.713129904187
"2581",2581,"Consensus1+NumPopularTweets_Week1_opening_Absolute",46.6036467627114,38.3462643065383,59.899439171621,39.086457867209,6.82,5.04,7.36,7.24,141.643532372886,-10.7104676271141,5.57818265362222,7.76505710450762,7.13600092997724,7.82575307991351,0.653018116722356,0.806857923838313,0.67221907440647,0.706109498063531,47.151784111916,56.3069114636307
"2586",2586,"Consensus1+NumPopularTweets_Week1_all_Absolute+NumPopularTweets_Week1_posting_Absolute",47.9515707002925,38.6030723973617,62.2382711128148,39.3102418855567,6.74,5.16,7.34,6.92,137.084292997075,-5.27370700292547,5.5765059794283,7.59325293017969,6.76618727393577,7.65177661605381,0.774599984586791,0.763007711097231,0.67994650671077,0.615715752678671,60.327403177254,54.3623541771909
"2710",2710,"Consensus1+NumPopularTweets_Week2_opportunity_Absolute+NumPopularTweets_Week2_opening_Absolute",49.3881744034476,42.5537129211943,62.627566938914,43.1260554001238,6.56,5.3,7.2,6.7,141.288255965524,-6.78774403447646,5.38714076696793,6.55777573779716,6.88397826983852,6.48627256321838,0.693816177195965,0.639320904180252,0.743754038765474,0.667539679120663,49.2821773791363,46.6498374037377
"2725",2725,"Consensus1+NumPopularTweets_Week2_opportunity_AbsoluteDelta",46.9927605674436,38.6628720172895,60.7957899352524,39.32321856259,6.22,5.68,7.02,7.26,112.032394325564,7.89239432556445,5.56275254137326,7.02042106678745,7.17160871942778,7.00525254800515,0.746146730854969,0.876101708733211,0.722713963426845,0.708282281517819,66.5571846345514,60.1871238982637
"2733",2733,"Consensus1+NumPopularTweets_Week2_all_AbsoluteDelta+NumPopularTweets_Week2_posting_AbsoluteDelta",43.8618609719096,33.8553293313626,57.7714338898771,34.374559936198,6.28,5.38,7.42,7.34,164.131390280904,16.4493902809045,5.66159657521564,6.92079543120635,7.00553850451129,7.01148503493128,0.744084522691477,0.759212231940129,0.666064858917149,0.613415498992836,57.0936566342137,45.7934822027846
"2737",2737,"Consensus1+NumPopularTweets_Week2_hiring_AbsoluteDelta",44.649757047426,38.4456678873699,56.7591009868135,39.0386752759341,6.56,5.46,7.32,7.34,146.092429525741,7.51242952574051,5.9763544355862,7.79939841633046,7.369616879939,7.72909948944637,0.588354941553471,0.82381928404819,0.580784655554456,0.706544589298399,52.1878778306644,53.0948105407822
"2763",2763,"Consensus1+NumPopularTweets_Week2_posting_Absolute+NumPopularTweets_Week2_hiring_Absolute+NumPopularTweets_Week2_posting_AbsoluteDelta+NumPopularTweets_Week2_hiring_AbsoluteDelta",44.8263205044333,34.8303205797112,59.6344281196151,35.3895993907294,6.42,5.4,7.62,7.28,148.656794955667,22.4867949556672,5.93581485993097,7.087020865285,7.62804186458156,7.2125486308655,0.684271680501805,0.837067553363889,0.717593110332315,0.646871259541317,57.9590614540938,56.1697218130352
"2767",2767,"Consensus1+NumPopularTweets_Month1_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute",47.2428673009569,35.7889182132059,60.0879499267672,36.1256255797,6.04,5.38,7.34,7.1,135.181326990431,7.02132699043138,4.85067671886358,6.90141060498351,6.10084336627261,7.00301080542903,0.743423407925057,0.626109566876432,0.623354828834149,0.511096076884963,49.9711695413654,41.8214848755519
"2770",2770,"Consensus1+NumPopularTweets_Month1_opening_Absolute+NumPopularTweets_Week2_opening_Absolute",47.0400374422035,37.5839024983126,60.2846370512512,38.355613077957,6.46,5.5,7.22,7.44,114.259625577965,8.34962557796455,5.79268798491294,7.1848877673241,7.387507361937,7.44273877589804,0.685348708997042,0.85342872719613,0.667907875331297,0.823446160570539,55.3305223103585,51.7114744832668
"2775",2775,"Consensus1+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumPopularTweets_Month1_posting_Absolute+NumPopularTweets_Week2_posting_Absolute",48.8407019345923,38.3906728177368,62.7940029550418,38.8657607511359,5.8,5.26,7.1,7.08,116.772980654077,1.16098065407715,5.68554531285903,7.0546288603859,6.61716007867266,7.22737054142522,0.783985593816022,0.820829547152869,0.619795032304561,0.734105288795508,68.514050191022,52.461525170894
"2795",2795,"Consensus1+NumPopularTweets_Month1_posting_AbsoluteDelta+NumPopularTweets_Week2_posting_AbsoluteDelta",42.6183285809352,31.670951685936,56.917104338973,32.4522277154644,6.22,6.18,7.2,7.84,152.316714190648,33.2927141906478,5.80567472413816,8.06561590208002,6.94974835440088,8.11928649915162,0.721011053512285,0.698495527472238,0.73544367694184,0.640377554280863,65.8527614330588,50.6005595005602
"2796",2796,"Consensus1+NumPopularTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta+NumPopularTweets_Month1_posting_AbsoluteDelta+NumPopularTweets_Week2_posting_AbsoluteDelta",49.5536914531843,42.381807374154,61.656331508514,43.0164825322414,6.2,5.54,7.16,7.58,117.793085468157,-20.1629145318426,5.88293500153448,8.44412368332512,6.63016540104912,8.59393566607002,0.743754038765474,0.793415111946317,0.713039099795031,0.845033192993736,56.9697881048783,74.1141761105225
"3223",3223,"Consensus1+NumVerifiedTweets_Month1_all_Absolute",49.7505024740734,42.510310536586,63.3280903438013,42.9354570968912,6.48,5.4,7.18,7.14,126.284975259266,17.3009752592665,5.22117690365165,8.55369198450113,6.66018307473993,8.53338975276375,0.685617701762942,0.807162570979182,0.624143137500486,0.637009401930271,62.7979306191556,49.1661831192906
"3235",3235,"Consensus1+NumVerifiedTweets_Month1_allold_Absolute+NumVerifiedTweets_Month1_posting_Absolute",49.5065060286261,40.9256159666575,62.7881826154226,41.5214296635736,6.24,5.36,7.02,7.36,118.144939713739,3.69493971373894,5.30671345494702,6.90594280080769,6.83048084128108,6.93473772983668,0.740108975868026,0.797664407748778,0.705499919546201,0.707848258386482,68.235801214127,56.2364204391901
"3244",3244,"Consensus1+NumVerifiedTweets_Month1_all_AbsoluteDelta",48.9620404334616,42.2671622599209,60.1066223254759,42.5260277123143,5.88,5.12,7.2,7.18,137.139595665384,12.0335956653836,5.53031337993866,7.6735080503294,5.79750296685451,7.66489489516225,0.856232873120293,0.88448030272964,0.807162570979182,0.773647216717483,62.0244058337645,65.1147182970415
"3246",3246,"Consensus1+NumVerifiedTweets_Month1_all_AbsoluteDelta+NumVerifiedTweets_Month1_allold_AbsoluteDelta",48.9864170856642,43.8986922567527,60.0812081648115,44.3959900855094,5.92,4.54,7.26,7.04,113.435829143358,-31.4741708566422,4.71034719568853,5.56536714365197,5.28611931910032,5.51271862655588,0.790543643716832,0.71174493858585,0.690708660623018,0.596653728582472,70.6691247348262,52.9288270388624
"3251",3251,"Consensus1+NumVerifiedTweets_Month1_all_AbsoluteDelta+NumVerifiedTweets_Month1_opening_AbsoluteDelta",49.5857711938683,45.2166487389554,60.4402847446258,45.7772760774924,5.78,4.72,7.18,7.24,106.532288061317,-25.3557119386833,5.9000522960302,8.22946058981192,6.34480261488679,8.22173729044125,0.875048743677356,0.829988630884445,0.781551459701108,0.670387910355375,79.0801924128566,57.7268442906529
"3254",3254,"Consensus1+NumVerifiedTweets_Month1_posting_AbsoluteDelta",47.5222318222611,37.7906416332358,60.5743656118137,38.5423499068741,6.64,5.76,7.5,7.38,119.277681777389,14.3116817773888,5.49044053560419,6.72736503776605,6.30060881051207,6.88044731855345,0.758159063955647,0.764617094262926,0.639320904180252,0.664216728665485,66.0549789641585,56.300320892323
