"","X","Features","L1","medianL1","L2","medianL2","Win1","Win2","DirectionalWin1","DirectionalWin2","WeightedWin1","WeightedWin2"
"20656",20656,"OneMonthBefore_Revised+Consensus1+NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute",49.1925509850457,43.235190293795,61.5266199086775,46.5910428294668,9,4,10,6,34.6893881794513,-148.110611820549
"20676",20676,"OneMonthBefore_Revised+Consensus1+NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta",49.9869867161284,40.2723827252405,66.9064578684328,43.8067228128732,8,3,9,4,25.1561594064593,-157.643840593541
"20684",20684,"OneMonthBefore_Revised+Consensus1+NumTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_all_AbsoluteDelta+NumTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta",48.4845919392841,46.8844742588475,55.1225335412987,47.1816086546108,8,4,9,7,43.1848967285903,-139.61510327141
"21359",21359,"OneMonthBefore_Revised+Consensus1+NumPopularTweets_Month1_all_Absolute+NumVerifiedTweets_Month1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumVerifiedTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumVerifiedTweets_Week2_all_Absolute",45.5044869281463,31.2999537730931,59.6980418900154,32.141680914018,8,5,9,6,78.9461568622443,-103.853843137756
"21464",21464,"OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_Absolute",48.1102795048633,47.6911869355423,58.9695226443885,47.9672593951896,9,5,9,7,47.6766459416408,-135.123354058359
"21465",21465,"OneMonthBefore_Revised+IJC+NumTweets_Month1_all_Absolute+NumTweets_Month1_allold_Absolute",48.367388878855,47.8870718771316,59.1978543844601,48.1434857672247,9,5,9,7,44.5913334537399,-138.20866654626
"21466",21466,"OneMonthBefore_Revised+IJC+NumTweets_Month1_opportunity_Absolute",48.2372071802972,47.1946060143257,58.8559687157819,47.5087774904665,9,5,9,7,46.153513836433,-136.646486163567
"21468",21468,"OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_Absolute+NumTweets_Month1_opportunity_Absolute",48.2749537093408,47.219862056501,58.9410287818942,47.5188391589862,9,5,9,7,45.7005554879106,-137.099444512089
"21470",21470,"OneMonthBefore_Revised+IJC+NumTweets_Month1_opening_Absolute",48.1477031098708,47.2153457669815,58.973615080851,47.4725964165418,9,5,9,7,47.2275626815505,-135.57243731845
"21472",21472,"OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_Absolute+NumTweets_Month1_opening_Absolute",48.1732782075901,47.7356734008536,59.0173541713228,48.0135433964627,9,5,9,7,46.9206615089188,-135.879338491081
"21473",21473,"OneMonthBefore_Revised+IJC+NumTweets_Month1_all_Absolute+NumTweets_Month1_allold_Absolute+NumTweets_Month1_opening_Absolute",48.4184830839984,47.9150033453725,59.2361115394293,48.1743047369625,9,5,9,7,43.9782029920197,-138.82179700798
"21474",21474,"OneMonthBefore_Revised+IJC+NumTweets_Month1_opportunity_Absolute+NumTweets_Month1_opening_Absolute",48.214800625557,47.2290085775546,58.9112806487003,47.5152236162234,9,5,9,7,46.4223924933158,-136.377607506684
"21481",21481,"OneMonthBefore_Revised+IJC+NumTweets_Month1_opportunity_AbsoluteDelta",48.2774325655022,45.8657346595795,59.1649784418191,46.0455708708959,10,5,10,7,45.6708092139735,-137.129190786027
"21489",21489,"OneMonthBefore_Revised+IJC+NumTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta",48.2863265564568,45.8944424386541,59.1807041342803,46.0754901406047,9,5,9,7,45.5640813225187,-137.235918677481
"21494",21494,"OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_Absolute+NumTweets_Month1_allold_AbsoluteDelta",47.9817808649437,46.9201955931555,58.8756606905434,47.16447436506,9,5,9,7,49.2186296206757,-133.581370379324
"21495",21495,"OneMonthBefore_Revised+IJC+NumTweets_Month1_all_Absolute+NumTweets_Month1_allold_Absolute+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Month1_allold_AbsoluteDelta",48.6783734410988,44.2053259318418,59.7639351793448,44.743651385579,9,5,9,7,40.859518706814,-141.940481293186
"21496",21496,"OneMonthBefore_Revised+IJC+NumTweets_Month1_opportunity_Absolute+NumTweets_Month1_opportunity_AbsoluteDelta",47.8511907353081,45.2277399965173,58.7384667244248,45.3811789593757,9,6,9,7,50.7857111763034,-132.014288823697
"21498",21498,"OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_Absolute+NumTweets_Month1_opportunity_Absolute+NumTweets_Month1_allold_AbsoluteDelta+NumTweets_Month1_opportunity_AbsoluteDelta",48.1297689531309,44.8802885415298,58.8041074721694,45.0750506992396,9,6,9,7,47.4427725624296,-135.35722743757
"21500",21500,"OneMonthBefore_Revised+IJC+NumTweets_Month1_opening_Absolute+NumTweets_Month1_opening_AbsoluteDelta",48.1760179335579,47.332116506279,58.9926591467637,47.5997588906772,9,5,9,7,46.8877847973048,-135.912215202695
"21502",21502,"OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_Absolute+NumTweets_Month1_opening_Absolute+NumTweets_Month1_allold_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta",47.7279391281998,46.0440674976037,59.0541239013956,46.2908537118803,9,6,9,7,52.2647304616028,-130.535269538397
"21504",21504,"OneMonthBefore_Revised+IJC+NumTweets_Month1_opportunity_Absolute+NumTweets_Month1_opening_Absolute+NumTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta",47.8227519346844,45.0261133226251,58.7305993208709,45.1750266735011,9,6,9,7,51.1269767837873,-131.673023216213
"21528",21528,"OneMonthBefore_Revised+IJC+NumTweets_Week1_allold_AbsoluteDelta+NumTweets_Week1_opportunity_AbsoluteDelta",49.3816947830276,47.1347358050342,60.4049740489617,47.221885790717,9,4,9,6,32.4196626036693,-150.380337396331
"21541",21541,"OneMonthBefore_Revised+IJC+NumTweets_Week1_opportunity_Absolute+NumTweets_Week1_opportunity_AbsoluteDelta",47.8708296364607,44.948028951045,58.6978994188107,45.1747177359641,9,6,9,7,50.5500443624711,-132.249955637529
"21554",21554,"OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_Absolute+NumTweets_Week1_allold_Absolute",48.538625319671,46.6908094352802,59.3871942534233,46.8047699842312,9,5,9,7,42.5364961639485,-140.263503836051
"21569",21569,"OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_AbsoluteDelta+NumTweets_Week1_allold_AbsoluteDelta",48.7940970831682,46.7714361563837,59.6436072607867,46.7917064216204,9,4,9,6,39.4708350019812,-143.329164998019
"21584",21584,"OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_Absolute+NumTweets_Week1_allold_Absolute+NumTweets_Month1_allold_AbsoluteDelta+NumTweets_Week1_allold_AbsoluteDelta",48.2358329121438,50.117087706808,59.403510497926,50.2587160425776,9,4,9,6,46.1700050542739,-136.629994945726
"21585",21585,"OneMonthBefore_Revised+IJC+NumTweets_Month1_all_Absolute+NumTweets_Week1_all_Absolute+NumTweets_Month1_allold_Absolute+NumTweets_Week1_allold_Absolute+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Week1_all_AbsoluteDelta+NumTweets_Month1_allold_AbsoluteDelta+NumTweets_Week1_allold_AbsoluteDelta",48.5677468907172,44.6798676820941,60.2562867692626,44.7195143435289,8,6,9,7,42.1870373113939,-140.612962688606
"21593",21593,"OneMonthBefore_Revised+IJC+NumTweets_Week2_all_Absolute",48.147379286643,48.0163462920504,58.887063072699,48.3196362973712,9,5,9,7,47.2314485602846,-135.568551439715
"21594",21594,"OneMonthBefore_Revised+IJC+NumTweets_Week2_allold_Absolute",48.1858595369543,47.1494782496012,58.9376088035252,47.4508065092827,9,5,9,7,46.7696855565484,-136.030314443452
"21595",21595,"OneMonthBefore_Revised+IJC+NumTweets_Week2_all_Absolute+NumTweets_Week2_allold_Absolute",48.2130807841415,47.9689765399443,58.9247364882896,48.2596758970244,9,5,9,7,46.4430305903022,-136.356969409698
"21596",21596,"OneMonthBefore_Revised+IJC+NumTweets_Week2_opportunity_Absolute",47.5791939561165,44.3525008674389,58.3272347340842,44.5897939822501,9,6,9,7,54.0496725266017,-128.750327473398
"21597",21597,"OneMonthBefore_Revised+IJC+NumTweets_Week2_all_Absolute+NumTweets_Week2_opportunity_Absolute",47.7119460760672,44.5222918021818,58.4081309111543,44.7817091607599,9,6,9,7,52.456647087194,-130.343352912806
"21602",21602,"OneMonthBefore_Revised+IJC+NumTweets_Week2_allold_Absolute+NumTweets_Week2_opening_Absolute",46.3387121448173,44.3149056112846,57.8809083620676,44.6111290833887,9,6,9,7,68.935454262193,-113.864545737807
"21603",21603,"OneMonthBefore_Revised+IJC+NumTweets_Week2_all_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Week2_opening_Absolute",46.316636341817,44.5500998390442,57.8886791552256,44.793980136598,9,6,9,7,69.2003638981958,-113.599636101804
"21604",21604,"OneMonthBefore_Revised+IJC+NumTweets_Week2_opportunity_Absolute+NumTweets_Week2_opening_Absolute",47.7712109350276,44.8975627871531,58.3619516616466,45.2565598185152,9,6,9,7,51.7454687796685,-131.054531220332
"21605",21605,"OneMonthBefore_Revised+IJC+NumTweets_Week2_all_Absolute+NumTweets_Week2_opportunity_Absolute+NumTweets_Week2_opening_Absolute",47.6502214368431,45.2055954794716,58.2949465171178,45.451532906391,9,6,9,7,53.1973427578833,-129.602657242117
"21606",21606,"OneMonthBefore_Revised+IJC+NumTweets_Week2_allold_Absolute+NumTweets_Week2_opportunity_Absolute+NumTweets_Week2_opening_Absolute",46.4376359639586,44.1782160654564,57.9775718763542,44.471671973507,9,6,9,7,67.7483684324969,-115.051631567503
"21607",21607,"OneMonthBefore_Revised+IJC+NumTweets_Week2_all_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Week2_opportunity_Absolute+NumTweets_Week2_opening_Absolute",46.4768010604232,44.4100770030552,57.9870431104306,44.6507141800878,10,6,10,7,67.278387274922,-115.521612725078
"21608",21608,"OneMonthBefore_Revised+IJC+NumTweets_Week2_all_AbsoluteDelta",47.3752092573008,44.8204320776413,58.3538924613862,45.3276859416281,10,5,10,7,56.4974889123902,-126.30251108761
"21609",21609,"OneMonthBefore_Revised+IJC+NumTweets_Week2_allold_AbsoluteDelta",48.1224745582464,46.8036298090764,58.8830655714646,47.1766434871876,9,5,9,7,47.5303053010435,-135.269694698957
"21610",21610,"OneMonthBefore_Revised+IJC+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta",47.4842208037721,44.9906779477366,58.4354811746012,45.5152415857054,10,5,10,7,55.1893503547352,-127.610649645265
"21612",21612,"OneMonthBefore_Revised+IJC+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta",47.3839438193778,44.8323936275928,58.3589960723338,45.3381021514464,10,5,10,7,56.3926741674667,-126.407325832533
"21614",21614,"OneMonthBefore_Revised+IJC+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta",47.5280114802755,45.1024188422722,58.4626933717396,45.6228745648409,9,5,9,7,54.6638622366941,-128.136137763306
"21616",21616,"OneMonthBefore_Revised+IJC+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta",47.4352191430256,44.8433059777051,58.4013142071164,45.3664262419272,10,5,10,7,55.7773702836925,-127.022629716308
"21617",21617,"OneMonthBefore_Revised+IJC+NumTweets_Week2_allold_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta",47.9234140760253,46.332720412842,58.7918077925739,46.7477169411487,9,5,9,7,49.9190310876963,-132.880968912304
"21618",21618,"OneMonthBefore_Revised+IJC+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta",47.5436797770509,45.0580168440119,58.4725624921096,45.5687292488641,9,5,9,7,54.4758426753893,-128.324157324611
"21620",21620,"OneMonthBefore_Revised+IJC+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta",47.4428157921817,44.8471109460164,58.4054601749531,45.3689485684035,10,5,10,7,55.6862104938198,-127.11378950618
"21622",21622,"OneMonthBefore_Revised+IJC+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta",47.8906477890553,45.7481531437093,58.6563438310633,46.1997504169842,9,5,9,7,50.3122265313359,-132.487773468664
"21624",21624,"OneMonthBefore_Revised+IJC+NumTweets_Week2_allold_Absolute+NumTweets_Week2_allold_AbsoluteDelta",48.1705547677706,46.9955695403487,58.9314792571286,47.3512120736456,9,5,9,7,46.9533427867524,-135.846657213248
"21625",21625,"OneMonthBefore_Revised+IJC+NumTweets_Week2_all_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta",46.6315404341415,38.2875963470932,58.2864970984555,39.1458461228328,8,6,9,7,65.4215147903016,-117.378485209698
"21629",21629,"OneMonthBefore_Revised+IJC+NumTweets_Week2_all_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Week2_opportunity_Absolute+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta",45.5938448324114,34.4305073236254,58.0024199886163,35.3542582003792,9,6,9,7,77.8738620110632,-104.926137988937
"21638",21638,"OneMonthBefore_Revised+IJC+NumTweets_Month1_all_Absolute+NumTweets_Week2_all_Absolute",48.2742013603829,47.5528407903689,58.9547969675711,47.8765430495094,9,5,9,7,45.7095836754054,-137.090416324595
"21639",21639,"OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_Absolute+NumTweets_Week2_allold_Absolute",48.1588118653409,47.6563600652928,59.0093952315703,47.9318199459075,9,5,9,7,47.0942576159094,-135.705742384091
"21640",21640,"OneMonthBefore_Revised+IJC+NumTweets_Month1_all_Absolute+NumTweets_Week2_all_Absolute+NumTweets_Month1_allold_Absolute+NumTweets_Week2_allold_Absolute",48.3457268486057,47.3470522583928,59.1350506541086,47.6688074332084,9,5,9,7,44.8512778167319,-137.948722183268
"21641",21641,"OneMonthBefore_Revised+IJC+NumTweets_Month1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute",47.8371022656932,45.6452370141596,58.6446903674747,46.1203165175931,9,5,9,7,50.9547728116813,-131.845227188319
"21642",21642,"OneMonthBefore_Revised+IJC+NumTweets_Month1_all_Absolute+NumTweets_Week2_all_Absolute+NumTweets_Month1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute",47.9332843343839,43.9459407381405,58.6122097609971,44.7023838768356,9,5,9,7,49.800587987393,-132.999412012607
"21643",21643,"OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Month1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute",48.0831100538268,46.0875939942368,58.8719294788745,46.5092706270672,9,5,9,7,48.0026793540789,-134.797320645921
"21644",21644,"OneMonthBefore_Revised+IJC+NumTweets_Month1_all_Absolute+NumTweets_Week2_all_Absolute+NumTweets_Month1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Month1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute",48.0707552061348,43.7554398272909,58.9710224325384,44.515031518232,9,5,9,7,48.1509375263827,-134.649062473617
"21645",21645,"OneMonthBefore_Revised+IJC+NumTweets_Month1_opening_Absolute+NumTweets_Week2_opening_Absolute",48.1714954268606,46.4444190989806,59.0900772315674,46.611293067276,9,5,9,7,46.9420548776727,-135.857945122327
"21646",21646,"OneMonthBefore_Revised+IJC+NumTweets_Month1_all_Absolute+NumTweets_Week2_all_Absolute+NumTweets_Month1_opening_Absolute+NumTweets_Week2_opening_Absolute",48.1609639339476,47.2762061329317,58.8808618224552,47.6218600177873,9,5,9,7,47.0684327926285,-135.731567207371
"21647",21647,"OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Month1_opening_Absolute+NumTweets_Week2_opening_Absolute",46.19910370355,42.8285400720263,57.3751515666788,44.0578865625278,8,6,9,7,70.6107555574,-112.1892444426
"21648",21648,"OneMonthBefore_Revised+IJC+NumTweets_Month1_all_Absolute+NumTweets_Week2_all_Absolute+NumTweets_Month1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Month1_opening_Absolute+NumTweets_Week2_opening_Absolute",47.1571695058598,44.9710982823475,58.1959189028291,45.9164025783843,8,5,9,7,59.1139659296828,-123.686034070317
"21649",21649,"OneMonthBefore_Revised+IJC+NumTweets_Month1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute+NumTweets_Month1_opening_Absolute+NumTweets_Week2_opening_Absolute",47.841581820089,46.1638359056956,58.7685370869488,46.6079689005152,9,5,9,7,50.9010181589323,-131.898981841068
"21650",21650,"OneMonthBefore_Revised+IJC+NumTweets_Month1_all_Absolute+NumTweets_Week2_all_Absolute+NumTweets_Month1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute+NumTweets_Month1_opening_Absolute+NumTweets_Week2_opening_Absolute",47.9016079740054,43.9964059808648,58.7316805473838,44.7809053729427,9,5,9,7,50.1807043119352,-132.619295688065
"21651",21651,"OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Month1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute+NumTweets_Month1_opening_Absolute+NumTweets_Week2_opening_Absolute",46.1908804329299,42.5537804409581,57.3757593735817,43.9530079500498,8,6,9,7,70.7094348048416,-112.090565195158
"21652",21652,"OneMonthBefore_Revised+IJC+NumTweets_Month1_all_Absolute+NumTweets_Week2_all_Absolute+NumTweets_Month1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Month1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute+NumTweets_Month1_opening_Absolute+NumTweets_Week2_opening_Absolute",47.0789573478487,47.120067443787,58.300690472595,47.9207824428869,10,6,10,7,60.0525118258159,-122.747488174184
"21653",21653,"OneMonthBefore_Revised+IJC+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta",46.7472993482163,41.4673946036281,57.6231280308265,42.3490830957917,8,6,9,7,64.0324078214047,-118.767592178595
"21655",21655,"OneMonthBefore_Revised+IJC+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Month1_allold_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta",46.4685361291932,39.645515791854,57.4530527517902,40.6764673068984,9,6,9,7,67.3775664496818,-115.422433550318
"21656",21656,"OneMonthBefore_Revised+IJC+NumTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta",48.0709772529129,44.7606521933413,59.201719214364,44.9691536295485,9,5,9,7,48.1482729650452,-134.651727034955
"21657",21657,"OneMonthBefore_Revised+IJC+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta",47.177216203135,44.0262915511905,57.7143950712299,44.5602580019726,8,6,9,7,58.8734055623803,-123.92659443762
"21658",21658,"OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta",47.9431417167661,44.5822047240091,59.0599706995838,44.9644063475704,9,5,9,7,49.6822993988068,-133.117700601193
"21659",21659,"OneMonthBefore_Revised+IJC+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Month1_allold_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta",47.0256184269442,42.7910264258416,57.6890193859737,43.4285851187525,8,6,9,7,60.6925788766691,-122.107421123331
"21661",21661,"OneMonthBefore_Revised+IJC+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta",46.350985674546,41.5632496084507,57.1401052911609,42.1901106965988,8,6,9,7,68.7881719054485,-114.011828094552
"21662",21662,"OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta",47.5968517822504,43.9826009878122,58.7125597859807,45.0954867494401,8,5,9,7,53.8377786129951,-128.962221387005
"21663",21663,"OneMonthBefore_Revised+IJC+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Month1_allold_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta",47.0322049862197,40.6576335236246,58.1798047113742,41.8863211145427,9,6,9,7,60.6135401653632,-122.186459834637
"21664",21664,"OneMonthBefore_Revised+IJC+NumTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta",48.1285925557027,44.7601566253143,59.2285275384998,45.0175707631522,9,5,9,7,47.456889331567,-135.343110668433
"21665",21665,"OneMonthBefore_Revised+IJC+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta",46.8012324045365,43.5046567959537,57.3856758869008,43.9808933984807,8,6,9,7,63.3852111455625,-119.414788854438
"21666",21666,"OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta",47.5852253715343,42.9122713818679,58.7448180387708,44.0199539943259,8,5,9,7,53.9772955415889,-128.822704458411
"21667",21667,"OneMonthBefore_Revised+IJC+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Month1_allold_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta",47.1407354190333,44.5110652731968,57.4127764578242,44.8045456332145,8,6,9,7,59.3111749716001,-123.4888250284
"21668",21668,"OneMonthBefore_Revised+IJC+NumTweets_Month1_all_Absolute+NumTweets_Week2_all_Absolute+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta",46.7847203363715,42.3628710532838,57.6336039853136,42.7527855646838,8,6,9,7,63.5833559635425,-119.216644036458
"21671",21671,"OneMonthBefore_Revised+IJC+NumTweets_Month1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute+NumTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta",47.4882896018389,43.8371283252922,58.5789086214168,44.1155636528342,9,6,9,7,55.1405247779334,-127.659475222067
"21675",21675,"OneMonthBefore_Revised+IJC+NumTweets_Month1_all_Absolute+NumTweets_Week2_all_Absolute+NumTweets_Month1_opening_Absolute+NumTweets_Week2_opening_Absolute+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta",48.2600125754913,56.714847004835,57.7525082955869,57.0066485722664,9,5,9,6,45.8798490941042,-136.920150905896
"21676",21676,"OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Month1_opening_Absolute+NumTweets_Week2_opening_Absolute+NumTweets_Month1_allold_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta",46.2603798725048,44.3443680939576,57.3537327094636,45.4069363587872,9,6,10,7,69.8754415299425,-112.924558470058
"21678",21678,"OneMonthBefore_Revised+IJC+NumTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute",48.1221345134222,47.1822118958263,58.8037957800368,47.5150223050335,9,5,9,7,47.5343858389335,-135.265614161067
"21680",21680,"OneMonthBefore_Revised+IJC+NumTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute+NumTweets_Week1_allold_Absolute+NumTweets_Week2_allold_Absolute",48.3692217932771,46.1889833000389,59.0324274566141,46.5151540852044,9,5,9,7,44.5693384806749,-138.230661519325
"21681",21681,"OneMonthBefore_Revised+IJC+NumTweets_Week1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute",47.9146619703695,46.5731753680493,58.6776518297123,46.8392972145875,9,5,9,7,50.0240563555656,-132.775943644434
"21682",21682,"OneMonthBefore_Revised+IJC+NumTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute+NumTweets_Week1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute",47.1705561476899,42.5868072179398,57.7338504294089,43.1871898440967,9,6,9,7,58.9533262277208,-123.846673772279
"21688",21688,"OneMonthBefore_Revised+IJC+NumTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute+NumTweets_Week1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Week1_opening_Absolute+NumTweets_Week2_opening_Absolute",46.7561275004605,42.8938604921084,58.2696933582248,43.6409467724105,9,6,9,7,63.9264699944741,-118.873530005526
"21692",21692,"OneMonthBefore_Revised+IJC+NumTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute+NumTweets_Week1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Week1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute+NumTweets_Week1_opening_Absolute+NumTweets_Week2_opening_Absolute",47.6052411239868,43.0650629515294,58.7128545130651,43.9640861231795,9,6,9,7,53.7371065121583,-129.062893487842
"21693",21693,"OneMonthBefore_Revised+IJC+NumTweets_Week1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta",47.1650524025891,45.0842419177416,58.1827847807392,45.536429099607,10,5,10,7,59.0193711689309,-123.780628831069
"21695",21695,"OneMonthBefore_Revised+IJC+NumTweets_Week1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week1_allold_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta",47.7711426044362,46.9580441264448,58.7718972037387,47.3986189496389,8,5,9,7,51.746288746766,-131.053711253234
