#Field:candidate	AggregationKey	Score	AverageScore	NumTweets	NumTweetsWeighted	NumPositive	NumNegative	NumNeutral	FanCount	NumDistinctTweets	NumDistinctUsers	NumPopularTweets	NumVerifiedTweets	TopNgramsOverall	TopNgramsPositive	TopNgramsNegative	TopNgramsNeutral
all	201012	-171.511497377498	-0.0278111719438136	6167	36429.5341643552	1528	163	4476	0	6145	1380	19	0	retail sales|21102148297170944|empty|21021744290598912:158||registered nurse|21094418714984448|empty|21084483830685696:139||sales associate|21088596211539968|empty|21020506224336896:127||physical therapist|21101108151721985|21089156679602176|21014686648504320:76||arcadia healthcare|21084625061285889|empty|21084601095032832:74||rn job|21084865290047489|empty|21036239780052992:69||advantage rn|21084895510011904|empty|21084776345636864:68||job type|21084761581686784|empty|21084759450976256:68||part time|21005677669388288|21111905712078849|21096371335471104:66||sales representative|21073761067335680|empty|21076354384535552:64||occupational therapist|21092030008524800|21090769938948096|21072210290540544:64||project manager|21095886146764800|21069538799910912|21111812866965504:64||job posting|21036290208174081|empty|21023255787737088:57||customer service|21092276151263232|empty|21034665838125056:57||web developer|21088554625015808|empty|21095788058771457:55||project work|21108925524869120|empty|21068289442582528:55||fee based|21108925524869120|empty|21079861158215680:55||job title|21094284337876992|empty|21017310789632000:54||nurse rn|21093294079479808|empty|21076486744186880:53||store manager|21083262776508417|empty|21058391229079552:50||full time|21092472297881600|21033549100490752|21053277353279488:47||sales manager|21052478946541569|empty|21094301479997440:40||atlanta ga|21053624855568384|empty|21109804319637507:37||washington dc|21041910361620481|empty|21011678002946048:36||greater london|21093896771600384|empty|21093898923278336:35||financial services|21088795545833472|empty|21099513439588352:35||shift supervisor|21069631842164737|empty|21049367553118208:35||job physical|21093033541902338|empty|21092580452212736:34||state california|21084807760973824|empty|21084759450976256:33||business development|21025427124387840|empty|20993014201585665:33||california specialty|21084744045297665|empty|21084759450976256:33||personal banker|21019187660988417|empty|21094267573248000:32||consumer finance|21070959217741824|empty|21091001342889984:32||software engineer|21063392613634048|21069560715153408|20993205252128770:32||java developer|20996620690653184|empty|20993055695831040:30||private project|empty|empty|empty:30||creative service|21111984019742721|empty|21027355501797376:28||job openings|21066862779437056|empty|21024812465913856:28||job opening|20995198876131328|empty|21066341490368512:28||las vegas|21000419597623296|empty|20992643563524096:27||tutor job|empty|empty|empty:27||entry level|21051966310326272|empty|20992997193687040:27||marketing manager|empty|empty|empty:27||sales executive|21105838781366272|empty|21103508493176832:27||york ny|21008142867369984|21006052694695936|21015624629092352:27||senior associate|21097334188277760|empty|21094276502917120:26||independent sales|21073758575923200|empty|empty:26||assistant jobs|21046887259836416|empty|21032990125588480:25||logo design|21111984019742721|empty|21105251440394240:25||branch manager|20994174257995776|empty|21086076969951232:25	registered nurse|21094418714984448|empty|21084483830685696:70||advantage rn|21084895510011904|empty|21084776345636864:66||job type|21084761581686784|empty|21084759450976256:66||rn job|21084865290047489|empty|21036239780052992:66||sales representative|21073761067335680|empty|21076354384535552:32||california specialty|21084744045297665|empty|21084759450976256:31||state california|21084807760973824|empty|21084759450976256:31||independent sales|21073758575923200|empty|empty:26||greater london|21093896771600384|empty|21093898923278336:26||representative avon|21073754192871424|empty|empty:25||logo design|21111984019742721|empty|21105251440394240:22||sales executive|21105838781366272|empty|21103508493176832:18||skilled nursing|21095049727053824|empty|21065129076461568:18||job opportunities|21026473896837120|21107279772254208|empty:17||wichita ks|21005371430666240|empty|20994255723962370:15||tampa fl|21047163412807681|21053694166441984|21000158837739521:14||assistant jobs|21046887259836416|empty|21032990125588480:13||job opportunity|21110517867220992|empty|21019466276016128:13||sales agent|21071280484655104|empty|empty:13||administrative assistant|21112724209541120|empty|20999266612813824:13||creative service|21111984019742721|empty|21027355501797376:12||nursing facility|21092284787335168|empty|empty:12||baltimore md|21086248210796544|empty|21093090328576000:12||therapist assistant|21080396594675714|empty|21093032283602944:12||supply chain|21071277569609728|empty|21031615727665152:12||nashville tn|21088882284036096|empty|21105854711341056:11||online advantage|21076354887843840|empty|empty:10||services online|21076354648772609|empty|empty:10||advantage marketing|21076352278994944|empty|empty:10||internet services|21076351792455680|empty|empty:10||software development|21007738230280193|empty|20998417782153216:10||design engineer|21015093248524288|empty|21018144738910211:10||marketing llc|21076354887843840|empty|empty:10||office assistant|21106348204752896|empty|21029535336103937:9||post anesthesia|21084756821147648|empty|empty:9||home health|21084597777334272|empty|21008387525320704:9||therapy assistant|21094379443720192|21093786830508032|21091799443447808:9||development engineer|20996248622342144|empty|20998417782153216:9||php web|21025321906085889|empty|20999569374449665:8||anesthesia recovery|21084754451374080|empty|empty:8||design newsletter|21034838949625856|empty|empty:8||extraordinary events|21075984908296192|empty|empty:8||important lessons|21076003904290816|empty|empty:8||state ohio|21084749560815616|empty|empty:8||austin tx|21093039741075456|empty|21083998956552194:8||newsletter newsletter|21034837498396672|empty|empty:8||hair stylist|21077549870219265|empty|21079362585493504:8||expert design|21034838291128321|empty|empty:8||assistant manager|21069158527541248|empty|21041905831772160:8||greater manchester|21092276151263232|empty|empty:8	senior care|21091331371696128|21077551933820928|empty:9||caregiver home|empty|empty|empty:9||jeannette pa|empty|empty|empty:9||home senior|empty|empty|empty:9||hiring caregiver|empty|empty|empty:9||pa home|empty|empty|empty:9||wichita falls|21093782036418560|21093770799874048|empty:5||wichita falls tx|21093777489788928|21093776172781568|empty:5||brooklyn ny|21065923511197696|21095693338804224|21003327261114369:5||wichita falls job|21093782036418560|21093770799874048|empty:5||falls tx|21089250204192769|21093774440534016|empty:5||cost accountant|empty|empty|empty:4||pest control|empty|empty|empty:3||cirrus allied|empty|empty|empty:3||firefighting jobs|21113220475387904|21113255942422528|empty:3||orthopedic surgeon|empty|empty|empty:3||fraud risk|empty|empty|empty:3||emergency medicine|21023818315206656|21095257613533184|empty:3||control jobs|empty|empty|empty:3||medicine physician|empty|empty|empty:2||job news|empty|empty|empty:2||chief financial|empty|empty|empty:2||accountant title|empty|empty|empty:2||lawton job|empty|empty|empty:2||job location|empty|empty|empty:2||financial officer|empty|empty|empty:2||mitigation specialist|empty|empty|empty:2||loss mitigation|empty|empty|empty:2||delivery consultant|empty|empty|empty:2||css professional|empty|empty|empty:2||dartford kent|21094539821318147|21069187594067968|empty:2||resolution analyst|empty|empty|empty:2||hays plc|empty|empty|empty:2||php css|empty|empty|empty:2||accountant reports|empty|empty|empty:2||technical consultant|empty|empty|empty:2||title cost|empty|empty|empty:2||key account|empty|empty|empty:2||solid waste|empty|empty|empty:1||california general|empty|empty|empty:1||mortgage mi|empty|empty|empty:1||grade doctor|empty|empty|empty:1||contracts manager|empty|empty|empty:1||writer jobs|empty|empty|empty:1||risk policy|empty|empty|empty:1||manassas va|21095052050694144|21095045352394752|21095055703937024:1||pet sitter|empty|empty|empty:1||policy analyst|empty|empty|empty:1||dental technician|empty|empty|empty:1||unemployment line|empty|empty|empty:1	retail sales|21102148297170944|empty|21021744290598912:134||sales associate|21088596211539968|empty|21020506224336896:114||registered nurse|21094418714984448|empty|21084483830685696:69||arcadia healthcare|21084625061285889|empty|21084601095032832:69||project manager|21095886146764800|21069538799910912|21111812866965504:59||customer service|21092276151263232|empty|21034665838125056:54||physical therapist|21101108151721985|21089156679602176|21014686648504320:54||part time|21005677669388288|21111905712078849|21096371335471104:53||job title|21094284337876992|empty|21017310789632000:53||job posting|21036290208174081|empty|21023255787737088:52||nurse rn|21093294079479808|empty|21076486744186880:51||occupational therapist|21092030008524800|21090769938948096|21072210290540544:51||store manager|21083262776508417|empty|21058391229079552:44||fee based|21108925524869120|empty|21079861158215680:42||project work|21108925524869120|empty|21068289442582528:42||web developer|21088554625015808|empty|21095788058771457:40||shift supervisor|21069631842164737|empty|21049367553118208:34||washington dc|21041910361620481|empty|21011678002946048:34||full time|21092472297881600|21033549100490752|21053277353279488:34||financial services|21088795545833472|empty|21099513439588352:33||atlanta ga|21053624855568384|empty|21109804319637507:32||sales representative|21073761067335680|empty|21076354384535552:32||sales manager|21052478946541569|empty|21094301479997440:32||private project|empty|empty|empty:30||consumer finance|21070959217741824|empty|21091001342889984:30||business development|21025427124387840|empty|20993014201585665:27||tutor job|empty|empty|empty:27||marketing manager|empty|empty|empty:27||personal banker|21019187660988417|empty|21094267573248000:27||job physical|21093033541902338|empty|21092580452212736:24||java developer|20996620690653184|empty|20993055695831040:24||senior associate|21097334188277760|empty|21094276502917120:24||data entry|empty|empty|empty:23||boston ma|empty|empty|empty:23||york ny|21008142867369984|21006052694695936|21015624629092352:22||starbucks barista|21069629342355456|empty|21065791222841344:22||job family|21091793458171904|empty|21106483798220800:22||entry level|21051966310326272|empty|20992997193687040:22||las vegas|21000419597623296|empty|20992643563524096:22||software engineer|21063392613634048|21069560715153408|20993205252128770:22||job rochester mn|21092422062710785|empty|21092423224528896:22||medical sales|21058910626512896|empty|21103712512516096:22||rochester mn|21092422062710785|empty|21092423224528896:22||cfs collections|empty|empty|empty:22||medical center|21031164584136704|empty|21058765860114432:21||branch manager|20994174257995776|empty|21086076969951232:21||family dollar|21083262776508417|empty|21013915114676224:20||job openings|21066862779437056|empty|21024812465913856:20||finance sales|21070959217741824|empty|20995472638353408:20||staffing solutions|21095555434291200|empty|21076489801830400:20
all	201101	-24405.8502359298	-0.0253375368016638	963229	5285453.3825476	225587	31639	706003	0	953408	47675	7393	702	project manager|24757415132004352|32272945116086273|24477155912065025:10257||customer service|30830635199238144|21740010617184256|30273025286873088:9520||registered nurse|21989303341023232|28046719623106560|27528148211998720:9115||part time|29855343114715137|23445051761762305|28195470601883650:7740||physical therapist|21158707001819136|32126627328565248|24582159205404672:6806||job opening|25793877281607681|29567314273771520|30319604798595072:6592||job posting|32288603614748673|26021446979428352|25260394553548800:6491||retail sales|23863451847761920|29176852178280448|25078399101829120:6134||full time|29568417233108992|28362355523985408|25314777156816897:6063||sales associate|32216831657775104|26019858982371328|25204480442109952:5874||software engineer|27766327053647872|29727466008346624|25245455453519872:5782||sales representative|27885597003620352|28387508798623744|26388724505907200:5518||account manager|30426112186122240|32192162015744001|27742295826628608:5332||business analyst|30794209162166272|27880163299565569|21628845778014208:5175||business development|25517033558908929|25943508896452608|21874043342823424:5172||sales manager|26951393344487424|31758674418470914|23097113311186945:4853||occupational therapist|25265786025156608|25613141316476929|21455185364652032:4736||san francisco|22056765847773184|32050476727934976|23148186751209473:4632||york ny|26036159989682176|25349936887369729|27459295142486016:4621||financial group|26346987473346560|26321795401383936|25722801541349376:4567||medical center|21989303341023232|25316308740476928|25324870141218817:4490||economy jobs|24943160065007617|25560224400146432|28922540994854912:4447||united kingdom|27885597003620352|29404632392404992|25922624290816001:4322||washington dc|26006725391814656|32175883921924097|29936079331131392:4302||store manager|30702084982575104|32199587754156032|29601308902170624:4295||sales executive|25937405932470272|25591288845828096|23413204742836224:4268||web developer|24848202205233152|27354236794707968|25959248013819904:4241||ontario canada|32197915472564224|28500157456711682|24564211799564288:4164||job openings|28534014612602880|21744085920382977|28154481766047744:4160||nurse rn|28945803355623425|31604170192588800|27372352819961856:4138||job title|24715431969296384|32026825135759360|31458084798861313:4116||citizens financial|26346987473346560|32304969038172160|31406608181370880:4101||citizens financial group|26346987473346560|28527625173475330|32076331927740416:4101||account executive|22738626613874688|25963781867704321|21824697473699840:3804||job opportunities|30893154064408576|25653783702806528|25779731316088832:3714||grooming assistant|23379969619001344|empty|25874393993322497:3658||job opportunity|32179565866516481|24671404507009025|22744362861465600:3642||marketing manager|28596526972403712|29190818489171969|26927302168285184:3633||los angeles|28123532676300800|22057813563936768|23448757328678912:3501||las vegas|21941372495859712|21321949116366848|30035075592626176:3251||java developer|21888387321438209|22265883384619008|31024585415589889:3231||design engineer|30786853888065536|24917344417484800|30946627359346688:3200||francisco ca|28499626105507841|31959926377025536|28070328781508610:3181||chicago il|29585329816080384|30090784258662400|26745722179162112:3170||san francisco ca|28499626105507841|31959926377025536|28070328781508610:3163||development manager|28520194649366528|23515562365685761|25922624290816001:3104||social media|27827405913587712|22973666920763392|23351665172160512:3053||job postings|23515698399551489|28028213246562304|25986772907327488:3044||houston tx|24082012209938432|31478582081486848|31712680951685120:2943||financial services|26644239886585856|30266120908836864|27772576394641408:2920	registered nurse|21989303341023232|28046719623106560|27528148211998720:3691||grooming assistant|23379969619001344|empty|25874393993322497:3636||job opportunity|32179565866516481|24671404507009025|22744362861465600:2764||job opportunities|30893154064408576|25653783702806528|25779731316088832:2721||physical therapist|21158707001819136|32126627328565248|24582159205404672:2257||administrative assistant|28495237269688320|24915821394403328|27809357022367744:2005||job type|21447445137334272|empty|29459461655494656:1939||rn job|24346316356190208|29836379831664640|23368180848140288:1935||united kingdom|27885597003620352|29404632392404992|25922624290816001:1914||advantage rn|32318660466974720|empty|23621244595212288:1914||petco grooming|21204132845068288|empty|30714304177115136:1787||economy jobs|24943160065007617|25560224400146432|28922540994854912:1660||assistant manager|28121719847784448|22190035591761920|29677336869736448:1624||occupational therapist|25265786025156608|25613141316476929|21455185364652032:1599||health care|28093226804060161|22203470035554304|24733795542368256:1562||banner health|27447846164758528|27364867602124800|29722941432270848:1424||home health|24688936257327104|22901738801463296|28103921964679168:1287||houston tx|24082012209938432|31478582081486848|31712680951685120:1249||greater london|29876992375525377|29448730964922369|32334090241843200:1243||skilled nursing|29791860742430720|26333203178455040|27239193344212992:1211||quality assurance|27229234472681473|30766584184184833|22374956700532736:1196||reflectx services|31051071040258048|30024181538095104|21661273896779776:1098||design engineer|30786853888065536|24917344417484800|30946627359346688:1056||real estate|31909124929224704|30369690802987008|29448343105048576:1050||assistant store|30702084982575104|25165164936437761|32167968024559616:1010||wichita ks|21523724993830912|23464508257210368|23411474101702656:997||state california|25795577165910016|empty|31231624133742593:994||california specialty|21446917829427200|empty|27245111037394946:993||tampa fl|29698992816259072|21485338878812160|25703368664023040:989||home care|31584579907231744|26322131977502721|30756888115150849:943||baltimore md|25277011400335360|24573960062509057|29991167676387328:939||nashville tn|21772553362083840|26849573280419841|32327454739664896:930||educational services|22469850743971840|empty|26008103426203648:922||itt educational|21569167341649920|empty|21552883111567360:913||itt educational services|21552760629501952|empty|25962372346679296:913||therapist assistant|26397600483639296|25444123594981376|22539311282913280:862||medical assistant|26729387671953410|27091882257416192|32226626431352833:860||therapy assistant|23806750771646464|24338845667434496|21214278702862336:859||assistant jobs|23840366050410496|31275675428061184|21738683518418944:854||austin tx|23454342690377729|25411154297757696|27827893711142912:845||make money|28753606370918400|23394352126500864|28500514245185536:840||nursing facility|24357604432019456|27285546745208832|27239193344212992:785||executive assistant|31183270695665664|29190819650994176|26225337524289536:776||business intelligence|29988864760225793|25157363522605056|24567631981842432:747||bayada nurses|32134937251414016|24589093811785728|29428974505431040:747||buy canada|25194957522341888|23010658597474304|empty:743||money home|28396482503647232|26078650692538368|22173259948621825:733||support engineer|28195504047259648|28876786611781632|25289207530393600:724||home visit|28753606370918400|empty|empty:721||louisville ky|31709140824887296|28108705836834816|22177980679725056:704	brooklyn ny|21434756797300736|23822148090990592|29466309364285440:719||emergency nurse|24758983776538624|29229021820616704|25137930976632832:635||loss prevention|25930770807783424|23729531424608257|23710510746701824:534||hours week|26894003471388673|30859658478493696|21819062845702145:500||heavy equipment|31396694704787457|29650830491652096|30475191603695616:239||risk management|28162527045095426|24084166614192129|25805499140149248:214||risk analyst|22589371001606146|25904572350332928|31158925025873920:213||emergency medicine|29794796063162368|21170919489667072|22423731762634752:203||risk manager|29632058183655424|25556705249071105|27746695999660032:199||fraud risk|32312377185669120|27218843629785088|24761724615786496:190||emergency department|27057668686352384|32266286125809664|21814807351001088:184||life accident|28433727893807104|29053008792788992|empty:152||accident insurance|28433727893807104|32333553366728704|empty:151||american general life|28433727893807104|32335248284979200|29576772588670976:149||general life|28438838246379520|32335248364666880|24918609893527552:149||american general|26004489169272833|30160345318301696|24918609893527552:149||memorial hospital|21206557291192321|24455021655494656|21340501449904128:147||pest control|23627976818036736|31852764980051969|22613756156575744:130||control jobs|23543138027053057|22848156270071809|23535361066008576:129||wichita falls|32332577905836032|32332587724705792|21815540834107392:128||wichita falls job|31606039304470528|26167994631585793|24757676432953344:127||waiter waitress|26318026693410816|26364546406944768|23335527470075904:125||prevention jobs|empty|empty|empty:124||illegal aliens|29686721192919040|29634140479422464|29676275241062401:119||waitress jobs|empty|empty|empty:119||cost accountant|24496155614248961|25603547085152256|23414282674765825:118||bakersfield memorial|empty|empty|empty:117||wichita falls tx|25492526098022400|22976045468622848|23130076006588417:114||kindred hospital|23338059248443392|24818277125455872|22604359938351104:114||falls tx|29430987729408001|23264112251244544|32327930700890112:114||cost estimating|empty|empty|empty:110||estimating jobs|empty|empty|empty:105||resolution analyst|empty|empty|empty:105||medicine physician|31273015534686208|21170919489667072|27328897796280321:103||rn emergency|29193285427789824|28130995932762113|21814807351001088:102||equipment mechanic|22803746094321664|23251926300762112|25583268967481344:102||equipment operator|22315112324927489|31620073282080768|30605262637244416:101||job location|29434421488656384|22021571979771904|32037601607163904:101||urgent care|28702852729802752|25316308740476928|28613025107812353:100||accident emergency|empty|empty|empty:97||insurance underwriter|25078850643824640|24739506015961089|26536820414095360:94||operator jobs|29653551898693634|30210261377880064|24653402214502400:91||waste management|27064403056664576|28686302681505792|24567631981842432:91||prevention manager|empty|empty|empty:89||job searching|28602807539994624|22359198314528769|27096621477003265:89||infection control|empty|empty|empty:88||db administrator|26874738831785984|31783650110480384|23788533021933569:86||mechanic jobs|30949235876696064|23636813138632704|32011224807899136:83||underwriter jobs|empty|empty|empty:81||rotana hotels|25524168543969281|22624967153680384|29889182289629184:78	project manager|24757415132004352|32272945116086273|24477155912065025:8987||customer service|30830635199238144|21740010617184256|30273025286873088:8637||part time|29855343114715137|23445051761762305|28195470601883650:6222||registered nurse|21989303341023232|28046719623106560|27528148211998720:5278||job posting|32288603614748673|26021446979428352|25260394553548800:5218||retail sales|23863451847761920|29176852178280448|25078399101829120:4972||job opening|25793877281607681|29567314273771520|30319604798595072:4958||sales associate|32216831657775104|26019858982371328|25204480442109952:4721||account manager|30426112186122240|32192162015744001|27742295826628608:4678||software engineer|27766327053647872|29727466008346624|25245455453519872:4410||financial group|26346987473346560|26321795401383936|25722801541349376:4358||physical therapist|21158707001819136|32126627328565248|24582159205404672:4345||business development|25517033558908929|25943508896452608|21874043342823424:4231||full time|29568417233108992|28362355523985408|25314777156816897:4196||sales representative|27885597003620352|28387508798623744|26388724505907200:4167||york ny|26036159989682176|25349936887369729|27459295142486016:4111||san francisco|22056765847773184|32050476727934976|23148186751209473:4007||business analyst|30794209162166272|27880163299565569|21628845778014208:3983||citizens financial|26346987473346560|32304969038172160|31406608181370880:3922||citizens financial group|26346987473346560|28527625173475330|32076331927740416:3922||sales manager|26951393344487424|31758674418470914|23097113311186945:3915||ontario canada|32197915472564224|28500157456711682|24564211799564288:3878||washington dc|26006725391814656|32175883921924097|29936079331131392:3739||job title|24715431969296384|32026825135759360|31458084798861313:3571||medical center|21989303341023232|25316308740476928|25324870141218817:3507||nurse rn|28945803355623425|31604170192588800|27372352819961856:3501||web developer|24848202205233152|27354236794707968|25959248013819904:3280||marketing manager|28596526972403712|29190818489171969|26927302168285184:3101||job openings|28534014612602880|21744085920382977|28154481766047744:3088||occupational therapist|25265786025156608|25613141316476929|21455185364652032:3065||account executive|22738626613874688|25963781867704321|21824697473699840:3055||sales executive|25937405932470272|25591288845828096|23413204742836224:3002||store manager|30702084982575104|32199587754156032|29601308902170624:2914||chicago il|29585329816080384|30090784258662400|26745722179162112:2913||economy jobs|24943160065007617|25560224400146432|28922540994854912:2786||francisco ca|28499626105507841|31959926377025536|28070328781508610:2761||los angeles|28123532676300800|22057813563936768|23448757328678912:2752||san francisco ca|28499626105507841|31959926377025536|28070328781508610:2747||development manager|28520194649366528|23515562365685761|25922624290816001:2688||las vegas|21941372495859712|21321949116366848|30035075592626176:2621||java developer|21888387321438209|22265883384619008|31024585415589889:2584||financial services|26644239886585856|30266120908836864|27772576394641408:2527||job postings|23515698399551489|28028213246562304|25986772907327488:2477||city london|30724579043319809|32319581854896128|24377498003312641:2454||atlanta ga|30277224686944256|22916902363865088|32112641161822208:2387||branch manager|28124564500258817|31006868407058432|29432506474303488:2371||canada job|25603413622394880|22756040227422209|24564211799564288:2230||systems engineer|22439290441039872|27788572392169472|27596303538069504:2199||human resources|23840366050410496|30614364490825728|25209572373303296:2188||product manager|27651739981193217|30099725453623296|25225978737336320:2082
