#Field:candidate	AggregationKey	Score	AverageScore	NumTweets	NumTweetsWeighted	NumPositive	NumNegative	NumNeutral	FanCount	NumDistinctTweets	NumDistinctUsers	NumPopularTweets	NumVerifiedTweets
all	20110812	113.100538588794	0.00424392264873522	26650	148884.756157725	7050	803	18797	0	26322	6612	231	36
all	20110813	1163.14189823166	0.0432893631408558	26869	149671.934144796	7746	825	18298	0	26674	4947	119	27
all	20110814	1500.10329233176	0.0608783447234999	24641	140894.376619316	7360	965	16316	0	24397	5044	164	34
all	20110815	-434.370255840622	-0.0127414935273422	34091	195210.729280026	8791	1198	24102	0	33477	7785	393	66
all	20110816	-378.056054390049	-0.0100298743636762	37693	210467.233149751	9754	1205	26734	0	37063	8265	365	117
all	20110817	631.070470033294	0.0193094201711429	32682	181729.862922413	8754	1223	22705	0	32025	8076	327	208
all	20110818	1193.46504779455	0.0376499273729313	31699	178221.753455534	8840	996	21863	0	31165	7950	325	106
all	20110819	-203.942522043558	-0.00937149719895037	21762	125650.129434585	5570	740	15452	0	21324	6166	277	54
all	20110820	106.459319536159	0.00592757903876164	17960	101126.915841709	4770	549	12641	0	17722	4132	110	56
all	20110821	-55.9593584149909	-0.00296269368990845	18888	108945.758806735	4910	634	13344	0	18682	4353	141	37
all	20110822	-842.451028202559	-0.0370699211564973	22726	130468.749238503	5593	877	16256	0	22258	6163	289	35
all	20110823	-356.53197261793	-0.0115345186870893	30910	175737.86390557	7821	910	22179	0	30377	7322	340	46
all	20110824	-453.772912423232	-0.016003841166087	28354	162335.614521031	7149	1083	20122	0	27646	7785	396	78
all	20110825	-1086.41741459073	-0.0443453779579055	24499	141000.287778758	5842	911	17746	0	23980	6978	314	69
all	20110826	-965.436892786215	-0.0580329942766419	16636	96117.9436294318	3911	581	12144	0	16290	4987	201	37
all	20110827	-1019.50156409084	-0.0463494073509203	21996	124850.057269075	5194	750	16052	0	21774	4805	139	5
all	20110828	-184.650600988307	-0.0116542919078709	15844	93266.5623670708	4044	493	11307	0	15650	4080	114	8
all	20110829	-1354.50792521521	-0.0542801925629243	24954	143207.983498266	5902	700	18352	0	24471	6189	280	65
all	20110830	-1376.44912828006	-0.047839883507579	28772	164291.512632411	6854	851	21067	0	28303	7323	326	29
all	20110831	-1328.63390257433	-0.0361700351883683	36733	211580.507195116	8822	1239	26672	0	36029	8599	394	201
all	20110901	-2401.68816827839	-0.0632522562095967	37970	216967.284096217	8615	1390	27965	0	37328	8305	400	110
all	20110902	-1235.70196657802	-0.0560994219175567	22027	128430.280996307	5201	1034	15792	0	21471	6161	278	60
all	20110903	-1689.48814181971	-0.061951822148792	27271	154402.716377365	6451	1065	19755	0	26967	5520	154	13
all	20110904	-1460.66344364077	-0.0691831309449522	21113	123888.242228525	4803	851	15459	0	20797	4679	187	39
all	20110905	-1327.22297463616	-0.0550121435230106	24126	140145.284003255	5798	813	17515	0	23590	5928	234	173
