"","Features","L1","medianL1","L2","medianL2","Win1","Win2","DirectionalWin1","DirectionalWin2","WeightedWin1","WeightedWin2","Prediction"
"1","median","32.3759457592513","11.875723631038","48.176566205703","13.7094269935844","11","9","11","10","225.488650888985","75.6886508889848","195.375285329774"
"2","mean","33.9251692713943","17.7376874442074","48.6428586759341","20.6735729006445","10","9","10","10","206.897968743268","57.0979687432684","203.536254696643"
