"","Features","L1","medianL1","L2","medianL2","Win1","Win2","DirectionalWin1","DirectionalWin2","WeightedWin1","WeightedWin2","Prediction"
"1","median","31.0988554390612","12.4422434317316","47.1264365701326","14.2013654463979","11","9","11","10","240.813734731265","91.0137347312652","190.888011015293"
"2","mean","33.0945026148031","18.865093154269","47.8645559992091","23.2771277661258","10","9","10","10","216.865968622363","67.0659686223631","200.087138817297"
