"","Features","L1","medianL1","L2","medianL2","Win1","Win2","DirectionalWin1","DirectionalWin2","WeightedWin1","WeightedWin2","Prediction"
"1","median","32.601708112048","7.82647435200704","52.1809435651987","7.96517979096221","9","7","10","7","222.779502655424","74.1795026554243","189.680181929483"
"2","mean","31.8349034377531","8.01747248074957","49.7523695013955","8.49025378520534","10","8","11","8","231.981158746963","83.381158746963","196.091975846365"
