"","Features","L1","medianL1","L2","medianL2","Win1","Win2","DirectionalWin1","DirectionalWin2","WeightedWin1","WeightedWin2","Prediction"
"1","median","34.6331175717273","13.1976841158653","51.9892349404584","13.7789057915861","10","9","10","9","198.402589139272","49.8025891392718","183.597673874614"
"2","mean","33.8279797141423","10.6258291656677","50.6572079033616","10.6477230327152","10","8","11","9","208.064243430293","59.4642434302929","189.083397196149"
