"","Features","L1","medianL1","L2","medianL2","Win1","Win2","DirectionalWin1","DirectionalWin2","WeightedWin1","WeightedWin2","Prediction"
"1","median","55.0576694816183","56.2371092895125","66.3939292651216","56.2823738023309","6","7","8","9","-17.6920337794199","73.7079662205801","202.10177980056"
"2","mean","53.6571264233937","57.4793547867263","65.5270467232052","57.4912548745752","6","7","8","9","-0.88551708072481","90.5144829192752","202.617204587365"
