"","Features","L1","medianL1","L2","medianL2","Win1","Win2","DirectionalWin1","DirectionalWin2","WeightedWin1","WeightedWin2","Prediction"
"1","median","33.4676197576583","8.70616096306307","52.9198905728821","8.70718537780732","9","8","10","8","212.3885629081","63.7885629081001","190.140775388858"
"2","mean","33.4046920376736","7.3856215416713","51.0886547162025","7.40356033929884","9","8","10","8","213.143695547917","64.5436955479172","180.420054089939"
