"","Features","L1","medianL1","L2","medianL2","Win1","Win2","DirectionalWin1","DirectionalWin2","WeightedWin1","WeightedWin2","Prediction"
"1","median","36.4804022056144","12.773032355436","53.9510088396724","12.799553446312","9","7","10","8","176.235173532627","27.6351735326271","156.519704224732"
"2","mean","36.3097936745687","15.0859477761215","52.7258416749881","15.0871396304927","8","7","9","8","178.282475905175","29.6824759051752","151.385175206047"
