"","Month","Prediction","L1","Win","DWin"
"1","201301","147.257035687547","9.74296431245301","FALSE","TRUE"
"2","201302","191.636212958252","44.363787041748","TRUE","TRUE"
"3","201303","161.20417305975","73.20417305975","TRUE","TRUE"
"4","201304","124.944213104573","40.055786895427","FALSE","FALSE"
"5","201305","174.942655911412","0.0573440885879961","TRUE","TRUE"
"6","201306","165.57975599822","29.42024400178","FALSE","FALSE"
"7","201307","192.45198963893","30.45198963893","FALSE","FALSE"
"8","201308","193.306348965233","24.306348965233","FALSE","FALSE"
"9","201309","203.174963365664","55.174963365664","FALSE","FALSE"
"10","201310","147.097317221044","56.902682778956","TRUE","TRUE"
"11","201311","196.153322963892","6.84667703610799","TRUE","TRUE"
"12","201312","163.509662456072","89.509662456072","TRUE","TRUE"
"13","201401","153.091354070005","40.091354070005","TRUE","TRUE"
"14","201402","198.801925239567","23.801925239567","TRUE","TRUE"
"15","201403","176.309560793814","15.690439206186","FALSE","TRUE"
"16","201404","213.818185046448","74.181814953552","FALSE","FALSE"
"17","201405","215.851788995986","1.148211004014","TRUE","TRUE"
"18","201406","292.282003153159","4.282003153159","TRUE","TRUE"
"19","201407","208.636083074036","0.363916925963991","TRUE","TRUE"
"20","201408","221.211522878652","79.211522878652","TRUE","TRUE"
"21","201409","249.675408386735","1.675408386735","TRUE","TRUE"
"22","201410","258.912677948318","44.912677948318","FALSE","FALSE"
"23","201411","193.126324982059","127.873675017941","FALSE","FALSE"
"24","201412","250.727785736492","749.272214263508","TRUE","TRUE"
