"","MonthId","NumTweets_Month1_all","NumDistinctTweets_Month1_all","NumDistinctUsers_Month1_all","NumPopularTweets_Month1_all","NumVerifiedTweets_Month1_all","NumTweets_Month2_all","NumDistinctTweets_Month2_all","NumDistinctUsers_Month2_all","NumPopularTweets_Month2_all","NumVerifiedTweets_Month2_all","NumTweets_Week1_all","NumDistinctTweets_Week1_all","NumDistinctUsers_Week1_all","NumPopularTweets_Week1_all","NumVerifiedTweets_Week1_all","NumTweets_Week2_all","NumDistinctTweets_Week2_all","NumDistinctUsers_Week2_all","NumPopularTweets_Week2_all","NumVerifiedTweets_Week2_all","NumTweets_Month1_allold","NumDistinctTweets_Month1_allold","NumDistinctUsers_Month1_allold","NumPopularTweets_Month1_allold","NumVerifiedTweets_Month1_allold","NumTweets_Month2_allold","NumDistinctTweets_Month2_allold","NumDistinctUsers_Month2_allold","NumPopularTweets_Month2_allold","NumVerifiedTweets_Month2_allold","NumTweets_Week1_allold","NumDistinctTweets_Week1_allold","NumDistinctUsers_Week1_allold","NumPopularTweets_Week1_allold","NumVerifiedTweets_Week1_allold","NumTweets_Week2_allold","NumDistinctTweets_Week2_allold","NumDistinctUsers_Week2_allold","NumPopularTweets_Week2_allold","NumVerifiedTweets_Week2_allold","NumTweets_Month1_opening","NumDistinctTweets_Month1_opening","NumDistinctUsers_Month1_opening","NumPopularTweets_Month1_opening","NumVerifiedTweets_Month1_opening","NumTweets_Month2_opening","NumDistinctTweets_Month2_opening","NumDistinctUsers_Month2_opening","NumPopularTweets_Month2_opening","NumVerifiedTweets_Month2_opening","NumTweets_Week1_opening","NumDistinctTweets_Week1_opening","NumDistinctUsers_Week1_opening","NumPopularTweets_Week1_opening","NumVerifiedTweets_Week1_opening","NumTweets_Week2_opening","NumDistinctTweets_Week2_opening","NumDistinctUsers_Week2_opening","NumPopularTweets_Week2_opening","NumVerifiedTweets_Week2_opening","NumTweets_Month1_posting","NumDistinctTweets_Month1_posting","NumDistinctUsers_Month1_posting","NumPopularTweets_Month1_posting","NumVerifiedTweets_Month1_posting","NumTweets_Month2_posting","NumDistinctTweets_Month2_posting","NumDistinctUsers_Month2_posting","NumPopularTweets_Month2_posting","NumVerifiedTweets_Month2_posting","NumTweets_Week1_posting","NumDistinctTweets_Week1_posting","NumDistinctUsers_Week1_posting","NumPopularTweets_Week1_posting","NumVerifiedTweets_Week1_posting","NumTweets_Week2_posting","NumDistinctTweets_Week2_posting","NumDistinctUsers_Week2_posting","NumPopularTweets_Week2_posting","NumVerifiedTweets_Week2_posting","NumTweets_Month1_opportunity","NumDistinctTweets_Month1_opportunity","NumDistinctUsers_Month1_opportunity","NumPopularTweets_Month1_opportunity","NumVerifiedTweets_Month1_opportunity","NumTweets_Month2_opportunity","NumDistinctTweets_Month2_opportunity","NumDistinctUsers_Month2_opportunity","NumPopularTweets_Month2_opportunity","NumVerifiedTweets_Month2_opportunity","NumTweets_Week1_opportunity","NumDistinctTweets_Week1_opportunity","NumDistinctUsers_Week1_opportunity","NumPopularTweets_Week1_opportunity","NumVerifiedTweets_Week1_opportunity","NumTweets_Week2_opportunity","NumDistinctTweets_Week2_opportunity","NumDistinctUsers_Week2_opportunity","NumPopularTweets_Week2_opportunity","NumVerifiedTweets_Week2_opportunity","NumTweets_Month1_hiring","NumDistinctTweets_Month1_hiring","NumDistinctUsers_Month1_hiring","NumPopularTweets_Month1_hiring","NumVerifiedTweets_Month1_hiring","NumTweets_Month2_hiring","NumDistinctTweets_Month2_hiring","NumDistinctUsers_Month2_hiring","NumPopularTweets_Month2_hiring","NumVerifiedTweets_Month2_hiring","NumTweets_Week1_hiring","NumDistinctTweets_Week1_hiring","NumDistinctUsers_Week1_hiring","NumPopularTweets_Week1_hiring","NumVerifiedTweets_Week1_hiring","NumTweets_Week2_hiring","NumDistinctTweets_Week2_hiring","NumDistinctUsers_Week2_hiring","NumPopularTweets_Week2_hiring","NumVerifiedTweets_Week2_hiring","NumTweets_Month1_hashtags","NumDistinctTweets_Month1_hashtags","NumDistinctUsers_Month1_hashtags","NumPopularTweets_Month1_hashtags","NumVerifiedTweets_Month1_hashtags","NumTweets_Month2_hashtags","NumDistinctTweets_Month2_hashtags","NumDistinctUsers_Month2_hashtags","NumPopularTweets_Month2_hashtags","NumVerifiedTweets_Month2_hashtags","NumTweets_Week1_hashtags","NumDistinctTweets_Week1_hashtags","NumDistinctUsers_Week1_hashtags","NumPopularTweets_Week1_hashtags","NumVerifiedTweets_Week1_hashtags","NumTweets_Week2_hashtags","NumDistinctTweets_Week2_hashtags","NumDistinctUsers_Week2_hashtags","NumPopularTweets_Week2_hashtags","NumVerifiedTweets_Week2_hashtags"
"11",201111,5007,539,497,427,5007,8950,685,644,805,8950,350,119,110,12,350,439,78,74,45,439,1124,121,116,81,1124,2500,144,135,193,2500,137,37,36,0,137,106,17,17,13,106,599,32,32,24,599,372,45,44,53,372,45,11,11,0,45,51,6,6,9,51,132,29,24,15,132,155,29,23,9,155,15,5,4,0,15,9,3,3,0,9,83,18,18,3,83,165,19,17,21,165,28,7,7,0,28,18,3,3,0,18,310,43,43,39,310,1808,53,53,110,1808,49,15,15,0,49,28,5,5,4,28,3983,444,412,358,3983,6637,568,539,652,6637,241,94,87,12,241,349,65,62,36,349
"12",201112,1838,647,599,74,1838,4524,480,445,374,4524,421,155,144,17,421,680,240,218,17,680,624,166,160,6,624,1057,110,109,74,1057,135,35,35,3,135,275,69,68,3,275,270,66,65,6,270,599,32,32,24,599,62,14,14,3,62,133,32,31,3,133,80,23,20,0,80,99,21,20,15,99,12,4,4,0,12,24,5,5,0,24,192,51,50,0,192,87,19,19,3,87,41,11,11,0,41,85,21,21,0,85,82,26,26,0,82,272,39,39,32,272,20,6,6,0,20,33,11,11,0,33,1350,537,496,68,1350,3563,396,367,308,3563,322,135,124,14,322,449,191,170,14,449
"13",201201,8331,1106,1014,462,8331,1844,646,598,74,1844,6359,474,431,409,6359,1065,293,267,43,1065,3566,321,303,112,3566,627,166,160,6,627,2572,107,102,95,2572,512,78,72,17,512,486,92,91,20,486,272,66,65,6,272,238,29,29,20,238,104,25,25,4,104,127,36,25,12,127,80,23,20,0,80,72,19,14,12,72,27,8,4,3,27,755,128,123,23,755,193,51,50,0,193,174,25,25,13,174,339,31,29,10,339,2198,68,67,57,2198,82,26,26,0,82,2088,37,37,50,2088,42,14,14,0,42,5161,877,802,378,5161,1357,538,497,68,1357,3935,385,347,334,3935,649,242,222,34,649
"14",201202,13656,1807,1648,1700,13656,5924,992,916,327,5924,3465,513,461,486,3465,2192,379,359,326,2192,3619,392,378,461,3619,3323,301,283,91,3323,1103,108,105,125,1103,708,85,83,117,708,1332,153,152,183,1332,351,84,83,8,351,300,47,47,53,300,238,33,33,34,238,246,39,33,30,246,124,35,24,12,124,66,10,9,6,66,93,9,8,12,93,530,84,81,62,530,738,123,118,23,738,122,20,19,15,122,159,20,20,25,159,1530,126,123,191,1530,2110,61,60,48,2110,619,36,35,51,619,218,23,23,46,218,10643,1530,1382,1332,10643,2985,780,721,264,2985,2529,444,394,389,2529,1676,326,308,245,1676
"15",201203,16601,2014,1784,1754,16601,14312,1803,1640,1723,14312,3662,431,388,340,3662,4666,494,433,391,4666,5971,397,385,589,5971,3780,390,375,480,3780,1686,83,81,113,1686,1865,93,92,130,1865,1871,167,162,227,1871,1356,153,152,202,1356,361,43,41,43,361,707,31,30,33,707,283,43,39,52,283,255,41,34,33,255,18,4,4,3,18,63,11,11,6,63,1920,72,70,108,1920,523,83,80,59,523,995,19,19,36,995,394,14,14,24,394,1917,126,125,206,1917,1665,124,121,191,1665,316,19,19,31,316,701,39,39,67,701,11077,1714,1499,1224,11077,11134,1528,1377,1336,11134,2067,370,330,246,2067,2885,418,358,269,2885
"16",201204,12920,2004,1770,1726,12920,16601,2014,1784,1754,16601,3882,633,562,549,3882,4562,567,501,565,4562,5452,391,360,543,5452,5971,397,385,589,5971,1659,117,113,169,1659,2091,115,103,196,2091,1606,145,141,208,1606,1871,167,162,227,1871,227,40,38,33,227,837,41,41,102,837,841,56,43,67,841,283,43,39,52,283,622,15,13,21,622,620,13,11,28,620,1750,100,89,114,1750,1920,72,70,108,1920,548,35,35,65,548,287,34,26,18,287,1322,105,101,166,1322,1917,126,125,206,1917,280,37,37,55,280,361,31,29,53,361,7992,1726,1513,1286,7992,11077,1714,1499,1224,11077,2420,546,480,416,2420,2691,497,435,414,2691
"17",201205,20365,2357,2125,2231,20365,12622,2085,1844,1797,12622,4573,616,567,637,4573,4529,630,572,583,4529,9566,446,423,684,9566,4858,405,373,557,4858,1730,128,124,215,1730,1128,98,92,128,1128,4827,123,120,177,4827,1601,144,140,208,1601,296,35,34,40,296,203,25,25,19,203,666,73,58,66,666,844,57,43,67,844,100,19,17,15,100,153,19,14,24,153,1307,113,110,186,1307,959,108,97,119,959,487,39,38,75,487,255,24,24,39,255,2802,158,153,259,2802,1521,111,107,175,1521,847,43,42,85,847,553,33,32,50,553,11337,1999,1790,1646,11337,8296,1795,1576,1343,8296,3055,513,467,475,3055,3475,550,498,463,3475
"18",201206,12669,2108,1881,1549,12669,20365,2357,2125,2231,20365,3869,539,472,430,3869,2167,507,462,298,2167,4652,407,376,449,4652,9566,446,423,684,9566,2302,125,112,173,2302,473,97,92,62,473,2398,141,137,160,2398,4827,123,120,177,4827,1898,56,54,108,1898,136,31,30,10,136,319,65,43,39,319,666,73,58,66,666,46,13,7,6,46,78,17,13,15,78,656,86,81,121,656,1307,113,110,186,1307,124,18,15,34,124,115,19,18,24,115,1294,130,127,134,1294,2802,158,153,259,2802,249,41,38,30,249,144,33,33,13,144,8574,1798,1598,1194,8574,11337,1999,1790,1646,11337,1711,442,386,277,1711,1799,433,392,255,1799
"19",201207,11209,2104,1863,1399,11209,11846,2025,1806,1458,11846,2252,549,494,330,2252,3658,557,507,412,3658,4832,474,443,454,4832,4274,385,355,410,4274,820,139,131,114,820,2031,136,125,158,2031,1783,151,143,122,1783,2321,133,130,147,2321,263,44,42,28,263,1188,37,34,63,1188,597,51,46,52,597,313,63,41,39,313,92,17,13,16,92,61,9,8,9,61,918,90,88,86,918,583,77,73,111,583,99,23,23,10,99,305,37,35,32,305,1554,189,173,198,1554,1072,125,122,118,1072,366,57,55,60,366,477,55,49,54,477,7203,1751,1541,1044,7203,8070,1729,1537,1131,8070,1623,447,400,252,1623,2015,461,422,285,2015
"20",201208,22829,2829,2414,2417,22829,11744,2193,1944,1462,11744,8356,766,667,762,8356,3467,721,621,601,3467,9923,709,628,849,9923,5064,502,471,483,5064,2938,205,192,292,2938,1363,185,165,207,1363,3243,157,144,160,3243,1816,157,149,129,1816,621,38,34,55,621,168,30,28,28,168,1049,124,93,171,1049,615,53,48,55,615,228,27,21,47,228,228,27,21,38,228,1189,114,107,144,1189,1051,97,95,98,1051,323,33,32,47,323,222,33,33,32,222,4530,325,296,382,4530,1602,202,186,205,1602,1850,112,110,151,1850,749,98,86,109,749,14128,2266,1927,1727,14128,7538,1818,1602,1086,7538,5876,604,516,514,5876,2355,573,493,442,2355
"21",201209,23461,3154,2551,2750,23461,22829,2829,2414,2417,22829,4918,1077,736,704,4918,4635,685,602,655,4635,11659,699,641,968,11659,9923,709,628,849,9923,1559,203,185,243,1559,2267,158,147,241,2267,4337,164,156,181,4337,3243,157,144,160,3243,173,46,45,24,173,965,45,44,62,965,1028,90,76,135,1028,1049,124,93,171,1049,258,27,22,50,258,391,17,16,44,391,1366,134,131,268,1366,1189,114,107,144,1189,343,34,33,63,343,313,25,25,52,313,5221,325,290,407,5221,4530,325,296,382,4530,785,98,86,106,785,655,76,67,94,655,15132,2581,2037,1935,15132,14128,2266,1927,1727,14128,3513,896,573,489,3513,2570,550,479,438,2570
"22",201210,25763,3378,2989,3350,25763,23530,3179,2577,2776,23530,6087,879,780,739,6087,9905,924,810,1022,9905,13531,901,799,1443,13531,11638,707,647,982,11638,3258,242,205,300,3258,6658,267,237,508,6658,4849,225,216,325,4849,4351,168,160,184,4351,526,43,41,30,526,4035,78,76,181,4035,1720,108,89,168,1720,1030,91,76,135,1030,634,31,22,43,634,506,27,23,41,506,2587,179,169,430,2587,1412,141,138,276,1412,528,51,47,95,528,662,55,51,127,662,4385,413,350,525,4385,5138,322,286,410,5138,1570,122,102,132,1570,1465,113,93,164,1465,13750,2626,2341,2204,13750,15222,2596,2055,1955,15222,3169,679,617,491,3169,3761,702,621,611,3761
"23",201211,21798,2955,2641,2656,21798,25763,3378,2989,3350,25763,2938,626,570,489,2938,4688,834,741,781,4688,6963,746,672,1048,6963,13531,901,799,1443,13531,1194,126,119,199,1194,2074,214,187,364,2074,1113,176,168,130,1113,4849,225,216,325,4849,140,32,31,10,140,390,51,48,47,390,1163,95,79,202,1163,1720,108,89,168,1720,281,26,23,48,281,402,32,22,69,402,1564,135,127,266,1564,2587,179,169,430,2587,265,26,26,75,265,388,37,36,82,388,3135,350,312,454,3135,4385,413,350,525,4385,508,43,40,66,508,906,99,89,170,906,15758,2333,2091,1781,15758,13750,2626,2341,2204,13750,1988,530,480,328,1988,2986,659,594,491,2986
"24",201212,16094,2609,2342,2170,16094,21398,2866,2551,2549,21398,3323,630,551,461,3323,4969,728,660,628,4969,7915,756,677,1026,7915,6913,724,651,999,6913,1769,175,162,224,1769,2493,225,204,351,2493,1657,187,178,227,1657,1132,177,169,127,1132,200,34,33,39,200,815,64,60,98,815,1016,92,81,154,1016,1238,92,76,181,1238,134,21,20,19,134,386,30,25,70,386,1962,150,144,221,1962,1509,129,121,256,1509,491,43,40,44,491,484,44,42,61,484,3343,344,291,441,3343,3046,335,298,439,3046,974,81,74,131,974,824,91,81,126,824,9831,2083,1852,1347,9831,15388,2262,2017,1719,15388,1886,506,436,290,1886,2876,559,505,336,2876
"25",201301,16474,2366,2149,1955,16474,15817,2590,2329,2148,15817,5731,676,621,644,5731,4928,780,707,664,4928,8914,720,685,995,8914,7722,753,675,1020,7722,3007,199,192,343,3007,2731,255,248,366,2731,1962,146,144,147,1962,1608,183,175,224,1608,979,44,44,53,979,453,48,48,59,453,1125,101,93,150,1125,872,93,82,151,872,606,29,29,72,606,329,39,37,57,329,2426,185,183,291,2426,1962,150,144,221,1962,525,36,35,68,525,685,61,61,101,685,3405,303,282,407,3405,3343,344,291,441,3343,897,94,89,150,897,1264,113,109,149,1264,8934,1817,1626,1122,8934,9743,2066,1840,1331,9743,3069,527,477,353,3069,2520,572,507,353,2520
"26",201302,28934,3030,2743,3194,28934,14143,2198,1999,1793,14143,10512,855,757,906,10512,8189,878,773,1001,8189,18474,961,895,1737,18474,7634,660,629,896,7634,7770,256,236,477,7770,4454,264,242,554,4454,2933,189,181,340,2933,1243,137,135,133,1243,440,44,44,64,440,1034,71,65,161,1034,3111,168,148,377,3111,740,92,84,117,740,1674,54,48,142,1674,250,39,30,55,250,2857,184,177,350,2857,2499,177,176,286,2499,447,44,43,91,447,878,52,50,138,878,9680,449,420,690,9680,3166,268,249,365,3166,5275,119,107,189,5275,2323,114,109,212,2323,12244,2293,2061,1719,12244,7801,1694,1519,1052,7801,3193,659,579,505,3193,4366,672,586,544,4366
"27",201303,21228,3486,2783,2997,21228,29030,3044,2747,3207,29030,4370,880,696,683,4370,6130,916,688,826,6130,10226,851,806,1482,10226,18609,975,907,1759,18609,1891,196,182,289,1891,3149,208,196,456,3149,1641,183,182,251,1641,2946,195,187,343,2946,317,41,41,51,317,753,56,56,115,753,1080,85,76,166,1080,3136,169,149,380,3136,148,21,17,30,148,398,16,14,32,398,3133,225,212,506,3133,2893,186,179,367,2893,577,47,45,105,577,795,59,51,173,795,4492,376,354,584,4492,9749,455,424,693,9749,874,90,82,108,874,1203,82,80,136,1203,12568,2842,2169,1788,12568,12235,2294,2053,1717,12235,2817,738,561,449,2817,3206,745,529,411,3206
"28",201304,22923,3982,2997,2977,22923,21228,3486,2783,2997,21228,5817,1193,859,768,5817,6050,1272,910,811,6050,11295,932,865,1470,11295,10226,851,806,1482,10226,2587,272,251,383,2587,2952,283,256,402,2952,2752,238,233,349,2752,1641,183,182,251,1641,472,54,53,49,472,1037,74,73,120,1037,1100,101,92,206,1100,1080,85,76,166,1080,311,35,31,59,311,370,22,20,66,370,2517,202,193,432,2517,3133,225,212,506,3133,803,66,62,149,803,555,55,53,87,555,4942,412,370,487,4942,4492,376,354,584,4492,1005,120,109,126,1005,990,140,118,129,990,13374,3330,2375,1805,13374,12568,2842,2169,1788,12568,3769,1011,689,498,3769,3620,1082,729,471,3620
"29",201305,47180,14626,3984,3374,47180,23509,4153,3092,3040,23509,12350,4397,1062,854,12350,13940,4834,1034,927,13940,14099,1168,1064,1406,14099,11497,960,891,1511,11497,2676,298,271,380,2676,3461,310,280,341,3461,2728,272,259,337,2728,2769,240,235,355,2769,660,71,71,101,660,357,58,58,46,357,1466,154,130,205,1466,1150,110,100,216,1150,411,30,25,43,411,432,35,27,57,432,3707,213,205,260,3707,2542,205,196,435,2542,514,54,53,79,514,525,64,60,67,525,6211,543,485,604,6211,5052,426,383,509,5052,1099,148,128,157,1099,2147,156,138,171,2147,35751,13845,3258,2301,35751,13881,3491,2460,1847,13881,10179,4189,869,549,10179,11134,4623,838,666,11134
"30",201306,51997,18159,3688,3850,51997,47180,14626,3984,3374,47180,13070,4619,869,911,13070,14145,4760,967,1206,14145,11820,1070,983,1461,11820,14099,1168,1064,1406,14099,2851,249,231,336,2851,3772,323,297,493,3772,4268,283,272,479,4268,2728,272,259,337,2728,1224,63,61,112,1224,1551,81,81,188,1551,932,103,95,151,932,1466,154,130,205,1466,185,25,24,39,185,459,35,32,54,459,1687,201,187,260,1687,3707,213,205,260,3707,322,42,42,51,322,510,59,52,99,510,4965,499,447,571,4965,6211,543,485,604,6211,1124,120,105,134,1124,1268,152,136,152,1268,41736,17381,2962,2582,41736,35751,13845,3258,2301,35751,10618,4445,703,623,10618,10823,4525,746,756,10823
"31",201307,52507,14325,3666,3356,52507,52200,18128,3689,3947,52200,15360,3571,977,1176,15360,12070,3707,960,925,12070,17263,1186,1080,1325,17263,12025,1087,996,1497,12025,4839,286,263,410,4839,3643,339,316,372,3643,2802,267,245,271,2802,4349,284,271,482,4349,470,62,59,70,470,1111,74,70,89,1111,6754,114,99,144,6754,952,106,96,160,952,1903,27,27,45,1903,233,33,29,30,233,2459,274,266,347,2459,1719,207,193,273,1719,604,57,52,72,604,743,87,87,108,743,5414,549,489,570,5414,5037,506,453,582,5037,1862,143,129,223,1862,1703,150,135,152,1703,37270,13438,2844,2301,37270,41786,17340,2955,2647,41786,11184,3358,775,869,11184,8959,3446,715,620,8959
"32",201308,58106,9479,3739,6479,58106,52187,14082,3655,3323,52187,13853,2367,877,1641,13853,13389,2332,889,1477,13389,23492,1214,1073,2849,23492,17273,1169,1067,1325,17273,6387,310,266,762,6387,5355,252,223,574,5355,6480,264,244,654,6480,2752,267,247,277,2752,966,79,71,118,966,2412,55,50,130,2412,1716,96,84,228,1716,6717,109,96,135,6717,445,28,20,58,445,270,18,18,39,270,7437,321,300,1085,7437,2647,271,263,356,2647,2623,87,75,378,2623,998,63,59,207,998,7927,558,473,894,7927,5323,540,480,564,5323,2373,126,111,212,2373,1731,122,103,206,1731,38642,8609,2944,4156,38642,36944,13210,2843,2272,36944,8812,2145,683,1036,8812,9088,2159,731,1057,9088
"33",201309,58285,9336,3759,6448,58285,58106,9479,3739,6479,58106,16097,2457,1029,1558,16097,16169,2555,1086,1847,16169,27473,1096,997,2656,27473,23492,1214,1073,2849,23492,8033,253,232,609,8033,7528,347,309,806,7528,6684,282,262,638,6684,6480,264,244,654,6480,796,63,61,133,796,2200,67,64,181,2200,1193,115,97,262,1193,1716,96,84,228,1716,367,28,21,45,367,292,37,34,52,292,8826,278,253,838,8826,7437,321,300,1085,7437,3820,61,56,226,3820,2117,99,87,226,2117,11413,463,427,941,11413,7927,558,473,894,7927,3197,106,100,212,3197,3227,156,136,351,3227,33242,8460,2965,4177,33242,38642,8609,2944,4156,38642,8621,2247,838,1016,8621,9196,2286,845,1169,9196
"34",201310,56239,9119,3657,5978,56239,59342,9355,3862,6557,59342,16785,2466,1045,1681,16785,17224,2363,876,1410,17224,26831,1143,1030,2671,26831,27958,1137,1033,2754,27958,8869,319,283,794,8869,10375,279,258,632,10375,5704,223,204,526,5704,6780,286,266,659,6780,2913,75,70,158,2913,2036,59,53,111,2036,1647,116,100,239,1647,1284,122,104,275,1284,627,36,27,78,627,431,33,32,64,431,6567,239,223,664,6567,9041,287,261,857,9041,2803,68,62,207,2803,2603,49,47,146,2603,13011,596,537,1251,13011,11496,486,446,986,11496,2526,151,136,351,2526,5359,143,131,316,5359,32730,8277,2906,3808,32730,33705,8447,3039,4200,33705,8384,2209,828,980,8384,7487,2167,696,898,7487
"35",201311,53484,9233,3801,5821,53484,56239,9119,3657,5978,56239,14047,2475,951,1572,14047,10525,2369,901,1299,10525,27044,1269,1122,2867,27044,26831,1143,1030,2671,26831,6976,322,297,803,6976,3785,268,244,524,3785,5131,289,273,749,5131,5704,223,204,526,5704,2341,82,78,284,2341,1092,73,73,138,1092,1035,98,85,149,1035,1647,116,100,239,1647,199,24,19,33,199,151,16,15,31,151,5818,280,262,801,5818,6567,239,223,664,6567,1479,80,78,212,1479,784,50,50,145,784,15255,644,545,1206,15255,13011,596,537,1251,13011,3065,150,136,293,3065,1822,140,117,226,1822,29580,8342,2995,3443,29580,32730,8277,2906,3808,32730,8219,2250,740,908,8219,7402,2188,729,865,7402
