"","Month","Prediction","L1","Win1","DWin1"
"1","201311","175.123088751653","27.876911248347","FALSE","FALSE"
"2","201312","56.7384465362502","17.2615534637498","TRUE","TRUE"
"3","201401","148.84894484125","35.84894484125","TRUE","TRUE"
"4","201402","164.444948618257","10.555051381743","TRUE","TRUE"
"5","201403","145.1565812372","46.8434187628","FALSE","TRUE"
"6","201404","106.088341988956","181.911658011044","FALSE","FALSE"
"7","201405","152.249957124295","64.750042875705","FALSE","FALSE"
"8","201406","145.678954609954","142.321045390046","FALSE","FALSE"
"9","201407","178.4856667903","30.5143332097","FALSE","TRUE"
"10","201408","110.518699185986","31.481300814014","TRUE","TRUE"
"11","201409","153.683757496146","94.316242503854","FALSE","FALSE"
"12","201410","171.767914432106","42.232085567894","FALSE","TRUE"
