"","Month","Prediction","L1","Win1","DWin1"
"1","201311","203.162625027855","0.162625027855","TRUE","TRUE"
"2","201312","160.608437218418","86.608437218418","TRUE","TRUE"
"3","201401","168.783860803814","55.783860803814","TRUE","TRUE"
"4","201402","163.341304072829","11.658695927171","TRUE","TRUE"
"5","201403","190.228534720704","1.771465279296","TRUE","TRUE"
"6","201404","184.939917076292","103.060082923708","FALSE","FALSE"
"7","201405","224.373559700147","7.37355970014701","FALSE","TRUE"
"8","201406","184.157985700171","103.842014299829","FALSE","FALSE"
"9","201407","226.594139937386","17.594139937386","TRUE","TRUE"
"10","201408","213.078831260985","71.078831260985","TRUE","TRUE"
"11","201409","244.023206348313","3.97679365168699","TRUE","TRUE"
"12","201410","242.134574720089","28.134574720089","FALSE","FALSE"
