"","Month","Prediction","L1","Win1","DWin1"
"1","201311","246.745764499473","43.745764499473","FALSE","TRUE"
"2","201312","106.149399433123","32.149399433123","TRUE","TRUE"
"3","201401","177.055109510078","64.055109510078","TRUE","TRUE"
"4","201402","176.87350654322","1.87350654322","TRUE","TRUE"
"5","201403","195.998139221279","3.99813922127899","TRUE","TRUE"
"6","201404","163.366411353383","124.633588646617","FALSE","FALSE"
"7","201405","223.551223347339","6.551223347339","FALSE","TRUE"
"8","201406","203.698552586554","84.301447413446","FALSE","FALSE"
"9","201407","285.57310467572","76.57310467572","FALSE","FALSE"
"10","201408","183.896236320012","41.896236320012","TRUE","TRUE"
"11","201409","258.860659309129","10.860659309129","TRUE","TRUE"
"12","201410","262.31822843361","48.31822843361","FALSE","FALSE"
