"","Month","Prediction","L1","Win1","DWin1"
"1","201311","207.926768505638","4.92676850563799","TRUE","TRUE"
"2","201312","183.106524885937","109.106524885937","TRUE","TRUE"
"3","201401","174.355425743972","61.355425743972","TRUE","TRUE"
"4","201402","150.262292057945","24.737707942055","TRUE","TRUE"
"5","201403","200.962746554836","8.962746554836","FALSE","FALSE"
"6","201404","199.477022835299","88.522977164701","FALSE","FALSE"
"7","201405","230.119720297355","13.119720297355","FALSE","TRUE"
"8","201406","192.787098666866","95.212901333134","FALSE","FALSE"
"9","201407","247.812691663993","38.812691663993","FALSE","FALSE"
"10","201408","216.409089726878","74.409089726878","TRUE","TRUE"
"11","201409","259.848908403702","11.848908403702","TRUE","TRUE"
"12","201410","234.392406268917","20.392406268917","FALSE","FALSE"
