"","Month","Prediction","L1","Win1","DWin1"
"1","201311","213.194027759677","10.194027759677","TRUE","TRUE"
"2","201312","64.5164772619932","9.4835227380068","TRUE","TRUE"
"3","201401","128.121374866119","15.121374866119","TRUE","TRUE"
"4","201402","146.304741638062","28.695258361938","FALSE","FALSE"
"5","201403","157.023314580997","34.976685419003","FALSE","TRUE"
"6","201404","139.196392209933","148.803607790067","FALSE","FALSE"
"7","201405","-13.9882046297225","230.988204629723","FALSE","FALSE"
"8","201406","167.746244489736","120.253755510264","FALSE","FALSE"
"9","201407","236.369397099199","27.369397099199","FALSE","FALSE"
"10","201408","167.795748941113","25.795748941113","TRUE","TRUE"
"11","201409","255.833225019585","7.833225019585","TRUE","TRUE"
"12","201410","251.29208267056","37.29208267056","FALSE","FALSE"
