"","Month","Prediction","L1","Win1","DWin1"
"1","201311","252.865746125523","49.865746125523","FALSE","TRUE"
"2","201312","104.63908463659","30.63908463659","TRUE","TRUE"
"3","201401","151.740960971211","38.740960971211","TRUE","TRUE"
"4","201402","164.283098888065","10.716901111935","TRUE","TRUE"
"5","201403","176.572715333201","15.427284666799","FALSE","TRUE"
"6","201404","120.600648820368","167.399351179632","FALSE","FALSE"
"7","201405","36.1536491036182","180.846350896382","FALSE","FALSE"
"8","201406","203.790936878202","84.209063121798","FALSE","FALSE"
"9","201407","284.742032746828","75.742032746828","FALSE","FALSE"
"10","201408","173.318302410213","31.318302410213","TRUE","TRUE"
"11","201409","284.860309338598","36.860309338598","FALSE","TRUE"
"12","201410","259.163862257178","45.163862257178","FALSE","FALSE"
