"","Month","Prediction","L1","Win1","DWin1"
"1","201311","181.710505228162","21.289494771838","FALSE","FALSE"
"2","201312","180.135530977316","106.135530977316","TRUE","TRUE"
"3","201401","167.666065133681","54.666065133681","TRUE","TRUE"
"4","201402","135.009235329945","39.990764670055","FALSE","FALSE"
"5","201403","188.180737136285","3.81926286371501","TRUE","TRUE"
"6","201404","187.15137352455","100.84862647545","FALSE","FALSE"
"7","201405","207.712660445017","9.28733955498299","FALSE","FALSE"
"8","201406","180.416239894339","107.583760105661","FALSE","FALSE"
"9","201407","235.715460036814","26.715460036814","FALSE","FALSE"
"10","201408","197.332861804672","55.332861804672","TRUE","TRUE"
"11","201409","242.810099448479","5.18990055152099","TRUE","TRUE"
"12","201410","207.542147931789","6.457852068211","TRUE","TRUE"
