Date	INJCJC Index px last	Date	INJCJCNS Index px last	Date	INJCJC Index bn survey median	Date	INJCJC Index actual release
5/24/1974	309	5/24/1974	246	8/6/2004	340	5/21/2004	344
5/31/1974	278	5/31/1974	209	8/13/2004	335	5/28/2004	339
6/7/1974	314	6/7/1974	267	8/20/2004	335	6/4/2004	352
6/14/1974	303	6/14/1974	255	8/27/2004	340	6/11/2004	336
6/21/1974	308	6/21/1974	266	9/3/2004	345	6/18/2004	349
6/28/1974	325	6/28/1974	285	9/10/2004	340	6/25/2004	351
7/5/1974	311	7/5/1974	350	9/17/2004	335	7/2/2004	310
7/12/1974	304	7/12/1974	351	9/24/2004	343	7/9/2004	349
7/19/1974	303	7/19/1974	325	10/1/2004	355	7/16/2004	339
7/26/1974	320	7/26/1974	333	10/8/2004	340	7/23/2004	345
8/2/1974	335	8/2/1974	340	10/15/2004	345	7/30/2004	336
8/9/1974	347	8/9/1974	318	10/22/2004	335	8/6/2004	333
8/16/1974	332	8/16/1974	269	10/29/2004	340	8/13/2004	331
8/23/1974	343	8/23/1974	260	11/5/2004	337	8/20/2004	343
8/30/1974	350	8/30/1974	259	11/12/2004	330	8/27/2004	362
9/6/1974	350	9/6/1974	253	11/19/2004	335	9/3/2004	319
9/13/1974	357	9/13/1974	271	11/26/2004	330	9/10/2004	333
9/20/1974	370	9/20/1974	283	12/3/2004	335	9/17/2004	350
9/27/1974	366	9/27/1974	279	12/10/2004	342	9/24/2004	369
10/4/1974	371	10/4/1974	325	12/17/2004	335	10/1/2004	335
10/11/1974	413	10/11/1974	358	12/24/2004	335	10/8/2004	352
10/18/1974	389	10/18/1974	324	12/31/2004	330	10/15/2004	329
10/25/1974	414	10/25/1974	357	1/7/2005	340	10/22/2004	350
11/1/1974	406	11/1/1974	375	1/14/2005	345	10/29/2004	332
11/8/1974	441	11/8/1974	435	1/21/2005	332	11/5/2004	333
11/15/1974	449	11/15/1974	450	1/28/2005	330	11/12/2004	334
11/22/1974	518	11/22/1974	532	2/4/2005	325	11/19/2004	323
11/29/1974	474	11/29/1974	524	2/11/2005	315	11/26/2004	349
12/6/1974	528	12/6/1974	693	2/18/2005	309	12/3/2004	357
12/13/1974	510	12/13/1974	637	2/25/2005	310	12/10/2004	317
12/20/1974	521	12/20/1974	677	3/4/2005	310	12/17/2004	333
12/27/1974	537	12/27/1974	813	3/11/2005	315	12/24/2004	326
1/3/1975	456	1/3/1975	681	3/18/2005	315	12/31/2004	364
1/10/1975	554	1/10/1975	969	3/25/2005	320	1/7/2005	367
1/17/1975	575	1/17/1975	850	4/1/2005	330	1/14/2005	319
1/24/1975	555	1/24/1975	729	4/8/2005	330	1/21/2005	325
1/31/1975	559	1/31/1975	699	4/15/2005	329	1/28/2005	316
2/7/1975	545	2/7/1975	691	4/22/2005	320	2/4/2005	303
2/14/1975	530	2/14/1975	608	4/29/2005	323	2/11/2005	302
2/21/1975	544	2/21/1975	567	5/6/2005	325	2/18/2005	312
2/28/1975	546	2/28/1975	568	5/13/2005	330	2/25/2005	310
3/7/1975	551	3/7/1975	569	5/20/2005	325	3/4/2005	327
3/14/1975	531	3/14/1975	494	5/27/2005	325	3/11/2005	318
3/21/1975	550	3/21/1975	499	6/3/2005	333	3/18/2005	324
3/28/1975	555	3/28/1975	477	6/10/2005	330	3/25/2005	350
4/4/1975	537	4/4/1975	505	6/17/2005	330	4/1/2005	334
4/11/1975	520	4/11/1975	496	6/24/2005	325	4/8/2005	330
4/18/1975	531	4/18/1975	456	7/1/2005	320	4/15/2005	296
4/25/1975	513	4/25/1975	429	7/8/2005	322	4/22/2005	320
5/2/1975	505	5/2/1975	420	7/15/2005	325	4/29/2005	333
5/9/1975	507	5/9/1975	432	7/22/2005	318	5/6/2005	340
5/16/1975	514	5/16/1975	410	7/29/2005	315	5/13/2005	321
5/23/1975	493	5/23/1975	391	8/5/2005	315	5/20/2005	323
5/30/1975	475	5/30/1975	360	8/12/2005	310	5/27/2005	350
6/6/1975	529	6/6/1975	443	8/19/2005	315	6/3/2005	330
6/13/1975	497	6/13/1975	422	8/26/2005	315	6/10/2005	333
6/20/1975	497	6/20/1975	428	9/2/2005	315	6/17/2005	314
6/27/1975	459	6/27/1975	407	9/9/2005	350	6/24/2005	310
7/4/1975	423	7/4/1975	460	9/16/2005	450	7/1/2005	319
7/11/1975	446	7/11/1975	517	9/23/2005	418	7/8/2005	336
7/18/1975	445	7/18/1975	481	9/30/2005	350	7/15/2005	303
7/25/1975	454	7/25/1975	471	10/7/2005	360	7/22/2005	310
8/1/1975	454	8/1/1975	462	10/14/2005	365	7/29/2005	312
8/8/1975	459	8/8/1975	429	10/21/2005	340	8/5/2005	308
8/15/1975	444	8/15/1975	367	10/28/2005	330	8/12/2005	316
8/22/1975	457	8/22/1975	353	11/4/2005	320	8/19/2005	315
8/29/1975	446	8/29/1975	332	11/11/2005	324	8/26/2005	320
9/5/1975	447	9/5/1975	331	11/18/2005	312	9/2/2005	319
9/12/1975	456	9/12/1975	341	11/25/2005	325	9/9/2005	398
9/19/1975	433	9/19/1975	336	12/2/2005	318	9/16/2005	432
9/26/1975	445	9/26/1975	342	12/9/2005	320	9/23/2005	356
10/3/1975	426	10/3/1975	365	12/16/2005	325	9/30/2005	390
10/10/1975	429	10/10/1975	385	12/23/2005	320	10/7/2005	389
10/17/1975	404	10/17/1975	332	12/30/2005	320	10/14/2005	355
10/24/1975	426	10/24/1975	372	1/6/2006	315	10/21/2005	328
10/31/1975	414	10/31/1975	378	1/13/2006	315	10/28/2005	323
11/7/1975	415	11/7/1975	414	1/20/2006	300	11/4/2005	326
11/14/1975	386	11/14/1975	371	1/27/2006	295	11/11/2005	303
11/21/1975	401	11/21/1975	419	2/3/2006	285	11/18/2005	335
11/28/1975	387	11/28/1975	403	2/10/2006	285	11/25/2005	320
12/5/1975	373	12/5/1975	487	2/17/2006	300	12/2/2005	327
12/12/1975	368	12/12/1975	456	2/24/2006	285	12/9/2005	329
12/19/1975	365	12/19/1975	463	3/3/2006	290	12/16/2005	318
12/26/1975	391	12/26/1975	573	3/10/2006	298	12/23/2005	322
1/2/1976	362	1/2/1976	540	3/17/2006	305	12/30/2005	291
1/9/1976	402	1/9/1976	708	3/24/2006	305	1/6/2006	309
1/16/1976	370	1/16/1976	563	3/31/2006	305	1/13/2006	271
1/23/1976	363	1/23/1976	486	4/7/2006	305	1/20/2006	283
1/30/1976	359	1/30/1976	450	4/14/2006	309	1/27/2006	273
2/6/1976	353	2/6/1976	452	4/21/2006	305	2/3/2006	277
2/13/1976	344	2/13/1976	391	4/28/2006	310	2/10/2006	297
2/20/1976	347	2/20/1976	367	5/5/2006	315	2/17/2006	278
2/27/1976	349	2/27/1976	353	5/12/2006	319	2/24/2006	294
3/5/1976	348	3/5/1976	366	5/19/2006	315	3/3/2006	303
3/12/1976	360	3/12/1976	343	5/26/2006	320	3/10/2006	309
3/19/1976	368	3/19/1976	330	6/2/2006	330	3/17/2006	302
3/26/1976	366	3/26/1976	314	6/9/2006	320	3/24/2006	302
4/2/1976	380	4/2/1976	334	6/16/2006	306	3/31/2006	299
4/9/1976	373	4/9/1976	366	6/23/2006	310	4/7/2006	313
4/16/1976	361	4/16/1976	316	6/30/2006	315	4/14/2006	303
4/23/1976	367	4/23/1976	311	7/7/2006	320	4/21/2006	315
4/30/1976	385	4/30/1976	313	7/14/2006	320	4/28/2006	322
5/7/1976	395	5/7/1976	345	7/21/2006	310	5/5/2006	324
5/14/1976	382	5/14/1976	308	7/28/2006	308	5/12/2006	367
5/21/1976	394	5/21/1976	311	8/4/2006	315	5/19/2006	329
5/28/1976	402	5/28/1976	310	8/11/2006	315	5/26/2006	336
6/4/1976	382	6/4/1976	307	8/18/2006	315	6/2/2006	302
6/11/1976	407	6/11/1976	351	8/25/2006	315	6/9/2006	295
6/18/1976	399	6/18/1976	342	9/1/2006	315	6/16/2006	308
6/25/1976	387	6/25/1976	339	9/8/2006	315	6/23/2006	313
7/2/1976	394	7/2/1976	401	9/15/2006	310	6/30/2006	313
7/9/1976	372	7/9/1976	445	9/22/2006	315	7/7/2006	332
7/16/1976	406	7/16/1976	455	9/29/2006	315	7/14/2006	304
7/23/1976	394	7/23/1976	418	10/6/2006	311	7/21/2006	298
7/30/1976	388	7/30/1976	401	10/13/2006	310	7/28/2006	315
8/6/1976	378	8/6/1976	373	10/20/2006	307	8/4/2006	319
8/13/1976	382	8/13/1976	329	10/27/2006	310	8/11/2006	312
8/20/1976	400	8/20/1976	320	11/3/2006	318	8/18/2006	313
8/27/1976	394	8/27/1976	301	11/10/2006	311	8/25/2006	316
9/3/1976	421	9/3/1976	321	11/17/2006	310	9/1/2006	310
9/10/1976	383	9/10/1976	280	11/24/2006	315	9/8/2006	308
9/17/1976	403	9/17/1976	320	12/1/2006	325	9/15/2006	318
9/24/1976	423	9/24/1976	327	12/8/2006	320	9/22/2006	316
10/1/1976	408	10/1/1976	332	12/15/2006	315	9/29/2006	302
10/8/1976	411	10/8/1976	388	12/22/2006	320	10/6/2006	308
10/15/1976	403	10/15/1976	325	12/29/2006	320	10/13/2006	299
10/22/1976	409	10/22/1976	361	1/5/2007	320	10/20/2006	308
10/29/1976	414	10/29/1976	370	1/12/2007	314	10/27/2006	327
11/5/1976	390	11/5/1976	387	1/19/2007	310	11/3/2006	308
11/12/1976	383	11/12/1976	363	1/26/2007	315	11/10/2006	308
11/19/1976	408	11/19/1976	430	2/2/2007	312	11/17/2006	321
11/26/1976	377	11/26/1976	369	2/9/2007	314	11/24/2006	357
12/3/1976	402	12/3/1976	500	2/16/2007	325	12/1/2006	324
12/10/1976	395	12/10/1976	494	2/23/2007	325	12/8/2006	304
12/17/1976	365	12/17/1976	434	3/2/2007	330	12/15/2006	315
12/24/1976	333	12/24/1976	466	3/9/2007	327.5	12/22/2006	317
12/31/1976	380	12/31/1976	558	3/16/2007	323	12/29/2006	329
1/7/1977	416	1/7/1977	685	3/23/2007	320	1/5/2007	299
1/14/1977	368	1/14/1977	597	3/30/2007	315	1/12/2007	290
1/21/1977	423	1/21/1977	589	4/6/2007	320	1/19/2007	325
1/28/1977	422	1/28/1977	518	4/13/2007	320	1/26/2007	307
2/4/1977	565	2/4/1977	704	4/20/2007	330	2/2/2007	311
2/11/1977	477	2/11/1977	552	4/27/2007	325	2/9/2007	357
2/18/1977	399	2/18/1977	422	5/4/2007	315	2/16/2007	332
2/25/1977	362	2/25/1977	360	5/11/2007	315	2/23/2007	338
3/4/1977	361	3/4/1977	367	5/18/2007	305	3/2/2007	328
3/11/1977	355	3/11/1977	335	5/25/2007	314	3/9/2007	318
3/18/1977	369	3/18/1977	321	6/1/2007	312	3/16/2007	316
3/25/1977	356	3/25/1977	298	6/8/2007	312	3/23/2007	308
4/1/1977	350	4/1/1977	296	6/15/2007	311	3/30/2007	321
4/8/1977	376	4/8/1977	367	6/22/2007	315	4/6/2007	342
4/15/1977	361	4/15/1977	316	6/29/2007	315	4/13/2007	339
4/22/1977	375	4/22/1977	314	7/6/2007	315	4/20/2007	321
4/29/1977	375	4/29/1977	305	7/13/2007	310.5	4/27/2007	305
5/6/1977	384	5/6/1977	333	7/20/2007	310	5/4/2007	297
5/13/1977	381	5/13/1977	309	7/27/2007	310	5/11/2007	293
5/20/1977	375	5/20/1977	293	8/3/2007	310	5/18/2007	311
5/27/1977	381	5/27/1977	298	8/10/2007	315	5/25/2007	310
6/3/1977	363	6/3/1977	283	8/17/2007	320	6/1/2007	309
6/10/1977	358	6/10/1977	308	8/24/2007	320	6/8/2007	311
6/17/1977	359	6/17/1977	310	8/31/2007	330	6/15/2007	324
6/24/1977	365	6/24/1977	321	9/7/2007	325	6/22/2007	313
7/1/1977	350	7/1/1977	348	9/14/2007	320.5	6/29/2007	318
7/8/1977	361	7/8/1977	431	9/21/2007	316	7/6/2007	308
7/15/1977	366	7/15/1977	424	9/28/2007	310	7/13/2007	301
7/22/1977	365	7/22/1977	391	10/5/2007	315	7/20/2007	301
7/29/1977	365	7/29/1977	380	10/12/2007	312	7/27/2007	307
8/5/1977	378	8/5/1977	379	10/19/2007	320	8/3/2007	316
8/12/1977	359	8/12/1977	319	10/26/2007	330	8/10/2007	322
8/19/1977	367	8/19/1977	298	11/2/2007	325	8/17/2007	322
8/26/1977	365	8/26/1977	282	11/9/2007	320	8/24/2007	334
9/2/1977	374	9/2/1977	289	11/16/2007	330	8/31/2007	318
9/9/1977	359	9/9/1977	260	11/23/2007	330	9/7/2007	319
9/16/1977	362	9/16/1977	289	11/30/2007	335	9/14/2007	311
9/23/1977	380	9/23/1977	293	12/7/2007	335	9/21/2007	298
9/30/1977	348	9/30/1977	275	12/14/2007	335	9/28/2007	317
10/7/1977	365	10/7/1977	345	12/21/2007	340	10/5/2007	308
10/14/1977	358	10/14/1977	287	12/28/2007	345	10/12/2007	337
10/21/1977	375	10/21/1977	322	1/4/2008	340	10/19/2007	331
10/28/1977	349	10/28/1977	309	1/11/2008	331	10/26/2007	327
11/4/1977	366	11/4/1977	352	1/18/2008	320	11/2/2007	317
11/11/1977	334	11/11/1977	310	1/25/2008	319	11/9/2007	339
11/18/1977	360	11/18/1977	367	2/1/2008	342	11/16/2007	330
11/25/1977	354	11/25/1977	342	2/8/2008	346.5	11/23/2007	352
12/2/1977	367	12/2/1977	430	2/15/2008	349	11/30/2007	338
12/9/1977	364	12/9/1977	448	2/22/2008	350	12/7/2007	333
12/16/1977	359	12/16/1977	412	2/29/2008	360	12/14/2007	346
12/23/1977	344	12/23/1977	450	3/7/2008	357	12/21/2007	349
12/30/1977	364	12/30/1977	535	3/14/2008	360	12/28/2007	336
1/6/1978	346	1/6/1978	559	3/21/2008	370	1/4/2008	322
1/13/1978	343	1/13/1978	579	3/28/2008	366	1/11/2008	301
1/20/1978	352	1/20/1978	500	4/4/2008	382.5	1/18/2008	301
1/27/1978	363	1/27/1978	445	4/11/2008	375	1/25/2008	375
2/3/1978	360	2/3/1978	447	4/18/2008	375	2/1/2008	356
2/10/1978	373	2/10/1978	438	4/25/2008	365	2/8/2008	348
2/17/1978	429	2/17/1978	455	5/2/2008	370	2/15/2008	349
2/24/1978	371	2/24/1978	372	5/9/2008	370	2/22/2008	373
3/3/1978	355	3/3/1978	360	5/16/2008	373	2/29/2008	351
3/10/1978	359	3/10/1978	342	5/23/2008	370	3/7/2008	353
3/17/1978	347	3/17/1978	302	5/30/2008	375	3/14/2008	378
3/24/1978	335	3/24/1978	280	6/6/2008	370	3/21/2008	366
3/31/1978	333	3/31/1978	278	6/13/2008	375	3/28/2008	407
4/7/1978	345	4/7/1978	338	6/20/2008	375	4/4/2008	357
4/14/1978	309	4/14/1978	279	6/27/2008	385	4/11/2008	372
4/21/1978	319	4/21/1978	277	7/4/2008	395	4/18/2008	342
4/28/1978	324	4/28/1978	269	7/11/2008	380	4/25/2008	380
5/5/1978	334	5/5/1978	291	7/18/2008	380	5/2/2008	365
5/12/1978	322	5/12/1978	268	7/25/2008	392.5	5/9/2008	371
5/19/1978	334	5/19/1978	266	8/1/2008	425	5/16/2008	365
5/26/1978	318	5/26/1978	256	8/8/2008	435	5/23/2008	372
6/2/1978	310	6/2/1978	242	8/15/2008	440	5/30/2008	357
6/9/1978	331	6/9/1978	292	8/22/2008	425	6/6/2008	384
6/16/1978	326	6/16/1978	287	8/29/2008	420	6/13/2008	381
6/23/1978	330	6/23/1978	297	9/5/2008	440	6/20/2008	384
6/30/1978	348	6/30/1978	347	9/12/2008	440	6/27/2008	404
7/7/1978	356	7/7/1978	428	9/19/2008	450	7/4/2008	346
7/14/1978	352	7/14/1978	421	9/26/2008	475	7/11/2008	366
7/21/1978	349	7/21/1978	387	10/3/2008	475	7/18/2008	406
7/28/1978	346	7/28/1978	371	10/10/2008	470	7/25/2008	448
8/4/1978	365	8/4/1978	376	10/17/2008	468	8/1/2008	455
8/11/1978	354	8/11/1978	326	10/24/2008	475	8/8/2008	450
8/18/1978	343	8/18/1978	287	10/31/2008	477	8/15/2008	432
8/25/1978	333	8/25/1978	264	11/7/2008	480	8/22/2008	425
9/1/1978	313	9/1/1978	249	11/14/2008	505	8/29/2008	444
9/8/1978	337	9/8/1978	246	11/21/2008	535	9/5/2008	445
9/15/1978	322	9/15/1978	262	11/28/2008	535	9/12/2008	455
9/22/1978	323	9/22/1978	254	12/5/2008	525	9/19/2008	493
9/29/1978	318	9/29/1978	249	12/12/2008	554	9/26/2008	497
10/6/1978	343	10/6/1978	323	12/19/2008	560	10/3/2008	478
10/13/1978	316	10/13/1978	262	12/26/2008	575	10/10/2008	461
10/20/1978	338	10/20/1978	287	1/2/2009	545	10/17/2008	478
10/27/1978	316	10/27/1978	280	1/9/2009	503	10/24/2008	479
11/3/1978	317	11/3/1978	302	1/16/2009	550	10/31/2008	481
11/10/1978	304	11/10/1978	286	1/23/2009	575	11/7/2008	516
11/17/1978	342	11/17/1978	345	1/30/2009	580	11/14/2008	542
11/24/1978	359	11/24/1978	350	2/6/2009	610	11/21/2008	529
12/1/1978	377	12/1/1978	427	2/13/2009	620	11/28/2008	509
12/8/1978	344	12/8/1978	427	2/20/2009	625	12/5/2008	573
12/15/1978	347	12/15/1978	390	2/27/2009	650	12/12/2008	554
12/22/1978	352	12/22/1978	447	3/6/2009	645	12/19/2008	586
12/29/1978	358	12/29/1978	515	3/13/2009	654	12/26/2008	492
1/5/1979	359	1/5/1979	559	3/20/2009	650	1/2/2009	467
1/12/1979	392	1/12/1979	680	3/27/2009	650	1/9/2009	524
1/19/1979	337	1/19/1979	488	4/3/2009	660	1/16/2009	589
1/26/1979	342	1/26/1979	423	4/10/2009	660	1/23/2009	588
2/2/1979	348	2/2/1979	424	4/17/2009	640	1/30/2009	626
2/9/1979	359	2/9/1979	418	4/24/2009	640	2/6/2009	623
2/16/1979	367	2/16/1979	384	5/1/2009	635	2/13/2009	627
2/23/1979	360	2/23/1979	364	5/8/2009	611	2/20/2009	667
3/2/1979	355	3/2/1979	358	5/15/2009	625	2/27/2009	639
3/9/1979	363	3/9/1979	346	5/22/2009	627	3/6/2009	654
3/16/1979	359	3/16/1979	315	5/29/2009	620	3/13/2009	646
3/23/1979	353	3/23/1979	296	6/5/2009	615	3/20/2009	652
3/30/1979	360	3/30/1979	300	6/12/2009	603.5	3/27/2009	669
4/6/1979	465	4/6/1979	449	6/19/2009	600	4/3/2009	654
4/13/1979	457	4/13/1979	424	6/26/2009	615	4/10/2009	610
4/20/1979	383	4/20/1979	340	7/3/2009	602.5	4/17/2009	640
4/27/1979	357	4/27/1979	303	7/10/2009	553	4/24/2009	631
5/4/1979	353	5/4/1979	307	7/17/2009	556.5	5/1/2009	601
5/11/1979	344	5/11/1979	290	7/24/2009	575	5/8/2009	637
5/18/1979	346	5/18/1979	280	7/31/2009	580	5/15/2009	631
5/25/1979	349	5/25/1979	287	8/7/2009	545	5/22/2009	623
6/1/1979	336	6/1/1979	262	8/14/2009	551	5/29/2009	621
6/8/1979	365	6/8/1979	322	8/21/2009	565	6/5/2009	601
6/15/1979	351	6/15/1979	312	8/28/2009	563.5	6/12/2009	608
6/22/1979	379	6/22/1979	343	9/4/2009	560	6/19/2009	627
6/29/1979	369	6/29/1979	366	9/11/2009	556.5	6/26/2009	614
7/6/1979	368	7/6/1979	458	9/18/2009	550	7/3/2009	565
7/13/1979	368	7/13/1979	446	9/25/2009	535	7/10/2009	522
7/20/1979	395	7/20/1979	445	10/2/2009	540	7/17/2009	554
7/27/1979	386	7/27/1979	417	10/9/2009	520	7/24/2009	584
8/3/1979	412	8/3/1979	428	10/16/2009	515	7/31/2009	550
8/10/1979	386	8/10/1979	360	10/23/2009	525	8/7/2009	558
8/17/1979	387	8/17/1979	329	10/30/2009	521.5	8/14/2009	576
8/24/1979	390	8/24/1979	313	11/6/2009	510	8/21/2009	570
8/31/1979	389	8/31/1979	312	11/13/2009	504	8/28/2009	570
9/7/1979	378	9/7/1979	285	11/20/2009	500	9/4/2009	550
9/14/1979	384	9/14/1979	311	11/27/2009	480	9/11/2009	545
9/21/1979	388	9/21/1979	309	12/4/2009	455	9/18/2009	530
9/28/1979	390	9/28/1979	303	12/11/2009	465	9/25/2009	551
10/5/1979	412	10/5/1979	379	12/18/2009	470	10/2/2009	521
10/12/1979	393	10/12/1979	335	12/25/2009	460	10/9/2009	514
10/19/1979	406	10/19/1979	342	1/1/2010	440	10/16/2009	531
10/26/1979	398	10/26/1979	353	1/8/2010	437	10/23/2009	530
11/2/1979	395	11/2/1979	372	1/15/2010	440	10/30/2009	512
11/9/1979	414	11/9/1979	392	1/22/2010	450	11/6/2009	502
11/16/1979	430	11/16/1979	401	1/29/2010	455	11/13/2009	505
11/23/1979	414	11/23/1979	379	2/5/2010	465	11/20/2009	466
11/30/1979	416	11/30/1979	513	2/12/2010	437.5	11/27/2009	457
12/7/1979	415	12/7/1979	521	2/19/2010	460	12/4/2009	474
12/14/1979	411	12/14/1979	455	2/26/2010	470	12/11/2009	480
12/21/1979	471	12/21/1979	580	3/5/2010	460	12/18/2009	452
12/28/1979	428	12/28/1979	596	3/12/2010	455	12/25/2009	432
1/4/1980	394	1/4/1980	574	3/19/2010	450	1/1/2010	434
1/11/1980	405	1/11/1980	804	3/26/2010	440	1/8/2010	444
1/18/1980	446	1/18/1980	648	4/2/2010	435	1/15/2010	482
1/25/1980	412	1/25/1980	515	4/9/2010	440	1/22/2010	470
2/1/1980	404	2/1/1980	471	4/16/2010	450	1/29/2010	480
2/8/1980	425	2/8/1980	493	4/23/2010	445	2/5/2010	440
2/15/1980	415	2/15/1980	418	4/30/2010	440	2/12/2010	473
2/22/1980	428	2/22/1980	415	5/7/2010	440	2/19/2010	496
2/29/1980	409	2/29/1980	407	5/14/2010	440	2/26/2010	469
3/7/1980	418	3/7/1980	413	5/21/2010	455	3/5/2010	462
3/14/1980	432	3/14/1980	398	5/28/2010	455	3/12/2010	457
3/21/1980	435	3/21/1980	392	6/4/2010	450	3/19/2010	442
3/28/1980	475	3/28/1980	399	6/11/2010	450	3/26/2010	439
4/4/1980	464	4/4/1980	451	6/18/2010	462.5	4/2/2010	460
4/11/1980	544	4/11/1980	535	6/25/2010	455	4/9/2010	484
4/18/1980	548	4/18/1980	495	7/2/2010	460	4/16/2010	456
4/25/1980	563	4/25/1980	482	7/9/2010	445	4/23/2010	448
5/2/1980	572	5/2/1980	491	7/16/2010	450	4/30/2010	444
5/9/1980	601	5/9/1980	526	7/23/2010	460	5/7/2010	444
5/16/1980	642	5/16/1980	539	7/30/2010	455	5/14/2010	471
5/23/1980	627	5/23/1980	525	8/6/2010	465	5/21/2010	460
5/30/1980	637	5/30/1980	477	8/13/2010	478	5/28/2010	453
6/6/1980	610	6/6/1980	562	8/20/2010	490	6/4/2010	456
6/13/1980	592	6/13/1980	511	8/27/2010	475	6/11/2010	472
6/20/1980	599	6/20/1980	529	9/3/2010	470	6/18/2010	457
6/27/1980	627	6/27/1980	563	9/10/2010	459	6/25/2010	472
7/4/1980	579	7/4/1980	584	9/17/2010	450	7/2/2010	454
7/11/1980	533	7/11/1980	643	9/24/2010	460	7/9/2010	429
7/18/1980	567	7/18/1980	628	10/1/2010	455	7/16/2010	464
7/25/1980	558	7/25/1980	569	10/8/2010	445	7/23/2010	457
8/1/1980	569	8/1/1980	536	10/15/2010	455	7/30/2010	479
8/8/1980	533	8/8/1980	494	10/22/2010	450	8/6/2010	484
8/15/1980	525	8/15/1980	435	10/29/2010	442	8/13/2010	500
8/22/1980	512	8/22/1980	410	11/5/2010	450	8/20/2010	473
8/29/1980	502	8/29/1980	397	11/12/2010	440.5	8/27/2010	472
9/5/1980	511	9/5/1980	374	11/19/2010	435	9/3/2010	451
9/12/1980	492	9/12/1980	414	11/26/2010	424	9/10/2010	450
9/19/1980	465	9/19/1980	381	12/3/2010	425	9/17/2010	465
9/26/1980	463	9/26/1980	363	12/10/2010	425	9/24/2010	453
10/3/1980	462	10/3/1980	410	12/17/2010	420	10/1/2010	445
10/10/1980	447	10/10/1980	417	12/24/2010	415	10/8/2010	462
10/17/1980	425	10/17/1980	355	12/31/2010	407.5	10/15/2010	452
10/24/1980	418	10/24/1980	384	1/7/2011	410	10/22/2010	434
10/31/1980	419	10/31/1980	395	1/14/2011	420	10/29/2010	457
11/7/1980	407	11/7/1980	416	1/21/2011	405	11/5/2010	435
11/14/1980	427	11/14/1980	403	1/28/2011	420	11/12/2010	439
11/21/1980	398	11/21/1980	440	2/4/2011	410	11/19/2010	407
11/28/1980	412	11/28/1980	407	2/11/2011	400	11/26/2010	436
12/5/1980	416	12/5/1980	534	2/18/2011	405	12/3/2010	421
12/12/1980	413	12/12/1980	481	2/25/2011	395	12/10/2010	420
12/19/1980	412	12/19/1980	499	3/4/2011	376	12/17/2010	420
12/26/1980	399	12/26/1980	546	3/11/2011	387.5	12/24/2010	388
1/2/1981	410	1/2/1981	580	3/18/2011	383	12/31/2010	409
1/9/1981	419	1/9/1981	839	3/25/2011	380	1/7/2011	445
1/16/1981	421	1/16/1981	638	4/1/2011	385	1/14/2011	404
1/23/1981	396	1/23/1981	521	4/8/2011	380	1/21/2011	454
1/30/1981	419	1/30/1981	490	4/15/2011	390	1/28/2011	415
2/6/1981	420	2/6/1981	500	4/22/2011	395	2/4/2011	383
2/13/1981	423	2/13/1981	439	4/29/2011	410	2/11/2011	410
2/20/1981	438	2/20/1981	430	5/6/2011	430	2/18/2011	391
2/27/1981	434	2/27/1981	432	5/13/2011	420	2/25/2011	368
3/6/1981	409	3/6/1981	414	5/20/2011	404	3/4/2011	397
3/13/1981	408	3/13/1981	385	5/27/2011	417	3/11/2011	385
3/20/1981	401	3/20/1981	365	6/3/2011	419	3/18/2011	382
3/27/1981	412	3/27/1981	356	6/10/2011	420	3/25/2011	388
4/3/1981	417	4/3/1981	383	6/17/2011	415	4/1/2011	382
4/10/1981	396	4/10/1981	401	6/24/2011	420	4/8/2011	412
4/17/1981	392	4/17/1981	350	7/1/2011	420	4/15/2011	403
4/24/1981	436	4/24/1981	379	7/8/2011	415	4/22/2011	429
5/1/1981	413	5/1/1981	342	7/15/2011	410	4/29/2011	474
5/8/1981	423	5/8/1981	369	7/22/2011	415	5/6/2011	434
5/15/1981	414	5/15/1981	340	7/29/2011	405	5/13/2011	409
5/22/1981	415	5/22/1981	342	8/5/2011	405	5/20/2011	424
5/29/1981	417	5/29/1981	301	8/12/2011	400	5/27/2011	422
6/5/1981	428	6/5/1981	384	8/19/2011	405	6/3/2011	427
6/12/1981	425	6/12/1981	367	8/26/2011	410	6/10/2011	414
6/19/1981	435	6/19/1981	376	9/2/2011	405	6/17/2011	429
6/26/1981	444	6/26/1981	387	9/9/2011	411	6/24/2011	428
7/3/1981	460	7/3/1981	430	9/16/2011	420	7/1/2011	418
7/10/1981	426	7/10/1981	516	9/23/2011	420	7/8/2011	405
7/17/1981	430	7/17/1981	481	9/30/2011	410	7/15/2011	418
7/24/1981	407	7/24/1981	429	10/7/2011	405	7/22/2011	398
7/31/1981	476	7/31/1981	444	10/14/2011	400	7/29/2011	400
8/7/1981	448	8/7/1981	419	10/21/2011	401	8/5/2011	395
8/14/1981	442	8/14/1981	369	10/28/2011	400	8/12/2011	408
8/21/1981	434	8/21/1981	351	11/4/2011	400	8/19/2011	417
8/28/1981	451	8/28/1981	352	11/11/2011	395	8/26/2011	409
9/4/1981	473	9/4/1981	396	11/18/2011	390	9/2/2011	414
9/11/1981	454	9/11/1981	331	11/25/2011	390	9/9/2011	428
9/18/1981	475	9/18/1981	392	12/2/2011	395	9/16/2011	423
9/25/1981	491	9/25/1981	392	12/9/2011	390	9/23/2011	391
10/2/1981	489	10/2/1981	416	12/16/2011	380	9/30/2011	401
10/9/1981	491	10/9/1981	476	12/23/2011	374.5	10/7/2011	404
