"MonthId","NumTweets_all","NumPositive_all","NumNegative_all","NumNeutral_all","NumDistinctTweets_all","NumDistinctUsers_all","NumPopularTweets_all","NumVerifiedTweets_all","NumTweets_allold","NumPositive_allold","NumNegative_allold","NumNeutral_allold","NumDistinctTweets_allold","NumDistinctUsers_allold","NumPopularTweets_allold","NumVerifiedTweets_allold","NumTweets_opening","NumPositive_opening","NumNegative_opening","NumNeutral_opening","NumDistinctTweets_opening","NumDistinctUsers_opening","NumPopularTweets_opening","NumVerifiedTweets_opening","NumTweets_posting","NumPositive_posting","NumNegative_posting","NumNeutral_posting","NumDistinctTweets_posting","NumDistinctUsers_posting","NumPopularTweets_posting","NumVerifiedTweets_posting","NumTweets_opportunity","NumPositive_opportunity","NumNegative_opportunity","NumNeutral_opportunity","NumDistinctTweets_opportunity","NumDistinctUsers_opportunity","NumPopularTweets_opportunity","NumVerifiedTweets_opportunity","NumTweets_hiring","NumPositive_hiring","NumNegative_hiring","NumNeutral_hiring","NumDistinctTweets_hiring","NumDistinctUsers_hiring","NumPopularTweets_hiring","NumVerifiedTweets_hiring","NumTweets_hashtags","NumPositive_hashtags","NumNegative_hashtags","NumNeutral_hashtags","NumDistinctTweets_hashtags","NumDistinctUsers_hashtags","NumPopularTweets_hashtags","NumVerifiedTweets_hashtags","NumTweets_all_Delta","NumPositive_all_Delta","NumNegative_all_Delta","NumNeutral_all_Delta","NumDistinctTweets_all_Delta","NumDistinctUsers_all_Delta","NumPopularTweets_all_Delta","NumVerifiedTweets_all_Delta","NumTweets_allold_Delta","NumPositive_allold_Delta","NumNegative_allold_Delta","NumNeutral_allold_Delta","NumDistinctTweets_allold_Delta","NumDistinctUsers_allold_Delta","NumPopularTweets_allold_Delta","NumVerifiedTweets_allold_Delta","NumTweets_opening_Delta","NumPositive_opening_Delta","NumNegative_opening_Delta","NumNeutral_opening_Delta","NumDistinctTweets_opening_Delta","NumDistinctUsers_opening_Delta","NumPopularTweets_opening_Delta","NumVerifiedTweets_opening_Delta","NumTweets_posting_Delta","NumPositive_posting_Delta","NumNegative_posting_Delta","NumNeutral_posting_Delta","NumDistinctTweets_posting_Delta","NumDistinctUsers_posting_Delta","NumPopularTweets_posting_Delta","NumVerifiedTweets_posting_Delta","NumTweets_opportunity_Delta","NumPositive_opportunity_Delta","NumNegative_opportunity_Delta","NumNeutral_opportunity_Delta","NumDistinctTweets_opportunity_Delta","NumDistinctUsers_opportunity_Delta","NumPopularTweets_opportunity_Delta","NumVerifiedTweets_opportunity_Delta","NumTweets_hiring_Delta","NumPositive_hiring_Delta","NumNegative_hiring_Delta","NumNeutral_hiring_Delta","NumDistinctTweets_hiring_Delta","NumDistinctUsers_hiring_Delta","NumPopularTweets_hiring_Delta","NumVerifiedTweets_hiring_Delta","NumTweets_hashtags_Delta","NumPositive_hashtags_Delta","NumNegative_hashtags_Delta","NumNeutral_hashtags_Delta","NumDistinctTweets_hashtags_Delta","NumDistinctUsers_hashtags_Delta","NumPopularTweets_hashtags_Delta","NumVerifiedTweets_hashtags_Delta"
201209,1152870,377191,46991,728688,1009134,27348,28428,23485,145817,70387,1693,73737,109772,12694,6684,11903,45082,11208,507,33367,36892,3263,1336,4110,27999,5305,265,22429,22199,2038,825,1035,48258,43542,642,4074,41576,3739,1838,1994,24794,10519,279,13996,9714,5120,2720,4821,1026426,313300,45442,667684,965684,18728,22887,14806,6743,8419,-1090,-586,-46188,-317,2905,1548,54978,36632,-126,18472,47756,-455,770,2631,18988,6569,106,12313,18644,-169,115,684,3794,1268,-447,2973,1017,29,153,71,31487,29933,396,1158,28901,129,549,1032,389,-1191,-183,1763,-573,-452,-73,577,-47838,-29251,-1014,-17573,-47910,67,2051,819
201210,1306576,414444,51570,840562,1138452,29904,32356,25087,170661,73834,1452,95375,120722,13729,7760,13076,65384,13266,503,51615,43416,3606,1750,4784,30593,5277,258,25058,24593,2143,902,1594,49850,44410,392,5048,42446,4101,2008,2342,25105,11075,300,13730,10994,5538,3141,4366,1155350,348372,50294,756684,1091002,20713,25991,13469,153706,37253,4579,111874,129318,2556,3928,1602,24844,3447,-241,21638,10950,1035,1076,1173,20302,2058,-4,18248,6524,343,414,674,2594,-28,-7,2629,2394,105,77,559,1592,868,-250,974,870,362,170,348,311,556,21,-266,1280,418,421,-455,128924,35072,4852,89000,125318,1985,3104,-1337
201211,1169803,376531,68383,724889,984871,28089,28378,20988,140610,78375,1408,60827,94620,13017,6807,6994,38821,10918,479,27424,33956,3333,1240,1284,23278,4487,272,18519,19540,2039,876,1330,37321,32994,390,3937,31648,4007,1946,1201,41483,30172,269,11042,10134,5205,2790,3203,1045902,304422,67160,674320,944313,19236,22713,15219,-136773,-37913,16813,-115673,-153581,-1815,-3978,-4099,-30051,4541,-44,-34548,-26102,-712,-953,-6082,-26563,-2348,-24,-24191,-9460,-273,-510,-3500,-7315,-790,14,-6539,-5053,-104,-26,-264,-12529,-11416,-2,-1111,-10798,-94,-62,-1141,16378,19097,-31,-2688,-860,-333,-351,-1163,-109448,-43950,16866,-82364,-146689,-1477,-3278,1750
201212,999364,339807,45144,614413,902245,24534,18873,13878,112045,60939,1481,49625,94918,11187,4146,6971,34397,11235,406,22756,30444,3041,774,1524,20703,4278,402,16023,18788,1812,558,748,42509,38458,528,3523,38007,3416,1280,1977,14833,7181,161,7491,8349,4220,1573,2773,901109,284719,43775,572615,865682,16926,15467,8254,-170439,-36724,-23239,-110476,-82626,-3555,-9505,-7110,-28565,-17436,73,-11202,298,-1830,-2661,-23,-4424,317,-73,-4668,-3512,-292,-466,240,-2575,-209,130,-2496,-752,-227,-318,-582,5188,5464,138,-414,6359,-591,-666,776,-26650,-22991,-108,-3551,-1785,-985,-1217,-430,-144793,-19703,-23385,-101705,-78631,-2310,-7246,-6965
201301,1158898,409178,49374,700346,1050797,33655,19539,18733,144313,77022,1893,65398,121816,17000,5476,10204,42959,13414,508,29037,38688,3890,938,2054,27557,5528,611,21418,24624,2683,755,1338,52313,47247,559,4507,46400,5223,1385,2590,22041,11187,233,10621,13104,7237,2452,4246,1032105,339428,47665,645012,1001742,22052,15025,9969,159534,69371,4230,85933,148552,9121,666,4855,32268,16083,412,15773,26898,5813,1330,3233,8562,2179,102,6281,8244,849,164,530,6854,1250,209,5395,5836,871,197,590,9804,8789,31,984,8393,1807,105,613,7208,4006,72,3130,4755,3017,879,1473,130996,54709,3890,72397,136060,5126,-442,1715
201302,1088916,395290,46549,647077,974387,33430,27593,26636,137667,75463,1457,60747,107739,16380,6492,17211,38719,12424,427,25868,34186,3699,1186,2150,25441,4962,382,20097,20968,2743,969,2732,45733,41187,407,4139,39371,4850,1675,3103,28433,17357,243,10833,14119,6875,2734,9408,970540,328840,45352,596348,931933,22291,22430,11339,-69982,-13888,-2825,-53269,-76410,-225,8054,7903,-6646,-1559,-436,-4651,-14077,-620,1016,7007,-4240,-990,-81,-3169,-4502,-191,248,96,-2116,-566,-229,-1321,-3656,60,214,1394,-6580,-6060,-152,-368,-7029,-373,290,513,6392,6170,10,212,1015,-362,282,5162,-61565,-10588,-2313,-48664,-69809,239,7405,1370
201303,1070749,381889,45358,643502,958842,33867,32957,20503,129346,70865,2126,56355,105464,16404,7025,9602,38496,12014,424,26058,33899,3811,1200,1834,20711,4423,431,15857,18029,2516,962,874,44629,39381,933,4315,37860,4869,2271,2606,26152,15410,367,10375,16756,7015,2655,4325,964113,322725,43412,597976,919991,22742,27350,12199,-18167,-13401,-1191,-3575,-15545,437,5364,-6133,-8321,-4598,669,-4392,-2275,24,533,-7609,-223,-410,-3,190,-287,112,14,-316,-4730,-539,49,-4240,-2939,-227,-7,-1858,-1104,-1806,526,176,-1511,19,596,-497,-2281,-1947,124,-458,2637,140,-79,-5083,-6427,-6115,-1940,1628,-11942,451,4920,860
201304,1232708,435760,52142,744806,1106572,37359,33578,25151,150100,81178,2148,66774,122411,18773,7553,12685,47023,15122,418,31483,41085,4267,1302,3147,22528,5563,800,16165,18880,2723,1034,1553,53444,47213,576,5655,46372,5565,2590,2552,27552,13589,369,13594,17145,8475,2672,5437,1106435,365261,50227,690947,1060634,24369,27549,14867,161959,53871,6784,101304,147730,3492,621,4648,20754,10313,22,10419,16947,2369,528,3083,8527,3108,-6,5425,7186,456,102,1313,1817,1140,369,308,851,207,72,679,8815,7832,-357,1340,8512,696,319,-54,1400,-1821,2,3219,389,1460,17,1112,142322,42536,6815,92971,140643,1627,199,2668
201305,1346452,483213,61026,802213,1187036,39547,36082,51338,168249,93887,3089,71273,139391,20188,8035,12504,51432,16552,1716,33164,46318,4477,1179,2418,24740,6578,461,17701,21377,3051,1018,1095,62097,55593,530,5974,53180,6045,2984,3494,30619,15547,413,14659,19699,9035,2918,5518,1204266,400900,58194,745172,1138352,25603,29465,40932,113744,47453,8884,57407,80464,2188,2504,26187,18149,12709,941,4499,16980,1415,482,-181,4409,1430,1298,1681,5233,210,-123,-729,2212,1015,-339,1536,2497,328,-16,-458,8653,8380,-46,319,6808,480,394,942,3067,1958,44,1065,2554,560,246,81,97831,35639,7967,54225,77718,1234,1916,26065
201306,1091568,383315,54806,653447,973374,37093,34053,55439,125006,66900,2347,55759,94869,18610,7358,16150,35944,9606,1307,25031,28820,4432,1431,4092,24801,9567,446,14788,17793,2602,1016,5181,35971,32017,325,3629,29700,5486,2290,2035,28752,16004,294,12454,19451,8252,2660,4874,992392,328027,52698,611667,931542,24238,28205,40966,-254884,-99898,-6220,-148766,-213662,-2454,-2029,4101,-43243,-26987,-742,-15514,-44522,-1578,-677,3646,-15488,-6946,-409,-8133,-17498,-45,252,1674,61,2989,-15,-2913,-3584,-449,-2,4086,-26126,-23576,-205,-2345,-23480,-559,-694,-1459,-1867,457,-119,-2205,-248,-783,-258,-644,-211874,-72873,-5496,-133505,-206810,-1365,-1260,34
201307,1122785,384402,58901,679482,1001815,41440,47307,49683,121969,61421,1365,59183,85348,21725,10392,14993,29924,8065,252,21607,23411,4762,1703,3013,26626,8586,393,17647,19675,3155,2349,3022,31677,27067,382,4228,22295,6712,2858,3387,35179,18887,363,15929,21833,9820,3615,5741,1031671,336708,57799,637164,955161,26235,39734,36824,31217,1087,4095,26035,28441,4347,13254,-5756,-3037,-5479,-982,3424,-9521,3115,3034,-1157,-6020,-1541,-1055,-3424,-5409,330,272,-1079,1825,-981,-53,2859,1882,553,1333,-2159,-4294,-4950,57,599,-7405,1226,568,1352,6427,2883,69,3475,2382,1568,955,867,39279,8681,5101,25497,23619,1997,11529,-4142
201308,1271484,422483,66166,782835,1087830,42335,84252,56515,140974,67659,1891,71424,86294,21855,15364,24085,39043,9344,562,29137,26289,5225,3089,7356,24059,7605,386,16068,18551,2950,2678,1169,35952,29188,457,6307,20958,6312,4113,7326,44094,23318,507,20269,22850,10062,5784,8454,1165101,370461,64578,730062,1041602,27038,72032,36158,148699,38081,7265,103353,86015,895,36945,6832,19005,6238,526,12241,946,130,4972,9092,9119,1279,310,7530,2878,463,1386,4343,-2567,-981,-7,-1579,-1124,-205,329,-1853,4275,2121,75,2079,-1337,-400,1255,3939,8915,4431,144,4340,1017,242,2169,2713,133430,33753,6779,92898,86441,803,32298,-666
201309,1380277,457166,67418,855693,1165093,40488,95846,56552,153912,72804,2010,79098,97278,20459,15446,26201,51770,15535,453,35782,40991,4668,2965,5526,22422,6566,486,15370,16160,2801,3055,1393,35856,27492,579,7785,19544,5950,3618,8438,45180,23950,526,20704,21716,9381,5983,11331,1258412,398088,65692,794632,1122178,25895,83755,32959,108793,34683,1252,72858,77263,-1847,11594,37,12938,5145,119,7674,10984,-1396,82,2116,12727,6191,-109,6645,14702,-557,-124,-1830,-1637,-1039,100,-698,-2391,-149,377,224,-96,-1696,122,1478,-1414,-362,-495,1112,1086,632,19,435,-1134,-681,199,2877,93311,27627,1114,64570,80576,-1143,11723,-3199
201310,1460478,495791,73223,891464,1249161,33255,88818,56986,159715,77850,2566,79299,102672,16797,15151,28490,59750,20057,686,39007,48437,4208,2857,6051,23327,7206,706,15415,16930,2424,3134,1572,33445,28759,563,4123,19457,4773,3217,7583,44193,22630,657,20906,19065,7239,6121,13409,1333274,431923,71173,830178,1209650,21010,77067,31801,80201,38625,5805,35771,84068,-7233,-7028,434,5803,5046,556,201,5394,-3662,-295,2289,7980,4522,233,3225,7446,-460,-108,525,905,640,220,45,770,-377,79,179,-2411,1267,-16,-3662,-87,-1177,-401,-855,-987,-1320,131,202,-2651,-2142,138,2078,74862,33835,5481,35546,87472,-4885,-6688,-1158
201311,1387716,472572,67498,847646,1224938,31399,66327,48063,168716,80791,2165,85760,120579,16414,12649,23590,56614,17765,964,37885,47504,4777,2528,4988,34833,10560,628,23645,30732,2107,2005,842,36054,28279,287,7488,25706,5406,3122,4784,42107,24854,325,16928,17567,6574,5129,13206,1281222,418808,66122,796292,1189587,20164,56628,27520,-72762,-23219,-5725,-43818,-24223,-1856,-22491,-8923,9001,2941,-401,6461,17907,-383,-2502,-4900,-3136,-2292,278,-1122,-933,569,-329,-1063,11506,3354,-78,8230,13802,-317,-1129,-730,2609,-480,-276,3365,6249,633,-95,-2799,-2086,2224,-332,-3978,-1498,-665,-992,-203,-52052,-13115,-5051,-33886,-20063,-846,-20439,-4281
201312,1389620,476191,66940,846489,1234761,28377,64167,43908,145855,72603,2343,70909,105894,14405,11100,19644,59846,20040,1313,38493,49070,4595,2350,6759,19198,5974,442,12782,15606,1866,1603,1102,36545,29603,358,6584,26698,4751,2771,5366,30862,17367,265,13230,15447,5444,4450,6433,1291757,428027,65263,798467,1203719,18503,55551,26450,1904,3619,-558,-1157,9823,-3022,-2160,-4155,-22861,-8188,178,-14851,-14685,-2009,-1549,-3946,3232,2275,349,608,1566,-182,-178,1771,-15635,-4586,-186,-10863,-15126,-241,-402,260,491,1324,71,-904,992,-655,-351,582,-11245,-7487,-60,-3698,-2120,-1130,-679,-6773,10535,9219,-859,2175,14132,-1661,-1077,-1070
201401,1632543,561056,85718,985769,1400052,38370,90060,69284,189211,95210,3896,90105,112897,21115,18097,36398,58935,15562,1977,41396,41357,5771,3479,11930,26833,8123,426,18284,20893,2621,2418,1335,45843,38889,880,6074,29435,6749,4290,7040,58668,33397,658,24613,22484,8955,8069,16293,1492756,490790,82440,919526,1353992,23640,75296,36916,242923,84865,18778,139280,165291,9993,25893,25376,43356,22607,1553,19196,7003,6710,6997,16754,-911,-4478,664,2903,-7713,1176,1129,5171,7635,2149,-16,5502,5287,755,815,233,9298,9286,522,-510,2737,1998,1519,1674,27806,16030,393,11383,7037,3511,3619,9860,200999,62763,17177,121059,150273,5137,19745,10466
201402,1574749,559117,88704,926928,1363440,36829,88711,67560,166709,86351,2472,77886,94826,19794,16902,34205,37603,9523,401,27679,24864,5124,3188,7539,34251,9104,579,24568,26752,2633,2385,2107,45371,39868,1032,4471,23928,6261,4103,12407,50916,28744,465,21707,20500,8494,7421,12781,1453894,494480,86753,872661,1321671,22873,74824,36876,-57794,-1939,2986,-58841,-36612,-1541,-1349,-1724,-22502,-8859,-1424,-12219,-18071,-1321,-1195,-2193,-21332,-6039,-1576,-13717,-16493,-647,-291,-4391,7418,981,153,6284,5859,12,-33,772,-472,979,152,-1603,-5507,-488,-187,5367,-7752,-4653,-193,-2906,-1984,-461,-648,-3512,-38862,3690,4313,-46865,-32321,-767,-472,-40
201403,1998567,694213,122879,1181475,1709460,38870,102066,67853,241288,117562,4310,119416,168343,21501,18943,33907,87269,30585,1635,55049,72720,5788,3593,8403,47709,13643,738,33328,41767,2568,2655,1258,51002,42766,631,7605,33376,6748,4465,8590,56740,31521,1316,23903,21781,9366,8412,15953,1826252,608904,119384,1097964,1661389,23818,86698,38182,423818,135096,34175,254547,346020,2041,13355,293,74579,31211,1838,41530,73517,1707,2041,-298,49666,21062,1234,27370,47856,664,405,864,13458,4539,159,8760,15015,-65,270,-849,5631,2898,-401,3134,9448,487,362,-3817,5824,2777,851,2196,1281,872,991,3172,372358,114424,32631,225303,339718,945,11874,1306
201404,2035986,722279,112758,1200949,1751126,39403,100064,56987,228942,111473,5177,112292,157888,21643,18632,30913,113379,42746,3265,67368,97348,5516,3615,9982,19208,4852,657,13699,12771,2751,2434,2242,44136,36557,623,6956,27678,6554,4411,7924,53324,28036,678,24610,21334,9644,8322,10909,1847718,634021,108060,1105637,1705237,24192,85176,29612,37419,28066,-10121,19474,41666,533,-2002,-10866,-12346,-6089,867,-7124,-10455,142,-311,-2994,26110,12161,1630,12319,24628,-272,22,1579,-28501,-8791,-81,-19629,-28996,183,-221,984,-6866,-6209,-8,-649,-5698,-194,-54,-666,-3416,-3485,-638,707,-447,278,-90,-5044,21466,25117,-11324,7673,43848,374,-1522,-8570
201405,2147019,776535,113088,1257396,1841224,39099,114576,64467,239057,123375,4686,110996,167812,21201,19137,34588,109958,42472,2064,65422,96157,5402,3873,7463,20526,5379,1262,13885,12575,2800,2310,3997,45912,39390,655,5867,29054,6620,4705,8635,64350,37440,736,26174,31359,9378,8427,15218,1964338,686262,109127,1168949,1796891,24357,99884,36238,111033,54256,330,56447,90098,-304,14512,7480,10115,11902,-491,-1296,9924,-442,505,3675,-3421,-274,-1201,-1946,-1191,-114,258,-2519,1318,527,605,186,-196,49,-124,1755,1776,2833,32,-1089,1376,66,294,711,11026,9404,58,1564,10025,-266,105,4309,116620,52241,1067,63312,91654,165,14708,6626
201406,2454320,879111,123169,1452040,2118068,50780,126705,71485,283414,145931,4280,133203,206008,27496,19956,38596,131874,52501,1841,77532,111188,6997,4089,12971,20767,5348,1040,14379,13921,3474,2216,2406,52723,44607,391,7725,35206,8389,4900,9115,79318,44315,1029,33974,47219,12878,8909,14280,2241363,774507,119784,1347072,2063178,32250,111935,38586,307301,102576,10081,194644,276844,11681,12129,7018,44357,22556,-406,22207,38196,6295,819,4008,21916,10029,-223,12110,15031,1595,216,5508,241,-31,-222,494,1346,674,-94,-1591,6811,5217,-264,1858,6152,1769,195,480,14968,6875,293,7800,15860,3500,482,-938,277025,88245,10657,178123,266287,7893,12051,2348
201407,2847372,1037756,140925,1668691,2467345,41139,136992,79470,354797,194797,4355,155645,261811,22588,23266,45652,150338,63862,1786,84690,128444,5921,5136,13255,20955,5020,814,15121,14602,2735,2258,2338,51825,44616,350,6859,35321,6769,4840,7726,133208,82211,1416,49581,85028,10478,11227,22593,2606149,913632,137925,1554592,2416555,25340,119639,38837,393052,158645,17756,216651,349277,-9641,10287,7985,71383,48866,75,22442,55803,-4908,3310,7056,18464,11361,-55,7158,17256,-1076,1047,284,188,-328,-226,742,681,-739,42,-68,-898,9,-41,-866,115,-1620,-60,-1389,53890,37896,387,15607,37809,-2400,2318,8313,364786,139125,18141,207520,353377,-6910,7704,251
201408,3813810,1351109,151288,2311413,3466052,41139,133368,73206,611787,346429,5587,259771,524996,23152,24647,40929,202376,52795,1529,148052,178384,6750,5352,15032,23990,6106,522,17362,18321,2732,2417,1755,130405,120874,880,8651,110057,6973,5018,10865,256396,167619,2659,86118,219716,10797,12070,13395,3592757,1241925,148376,2202456,3409577,25170,116829,38776,966438,313353,10363,642722,998707,0,-3624,-6264,256990,151632,1232,104126,263185,564,1381,-4723,52038,-11067,-257,63362,49940,829,216,1777,3035,1086,-292,2241,3719,-3,159,-583,78580,76258,530,1792,74736,204,178,3139,123188,85408,1243,36537,134688,319,843,-9198,986608,328293,10451,647864,993022,-170,-2810,-61
201409,3559707,1291585,136113,2132009,3244299,33940,114179,67345,460105,267569,3482,189054,387730,18172,18860,35638,221757,89574,1419,130764,205479,5594,4796,6884,20466,5812,422,14232,14956,2283,1904,1250,111083,105433,377,5273,88686,6124,4414,14282,107979,67569,1267,39143,80143,7929,7872,13413,3367593,1192794,134027,2040772,3199414,22388,101168,44282,-254103,-59524,-15175,-179404,-221753,-7199,-19189,-5861,-151682,-78860,-2105,-70717,-137266,-4980,-5787,-5291,19381,36779,-110,-17288,27095,-1156,-556,-8148,-3524,-294,-100,-3130,-3365,-449,-513,-505,-19322,-15441,-503,-3378,-21371,-849,-604,3417,-148417,-100050,-1392,-46975,-139573,-2868,-4198,18,-225164,-49131,-14349,-161684,-210163,-2782,-15661,5506
