MonthId,NumTweets_all,NumPositive_all,NumNegative_all,NumNeutral_all,NumDistinctTweets_all,NumDistinctUsers_all,NumPopularTweets_all,NumVerifiedTweets_all,NumTweets_allold,NumPositive_allold,NumNegative_allold,NumNeutral_allold,NumDistinctTweets_allold,NumDistinctUsers_allold,NumPopularTweets_allold,NumVerifiedTweets_allold,NumTweets_opening,NumPositive_opening,NumNegative_opening,NumNeutral_opening,NumDistinctTweets_opening,NumDistinctUsers_opening,NumPopularTweets_opening,NumVerifiedTweets_opening,NumTweets_posting,NumPositive_posting,NumNegative_posting,NumNeutral_posting,NumDistinctTweets_posting,NumDistinctUsers_posting,NumPopularTweets_posting,NumVerifiedTweets_posting,NumTweets_opportunity,NumPositive_opportunity,NumNegative_opportunity,NumNeutral_opportunity,NumDistinctTweets_opportunity,NumDistinctUsers_opportunity,NumPopularTweets_opportunity,NumVerifiedTweets_opportunity,NumTweets_hiring,NumPositive_hiring,NumNegative_hiring,NumNeutral_hiring,NumDistinctTweets_hiring,NumDistinctUsers_hiring,NumPopularTweets_hiring,NumVerifiedTweets_hiring,NumTweets_hashtags,NumPositive_hashtags,NumNegative_hashtags,NumNeutral_hashtags,NumDistinctTweets_hashtags,NumDistinctUsers_hashtags,NumPopularTweets_hashtags,NumVerifiedTweets_hashtags
201111,282804,63745,7937,211122,272508,10896,2319,3575,19109,4860,242,14007,16544,3763,419,916,6652,832,138,5682,5602,1079,108,610,7187,785,36,6366,6893,729,51,51,2984,2260,39,685,2481,1089,91,53,2324,1000,29,1295,1704,1159,171,202,268646,59812,7791,201043,261569,8351,1990,2743
201112,684059,197157,34188,452714,669876,14877,2990,2076,42429,12998,639,28792,38997,6096,394,745,12656,2661,370,9625,11674,1751,93,327,18759,2365,111,16283,18159,1188,58,97,7476,6193,96,1187,6290,1949,98,242,3624,1841,63,1720,3134,1874,146,79,650755,186617,33846,430292,642706,10671,2680,1507
201201,947790,293389,45592,608809,901706,21528,10293,10569,71514,24181,1174,46159,57647,10054,2005,3959,19589,4189,421,14979,17666,2636,370,511,24457,3107,150,21200,23245,1703,235,164,13741,11512,125,2104,10639,3181,489,790,13918,5490,479,7949,6513,3755,926,2509,891856,273572,44790,573494,863654,14596,8664,7053
201202,871964,268745,37719,565500,809217,22455,15867,11559,77470,28886,1126,47458,56581,10943,4221,3967,23526,4628,466,18432,17542,2890,996,1440,21962,3580,162,18220,20027,1765,498,270,16614,13720,303,2591,12078,3330,972,777,15684,7155,198,8331,7494,4219,1782,1484,810543,244465,36866,529212,773427,14779,12232,8115
201203,958451,312304,40827,605320,869550,23076,15083,15086,98273,50504,2202,45567,78343,11002,3761,5141,21989,4171,562,17256,16783,2726,809,1686,20056,3287,205,16564,18637,1784,422,280,41222,36267,1135,3820,35942,3402,964,1648,15224,6917,307,8000,7571,4411,1583,1547,875813,266457,38885,570471,835491,15401,11933,10420
201204,935010,315342,40239,579429,822734,23441,16886,12907,107795,59517,1420,46858,85802,11071,4335,5265,21516,4519,414,16583,17015,2609,842,1564,20686,3111,523,17052,18187,1911,491,775,49192,44415,257,4520,43848,3410,1127,1061,17221,7672,231,9318,7313,4435,1923,1932,842309,260537,39117,542655,789474,15692,13268,8192
201205,1092353,348523,56714,687116,948213,24874,20254,19914,132812,74636,1815,56361,99711,11735,5184,8961,39996,11375,430,28191,28152,2988,1037,4781,18907,3768,218,14921,16634,1788,567,682,55398,50494,705,4199,47865,3662,1336,1186,18817,9213,462,9142,7626,4698,2280,2348,974496,279827,55111,639558,914785,16710,15854,11517
201206,852878,278920,36699,537259,756458,22817,14369,12216,105720,58341,1767,45612,86346,10189,3785,4929,31392,7772,917,22703,25060,2777,835,2393,16077,2868,169,13040,14223,1593,397,439,44415,40638,439,3338,40801,3061,944,847,14126,7280,243,6603,6724,3909,1637,1265,759456,224950,35048,499458,727721,15718,11182,7761
201207,930626,308043,42401,580182,828840,24767,15408,13270,113433,58774,3904,50755,88366,11668,4228,5745,34445,8530,2531,23384,27512,3175,849,1818,19930,3705,284,15941,16415,2036,550,713,42235,37412,920,3903,37266,3432,1006,915,17160,9375,169,7616,7776,4453,1857,2319,830524,254213,38625,537686,795911,16717,11804,8458
201208,1146127,368772,48081,729274,1055322,27665,25523,21937,90839,33755,1819,55265,62016,13149,5914,9272,26094,4639,401,21054,18248,3432,1221,3426,24205,4037,712,19456,21182,2009,672,964,16771,13609,246,2916,12675,3610,1289,962,24405,11710,462,12233,10287,5572,2793,4244,1074264,342551,46456,685257,1013594,18661,20836,13987
201209,1152870,377191,46991,728688,1009134,27348,28428,23485,145817,70387,1693,73737,109772,12694,6684,11903,45082,11208,507,33367,36892,3263,1336,4110,27999,5305,265,22429,22199,2038,825,1035,48258,43542,642,4074,41576,3739,1838,1994,24794,10519,279,13996,9714,5120,2720,4821,1026426,313300,45442,667684,965684,18728,22887,14806
201210,1306576,414444,51570,840562,1138452,29904,32356,25087,170661,73834,1452,95375,120722,13729,7760,13076,65384,13266,503,51615,43416,3606,1750,4784,30593,5277,258,25058,24593,2143,902,1594,49850,44410,392,5048,42446,4101,2008,2342,25105,11075,300,13730,10994,5538,3141,4366,1155350,348372,50294,756684,1091002,20713,25991,13469
201211,1169803,376531,68383,724889,984871,28089,28378,20988,140610,78375,1408,60827,94620,13017,6807,6994,38821,10918,479,27424,33956,3333,1240,1284,23278,4487,272,18519,19540,2039,876,1330,37321,32994,390,3937,31648,4007,1946,1201,41483,30172,269,11042,10134,5205,2790,3203,1045902,304422,67160,674320,944313,19236,22713,15219
201212,999364,339807,45144,614413,902245,24534,18873,13878,112045,60939,1481,49625,94918,11187,4146,6971,34397,11235,406,22756,30444,3041,774,1524,20703,4278,402,16023,18788,1812,558,748,42509,38458,528,3523,38007,3416,1280,1977,14833,7181,161,7491,8349,4220,1573,2773,901109,284719,43775,572615,865682,16926,15467,8254
201301,1158898,409178,49374,700346,1050797,33655,19539,18733,144313,77022,1893,65398,121816,17000,5476,10204,42959,13414,508,29037,38688,3890,938,2054,27557,5528,611,21418,24624,2683,755,1338,52313,47247,559,4507,46400,5223,1385,2590,22041,11187,233,10621,13104,7237,2452,4246,1032105,339428,47665,645012,1001742,22052,15025,9969
201302,1088916,395290,46549,647077,974387,33430,27593,26636,137667,75463,1457,60747,107739,16380,6492,17211,38719,12424,427,25868,34186,3699,1186,2150,25441,4962,382,20097,20968,2743,969,2732,45733,41187,407,4139,39371,4850,1675,3103,28433,17357,243,10833,14119,6875,2734,9408,970540,328840,45352,596348,931933,22291,22430,11339
201303,1070749,381889,45358,643502,958842,33867,32957,20503,129346,70865,2126,56355,105464,16404,7025,9602,38496,12014,424,26058,33899,3811,1200,1834,20711,4423,431,15857,18029,2516,962,874,44629,39381,933,4315,37860,4869,2271,2606,26152,15410,367,10375,16756,7015,2655,4325,964113,322725,43412,597976,919991,22742,27350,12199
201304,1232708,435760,52142,744806,1106572,37359,33578,25151,150100,81178,2148,66774,122411,18773,7553,12685,47023,15122,418,31483,41085,4267,1302,3147,22528,5563,800,16165,18880,2723,1034,1553,53444,47213,576,5655,46372,5565,2590,2552,27552,13589,369,13594,17145,8475,2672,5437,1106435,365261,50227,690947,1060634,24369,27549,14867
201305,1346452,483213,61026,802213,1187036,39547,36082,51338,168249,93887,3089,71273,139391,20188,8035,12504,51432,16552,1716,33164,46318,4477,1179,2418,24740,6578,461,17701,21377,3051,1018,1095,62097,55593,530,5974,53180,6045,2984,3494,30619,15547,413,14659,19699,9035,2918,5518,1204266,400900,58194,745172,1138352,25603,29465,40932
201306,1091568,383315,54806,653447,973374,37093,34053,55439,125006,66900,2347,55759,94869,18610,7358,16150,35944,9606,1307,25031,28820,4432,1431,4092,24801,9567,446,14788,17793,2602,1016,5181,35971,32017,325,3629,29700,5486,2290,2035,28752,16004,294,12454,19451,8252,2660,4874,992392,328027,52698,611667,931542,24238,28205,40966
201307,1122785,384402,58901,679482,1001815,41440,47307,49683,121969,61421,1365,59183,85348,21725,10392,14993,29924,8065,252,21607,23411,4762,1703,3013,26626,8586,393,17647,19675,3155,2349,3022,31677,27067,382,4228,22295,6712,2858,3387,35179,18887,363,15929,21833,9820,3615,5741,1031671,336708,57799,637164,955161,26235,39734,36824
201308,1271484,422483,66166,782835,1087830,42335,84252,56515,140974,67659,1891,71424,86294,21855,15364,24085,39043,9344,562,29137,26289,5225,3089,7356,24059,7605,386,16068,18551,2950,2678,1169,35952,29188,457,6307,20958,6312,4113,7326,44094,23318,507,20269,22850,10062,5784,8454,1165101,370461,64578,730062,1041602,27038,72032,36158
201309,1380277,457166,67418,855693,1165093,40488,95846,56552,153912,72804,2010,79098,97278,20459,15446,26201,51770,15535,453,35782,40991,4668,2965,5526,22422,6566,486,15370,16160,2801,3055,1393,35856,27492,579,7785,19544,5950,3618,8438,45180,23950,526,20704,21716,9381,5983,11331,1258412,398088,65692,794632,1122178,25895,83755,32959
201310,1460478,495791,73223,891464,1249161,33255,88818,56986,159715,77850,2566,79299,102672,16797,15151,28490,59750,20057,686,39007,48437,4208,2857,6051,23327,7206,706,15415,16930,2424,3134,1572,33445,28759,563,4123,19457,4773,3217,7583,44193,22630,657,20906,19065,7239,6121,13409,1333274,431923,71173,830178,1209650,21010,77067,31801
201311,1387716,472572,67498,847646,1224938,31399,66327,48063,168716,80791,2165,85760,120579,16414,12649,23590,56614,17765,964,37885,47504,4777,2528,4988,34833,10560,628,23645,30732,2107,2005,842,36054,28279,287,7488,25706,5406,3122,4784,42107,24854,325,16928,17567,6574,5129,13206,1281222,418808,66122,796292,1189587,20164,56628,27520
201312,1389620,476191,66940,846489,1234761,28377,64167,43908,145855,72603,2343,70909,105894,14405,11100,19644,59846,20040,1313,38493,49070,4595,2350,6759,19198,5974,442,12782,15606,1866,1603,1102,36545,29603,358,6584,26698,4751,2771,5366,30862,17367,265,13230,15447,5444,4450,6433,1291757,428027,65263,798467,1203719,18503,55551,26450
201401,1632543,561056,85718,985769,1400052,38370,90060,69284,189211,95210,3896,90105,112897,21115,18097,36398,58935,15562,1977,41396,41357,5771,3479,11930,26833,8123,426,18284,20893,2621,2418,1335,45843,38889,880,6074,29435,6749,4290,7040,58668,33397,658,24613,22484,8955,8069,16293,1492756,490790,82440,919526,1353992,23640,75296,36916
201402,1574749,559117,88704,926928,1363440,36829,88711,67560,166709,86351,2472,77886,94826,19794,16902,34205,37603,9523,401,27679,24864,5124,3188,7539,34251,9104,579,24568,26752,2633,2385,2107,45371,39868,1032,4471,23928,6261,4103,12407,50916,28744,465,21707,20500,8494,7421,12781,1453894,494480,86753,872661,1321671,22873,74824,36876
201403,1998567,694213,122879,1181475,1709460,38870,102066,67853,241288,117562,4310,119416,168343,21501,18943,33907,87269,30585,1635,55049,72720,5788,3593,8403,47709,13643,738,33328,41767,2568,2655,1258,51002,42766,631,7605,33376,6748,4465,8590,56740,31521,1316,23903,21781,9366,8412,15953,1826252,608904,119384,1097964,1661389,23818,86698,38182
201404,2035986,722279,112758,1200949,1751126,39403,100064,56987,228942,111473,5177,112292,157888,21643,18632,30913,113379,42746,3265,67368,97348,5516,3615,9982,19208,4852,657,13699,12771,2751,2434,2242,44136,36557,623,6956,27678,6554,4411,7924,53324,28036,678,24610,21334,9644,8322,10909,1847718,634021,108060,1105637,1705237,24192,85176,29612
201405,2147019,776535,113088,1257396,1841224,39099,114576,64467,239057,123375,4686,110996,167812,21201,19137,34588,109958,42472,2064,65422,96157,5402,3873,7463,20526,5379,1262,13885,12575,2800,2310,3997,45912,39390,655,5867,29054,6620,4705,8635,64350,37440,736,26174,31359,9378,8427,15218,1964338,686262,109127,1168949,1796891,24357,99884,36238
201406,2454320,879111,123169,1452040,2118068,50780,126705,71485,283414,145931,4280,133203,206008,27496,19956,38596,131874,52501,1841,77532,111188,6997,4089,12971,20767,5348,1040,14379,13921,3474,2216,2406,52723,44607,391,7725,35206,8389,4900,9115,79318,44315,1029,33974,47219,12878,8909,14280,2241363,774507,119784,1347072,2063178,32250,111935,38586
201407,2847372,1037756,140925,1668691,2467345,41139,136992,79470,354797,194797,4355,155645,261811,22588,23266,45652,150338,63862,1786,84690,128444,5921,5136,13255,20955,5020,814,15121,14602,2735,2258,2338,51825,44616,350,6859,35321,6769,4840,7726,133208,82211,1416,49581,85028,10478,11227,22593,2606149,913632,137925,1554592,2416555,25340,119639,38837
201408,3813810,1351109,151288,2311413,3466052,41139,133368,73206,611787,346429,5587,259771,524996,23152,24647,40929,202376,52795,1529,148052,178384,6750,5352,15032,23990,6106,522,17362,18321,2732,2417,1755,130405,120874,880,8651,110057,6973,5018,10865,256396,167619,2659,86118,219716,10797,12070,13395,3592757,1241925,148376,2202456,3409577,25170,116829,38776
201409,3559707,1291585,136113,2132009,3244299,33940,114179,67345,460105,267569,3482,189054,387730,18172,18860,35638,221757,89574,1419,130764,205479,5594,4796,6884,20466,5812,422,14232,14956,2283,1904,1250,111083,105433,377,5273,88686,6124,4414,14282,107979,67569,1267,39143,80143,7929,7872,13413,3367593,1192794,134027,2040772,3199414,22388,101168,44282
