"","Features","L1","medianL1","L2","medianL2","Win1","Win2","DirectionalWin1","DirectionalWin2","WeightedWin1","WeightedWin2","Prediction"
"1","median","45.6858115934237","43.2274157389974","56.7430270133503","43.6361527387478","9","6","9","7","76.7702608789156","-106.029739121084","245.549652033456"
"2","mean","44.6472677598272","43.8030544114608","56.3315650196962","43.8368373010856","9","6","9","7","89.2327868820737","-93.5672131179263","245.795308428036"
