"","Features","L1","medianL1","L2","medianL2","Win1","Win2","DirectionalWin1","DirectionalWin2","WeightedWin1","WeightedWin2","Prediction"
"1","median","42.5712642090975","34.7157440892585","55.6407060145344","34.7297199136872","9","6","9","7","114.14482949083","-68.6551705091699","241.802005832999"
"2","mean","40.7590466602368","35.561023087159","51.9505958912934","35.9947235778827","9","6","9","8","135.891440077158","-46.908559922842","247.041177211465"
