Features,L1,medianL1,L2,medianL2,Win1,Win2,DirectionalWin1,DirectionalWin2,WeightedWin1,WeightedWin2,Prediction
OneMonthBefore_Revised+NumPopularTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute,47.04089872,31.15596731,61.1290254,31.38283387,7,5,9,7,60.50921531,-122.2907847,242.6377301
OneMonthBefore_Revised+NumPopularTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumPopularTweets_Week1_opening_Absolute+NumPopularTweets_Week2_opening_Absolute,46.95832062,30.215278,61.9603605,30.51506488,7,6,9,7,61.50015257,-121.2998474,251.2902866
OneMonthBefore_Revised+NumPopularTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumPopularTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta,45.75716239,37.13854818,60.63068207,37.26406739,7,6,10,8,75.91405132,-106.8859487,256.3260981
OneMonthBefore_Revised+NumPopularTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumPopularTweets_Week1_opening_Absolute+NumPopularTweets_Week2_opening_Absolute+NumPopularTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta+NumPopularTweets_Week1_opening_AbsoluteDelta+NumPopularTweets_Week2_opening_AbsoluteDelta,47.07774141,36.99287241,61.99236164,37.07645396,8,5,10,7,60.06710309,-122.7328969,193.4941244
OneMonthBefore_Revised+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute,44.92222528,32.52722506,60.67133297,34.17012005,9,4,10,7,85.93329658,-96.86670342,247.4941979
OneMonthBefore_Revised+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumPopularTweets_Month1_opportunity_Absolute+NumPopularTweets_Week1_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute,47.34335206,37.83046736,61.53325448,38.0997919,7,4,9,7,56.8797753,-125.9202247,274.8927026
OneMonthBefore_Revised+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumPopularTweets_Month1_opening_Absolute+NumPopularTweets_Week1_opening_Absolute+NumPopularTweets_Week2_opening_Absolute,48.65019732,43.67631321,62.64356838,43.67858008,7,5,9,7,41.1976321,-141.6023679,191.388749
OneMonthBefore_Revised+NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute,49.23398279,38.89629776,60.34755845,39.21320771,7,3,9,6,34.19220654,-148.6077935,220.1333464
OneMonthBefore_Revised+NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumTweets_Week1_opportunity_Absolute+NumPopularTweets_Week1_opportunity_Absolute,49.83756823,36.30763965,61.61567174,36.57582957,7,2,9,5,26.94918123,-155.8508188,239.1287587
OneMonthBefore_Revised+NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute,44.93387454,26.42789815,59.35423277,26.58202633,7,5,9,7,85.79350547,-97.00649453,233.5639304
OneMonthBefore_Revised+NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumTweets_Week1_opportunity_Absolute+NumPopularTweets_Week1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute+NumPopularTweets_Week2_opportunity_Absolute,49.37952226,37.17637241,62.61189778,37.17803712,8,5,10,7,32.44573294,-150.3542671,251.0272753
OneMonthBefore_Revised+NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumTweets_Week1_all_AbsoluteDelta+NumPopularTweets_Week1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta+NumPopularTweets_Week2_all_AbsoluteDelta,41.79903993,21.39777811,59.29260811,21.85244461,8,5,10,7,123.4115208,-59.38847919,238.7741252
OneMonthBefore_Revised+NumTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_Absolute+NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute,41.3479462,20.51750151,59.05891007,20.91984505,8,5,10,7,128.8246456,-53.9753544,237.0983104
OneMonthBefore_Revised+NumVerifiedTweets_Month1_allold_Absolute+NumVerifiedTweets_Week2_allold_Absolute+NumVerifiedTweets_Month1_opportunity_Absolute+NumVerifiedTweets_Week2_opportunity_Absolute,48.5670343,35.54177365,60.95093027,35.56141707,7,5,9,7,42.19558841,-140.6044116,178.2916055
OneMonthBefore_Revised+NumTweets_Month1_allold_Absolute+NumVerifiedTweets_Month1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumVerifiedTweets_Week2_allold_Absolute+NumTweets_Month1_opportunity_Absolute+NumVerifiedTweets_Month1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute+NumVerifiedTweets_Week2_opportunity_Absolute,49.49553953,40.58953993,65.20322849,40.95975901,8,6,9,7,31.05352564,-151.7464744,187.4834559
OneMonthBefore_Revised+NumPopularTweets_Week1_all_Absolute+NumVerifiedTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumVerifiedTweets_Week2_all_Absolute,47.25540749,26.61592405,63.5253682,26.6317579,8,6,9,8,57.93511007,-124.8648899,273.0640984
OneMonthBefore_Revised+NumPopularTweets_Month1_all_Absolute+NumVerifiedTweets_Month1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumVerifiedTweets_Week1_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumVerifiedTweets_Week2_all_Absolute,44.63559942,24.46345167,62.50272901,24.48690184,8,6,9,8,89.37280698,-93.42719302,270.8534065
OneMonthBefore_Revised+NumTweets_Week1_all_Absolute+NumPopularTweets_Week1_all_Absolute+NumVerifiedTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute+NumPopularTweets_Week2_all_Absolute+NumVerifiedTweets_Week2_all_Absolute,45.77981802,23.74512195,62.79721834,24.23055399,8,6,9,8,75.64218381,-107.1578162,263.7988888
OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_Absolute,46.23583744,42.28227796,60.08450959,42.29296644,9,6,9,7,70.16995075,-112.6300492,246.7231707
OneMonthBefore_Revised+IJC+NumTweets_Month1_opportunity_Absolute,46.39917223,42.98529613,59.9299763,43.05084244,9,6,9,7,68.20993325,-114.5900668,246.52105
OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_Absolute+NumTweets_Month1_opportunity_Absolute,46.30215846,42.38361827,60.18817032,42.39930079,9,6,9,7,69.37409852,-113.4259015,246.6180888
OneMonthBefore_Revised+IJC+NumTweets_Month1_opening_Absolute,46.41392293,41.69803116,60.1331551,41.70270521,9,6,9,7,68.03292487,-114.7670751,246.9058406
OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_Absolute+NumTweets_Month1_opening_Absolute,46.24198286,42.28525927,60.10011866,42.29520875,9,6,9,7,70.09620562,-112.7037944,246.677598
OneMonthBefore_Revised+IJC+NumTweets_Month1_opportunity_Absolute+NumTweets_Month1_opening_Absolute,46.27675605,42.52574635,60.05228896,42.55606356,9,6,9,7,69.67892741,-113.1210726,246.6025249
OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_Absolute+NumTweets_Month1_opportunity_Absolute+NumTweets_Month1_opening_Absolute,46.27282592,42.34579594,60.27711894,42.35960923,9,6,9,7,69.72608891,-113.0739111,246.6181961
OneMonthBefore_Revised+IJC+NumTweets_Month1_all_AbsoluteDelta,46.67573694,41.10935956,60.27917375,41.10954073,9,6,9,7,64.8911567,-117.9088433,242.6656577
OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_AbsoluteDelta,46.54801126,40.88684745,60.07037398,40.88932835,9,6,9,7,66.42386488,-116.3761351,246.1406583
OneMonthBefore_Revised+IJC+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Month1_allold_AbsoluteDelta,46.99111271,41.77013879,60.32639667,41.79194713,9,6,9,7,61.10664749,-121.6933525,238.3988915
OneMonthBefore_Revised+IJC+NumTweets_Month1_opportunity_AbsoluteDelta,46.65453515,39.66817847,60.32730107,39.67390068,9,6,9,7,65.14557816,-117.6544218,245.6677261
OneMonthBefore_Revised+IJC+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Month1_opportunity_AbsoluteDelta,46.7310522,40.03474724,60.56947476,40.03844802,9,6,9,7,64.22737354,-118.5726265,240.2754042
OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_AbsoluteDelta+NumTweets_Month1_opportunity_AbsoluteDelta,46.61196872,39.8345807,60.30906769,39.83583991,9,6,9,7,65.65637534,-117.1436247,245.2127715
OneMonthBefore_Revised+IJC+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Month1_allold_AbsoluteDelta+NumTweets_Month1_opportunity_AbsoluteDelta,46.93955346,40.68961388,60.58868073,40.69376207,10,6,10,7,61.72535853,-121.0746415,236.689511
OneMonthBefore_Revised+IJC+NumTweets_Month1_opening_AbsoluteDelta,46.52184785,40.67931285,60.14642168,40.67968396,9,6,9,7,66.73782575,-116.0621743,247.0385536
OneMonthBefore_Revised+IJC+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta,46.7097727,41.20042811,60.29893619,41.20114047,9,6,9,7,64.48272763,-118.3172724,242.4768469
OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta,46.86665849,40.6882034,60.39424588,40.68886729,9,6,9,7,62.60009807,-120.1999019,245.1870868
OneMonthBefore_Revised+IJC+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Month1_allold_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta,47.35730185,41.84003279,60.85547377,41.86344726,9,6,9,7,56.71237785,-126.0876221,233.599957
OneMonthBefore_Revised+IJC+NumTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta,46.66397053,39.69692038,60.34521474,39.7020285,9,6,9,7,65.0323536,-117.7676464,245.6253727
OneMonthBefore_Revised+IJC+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta,46.74022165,40.20554984,60.56511073,40.20597129,9,6,9,7,64.11734015,-118.6826599,239.3050518
OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_AbsoluteDelta+NumTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta,46.78638343,40.12445156,60.44816869,40.1247633,9,6,9,7,63.56339883,-119.2366012,244.9476422
OneMonthBefore_Revised+IJC+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Month1_allold_AbsoluteDelta+NumTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta,47.29177212,41.44257409,60.87628922,41.45769896,9,6,9,7,57.49873453,-125.3012655,233.7651545
OneMonthBefore_Revised+IJC+NumTweets_Month1_all_Absolute+NumTweets_Month1_all_AbsoluteDelta,46.20755033,43.85279161,60.11155285,43.85286102,9,6,9,7,70.509396,-112.290604,237.0378712
OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_Absolute+NumTweets_Month1_allold_AbsoluteDelta,45.97314562,41.05839479,60.00586614,41.05933089,9,6,9,7,73.32225255,-109.4777475,244.7321028
OneMonthBefore_Revised+IJC+NumTweets_Month1_all_Absolute+NumTweets_Month1_allold_Absolute+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Month1_allold_AbsoluteDelta,46.42804322,40.59754144,60.65249716,40.61407043,9,6,9,7,67.86348135,-114.9365187,242.6343047
OneMonthBefore_Revised+IJC+NumTweets_Month1_all_Absolute+NumTweets_Month1_opportunity_Absolute+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Month1_opportunity_AbsoluteDelta,46.14677136,39.56356857,60.07810129,39.56588761,9,6,9,7,71.23874366,-111.5612563,238.1435301
OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_Absolute+NumTweets_Month1_opportunity_Absolute+NumTweets_Month1_allold_AbsoluteDelta+NumTweets_Month1_opportunity_AbsoluteDelta,45.80170474,39.3937731,60.00171498,39.39409002,9,6,9,7,75.37954315,-107.4204569,242.6284296
OneMonthBefore_Revised+IJC+NumTweets_Month1_opening_Absolute+NumTweets_Month1_opening_AbsoluteDelta,46.30198933,42.30057056,60.06554999,42.32601232,9,6,9,7,69.37612804,-113.423872,246.3045133
OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_Absolute+NumTweets_Month1_opening_Absolute+NumTweets_Month1_allold_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta,46.21679445,40.98274973,60.41329438,40.9831661,9,6,9,7,70.39846658,-112.4015334,243.573789
OneMonthBefore_Revised+IJC+NumTweets_Month1_opportunity_Absolute+NumTweets_Month1_opening_Absolute+NumTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta,45.76782451,39.2340526,59.83863975,39.23492236,9,6,9,7,75.78610591,-107.0138941,242.6147443
OneMonthBefore_Revised+IJC+NumTweets_Week1_all_Absolute,46.42509477,42.54978452,60.17665704,42.56505602,9,6,9,7,67.89886276,-114.9011372,243.4145283
OneMonthBefore_Revised+IJC+NumTweets_Week1_allold_Absolute,46.86280179,39.81488574,60.33674693,39.82861987,9,6,9,7,62.64637852,-120.1536215,246.9994791
OneMonthBefore_Revised+IJC+NumTweets_Week1_all_Absolute+NumTweets_Week1_allold_Absolute,46.93746829,41.48118692,60.58767755,41.48751761,9,6,9,7,61.75038058,-121.0496194,243.0106013
OneMonthBefore_Revised+IJC+NumTweets_Week1_opportunity_Absolute,46.54916042,41.21881622,60.12788592,41.2274292,9,6,9,7,66.41007491,-116.3899251,246.9423952
OneMonthBefore_Revised+IJC+NumTweets_Week1_all_Absolute+NumTweets_Week1_opportunity_Absolute,46.55710005,42.58471174,60.32117766,42.59917462,9,6,9,7,66.31479934,-116.4852007,243.551922
OneMonthBefore_Revised+IJC+NumTweets_Week1_all_AbsoluteDelta,46.49300299,40.73645254,60.02650469,40.74201167,9,6,9,7,67.08396412,-115.7160359,249.6027968
OneMonthBefore_Revised+IJC+NumTweets_Week1_opportunity_AbsoluteDelta,46.76757499,40.33180708,60.36808669,40.36245929,9,6,9,7,63.78910014,-119.0108999,246.4396133
OneMonthBefore_Revised+IJC+NumTweets_Week1_all_AbsoluteDelta+NumTweets_Week1_opportunity_AbsoluteDelta,46.79709159,40.41243929,60.38222903,40.44502784,9,6,9,7,63.43490088,-119.3650991,247.3572275
OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_Absolute+NumTweets_Week1_allold_Absolute,46.81070826,41.41181514,60.60500527,41.43128157,8,6,9,7,63.27150083,-119.5284992,248.1861674
OneMonthBefore_Revised+IJC+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Week1_all_AbsoluteDelta,46.52186564,41.21808532,60.18958879,41.22717504,9,6,9,7,66.73761229,-116.0623877,244.8774349
OneMonthBefore_Revised+IJC+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Week1_all_AbsoluteDelta+NumTweets_Month1_allold_AbsoluteDelta+NumTweets_Week1_allold_AbsoluteDelta,47.21112672,41.75790614,60.9682047,41.85851952,9,6,9,7,58.46647941,-124.3335206,240.4380122
OneMonthBefore_Revised+IJC+NumTweets_Month1_all_Absolute+NumTweets_Week1_all_Absolute+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Week1_all_AbsoluteDelta,46.40327013,43.85470851,60.51141712,43.85473768,9,6,9,7,68.16075845,-114.6392416,241.7783254
OneMonthBefore_Revised+IJC+NumTweets_Month1_all_Absolute+NumTweets_Week1_all_Absolute+NumTweets_Month1_allold_Absolute+NumTweets_Week1_allold_Absolute+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Week1_all_AbsoluteDelta+NumTweets_Month1_allold_AbsoluteDelta+NumTweets_Week1_allold_AbsoluteDelta,47.44945661,41.06890022,61.80483567,41.07325377,8,5,9,6,55.60652068,-127.1934793,249.0960384
OneMonthBefore_Revised+IJC+NumTweets_Week2_all_Absolute,46.10111508,42.68184589,59.84234318,42.70056617,9,6,9,7,71.78661905,-111.0133809,242.5220942
OneMonthBefore_Revised+IJC+NumTweets_Week2_allold_Absolute,46.31671916,41.297247,60.01127857,41.30450042,9,6,9,7,69.1993701,-113.6006299,247.8837704
OneMonthBefore_Revised+IJC+NumTweets_Week2_all_Absolute+NumTweets_Week2_allold_Absolute,46.14244707,42.6318895,59.87175549,42.64650465,9,6,9,7,71.29063517,-111.5093648,242.2321107
OneMonthBefore_Revised+IJC+NumTweets_Week2_opening_Absolute,46.78405835,39.7534958,60.22172525,39.76857694,9,6,9,7,63.59129982,-119.2087002,245.8803929
OneMonthBefore_Revised+IJC+NumTweets_Week2_all_Absolute+NumTweets_Week2_opening_Absolute,46.02470602,43.11181521,59.68939626,43.12054528,9,6,9,7,72.70352773,-110.0964723,236.1436791
OneMonthBefore_Revised+IJC+NumTweets_Week2_allold_Absolute+NumTweets_Week2_opening_Absolute,45.31755072,40.36685712,59.33175643,40.38714999,8,6,9,7,81.18939142,-101.6106086,250.2291261
OneMonthBefore_Revised+IJC+NumTweets_Week2_all_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Week2_opening_Absolute,45.14006375,40.39052593,59.23844505,40.39242705,9,6,9,7,83.31923506,-99.48076494,245.1103343
OneMonthBefore_Revised+IJC+NumTweets_Week2_allold_Absolute+NumTweets_Week2_opportunity_Absolute+NumTweets_Week2_opening_Absolute,45.306214,40.35399313,59.42445753,40.37447858,9,6,9,7,81.32543202,-101.474568,249.9979192
OneMonthBefore_Revised+IJC+NumTweets_Week2_all_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Week2_opportunity_Absolute+NumTweets_Week2_opening_Absolute,45.12868217,40.3764074,59.33130137,40.3783586,9,6,9,7,83.45581398,-99.34418602,244.8603542
OneMonthBefore_Revised+IJC+NumTweets_Week2_all_AbsoluteDelta,46.15068503,40.85911786,59.82334502,40.8909666,9,6,9,7,71.19177961,-111.6082204,243.6003883
OneMonthBefore_Revised+IJC+NumTweets_Week2_allold_AbsoluteDelta,46.70654153,40.78102956,60.30882196,40.79253416,9,6,9,7,64.52150164,-118.2784984,245.719695
OneMonthBefore_Revised+IJC+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta,46.4091048,40.98597337,60.05665721,40.98942483,9,6,9,7,68.09074246,-114.7092575,241.3045327
OneMonthBefore_Revised+IJC+NumTweets_Week2_opportunity_AbsoluteDelta,46.49405421,40.74561313,60.08491118,40.74561701,9,6,9,7,67.07134949,-115.7286505,247.0625965
OneMonthBefore_Revised+IJC+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta,46.14167736,40.8524044,59.82184876,40.88573689,9,6,9,7,71.29987173,-111.5001283,243.442382
OneMonthBefore_Revised+IJC+NumTweets_Week2_allold_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta,46.80170499,40.88204712,60.35845196,40.90225093,9,6,9,7,63.37954013,-119.4204599,245.4924075
OneMonthBefore_Revised+IJC+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta,46.47191328,41.01162275,60.09333309,41.01299438,9,6,9,7,67.33704061,-115.4629594,241.421893
OneMonthBefore_Revised+IJC+NumTweets_Week2_opening_AbsoluteDelta,46.61767567,40.40771239,60.22246743,40.41555694,9,6,9,7,65.587892,-117.212108,246.0743394
OneMonthBefore_Revised+IJC+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta,46.28182839,40.55346499,59.94472692,40.56266401,9,6,9,7,69.61805929,-113.1819407,242.7065238
OneMonthBefore_Revised+IJC+NumTweets_Week2_allold_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta,46.65953056,40.433986,60.26401682,40.44244785,9,6,9,7,65.08563331,-117.7143667,246.1885085
OneMonthBefore_Revised+IJC+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta,46.46532066,41.15416361,60.08613786,41.15782124,9,6,9,7,67.41615207,-115.3838479,241.1232619
OneMonthBefore_Revised+IJC+NumTweets_Week2_opportunity_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta,46.62636256,40.45032744,60.21187466,40.45729176,9,6,9,7,65.48364925,-117.3163507,246.2340001
OneMonthBefore_Revised+IJC+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta,46.26777834,40.54113966,59.94196574,40.55137544,9,6,9,7,69.78665987,-113.0133401,242.4819656
OneMonthBefore_Revised+IJC+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta,46.92067342,41.93322299,60.30000794,41.93343875,9,6,9,7,61.95191899,-120.848081,240.4629635
OneMonthBefore_Revised+IJC+NumTweets_Week2_all_Absolute+NumTweets_Week2_all_AbsoluteDelta,46.0650164,41.72799346,59.79298766,41.76575502,9,6,9,7,72.21980322,-110.5801968,242.0539897
OneMonthBefore_Revised+IJC+NumTweets_Week2_allold_Absolute+NumTweets_Week2_allold_AbsoluteDelta,46.43720521,42.77337273,60.20656976,42.77457221,9,6,9,7,67.75353743,-115.0464626,246.440445
OneMonthBefore_Revised+IJC+NumTweets_Week2_all_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta,45.42757671,37.05834839,59.90665132,37.08883212,8,6,9,7,79.86907949,-102.9309205,254.0239912
OneMonthBefore_Revised+IJC+NumTweets_Week2_all_Absolute+NumTweets_Week2_opportunity_Absolute+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta,45.31677567,37.17997211,59.1017335,37.19361683,9,6,9,7,81.19869195,-101.601308,242.1281776
OneMonthBefore_Revised+IJC+NumTweets_Week2_all_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Week2_opportunity_Absolute+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta,44.62808649,34.67875344,59.60405471,34.69329238,10,6,10,7,89.46296208,-93.33703792,251.5125362
OneMonthBefore_Revised+IJC+NumTweets_Week2_opening_Absolute+NumTweets_Week2_opening_AbsoluteDelta,46.79189825,39.78120237,60.25215287,39.79687382,9,6,9,7,63.49722097,-119.302779,245.857725
OneMonthBefore_Revised+IJC+NumTweets_Week2_allold_Absolute+NumTweets_Week2_opening_Absolute+NumTweets_Week2_allold_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta,45.34281402,41.04094788,59.57447755,41.07486802,9,6,9,7,80.8862318,-101.9137682,247.9725938
OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_Absolute+NumTweets_Week2_allold_Absolute,46.35897752,42.54251135,60.17128459,42.55491936,9,6,9,7,68.69226976,-114.1077302,246.3464679
OneMonthBefore_Revised+IJC+NumTweets_Month1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute,46.30433226,42.1664499,59.82261401,42.28601759,9,6,9,7,69.34801292,-113.4519871,247.1393417
OneMonthBefore_Revised+IJC+NumTweets_Month1_all_Absolute+NumTweets_Week2_all_Absolute+NumTweets_Month1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute,46.29200226,43.1013101,60.00317411,43.12452263,9,6,9,7,69.4959729,-113.3040271,241.7896541
OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Month1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute,46.31707689,42.03883727,60.19359018,42.0828901,9,6,9,7,69.19507727,-113.6049227,245.6143001
OneMonthBefore_Revised+IJC+NumTweets_Month1_all_Absolute+NumTweets_Week2_all_Absolute+NumTweets_Month1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Month1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute,46.65602628,42.60852073,60.45989229,42.63833421,9,6,9,7,65.12768467,-117.6723153,244.6600031
OneMonthBefore_Revised+IJC+NumTweets_Month1_opening_Absolute+NumTweets_Week2_opening_Absolute,46.68047779,41.00895869,60.29342715,41.01204076,8,6,9,7,64.83426657,-117.9657334,245.0435716
OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Month1_opening_Absolute+NumTweets_Week2_opening_Absolute,45.43729187,40.13911563,59.34378633,40.2405105,8,6,9,7,79.75249756,-103.0475024,253.1814934
OneMonthBefore_Revised+IJC+NumTweets_Month1_all_Absolute+NumTweets_Week2_all_Absolute+NumTweets_Month1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Month1_opening_Absolute+NumTweets_Week2_opening_Absolute,46.29794892,42.53114271,60.15996479,42.54060234,9,6,9,7,69.42461298,-113.375387,244.1985754
OneMonthBefore_Revised+IJC+NumTweets_Month1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute+NumTweets_Month1_opening_Absolute+NumTweets_Week2_opening_Absolute,46.30839027,42.28117155,60.04203368,42.35452773,9,6,9,7,69.29931671,-113.5006833,245.5965867
OneMonthBefore_Revised+IJC+NumTweets_Month1_all_Absolute+NumTweets_Week2_all_Absolute+NumTweets_Month1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute+NumTweets_Month1_opening_Absolute+NumTweets_Week2_opening_Absolute,46.56336686,43.24397243,60.31398493,43.27570327,9,6,9,7,66.23959773,-116.5604023,242.1272595
OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Month1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute+NumTweets_Month1_opening_Absolute+NumTweets_Week2_opening_Absolute,45.69217483,39.93131728,59.73492833,40.01003692,8,6,9,7,76.69390208,-106.1060979,253.9551124
OneMonthBefore_Revised+IJC+NumTweets_Month1_all_Absolute+NumTweets_Week2_all_Absolute+NumTweets_Month1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Month1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute+NumTweets_Month1_opening_Absolute+NumTweets_Week2_opening_Absolute,46.30803245,43.91884447,60.45411587,43.97134363,9,5,9,6,69.30361055,-113.4963894,241.6029007
OneMonthBefore_Revised+IJC+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta,46.25484124,40.73116263,59.87741315,40.76771123,9,6,9,7,69.94190518,-112.8580948,244.6284572
OneMonthBefore_Revised+IJC+NumTweets_Month1_allold_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta,46.79530469,40.97422711,60.2892545,40.9770126,9,6,9,7,63.4563437,-119.3436563,244.8273045
OneMonthBefore_Revised+IJC+NumTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta,46.8049245,38.74779039,60.49347189,38.76550161,9,6,9,7,63.34090596,-119.459094,245.2009302
