"","Features","L1","medianL1","L2","medianL2","Win1","Win2","DirectionalWin1","DirectionalWin2","WeightedWin1","WeightedWin2","Prediction"
"1","median","43.1273166143609","40.4993975978326","55.5271105074286","40.5544089018395","10","6","10","7","107.47220062767","-75.3277993723303","252.789179779081"
"2","mean","42.6979514076938","39.3106332414086","54.4610911472692","39.5838122650642","7","4","8","6","112.624583107674","-70.1754168923262","256.910465886308"
