"","Features","L1","medianL1","L2","medianL2","Win1","Win2","DirectionalWin1","DirectionalWin2","WeightedWin1","WeightedWin2","Prediction"
"1","median","38.787216879969","24.4857710510294","52.5960572556644","25.9542549875703","8","5","9","7","159.553397440372","-23.246602559628","233.852904229736"
"2","mean","39.7370839628846","31.2656976244565","50.3876056781137","33.2414820933565","7","4","8","6","148.154992445385","-34.6450075546153","240.303273666946"
