"","Features","L1","medianL1","L2","medianL2","Win1","Win2","DirectionalWin1","DirectionalWin2","WeightedWin1","WeightedWin2","Prediction"
"1","median","44.8090468529436","39.6937904994741","59.6177031528269","39.7405952582786","10","6","10","7","87.2914377646773","-95.5085622353227","244.318153081128"
"2","mean","44.8382156620884","39.5683827580592","59.2835239276481","39.6064705319303","9","6","9","7","86.9414120549398","-95.8585879450603","248.986412639314"
