"","Features","L1","medianL1","L2","medianL2","Win1","Win2","DirectionalWin1","DirectionalWin2","WeightedWin1","WeightedWin2","Prediction"
"1","median","34.5974771290401","17.2338154197065","52.2295532616677","17.2372718106871","9","8","9","8","125.830274451519","9.43027445151908","207.012528742686"
"2","mean","36.2179667573221","21.9274766538625","49.582598850763","21.9579114600418","8","6","9","7","106.384398912135","-10.0156010878649","207.808179556204"
