"","Features","L1","medianL1","L2","medianL2","Win1","Win2","DirectionalWin1","DirectionalWin2","WeightedWin1","WeightedWin2","Prediction"
"1","median","33.3325024347957","13.2922748651151","50.6955515569487","13.2925384289633","9","8","10","9","141.009970782451","24.609970782451","208.709015036018"
"2","mean","34.2893704546251","16.012812060909","51.3097514178786","16.0571396221652","9","6","10","8","129.527554544499","13.127554544499","220.688199996406"
