"","Features","L1","medianL1","L2","medianL2","Win1","Win2","DirectionalWin1","DirectionalWin2","WeightedWin1","WeightedWin2","Prediction"
"1","median","35.3592811987799","13.8685176640403","55.0938546250472","14.0572939481615","10","8","10","9","116.688625614641","0.288625614641248","193.417524678751"
"2","mean","35.4203006720002","12.1221132871748","54.8056602641325","12.5029636451466","10","8","10","9","115.956391935998","-0.443608064001836","194.437725568783"
